,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Component_66,Component_67,Component_68,Component_69,Component_70,Component_71,Component_72,Component_73,Component_74,Component_75,Species,Sample_ID
apul_ACR.139,-0.11411707725693909,-0.049077360249796975,-0.056849868228319056,-0.04000556945346723,-0.05711898250717006,0.2044396871089806,0.1574789260256878,-0.10480332589797098,0.06778994437971324,-0.1840831505874804,-0.2045244212601239,0.03599342023286023,0.022749222664533855,-0.09291000383525831,0.05727130422964703,0.2911997176386927,0.05552506085740838,-0.10048039439810177,-0.03815458183286762,0.052971680656541044,0.16583696858227076,0.1635599706109171,0.1080428884770416,-0.24887721711485009,0.14735436361657184,0.0795275486428972,0.0827101893368292,-0.12796873609446102,0.10152533067700405,0.053979997343263655,0.154552663119665,-0.22582226352896256,0.23424995189475947,0.12212011728981811,-0.3007741696383967,-0.22567363669327767,-0.22633379707118062,0.009153449778568903,-0.050527068558218535,0.027972787131334286,-0.08055656718583423,-0.07556860514578713,-0.05181183564893418,-0.09624091603246135,0.05028861398376248,0.37423374745383153,-0.06086592407859614,-0.011412852279647988,0.046620149853003945,0.029638953969883995,0.22774994113754068,0.21863159553570524,-0.02757797831184502,0.052769315110376344,0.29400645390885033,0.2675298604065413,-0.09203476887088875,0.35744208821919654,-0.09548123224320117,-0.0001316795571090442,-0.016785372940711193,0.2777619302498737,-0.052139831748458994,-0.11097109115597979,-0.0117879401859758,0.18095261846349137,-0.5193627928072791,0.009431427560099445,-0.25252515059973396,0.14076729643915262,0.02796703035705118,0.09435244316525707,0.1849601722960579,-0.07216560449952719,-0.014175564687528688,apul,ACR.139
apul_ACR.145,0.15741888148937777,0.021827701350166394,0.26577294485195574,0.028973586101493285,0.20073860070376476,-0.01798271098669802,-0.0029384561097005237,0.0942985778147966,0.019793087818138187,0.027612983450925912,0.08400536327032014,-0.007206610590415879,0.16141173436844786,0.048358543336566286,0.12160604796244749,0.07370660259445923,0.04292380642203907,0.026210091534200987,-0.07934672525560768,-0.19449118615532696,0.0507566636397078,0.6442733592954678,-0.45419481193904915,-0.10939141856709561,-0.03964888716245415,0.0016086380284199623,-0.09134958859171854,0.13277785606038073,-0.114212173315312,0.1520743241972575,-0.159224798926963,-0.21112958253971958,-0.05931827286874942,-0.17638108062860713,-0.10133027948231998,-0.10172074546838747,0.053374125944801204,0.03597064534499815,-0.01307037946909614,-0.09775725751675965,0.08423670182801057,-0.01965017421383201,-0.12137406472528586,0.158897606729246,-0.035835044139776784,-0.20146298301726537,-0.07203088366580303,0.026663275259832014,-0.05479231738383003,0.09216886981779975,0.29134093050522236,0.21916586544053868,0.0494700048896609,0.07066135788679788,0.23891348819678626,-0.12567932825801637,0.25652138662360263,0.00042687975135590996,0.03954917940878145,-0.07511961471094866,0.03787857821044825,-0.06658885567298509,-0.17904724752886697,-0.006602753051699233,-0.11560842802968856,0.13881169941104116,-0.08992700923072688,0.044927024777389586,-0.0005774938838967259,0.008326169875380117,-0.05267851948828932,-0.09248457613141188,0.1616457001782073,-0.06276899042491917,-0.03374919082812615,apul,ACR.145
apul_ACR.150,0.12801884546751544,0.08796716833762108,0.1253523663535363,0.07731545899716971,0.013421885878158636,-0.10604383701732553,0.14887797956684937,0.11438311224395248,-0.24972129293542403,-0.013409497934930648,0.017813861052886217,0.04483340018912801,-0.15150769610325868,-0.026393876974152356,0.3076621789976834,0.06582202723872829,0.01617357170979438,0.021208182151092925,-0.05968095362881945,-0.20023278101160047,0.052455562937298215,0.08288154425776627,0.24620217196483726,-0.0644205233639352,0.1829339492803748,-0.021348014533410696,-0.09428402682106438,0.2311177991066545,0.05384842344941911,0.031076710288589573,-0.11943333115308227,-0.19418140031875186,-0.02876963178512877,0.18200203624255903,0.4557582252402123,0.03276523554787205,-0.01789561814557797,-0.002177066029313541,0.10801168987972698,-0.030147411603135815,-0.019510607759078043,-0.13752058639650902,0.20620267024137023,0.19033038351913542,0.10129020324256124,-0.24125453788938273,0.08187889777494302,0.07388676691096152,0.01383129935814151,0.13627831274928243,0.08347919877215611,-0.016490583653437158,0.005000890146796199,-0.1783636641430296,-0.08285388402805076,-0.19191222994575635,0.03858781540024481,0.024725364036161872,-0.021712529998969526,-0.18689259608388428,0.3558851970020286,-0.03588651068841801,0.057259815267063835,-0.04435435174857513,-0.035539981231449545,0.04999000301089947,0.041563879392022836,-0.05363400454538029,-0.09336790391333774,0.036764626389748804,0.0916013999730838,0.01836170069193006,0.36207353660146946,-0.05003056516454127,-0.060727202592025124,apul,ACR.150
apul_ACR.173,0.15113072711731462,-0.0187997678676925,0.16984155788399877,-0.1803892916651948,-0.05924062639980444,0.02553683153062215,0.053625806100913255,-0.02951328891520936,0.27998123230901556,0.13705947631665888,0.26474691386356214,0.10390538345234553,-0.030506229778794795,-0.018606068455662657,0.5552121828045072,0.19298975326798665,-0.4352471216217303,0.03863416702560954,-0.03772171421900896,-0.1989345175197975,-0.303305641387576,-0.11551615753406311,0.034816876478560764,-0.121595479637939,0.11423990655866396,0.1165153036506851,-0.10969549405780582,0.22960477168755,-0.09641727470358988,0.06121968494446185,0.051465598989109546,-0.15236492879045077,-0.07614829295054953,-0.074255851925889,-0.03775618368039804,-0.054054840717514895,-0.040882796359061814,0.019132310261484493,0.02748232585553853,-0.024656951629721233,-0.06120268396690988,-0.1623588383922641,-0.1167672015440111,0.23035904062959636,0.23011744221950514,0.4060598524263243,-0.010157260071567479,0.12273068180443314,0.020149065360252,-0.08745706846774005,0.255170414531835,0.1647838662768291,0.0632364789930668,-0.056721259333135585,-0.15061927693017307,0.15760292659834663,-0.05329947332519734,0.06445319221013981,0.05142682314885065,-0.10801840676812545,-0.2983610954289734,0.054875147374670565,-0.09783095424836032,-0.14951506026747405,0.07958960749426876,0.020806450502645686,0.08092340366002268,0.012576976157309332,-0.16257159965074666,-0.09864477040486429,-0.06308735654846151,-0.07424887765419746,0.05024610052645509,0.029419164854427277,-0.05186656175836476,apul,ACR.173
apul_ACR.186,-0.5522990645509833,-0.0020667178325710247,0.036663242336725146,-0.11254364505941479,0.6787453375651198,-0.2524688362824541,0.18575667122020434,-0.04696776868010427,-0.011552839896908374,-0.06797989342833084,-0.2270347306841158,-0.11055448865887496,-0.2665273613240061,-0.08875688187765121,0.19014716149309357,0.2707882526196866,-0.3037507986658685,-0.15108489837160055,-0.10885107138159626,0.13455513150953383,0.28938906517706325,0.1605242123690496,0.15452493903576067,-0.16790862059110603,0.15023410600994397,-0.02571863522035421,-0.16558274136276757,0.2668923067714371,0.13263499571362164,0.08576259431117939,0.4463946360980143,-0.11964157521967521,0.2430747138539952,0.16928728703378457,-0.08046772603381824,-0.24731041005658963,-0.17620697861772414,0.03347450795152161,0.09313495854071596,-0.07672532869282124,-0.12478486789686898,-0.043934077861173274,-0.13850878455670257,-0.0446830281037972,-0.006065710158178215,-0.007270458901138041,-0.052335785722510075,0.27821640350434423,0.04739741878485452,0.07816186663909763,0.35644333607941775,0.16611561707122663,0.04930582781574206,0.06139568621697153,0.29423731715364615,-0.037472915724507186,-0.09536756373241904,0.09210975068576485,-0.14014917460408582,-0.013606371731268272,0.37707085884819924,-0.3192522020295149,-0.12370819166022369,-0.17291808259545666,-0.06307116318252527,-0.03982172968503259,-0.11056123592692302,0.010670549165449617,0.06898075191635131,0.25851086658071243,0.25586492289242924,-0.2832230406770557,0.3912418262334525,-0.05778207861036907,-0.05046630604429608,apul,ACR.186
apul_ACR.225,-0.0019673438105275477,0.060501468235678375,0.5586341313888965,0.0825267024460959,0.21506703786591672,0.14414326297770452,0.06769175271846453,0.04386148588494079,-0.4008931526177457,-0.1426261343926561,0.05288468245595166,0.13934617371809452,0.5326730618928104,0.3355197140199807,0.337043069764855,0.12367617786931255,0.08239778920206943,-0.027250324534205683,-0.0497794351299982,0.5667862089372644,-0.3701910921694201,-0.10751738618481492,0.040799884342364076,-0.09790662765279111,-0.17290629407556843,-0.22987719103235787,-0.1077842969518053,0.10661207995099471,-0.05242581528049314,0.4414765083081451,0.024198563299344264,-0.09783101449950185,0.29168667967519124,-0.059007814955148695,0.2871170567603382,-0.06212745486245089,0.10378759090643215,0.05102005763431534,-0.10517406123609065,0.006038418253664159,0.07692222874114829,0.1824891018584446,0.3517891882289326,0.11168954548940378,-0.04368785671862359,0.17959427916488369,0.109881298349389,-0.0794972275806847,-0.036454766786328745,0.029263785276267527,0.15133598134332063,0.04774137956524131,0.10894525686203689,0.043672292301621764,-0.014061538702066336,-0.29352772143150485,0.10094745787568497,-0.12529309576446865,-0.12533821875534693,-0.13039740992700216,-0.10120662408218169,0.057959573562451065,-0.013928971892968272,-0.25219417091304036,0.008441143961615731,0.0214735643016615,-0.020029239121870643,-0.008865979959520823,-0.19681335821170837,-0.3081551145404534,-0.08067769212028972,0.01783904931013221,-0.08432930272314913,0.0638132960575993,-0.01745501644346964,apul,ACR.225
apul_ACR.229,-0.056182756704851504,0.14860112433830625,0.302021691792974,-0.06887938231088973,0.060230379327607046,0.0827131546959192,0.14551698825887158,0.01718578010536208,-0.14704823499000172,-0.19916755743933884,0.04779369095146861,0.06559005016997793,0.2127402999125875,0.18358983455966896,0.1350432825626188,0.4084387881466018,0.112939360298566,-0.0762540969852375,-0.03375670808913361,-0.19677528354124202,0.04588694120142154,0.10495615076716742,-0.5348219815176828,-0.07753578911875647,-0.011934269612924691,-0.27217327389136137,-0.08231137157143399,0.1072603839206512,-0.09845756321401719,-0.08724860329759287,0.22593273218523763,0.2444558612963791,0.28018026901425136,0.11416904940884423,0.3117979775108888,0.19003101726753313,0.05263318094961583,0.030824865154408656,0.0014481081099972117,-0.016291508616173588,-0.024109007439199262,0.22657901604036537,0.01901544632032121,-0.0712703253876966,-0.030147474035729236,0.28127004187681814,0.017898933656567275,0.05045488549765853,0.17144207756523652,-0.16194078405078496,0.1003067675099033,0.059850199946242896,0.04437536035640222,0.05325697789298186,0.22072809420178627,-0.08003614367104948,0.06165697723219923,-0.050261881165469466,-0.11290318720930882,-0.014018671013798046,-0.09541160808649525,-0.011294306291568128,0.07823961496877364,0.18283143337481486,0.3040445272854681,-0.14611526281901996,-0.13864505421206477,-0.017820354432237027,-0.08142069565511849,-0.0042765030760641394,-0.08894035343136197,-0.008784275382405353,0.01843300703051082,-0.3424962042646063,0.014316853520181059,apul,ACR.229
apul_ACR.237,0.15568973752769721,0.04892881647915579,0.3302373700744318,0.016372211748708027,0.09967782355777534,-0.06477991486832421,-0.020917565078533734,0.09427086781747981,-0.172297448551928,-0.042755123237605906,0.1419607842633509,0.048812546399215576,0.05293991954792692,0.06394462162899975,0.17367589536923217,0.09171301628130157,0.003802930916644536,-0.006433583332935688,0.07324157104291684,-0.1493565220847048,0.04917298787214815,-0.15186012231407767,-0.005066741101743056,-0.052303703311014235,-0.10153274567512019,0.04213905856441909,-0.06490873364130981,0.1337745901028372,0.026129315970164706,0.1972798490688444,-0.08129330188301159,-0.21121730705211808,0.09591404549273276,-0.12390569352527994,0.3398915709404298,-0.023061579879809207,0.09218506967701055,0.017326265823033385,-0.004664946920608656,0.10424407607152282,0.037546021262672355,0.22370881340367857,0.44728211169108145,-0.15861496319527704,-0.04319457691064857,-0.13511012774705755,-0.05896632288058359,-0.028896098734413952,-0.00045778158538237906,-0.039805965808535564,0.11646390023257865,-0.01992967527039447,0.03766171082530774,0.02677880378119332,-0.03959552464918796,-0.044180053585800724,0.20523399803313283,0.03225523864034864,-0.016571234086181857,-6.707721459744085e-05,0.06333434018525062,-0.017072268227509187,-0.0624426507669687,-3.502582556099168e-05,0.11001870322220758,0.04832384232041009,-0.009496972938629942,-0.05105759224400529,-0.09749141993735379,0.007904740633149327,0.04293928084979121,-0.019967747448159733,-0.1978752367321023,-0.07458692791294158,0.0015176601223645322,apul,ACR.237
apul_ACR.244,-0.15765271718963086,0.14658455036205773,0.3264802779690606,-0.3498353859269249,0.2517034253868491,0.08651030569482197,0.03660727515611788,-0.444841283615501,0.16915698092354697,-0.23069088323090423,0.08441817160312674,0.11093905585316764,0.22936422089961214,0.03443596630291746,0.08886040135540414,0.11880236779029876,0.15154831017701725,0.01500954275311597,-0.007817027494239726,-0.03618143868220387,-0.3923691845283894,-0.075996939977089,-0.14748893013737374,-0.057136284594660504,-0.06561750696047426,0.31456292773385935,-0.06893806849522602,0.03965844835276795,-0.09991839230953588,0.196180961359958,0.13791889333252902,0.004557395376055805,0.16226286154438346,0.05359347709183493,0.3236579208854282,0.022749718022913114,0.1167736048228853,0.040705599506853554,-0.06731054460309156,0.008584770134985148,0.05071140860649261,0.24650288494092298,0.5593450685760258,0.024467486196679985,-0.1409601933101348,0.11224473505582902,0.12516505668042663,-0.07186704455541858,0.019041053126202315,0.01687940063395069,0.0909942060834827,0.018612854528086965,0.04966939804141806,0.027296929670341922,0.07288908889463869,-0.19202361294145878,0.09039141467229127,-0.009761981432657467,-0.04494242014215233,-0.15152353121031278,0.10786101492482654,0.030306478576876728,0.0025205361392510134,0.19049432756487836,0.11663266395401832,0.01635244044112162,0.013566160922105969,-0.031881754634095115,-0.0603178270063326,0.10446200936051063,-0.038926718349187574,0.002399009175777026,-0.0617204386243291,-0.035592258670179094,-0.051292785777528854,apul,ACR.244
apul_ACR.265,0.3517927623758405,0.1579879800699333,0.3015654488170411,0.044777503130885674,0.32293988493025727,0.16307047581483453,0.04822799840058977,0.10417115854193543,0.0507018927081024,-0.025818098762418088,0.15144582435856208,0.0036935811945035947,0.13413037685945137,0.051301846465608744,0.06093846260388595,0.22004542882022202,-0.022622237977939066,0.037181490191626865,0.07365979314673735,-0.1884891260062199,-0.0550528613032488,-0.1255816703780478,0.06410127875206093,0.023501313562953173,0.005626971691528255,-0.10087977700535669,-0.06776319259354908,-0.04072449811155264,-0.14654436693689427,0.2816390565712863,-0.04004381345278088,-0.16797204053515108,0.15360738975334126,0.16852225541474067,0.15700740688573486,0.06323536968636928,0.08606139648579172,0.029151103228937915,-0.18706783353072162,0.04354827321392453,0.022830929104559,0.21832910862031535,-0.028854120970287438,0.029903017669083303,-0.07395460055362547,-0.31898215787934797,-0.004290303092363262,0.021916861205598596,0.035109426408229685,-0.09147875960153001,0.029691579829959874,0.10261130882405904,0.040908413085421834,-0.05626592432627551,0.16122281517502787,-0.14481560398655124,-0.07092539501331331,-0.002265218100972959,-0.0158921543761222,-0.15826814499511743,0.02869869270933698,-0.07284556305387495,0.07629051667227969,0.001329469067919961,0.18271241425381132,0.12358909850664035,-0.04949100347162073,5.579096090278123e-06,0.09494788768708005,0.010757568320369242,0.00851185610989499,0.0738140974907239,-0.037448914417250984,-0.08880210878863835,-0.002477354881884259,apul,ACR.265
