Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
10--1E7_R1_001	10--1E7_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40266645.0	6 Gbp	0.0	150.0	20.0	74.53051843807343	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
10--1E7_R2_001	10--1E7_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40266645.0	6 Gbp	0.0	150.0	20.0	73.90908034502553	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	warn
1A10_R1_001	1A10_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42597485.0	6.3 Gbp	0.0	150.0	20.0	74.24390406786955	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
1A10_R2_001	1A10_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42597485.0	6.3 Gbp	0.0	150.0	20.0	73.32234643706961	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	warn	warn
1A12_R1_001	1A12_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43160424.0	6.4 Gbp	0.0	150.0	20.0	74.78139104456179	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
1A12_R2_001	1A12_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43160424.0	6.4 Gbp	0.0	150.0	20.0	73.80336377832334	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	warn
1A1_R1_001	1A1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40252453.0	6 Gbp	0.0	150.0	21.0	75.88063535024399	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	warn
1A1_R2_001	1A1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40252453.0	6 Gbp	0.0	150.0	20.0	75.23629020523379	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	warn
1A3_R1_001	1A3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48178737.0	7.2 Gbp	0.0	150.0	22.0	72.65525048971315	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	warn
1A3_R2_001	1A3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48178737.0	7.2 Gbp	0.0	150.0	21.0	71.63617366789325	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	warn	warn
1A5_R1_001	1A5_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43071845.0	6.4 Gbp	0.0	150.0	20.0	74.79424315591557	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
1A5_R2_001	1A5_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43071845.0	6.4 Gbp	0.0	150.0	20.0	74.2192876900449	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	warn
1A6_R1_001	1A6_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37482924.0	5.6 Gbp	0.0	150.0	20.0	76.23359512510224	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
