trial,rank,lambda_A,lambda_B,lambda_C,non_negative,value,explained_variance,sparsity_A,sparsity_B,sparsity_C
42,8,0.0005412372508760164,0.903965397144394,0.02343119405091288,True,2.2850619139299164,0.01027550410108058,0.877437641723356,0.9166666666666666,0.75
10,8,0.00782184644489916,0.7553503645583184,0.5997863556602822,True,2.2911750142360114,0.011383528089589978,0.8774659863945579,0.9166666666666666,0.75
15,3,0.00012233099077880031,0.3134788405035619,0.23856500792073068,True,2.292075891340224,0.016478284657092668,0.6945956160241874,0.7777777777777778,0.3333333333333333
16,3,0.0031707970485015426,0.15598269755204594,0.0021004805863831153,True,2.3073734147727833,0.01832004189024483,0.6962207105064248,0.7777777777777778,0.3333333333333333
44,6,0.0017619018134875381,0.544010063324649,0.12349171122397604,True,2.3393129785344406,0.016862513663822076,0.8372071050642479,0.8888888888888888,0.6666666666666666
23,4,0.08866630881520049,0.352456638202219,0.09073349496107269,True,2.385515431246869,0.019580652572231738,0.7461451247165533,0.8333333333333334,0.5
19,4,0.04436912442331291,0.004604203660649374,0.00011065136021091021,True,2.4371611559233997,0.023437777260971404,0.7380102040816326,0.8333333333333334,0.5
7,2,0.43379206974909373,0.0010842262717330165,0.04467752817973906,False,2.525940846533609,0.03072751598389023,0.36887755102040815,0.0,0.0
1,2,0.29154431891537513,0.02537815508265665,0.06796578090758151,False,2.6616040921579383,0.03594453207310755,0.2601473922902494,0.16666666666666666,0.0
4,5,0.13826232179369857,0.0006290644294586153,0.011400863701127324,True,2.87574123711254,0.02801331086875447,0.7550340136054422,0.8,0.4
14,6,0.05729891581071095,0.0032925795867904555,0.003235766254967107,True,2.9799219727343242,0.030273285550152296,0.7734126984126984,0.8333333333333334,0.5
20,5,0.0018295757896494257,0.11072448678802875,0.8110840524533399,True,2.9997832887993754,0.025645542113372444,0.707936507936508,0.8,0.4
33,6,0.00019167808303473382,0.4595538558732089,0.040539370263988024,True,3.0036173672137303,0.02584416599444972,0.7556878306878307,0.8333333333333334,0.5
45,5,0.004472582000885617,0.27238518826792785,0.42185773950962974,True,3.0051244009709253,0.026483754451583574,0.7084580498866213,0.8,0.4
18,7,0.0014372804860889898,0.7421213311136444,0.082701466115382,True,3.0163034751041664,0.02166521730532478,0.7819889860706187,0.8571428571428571,0.5714285714285714
48,6,0.0002491944117068806,0.21362229463507978,0.3773087099803336,True,3.01854201518126,0.02756834694874921,0.7558390022675737,0.8333333333333334,0.5
37,6,0.0027932236271161624,0.09699405307355767,0.41855715078567285,True,3.0255191873731166,0.028651504179512566,0.7569349962207105,0.8333333333333334,0.5
5,6,0.00048094619675015767,0.00018205657658407274,0.6245139574743068,True,3.0258508685890133,0.028452603594810277,0.7561602418745276,0.8333333333333334,0.5
17,5,0.017532139988521826,0.012076097782624223,0.02369041044886914,True,3.0313124403965555,0.031151164936469744,0.7135600907029478,0.8,0.4
28,6,0.000321627733346127,0.15307978913182205,0.03579033496679375,True,3.040038495501041,0.029980994982657938,0.7557445200302343,0.8333333333333334,0.5
39,6,0.00038616453359311786,0.037200808980947436,0.15401907416470484,True,3.0465757221960725,0.030732712175452925,0.7557823129251701,0.8333333333333334,0.5
47,6,0.00014800094613685684,0.001774775901727309,0.11616411209954616,True,3.051781254078275,0.03128726266597648,0.7556122448979592,0.8333333333333334,0.5
46,7,0.0019926281666472387,0.5519058950415897,0.05679295097954607,True,3.052985846721539,0.026124427874992917,0.7822319403952057,0.8571428571428571,0.5714285714285714
41,7,0.00024458700757831427,0.4759218596415011,0.009608879745641159,True,3.0679888939398943,0.027747173786541457,0.7816326530612245,0.8571428571428571,0.5714285714285714
29,7,0.002973188182018552,0.06535638161257078,0.016620027715813876,True,3.779217461585343,0.04260362433919407,0.7133138969873664,0.8095238095238095,0.42857142857142855
30,8,0.0009870680474904536,0.5390437706041932,0.0027928529376442545,True,4.316954395896081,0.041267638898848547,0.7013888888888888,0.7916666666666666,0.375
27,8,0.00010761779100008502,0.05157522494880208,0.0065259259722692635,True,4.415267860608155,0.051856176832973944,0.7014172335600907,0.7916666666666666,0.375
6,4,0.00024586032763280086,0.054567254856014755,0.005762487216478602,False,4.883023952584918,0.09108512220948517,0.0001984126984126984,0.25,0.0
9,6,0.48696409415208936,0.00022592797420156976,0.0006080390190296605,False,5.4282379749748415,0.08299032242772486,0.40120937263794404,0.0,0.0
36,5,0.00017343644907753087,0.4408366526041436,0.057344256902142864,False,5.717454211714042,0.084233042848328,0.00013605442176870748,0.3333333333333333,0.0
3,5,0.0014618962793704966,0.0280163515871626,0.0003613894271216529,False,5.860429267440763,0.11364708556451242,0.0019047619047619048,0.26666666666666666,0.0
38,5,0.001137463251561639,0.015661168451093818,0.03126498291540123,False,5.863529429805954,0.11389516278228595,0.0018140589569160999,0.13333333333333333,0.0
40,6,0.0006862089686319202,0.18227044675266008,0.06012920854088927,False,6.776866501259072,0.12349684014690887,0.0008125472411186697,0.3333333333333333,0.0
34,7,0.0008778207857038187,0.16774371547051073,0.0073954618848633075,False,7.750700133619855,0.14416843816448044,0.0007450599287333981,0.3333333333333333,0.0
2,7,0.0007068974950624604,0.000533703276260396,0.0005415244119402539,False,7.8189295445066245,0.15639916570148038,0.0007612568837058633,0.0,0.0
49,8,0.0007895691085451742,0.37654969426922863,0.030975874659600125,False,8.59494013410267,0.139914035888565,0.000496031746031746,0.3333333333333333,0.0
