"","1A1_ACR-173_TP1","1A10_ACR-145_TP4","1A12_ACR-237_TP3","1A2_ACR-244_TP4","1A8_ACR-186_TP2","1A9_ACR-244_TP2","1B1_ACR-225_TP3","1B10_ACR-150_TP4","1B2_ACR-173_TP3","1B5_ACR-229_TP1","1B9_ACR-265_TP4","1C10_ACR-173_TP4","1C4_ACR-139_TP4","1D10_ACR-265_TP2","1D3_ACR-225_TP4","1D4_ACR-237_TP4","1D6_ACR-229_TP2","1D8_ACR-237_TP2","1D9_ACR-229_TP4","1E1_ACR-265_TP3","1E3_ACR-150_TP2","1E5_ACR-139_TP3","1E9_ACR-237_TP1","1F11_ACR-173_TP2","1F4_ACR-150_TP3","1F8_ACR-145_TP3","1G5_ACR-244_TP3","1H11_ACR-225_TP1","1H12_ACR-186_TP3","1H6_ACR-225_TP2","1H7_ACR-229_TP3","1H8_ACR-186_TP4","2B2_ACR-145_TP1","2B3_ACR-139_TP2","2C1_ACR-244_TP1","2C2_ACR-139_TP1","2D2_ACR-150_TP1","2E2_ACR-186_TP1","2F1_ACR-265_TP1","2G1_ACR-145_TP2"
"Cluster_3109",16.1343354908047,10.3157447646427,9.74132895917061,9.49128167349783,11.3069507664289,68.2373590176541,1.16255219843597,8.44356183341399,15.8790660392223,23.0070804880016,7.45626694971142,6.72455557334605,1.77153369866603,7.5642492066943,11.1536084009436,5.10810005297204,14.0918717948677,17.5712506645227,12.7275126816289,1.27641251070064,9.72830316228464,0,8.48102288253078,13.5136127250287,8.33665311333489,8.28772371124501,10.4318469658252,11.6941986183011,7.21099975506503,14.1978279811723,9.98689862940666,11.025796234588,9.13264280701608,5.78839455938505,7.22678148177361,4.99154652003787,8.79447893036885,11.814532591708,13.4181024282983,10.3639498675607
"Cluster_3226",543.525426846482,514.067947438029,562.832339863191,395.244086832088,504.70116602878,761.151679448954,1052.10973958455,474.045685790242,418.963050111789,34.031306555169,328.075745787303,257.774630311599,136.408094797284,502.266147324501,803.05980486794,345.648103584442,88.4386436781352,676.493150584125,37.4338608283204,414.834065977708,444.118187843429,322.994811654604,319.098485955221,510.814561006085,575.229064820107,546.989764942171,384.935153038949,474.264721742211,209.118992896886,621.617946827849,33.2896620980222,195.156593352208,414.289887336457,167.381076008884,257.152974393111,138.855748648326,233.542273817573,236.290651834159,281.780150994265,657.765351594516
"Cluster_3227",813.77554631746,0,516.290434836042,575.578438628547,310.427193769229,596.383422308765,885.864775208209,1143.49951686807,636.384108187295,668.163962505712,0,490.892556854262,278.130790690566,0.75642492066943,756.417442463994,572.107205932869,560.759312113011,479.304670904481,489.634899634431,0,2.53781821624817,723.953888191355,534.304441599439,831.087182589266,690.018365380642,4.14386185562251,512.725278370307,557.423467472352,302.861989712731,451.861307922528,359.52835065864,229.336561679431,6.64192204146624,542.661989942349,467.331869154693,270.451065994779,382.071251308247,141.774391100496,0,759.332060296611
"Cluster_3301",370.081320320332,369.647520733031,621.280313618214,134.233840810898,485.170978341312,702.345500132927,147.644129201368,213.501492073468,254.065056627557,788.951135067721,257.986836460015,183.804519004792,83.2620838373033,1165.65080275159,315.849910626721,393.8912707514,777.96850839942,1043.53705335415,280.753956212403,256.558914650829,987.211286120537,44.5510085040834,318.038358094904,691.89697152147,634.868198630888,331.508948449801,263.404135887086,224.788484551788,358.747237814485,331.488418516936,208.892629665089,398.031244068627,410.13868606054,238.771275574634,97.5615500039437,197.39297601968,159.277785072236,181.943801912303,337.688911112175,992.17546732114
"Cluster_4026",5.04197984087646,5.15787238232136,1.08236988435229,0.677948690964131,0,3.88342693596405,0,3.61866935717742,3.66439985520515,4.3138275915003,0,4.48303704889737,3.54306739733206,5.29497444468601,2.02792880017157,6.81080007062939,7.28889920424191,7.80944473978788,2.99470886626563,2.55282502140128,4.22969702708028,0,4.24051144126539,4.05408381750861,1.92384302615421,4.14386185562251,5.73751583120384,0,3.60549987753251,1.23459373749325,4.16120776225278,1.1025796234588,1.66048051036656,4.82366213282088,4.81785432118241,2.72266173820248,6.84015027917577,2.36290651834159,2.23635040471639,2.07278997351213
"Cluster_4034",1945.19582261014,969.680007876417,1047.73404805302,1365.38866360176,2594.43124858786,3275.94800812396,862.613731239489,908.286008651533,1076.11209081191,3788.49925369093,794.838056839238,901.090446828371,331.276801650547,1860.04887992613,2484.21278021017,1165.21437875018,2395.13227851389,2540.02190161601,1668.05283850996,414.834065977708,1393.26220072024,350.839191969656,1494.78028304605,2916.2376260612,1286.40970348845,710.67230823926,1098.99507784968,1521.54517578118,877.939220179167,1416.6963137735,888.833978017193,1282.30010208259,977.19278035072,1706.61166259203,961.16193707589,673.405003248746,449.495589774408,923.896448671563,887.831110672407,2123.22786286759
"Cluster_4036",24.201503236207,8.59645397053561,14.0708084965798,8.8133329825337,39.0603753749361,21.6362357860854,8.13786538905179,16.887123666828,19.5434658944275,28.758850610002,7.45626694971142,8.96607409779473,17.7153369866603,35.5519712714632,28.3910032024019,13.6216001412588,12.1481653404032,29.2854177742045,17.9682531975938,11.4877125963058,21.5714548381094,22.2755042520417,15.9019179047452,67.5680636251436,28.216364383595,18.6473783503013,8.8670699209514,19.4903310305018,1.80274993876626,50.6183432372231,26.6317296784178,5.51289811729401,24.0769674003151,24.1183106641044,11.4424040128082,18.6048552110503,11.7259719071585,7.08871955502478,24.5998544518803,38.6920795055598
"Cluster_4752",13958.2169914824,5704.60685484743,7155.54730545299,7937.42327380804,2767.11922392968,3046.27104362552,2087.943748391,2804.4687518125,6195.27868853351,7556.86731195485,8908.74775151521,9813.36810003634,4857.54540174225,5026.44359784836,13173.4254859145,9064.60732733517,4773.74305216483,2870.94712246452,9803.17947372055,4555.51625069059,4616.71430505812,5190.19249072571,8979.28297687947,7175.72835699025,5523.99460909744,5125.95711540504,8052.34267292045,7310.17349184022,4384.28785107954,4021.0718030155,3884.90356683919,5499.6671618125,8210.24588350745,4314.76577780828,4755.82444679718,5941.75546667054,10028.6374735973,7873.20451911419,5161.49673408543,2717.4276552744
"Cluster_4754",76.6380935813222,115.192483205177,124.472536700513,94.2348680440141,115.125316894549,56.0323029331956,152.294337995112,159.221451715807,141.690127734599,60.8729004578375,132.721551704863,163.630852284754,85.0336175359693,55.9754441295378,55.7680420047181,65.8377340160841,61.226753315632,43.9281266613068,86.0978799051369,95.7309383025481,83.3250314334815,66.826512756125,104.952658171318,105.406179255224,210.981451868245,180.257990719579,99.1025461753391,48.0761498752379,117.178746019807,29.6302496998379,135.655373049441,76.0779940186573,68.0797009250289,31.3538038633357,81.3012916699531,24.5039556438223,74.2644887453369,82.7017281419558,114.053870640536,167.205057863312
"Cluster_5516",310.58595819799,204.595604498747,228.380045598333,178.300505723566,427.608319894037,533.139040780208,155.78199459042,130.272096858387,346.896519626088,311.074900764855,104.38773729596,181.563000480343,155.89496548261,179.272706198655,272.756423623076,160.053801659791,369.304226348257,263.568759967841,206.634911772329,148.063851241274,299.885519219992,261.73717496149,137.816621841125,658.112939708898,237.915254234403,252.775573192973,232.10859498961,145.527805027747,219.935492529483,301.240871948352,181.428658434221,191.848854481831,141.971083636341,210.794035204272,154.773570067985,152.015280382972,86.9676249780919,63.798475995223,96.1630674028048,274.299206494772
"Cluster_5517",10253.3702044064,5338.39791570261,8338.57758905004,4510.39264098436,6415.15270302569,5493.939563836,3924.77622191983,4742.86930414054,7023.43305580988,6882.47226515031,4004.01535199503,4267.85127055029,2676.78741868437,7301.01333430134,7479.50839723278,5592.23442465928,5260.64151900819,6128.46175954854,4433.66647650627,3623.73511787912,5218.60019201165,2461.44321985061,5355.76595031819,7996.00464939949,6996.37580511413,4309.61632984741,8689.20693018408,5324.7584375331,5303.69031985033,3225.3761392011,3553.67142896387,6304.55028693742,3818.2749335879,4488.41761458983,3700.11211866809,3158.28761631487,2472.22574375924,2237.67247286949,2565.0939142097,4716.28811973127
"Cluster_5603",1352.25899332307,393.717591850531,836.67192060432,944.382526513034,705.14256597911,923.700835482878,276.687423227761,431.827876623172,638.827041424098,959.107667843566,517.464926309973,513.307742098748,662.553603301094,757.937770510769,988.615290083638,790.05280819301,1035.99554022958,728.230721985219,1269.00788208006,333.143665292867,723.701161333435,456.647837166854,803.576918119792,1328.38813087032,722.082415816545,362.587912366969,1542.87016624554,725.040314334668,403.815986283642,1025.33009898814,809.77103053439,673.676149933327,484.860309027035,577.392357298659,722.678148177361,838.126038409996,542.326200706079,656.888012098963,360.052415159339,536.852603139642
"Cluster_9366",330.753877561496,371.366811527138,516.290434836042,186.435890015136,158.297310730004,503.181175845628,130.205846224829,247.275739407124,254.065056627557,602.497920279541,293.77691781863,212.944259822625,118.692757810624,464.44490129103,440.06054963723,406.945304220106,254.139618921235,416.829112986178,229.095228269321,205.502414222803,249.129154895028,150.359653701281,279.873755123516,300.002202495637,278.315957783642,358.444050511347,353.639612141473,278.06205603516,106.362246387209,197.534997998919,143.145547021496,197.361752599125,285.602647783048,176.063667847962,208.974431181287,139.76330256106,163.186442374622,77.9759151052726,241.52584370937,220.406667183457
"Cluster_9380",873.270908439803,620.663976672671,1041.2398287469,818.284069993706,1350.66666428069,1478.47611204917,905.62816258162,664.628938601587,880.677431867638,1665.13745031911,474.218578001646,564.862668161068,387.96588000786,511.343246372535,1859.61070975733,759.404207875177,1484.99173121088,1112.84587541977,1613.39940170061,458.23209134153,616.689826548304,529.04322598599,837.501009649915,1066.22404400477,772.102334496554,553.205557725605,1039.01195779619,1482.56451372017,699.466976241308,1200.64240971218,881.343804045138,1062.88675701428,421.762049633106,920.354734942224,682.328618237458,534.549254600419,364.482293447509,491.484555815052,451.742781752711,1098.57868596143
"Cluster_9420",963.018149607404,589.716742378743,812.859783148569,425.07382923451,700.00304290346,728.419938131543,405.730717254153,662.216492363468,593.632776543235,706.029782475548,444.393510202801,475.201927183121,214.355577538589,596.81926240818,642.853429654386,582.890972711366,1014.61476923047,707.730929543276,664.82536831097,361.224740528281,560.011886385429,556.887606301042,505.680989370898,916.222942756947,670.138654110382,594.64417628183,637.907441960209,383.309843599869,438.0682351202,643.840634102727,488.525791288476,498.365989803378,437.536614481588,502.143228026654,274.015464517249,343.055379013512,246.245410050328,370.97632337963,382.415919206503,596.963512371494
"Cluster_9512",1711.24795799347,2073.46469769319,2547.89870776529,3119.24192712597,3022.0395684819,2625.75138398827,3298.16058696285,2132.60247449656,1987.32618813959,2577.27232883301,2111.61480015827,1622.85941170085,1151.49690413292,3530.9915296849,4949.66721901875,3289.04886744144,2227.00167020271,2676.68718456229,4002.42839976402,1609.55617599351,2263.73384889336,2556.11411292178,2888.84841936205,3856.7850717232,2999.27127777441,2144.44851028465,1440.63806598046,3461.48279101713,2583.34066225205,2386.46969457444,1864.22107748924,1524.86761924352,2344.59848063758,2771.19389530559,1168.93190467688,1642.67258204883,1325.03482550891,3459.29514285209,2527.07595732952,4895.23898744448
"Cluster_9532",151.259395226294,79.0873765289276,77.9306316733648,47.4564083674891,51.3952307564949,84.8806173146429,32.5514615562072,44.6302554051882,116.039328748163,114.076774086341,85.0014432267102,112.075926222434,19.4868706853263,78.6681917496207,102.917386608707,69.8107007239513,61.226753315632,48.8090296236742,80.8571393891721,44.6744378745224,109.549153001379,0,56.1867765967664,139.190211067796,75.6711590287321,70.4456515455826,97.0161767821741,81.8593903281077,82.9264971832478,32.0994371748244,51.5989762519344,92.6166883705393,47.3236945454469,62.7076077266714,59.6209472246323,42.6550338985055,58.6298595357923,63.798475995223,33.5452560707459,73.929509055266
"Cluster_9706",232.939468648492,116.911773999284,292.239868775118,128.132302592221,374.157279907283,100.969100335065,95.3292802717495,196.61436840664,188.105859233865,311.074900764855,90.9664567864793,134.491111466921,63.775213151977,66.5653930189098,306.724231025949,265.621202754546,131.200185676354,223.545355676428,170.698405377141,75.3083381313378,79.0953344064012,83.5331409451563,296.835800888577,216.217803600459,255.871122478509,111.884270101808,160.650443273708,246.877526386357,302.861989712731,57.4086087934359,122.339508210232,391.415766327874,89.6659475597942,161.110315236217,152.364642907394,88.9402834479476,155.36912776985,193.758334504011,69.3268625462081,322.664305876722
"Cluster_9786",1083.01726982026,605.190359525707,1118.08809053592,797.945609264782,1646.7031934381,1523.41290945104,971.893637892471,984.278065152259,999.159693852605,2127.19631678648,501.061139020608,804.705150277077,301.160728773225,776.848393527505,1151.35657629741,867.809442332695,1743.01876304105,1406.67623375429,1235.31740733457,442.915141213122,712.703949063027,467.785589292875,850.222543973711,1351.36127250287,1212.02110647715,598.788038137452,643.644957791413,844.581011321746,1157.36546068794,954.340959082279,917.130190800512,1000.03971847713,604.414905773428,511.790552292295,576.335823171445,304.938114678677,426.043645960091,725.412301130869,429.379277705547,1539.39202032834
"Cluster_10452",37.3106508224858,75.6487949407133,27.0592471088072,33.8974345482065,76.0649415196124,85.4353925912092,33.7140137546431,75.9920565007259,47.637198117667,44.5762184455031,47.7201084781531,20.1736667200381,24.8014717813244,47.6547700021741,68.9495792058332,26.1080669374127,38.388202475674,41.9757654763598,61.3915317584455,42.1216128531211,57.9468492709998,5.56887606301042,49.8260094348684,40.5408381750861,30.7814884184673,29.0070329893576,46.421718997922,40.2800174630371,16.2247494488963,74.0756242495947,19.9737972588133,36.3851275741404,25.7374479106817,34.2480011430282,19.2714172847296,23.5964017310881,33.2235870702823,23.6290651834159,26.8362048565967,39.3830094967305
"Cluster_12081",17.14273145898,0,0,4.06769214578478,7.19533230590928,4.43820221253035,0,0,12.2146661840172,1.91725670733346,0,6.72455557334605,0,0,0.506982200042891,0.567566672552449,2.42963306808064,2.92854177742045,1.49735443313282,0,0,0,1.06012786031635,28.3785867225603,0.641281008718068,0,1.56477704487378,0,3.60549987753251,0.617296868746623,0,1.1025796234588,0,0.482366213282088,1.8066953704434,0,0,4.72581303668319,0,0.69092999117071
"Cluster_12083",20.1679193635058,0,1.08236988435229,2.71179476385652,7.19533230590928,6.65730331879552,0,0,8.55026632881202,1.91725670733346,0,6.72455557334605,3.54306739733206,0,0.506982200042891,0.567566672552449,1.94370645446451,1.95236118494697,2.99470886626563,0,0,0,1.06012786031635,33.7840318125718,1.92384302615421,0,1.56477704487378,0,5.40824981629877,0,0.832241552450555,2.2051592469176,0,0.482366213282088,1.8066953704434,0,0,2.36290651834159,0,0.69092999117071
"Cluster_12087",17.14273145898,0,1.08236988435229,3.38974345482065,9.25114153616908,5.54775276566293,0,1.20622311905914,6.10733309200859,1.4379425305001,0,6.72455557334605,1.77153369866603,0,1.01396440008578,0.567566672552449,2.42963306808064,1.95236118494697,1.49735443313282,0,0,0,1.06012786031635,31.081309267566,0.641281008718068,0,1.56477704487378,1.29935540203346,5.40824981629877,0.617296868746623,0,1.1025796234588,0,0.964732426564176,2.4089271605912,0,0,4.72581303668319,0,0.69092999117071
"Cluster_13327",56.4701742178163,20.6314895292855,11.9060687278752,15.592819892175,84.2881784406516,38.2794940830742,8.13786538905179,1.20622311905914,25.6507989864361,50.3279885675035,19.3862940692497,20.1736667200381,7.08613479466411,17.3977731753969,9.12567960077205,13.0540334687063,61.226753315632,19.5236118494697,24.7063481466915,16.5933626391083,27.4930306760218,5.56887606301042,6.36076716189809,91.8925665301953,6.41281008718069,18.6473783503013,68.8501899744461,11.6941986183011,30.6467489590264,9.87674989994596,25.7994881259672,59.5392996667753,31.5491296969646,24.6006768773865,16.8624901241384,16.3359704292149,3.90865730238615,33.0806912567823,17.8908032377311,10.3639498675607
"Cluster_14146",969.068525416455,491.717167114637,563.914709747543,360.668703592917,387.520039903971,925.919936589144,338.302689744867,312.411787836318,648.598774371312,764.506112049219,341.497026296783,421.405482596352,370.2505430212,544.62594288199,888.739796675189,542.593738960142,681.755038903426,671.612247621757,457.441779322075,274.428689800638,418.317035978239,350.839191969656,535.364569459756,754.059590056602,572.663940785235,404.026530923194,496.555915573278,469.067300134077,219.935492529483,740.138945627201,189.751073958727,557.905289470153,292.244569824514,408.564182649928,331.22748458129,602.615798055481,415.294838378529,174.855082357278,174.435331567879,422.158224605304
"Cluster_14165",556.634574432761,216.630640057497,990.368444182345,445.412289963434,149.046169193835,627.450837796478,1150.92667645161,44.6302554051882,836.704633605177,985.469947569401,231.144275441054,295.880445227226,166.524167674607,274.582246203003,1390.65217471765,539.755905597379,231.301068081277,252.830773450632,215.619038371126,233.583489458217,145.078608028853,356.408068032667,97.531763149104,783.789538051665,426.451870797516,683.737206177714,657.727951195277,914.746203031553,728.310975261568,990.144177469583,873.853630073083,742.036086587773,343.719465645878,242.63020528089,664.863896323172,133.410425171921,131.917183955533,534.0168731452,239.289493304654,128.512978357752
"Cluster_14532",5669.20213308149,2169.74498216319,7564.68312173815,3372.11678885559,5258.76001100456,14894.0518499753,1311.35887983577,1638.05099568231,2449.04056989544,3608.27712320158,2025.12210354162,1858.21885676796,3353.51329157479,9468.92715693992,3577.77338570268,3001.29256445735,11073.7815976979,11116.744587088,2218.33059268627,2311.58305687886,8510.15041848552,2272.10143370825,2161.60070718503,9135.20220211941,4696.74210785113,1931.03962472009,6425.49613860001,2295.96099539312,2219.18517462126,11230.4819331073,3281.52844131254,2938.37469651771,2770.5117315466,2962.2109157653,2153.58088156854,4095.33703121289,2242.59212724406,1181.4532591708,1505.06382237413,6076.7292723464
"Cluster_14605",94.7892210084774,24.0700711174997,32.4710965305687,28.4738450204935,63.7300861380536,115.393257525789,22.0884917702834,19.2995699049463,64.737730775291,97.7800920740067,17.8950406793074,58.2794816356658,23.0299380826584,74.1296422256041,43.0934870036458,35.1891336982519,86.9808638372868,82.9753503602462,32.941797528922,20.4226001712103,50.7563643249633,5.56887606301042,26.5031965079087,140.541572340299,62.2042578456526,41.4386185562251,51.1160501325433,29.8851742467695,36.0549987753251,42.593483943517,36.6186283078244,36.3851275741404,24.0769674003151,23.1535782375402,14.4535629635472,21.3275169492527,25.40627246551,25.9919717017575,31.3089056660295,62.8746291965346
"Cluster_14610",74.6213016449716,25.7893619116068,49.7890146802053,39.3210240759196,22.6139015328577,85.4353925912092,20.9259395718475,19.2995699049463,34.2010653152481,94.9042070130065,25.3513076290188,22.4151852444868,24.8014717813244,112.707313179745,46.1353802039031,39.7296670786715,56.8534137930869,100.546601024769,55.4021140259142,11.4877125963058,60.0616977845399,0,29.6835800888577,125.676598342767,109.017771482072,24.863171133735,61.5478970983685,33.7832404528698,16.2247494488963,43.2107808122636,52.431217804385,9.92321661112921,30.7188894417813,14.4709863984626,21.6803444453208,20.8737399928856,27.3606011167031,40.1694108118071,38.0179568801787,93.9664787992166
"Cluster_14692",86.7220532630751,44.7015606467852,56.2832339863191,61.6933308777359,114.097412279419,235.224717264108,37.201670349951,37.3929166908334,50.0801313544704,207.543038568848,43.2463483083262,33.6227778667302,33.6591402746545,125.566536831125,124.210639010508,39.7296670786715,135.087598585283,103.475142802189,116.044968567793,8.93488757490449,109.972122704087,50.1198845670938,46.6456258539193,143.244294885304,39.1181415318022,60.0859969065264,77.7172598953975,76.6619687199739,52.2797482242214,74.6929211183413,54.9279424617367,58.4367200433165,44.0027335247138,56.9192131672864,44.5651524709372,30.8568330329614,16.6117935351412,49.6210368851735,44.7270080943278,76.0022990287781
"Cluster_15097",572.768909923566,166.771207028391,305.228307387346,115.251277463902,301.17605223306,742.2893200457,268.549557838709,138.715658691801,125.811061695377,410.772249546195,85.0014432267102,125.525037369126,102.74895452263,1719.35384468161,476.056285840275,191.837535322728,361.043473916782,1170.44053037571,173.693114243407,105.942238388153,502.488006817137,50.1198845670938,180.221736253779,647.302049528876,643.846132752941,70.4456515455826,537.761711088288,202.699442717219,82.9264971832478,661.74224329638,270.47850454643,101.43732535821,137.819882360424,133.133074865856,57.2120200640411,154.737942121174,134.848676932322,134.685671545471,169.962630758446,962.465477700799
"Cluster_16354",26626.6955396686,10217.7451893786,36125.177260142,8459.44376585042,28755.6316082589,75407.2746919968,7933.25620212706,5930.9990764138,8704.17112273064,14878.8706772614,4939.03122748885,7560.64198296541,10953.392858852,34365.1405709329,11971.8776718128,8611.12155596576,54570.0446357047,47408.2104734748,5667.48652940771,11486.4361837951,53776.3680022986,6404.20747246198,6061.81110528888,83191.1512965493,25996.2495314131,7871.26559475495,28248.398398758,7471.29356169237,7937.50798038783,77737.4292749997,16648.9922567734,10534.0457225254,15604.3655961697,27803.1061673663,5464.049032011,21474.0869061593,8561.91382087687,9529.60198847165,6494.3615752964,105226.564865326
