,0,1,2,3,4,5,6,7,8,9
apul_ACR.139,2.705893848426937,-0.6446805090265435,-0.16947043527190425,-0.6758716346579898,4.104098869896195,0.6722552610712629,0.1896725281273428,1.890596397459244,-2.037537339836279,0.8849508774070399
apul_ACR.145,2.9895712432055785,-0.676567674876808,-0.5429064413244793,0.0007883036057520886,3.059185908567177,1.246041540258382,0.031265132873533295,2.371373077034758,-2.8646559265814897,0.37830154657775156
apul_ACR.150,2.90771074390022,-0.25582629909876997,0.4372970999730841,-1.2538796472597205,3.13564451013449,-0.4257067485649598,0.5235105610174855,2.243314007571162,-2.154537557254776,-1.2245779991311643
apul_ACR.173,2.8096468315934167,-0.09103688453026845,0.09313595427123761,-0.36818555263725805,2.0884118816976187,0.5790899952123247,0.24213131354165673,2.239247762235755,-2.593162288327419,0.19498856145985666
apul_ACR.186,2.9824123539183414,-1.1203619948340544,-0.5284649532257619,-0.07873673854212367,4.219807576243663,1.1689138467526337,0.0984415955913452,2.325975230105406,-2.7236624567122893,-1.6798690879649434
apul_ACR.225,2.925024954695928,0.3866253865791696,0.283497843635866,-0.7239743874061236,0.576935177284525,-0.025569842395248135,0.41561382085086285,2.4024892942747913,-2.422624203040826,0.9273234544660459
apul_ACR.229,2.8422837413377824,0.27673552846073424,0.38707467502871795,-0.8119778780823341,0.5175557218425642,-0.16872103685526021,0.5333227218137632,2.2928639620285254,-2.337069103154011,1.4599784082373621
apul_ACR.237,2.9645609893646903,0.3676179561996757,0.4250742443179102,-0.8359049972225013,0.5962536350512491,-0.5295791219024057,0.5765788883260458,2.4178361638892016,-2.2932912441942648,0.14268212906638864
apul_ACR.244,2.937915824960042,0.7040112867645824,0.6079429457650709,-0.8058980853404336,-0.3786716097842485,-0.5855253537510589,0.6039375793044234,2.448464350297225,-2.3791640453869882,0.4884658193146653
apul_ACR.265,3.014805665362951,0.15192424658847806,0.09652958610507918,-0.5234759055423224,0.742506135739812,0.3185126794988346,0.3907426095742031,2.4864084596091836,-2.765964655163035,-0.04900921640869489
peve_POR.216,0.39257603458491436,0.36619756292085076,0.5552733079567238,-1.2012737896998826,0.9549312701242127,-1.1142093222983591,3.1430429462472755,0.041713248416676445,-0.6307368609166923,-0.2858747477138915
peve_POR.236,0.06061845376678197,-0.3818519304362435,0.061466849323497504,3.8566729433568465,-0.05646032527719514,-0.07268501396675779,0.6129793302878123,0.03894397677473686,-0.6108432139558144,-0.6766249067660415
peve_POR.245,0.2340181855270375,0.44355613788536175,0.12459989354263666,-0.31599919482848193,0.009669672976812961,-0.41475701182343305,2.891505321424763,0.11166743852354687,-0.47893271493364853,0.36194743084040365
peve_POR.260,0.18040745355608204,0.1037378172432461,0.08325128536635872,-0.4917931909824144,0.25505679294691996,-0.26796921079450925,2.862019689780475,0.14938456742643627,-0.07407742364018309,0.33417993968075693
