,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Species,Sample_ID
apul_ACR.139,0.07358229877887604,-0.033473480972527364,0.11859806698250298,-0.026171861490609554,-0.10838209543953096,-0.008859414187573857,0.16730146327224998,0.27112088065427475,-0.16996442989417487,-0.07878736257855178,-0.08059163271598861,0.09531114839513179,0.09177159657205465,0.014040290225340497,0.3478305042079345,-0.06734190758319059,0.23984037551045703,0.01072567611475361,-0.02752314076960988,-0.08271194969724524,0.342574338190022,-0.015195611606719232,0.2828271070795689,0.1400981206113712,0.34211738749355214,0.04339013116573452,0.3667884037842375,-0.2062558654298855,0.20797912348238703,-0.1198247948321347,0.03197394265634433,0.09645583237430104,-0.056707576757264525,0.04696782937473502,-0.07386452101993742,0.2524918634652075,-0.190253644643293,0.2506120930137978,-0.29620081080280025,-0.055391173978971,-0.038784803646796456,-0.06018480968108055,-0.1705253403003652,0.5245079236752922,0.05228227362001773,apul,ACR.139
apul_ACR.145,0.21559568211803953,-0.0053894557116224,-0.04546320024071982,0.05290165699117833,0.2732961956615999,0.24850266679504188,0.2332212329206802,0.07623686338181028,-0.11984138351017243,0.14122721112646522,0.1299520184381742,0.07519016015809989,-0.014011895172299851,0.22644318790363893,0.22041398582793725,-0.028752774624883695,-0.11109750178771752,-0.0026486723034994794,-0.03587298825761245,-0.12095806301055367,0.21404810424395446,-0.1369235899932272,0.11220399153691012,0.07579424658698465,0.14821865971709175,0.21271004209409225,0.38475508183301643,-0.1316637797035319,0.10535588686798125,0.06962146732023851,0.12305514231192641,0.0972007171824548,0.16779464671888591,-0.13347680175064747,0.163352505762836,0.24329552036389393,-0.41733243135174536,0.18707639681749597,-0.16629475797767457,0.0690843453665188,-0.022051354776558195,-0.05707707753253771,-0.17912429556618095,0.32930699534525293,-0.14834111973705097,apul,ACR.145
apul_ACR.150,0.2272798655620258,-0.009339814788990125,0.06760791903783464,-0.012063788042782984,0.20268433751656492,0.24254192126831225,-0.018282791125041543,0.210381090911216,-0.06778204603146053,0.15515872860016494,-0.043194042656988695,-0.08452135093070469,0.03269249669132483,0.3488206567735783,0.1304974792337066,-0.11052384415730082,0.0024497206842301585,0.03224094818126994,-0.08031895230621461,-0.0722913367665012,0.05763302638995363,-0.1532749061247792,-0.017843496590750525,0.05839024941418534,0.5647990920822374,0.19913882064678867,0.05255260846687351,-0.09776179765999743,0.082501117772487,0.07455816205562198,-0.10964480120866464,0.004768333943018638,0.06104698143943536,-0.06915105423655003,0.2145536119277959,0.12560283932807886,0.10598398497283922,0.39635848825955894,-0.13701473873143757,0.09527286453815312,0.0009901207120166678,-0.0556377543470301,-0.16383601205993398,0.29960598090331203,-0.17301400669294978,apul,ACR.150
apul_ACR.173,0.2642852296977257,-0.09768639274824725,0.02409662554312192,-0.045449871256566104,0.2910886563504325,0.21209117948053852,0.14858368653430568,0.31714760114897894,-0.06905749552658591,-0.10554223809348684,-0.08843755561846343,0.037664737292759654,0.03896092830458715,0.16948016681422226,0.31391036746128775,0.05347063916258314,-0.09995170960907569,0.025356237684566466,-0.021175289356861245,-0.0722196291170077,0.05696157172980706,-0.045561211209833266,0.12912301659556757,0.15708024492905168,0.34391910894874006,0.13504785071243108,-0.24440335223980963,0.36849490684830044,0.1030854681839319,-0.10489549991860606,0.15365529361765823,0.0905071694805611,0.1578460645091648,0.047319047207259636,0.14145843120747548,0.09090164273435247,-0.27173747229876405,0.2215302863231767,-0.003823177855890111,0.23526215836254732,-0.10595350006917859,0.0017044643432676846,-0.36024420636346766,0.0831616801001981,-0.2795099351770767,apul,ACR.173
apul_ACR.186,0.2186243043698751,-0.054010631081842723,0.01160813067434972,0.05145117180733457,0.19414211628562392,0.12575899981564503,0.3426915503078724,0.25968767457381936,-0.3191741670189211,-0.340720915870503,-0.05071724093941887,-0.022514025492391555,0.11330314309649053,0.7569256385005599,0.25812604882225076,-0.10039044366487752,0.15168190497595535,-0.035461921782366373,0.07899919493869237,-0.058517695551375586,0.2812155290573095,-0.31011360192271364,0.15617472473480631,0.09065851954885173,0.44675402955244703,0.06942127076284241,0.01804394125424156,-0.004754498331311533,0.14558255606272813,-0.04946766770811486,0.08356712076514547,0.04008965256229526,-0.016902618361227056,0.019224637449202758,0.08548945556279082,0.43851336566269583,-0.4150215355997333,0.34071138170920773,-0.22032545699109132,-0.17568666367778388,0.0334625080103956,-0.04300313871802631,-0.08045765829197092,0.619442409205699,-0.13490283591551624,apul,ACR.186
apul_ACR.225,0.23268072599877493,-0.0962603926277995,-0.22923207192830386,0.5673845764254386,-0.032581856396937586,0.24189537704804234,-0.06621584417710019,-0.0009697254063167576,-0.09821319760960524,-0.1906384849909869,-0.04421575564536112,0.0773237365728368,0.0896418119413723,0.04936187066878497,0.33014820199893813,0.2291442009736978,-0.08042879876413131,0.08973281306463315,0.17812663038902152,-0.09481082135650169,-0.24697860025303447,-0.0248161934171884,0.07603303531737512,0.2440686980444732,-0.2075937746611307,0.3432654146681948,-0.029622917982761808,-0.008217474889310928,0.18153546664438092,-0.24954506760173856,-0.004098471257852441,0.2367717347488958,0.38095834855567134,-0.19323268426973025,0.10407492234621449,0.20582197072872813,0.12303699045060451,0.3475306760661958,0.20951952440864202,-0.24346597646376605,0.04305205752273647,-0.1395773908778627,0.025724854273995564,0.15136118219627823,0.22639834196879663,apul,ACR.225
apul_ACR.229,0.2099462040146757,-0.03739039693474785,-0.039293173983937606,0.3543423305941013,-0.12715632591149387,0.11492696025359238,-0.06668888581943341,0.11133936350241991,-0.026384370989183174,-0.09501892774703145,-0.2243107123705292,0.16367457928673176,0.02837645609653007,-0.035821774850111725,0.23340993284416367,-0.05466285785989143,0.2510495695984316,0.3238405888057292,-0.12324214876622842,-0.08746387186709982,-0.1252152914592516,0.01025880404621993,0.10941312467037596,0.1193432641094985,0.03653049822581129,0.2027298614562998,0.045865882653401996,-0.020981445890892778,0.44041140890066455,-0.1386213979313351,-0.0663714301633626,0.5449581887240734,0.1584630498036932,0.03434266421898043,0.17604342467211997,0.16413441037105506,0.07674787898627043,0.386188044840147,0.14050602814890042,-0.03505044778138746,0.04948209047266035,-0.035837638368043365,-0.11078122341690004,0.0875937196697141,-0.006225554225561607,apul,ACR.229
apul_ACR.237,0.26473256608290846,-0.06160924191368922,-0.04142843530665073,0.3187993565090499,0.15285244110784366,0.2571042447947478,-0.021080447183843297,-0.021491064755308594,0.0029205255661035635,0.11531939813987482,-0.028290666047207244,0.05793405195733447,0.04777498393142738,0.13905954067646276,0.20178718226518916,-0.021802285442932137,-0.06390553408260406,0.07768923510889263,0.001990245670593309,-0.10457176421022427,0.06327631809990981,-0.048752174638559534,0.005895725133465629,0.09159391474396861,-0.19853017259095512,0.2652387563768394,0.10738947106469379,-0.09014040828771129,0.12885138022979178,0.062236984568579214,-0.06388846820146282,0.12398138545412526,0.2706755351205867,-0.03499912614969808,0.2176498774848762,0.09706136885920928,0.10813115617395845,0.18741747049967414,-0.14544067882250525,0.05654597510921465,0.06753488455215524,-0.03523332658946853,-0.10706424819979882,-0.01985218584952936,-0.12450477531540051,apul,ACR.237
apul_ACR.244,0.19416350868752388,-0.04704255512027804,-0.06064767657836063,0.3943333890221047,-0.044848959897899075,0.06333965846080271,-0.03907544224186155,-0.04986492665333237,0.09953909420155309,-0.30704208292133867,-0.12232622336313678,0.12281961604692376,0.05924744908316459,0.1475965186588824,0.18990767279575424,0.10172932825690442,0.04304309016005573,0.13698453936410057,0.029358749122291836,-0.10870599939051621,0.018411863915496023,-0.05701268041835588,0.05925028564372262,0.09918448625622624,-0.14328333853280745,0.24735288026849614,-0.17335641356291018,0.07627206650056646,0.20557732602714263,-0.06628956973555573,-0.09349868901652218,0.277049920181108,0.41234856983539714,0.40782646728413396,0.1556395682549823,-0.003944417264300313,0.0940429841748884,0.31344876179009123,-0.15253109712548288,-0.15190067412664265,0.132045371538302,-0.005861656596302198,-0.00805131101612663,-0.004209549454613753,0.04999747693429424,apul,ACR.244
apul_ACR.265,0.16260847655051264,-0.07768251522914477,0.004794719158856794,0.3148910602025638,-0.006032180108803265,0.10252911179670376,0.05805188895906541,-0.008643430345009459,0.019674634786231934,0.18103879970240308,-0.06251307620401925,0.06304002601641939,0.03656140520976299,0.3450775583059631,0.20112848430430913,0.0017260368826817274,0.12202860315968711,0.04706228921913643,-0.05556826860541008,-0.07038770590377402,-0.09899423432373418,-0.1667315758535365,0.012230738102900592,0.09255945347166539,0.012850570486534168,0.21043750098492858,0.4215222883476587,-0.13879696036431333,0.15254385732693973,0.07151833991816481,-0.002646419208165418,0.15919750844826222,0.17842245527615339,-0.025646044555965364,0.12680284714906528,0.0070239444583796405,-0.037393151120568305,0.2935770991740857,-0.20280428435458797,-0.013308627214597378,0.06537756945454178,0.005460743074783952,-0.08211827057323833,0.028398411611371032,-0.04694989551274326,apul,ACR.265
