X1A1_ACR.173_TP1	X1A10_ACR.145_TP4	X1A12_ACR.237_TP3	X1A2_ACR.244_TP4	X1A8_ACR.186_TP2	X1A9_ACR.244_TP2	X1B1_ACR.225_TP3	X1B10_ACR.150_TP4	X1B2_ACR.173_TP3	X1B5_ACR.229_TP1	X1B9_ACR.265_TP4	X1C10_ACR.173_TP4	X1C4_ACR.139_TP4	X1D10_ACR.265_TP2	X1D3_ACR.225_TP4	X1D4_ACR.237_TP4	X1D6_ACR.229_TP2	X1D8_ACR.237_TP2	X1D9_ACR.229_TP4	X1E1_ACR.265_TP3	X1E3_ACR.150_TP2	X1E5_ACR.139_TP3	X1E9_ACR.237_TP1	X1F11_ACR.173_TP2	X1F4_ACR.150_TP3	X1F8_ACR.145_TP3	X1G5_ACR.244_TP3	X1H11_ACR.225_TP1	X1H12_ACR.186_TP3	X1H6_ACR.225_TP2	X1H7_ACR.229_TP3	X1H8_ACR.186_TP4	X2B2_ACR.145_TP1	X2B3_ACR.139_TP2	X2C1_ACR.244_TP1	X2C2_ACR.139_TP1	X2D2_ACR.150_TP1	X2E2_ACR.186_TP1	X2F1_ACR.265_TP1	X2G1_ACR.145_TP2
lncRNA_017	8.4189409414908	5.11233175862395	4.35941603958386	3.79316885065817	3.79316885065817	4.16261750502532	4.31330996480605	3.79316885065817	3.79316885065817	3.79316885065817	5.74416106527056	8.84705913664401	3.79316885065817	8.03134593425431	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	6.12723665964544	4.89027338259959	4.19304163188668	3.79316885065817	4.55490298652981	4.53890100565837	5.67339092450597	5.17487957255344	4.35941603958386	3.79316885065817	5.67339092450597	4.92592308726697	3.79316885065817	6.43392498518009	3.79316885065817	4.41618478847605	6.68571696481231	4.79893120252671	3.79316885065817	5.77734366232742	3.79316885065817
lncRNA_030	4.69481810696976	8.04343400591491	7.40394822112014	3.79316885065817	6.65665205271786	4.81922318381016	4.31330996480605	7.89465700502774	4.1440293664287	6.91030743790896	6.9965302291902	4.7510711178698	7.16575801447954	8.76725016185289	5.22171671315176	6.89483147943177	8.42388494829804	7.14588288310672	7.4504547491385	7.01155222183003	9.00216941081952	6.65605752322013	7.28438076550147	5.42750853651908	7.33925321048833	8.52986473771252	4.35978159311097	7.40394822112014	6.93745690717608	8.52986473771252	7.81860414903541	7.23153832132656	7.4654809474915	6.6947800018108	3.79316885065817	7.3217948589818	6.68683431100148	6.86662834752631	6.30165344203666	7.29021397603635
lncRNA_032	5.72789256914935	6.8724974452745	8.11874000502111	5.78876443081439	6.54066604576582	5.08525908277896	6.12087887245255	8.82265072551623	5.7261440999534	6.42299169876404	6.16368848106821	5.61986753130724	6.51175743888971	6.19562875584398	5.60663541255514	8.36047587020268	4.35322071231787	7.25758018372273	7.54044378323956	5.66038233737751	5.57683158822196	6.92527210248392	9.39434161670532	6.03718871266954	8.07358415522699	6.34156940704839	5.1405174479209	8.11874000502111	6.01160661219066	6.34156940704839	6.62549083571449	7.12987694854589	6.8767962774668	6.38753491860119	5.72741366956191	5.91168576238779	7.14193615567658	3.79316885065817	7.36642862356794	7.63044968700543
lncRNA_052	3.79316885065817	5.39983900379085	6.18330774580569	3.79316885065817	8.15655463306456	5.47326648722009	6.35486071840234	5.2758143123121	4.1440293664287	3.79316885065817	4.63956199886262	3.79316885065817	3.79316885065817	6.99251332225301	4.99582409365109	4.77234836801228	6.81707244430492	6.47310299551561	3.79316885065817	5.56267195119469	7.49551325398395	4.19304163188668	4.1256195876164	3.79316885065817	6.83409060574442	3.79316885065817	5.41688764176734	6.18330774580569	6.24425702670333	3.79316885065817	6.62549083571449	5.83294421969892	5.42876771485744	5.53753867522248	5.01230603347118	4.9384035184576	4.51139950901708	3.79316885065817	3.79316885065817	6.72375743295394
lncRNA_075	9.01078480416012	9.60768433510582	9.43817320494419	6.46732451489115	9.36031132612487	10.2456192581734	8.51935474920457	8.86232565862185	9.8126327122418	10.3005444082242	9.38762844436024	8.80674279887912	11.3718072833635	10.5432903276902	8.06888335262086	9.00539755212058	10.1363471117305	9.41530733126839	7.25137500643697	8.83043658365999	12.129851370489	9.86939448772359	7.35173342841574	9.66760727285906	9.14013059413017	10.088795562708	8.69436613928555	9.43817320494419	8.71059620463464	10.088795562708	9.02252317098652	12.2362042016145	9.23521697309766	10.1999759154665	9.35240135407609	9.37932789141257	9.18815010415264	11.0905486814609	7.95248404711157	10.3208535665805
lncRNA_086	7.09084619903002	8.3816906083867	10.2736314600371	6.8867942611727	10.4789681425864	10.0873213272554	9.29796056192209	7.87922929436798	7.65432058768124	6.73934600803814	8.23076400586619	5.61986753130724	7.94450052049173	9.88494755296181	6.70204174604255	7.17343039614488	9.53831081997478	9.21856299312618	5.67250761270109	8.6533168089238	11.1306125618676	8.49828782422892	6.56157563223212	8.47896031714803	9.78850866001497	8.60269070041735	9.42034892654405	10.2736314600371	9.31839094657788	8.60269070041735	8.57366934977889	8.38581688518494	7.88068764262411	10.0163068601331	7.95133481960705	9.29195564976166	8.0809877994492	8.61862828215158	6.8663893244184	10.4422714384922
lncRNA_089	5.27031825870893	4.98078178302885	6.84223312248353	6.33108387364322	8.44743307754068	7.77955042529205	5.73506870906681	5.90279343814817	5.33111539950614	3.79316885065817	5.42237560500984	5.68544356122264	6.29878239948188	5.90874907551276	5.05709499877285	5.78681406130626	3.79316885065817	5.95207441253744	3.79316885065817	5.61249870405503	6.00881017484418	7.0367547284046	5.86915192086122	5.97511785420661	6.69359447404371	3.79316885065817	7.7741229681511	6.84223312248353	8.23774582370699	3.79316885065817	3.79316885065817	8.07175443600537	5.68420055808562	7.13603442302003	6.44669929391458	6.58351761204078	5.59391923924448	7.18538893613989	3.79316885065817	6.61717327745573
lncRNA_107	6.01899725919227	4.98078178302885	7.98926147495013	4.1519997967206	4.99439227961623	5.56807453498985	4.98540870152741	7.25356484497879	6.84605992961973	7.0302292590142	5.59384206929016	6.43949923818293	5.31361055287751	5.36581606986111	3.79316885065817	6.94816962584085	7.78412430494394	7.81851470492488	6.81700862245805	5.02088314029189	5.40667521912576	5.52552017168409	6.34987517232909	7.42319660696069	7.83640150795806	5.08837575614907	5.6843903764191	7.98926147495013	3.79316885065817	5.08837575614907	6.595372912489	3.79316885065817	5.39994718112524	6.42744826835673	5.37406178690237	6.66919763785369	6.55578394200347	3.79316885065817	4.99603243427644	7.65190887339637
lncRNA_127	4.16624523712941	5.39983900379085	7.2779452982254	7.01890804237598	7.80790523612436	8.42392031342244	4.42851814424519	6.66547640838997	3.79316885065817	6.5675112830545	3.79316885065817	5.12506343195181	6.02434680041241	6.00527408117705	4.37275923408124	6.65850188183093	7.0331557748624	8.16458689316022	6.67694062467295	5.02088314029189	6.1929923489683	6.15203566224891	5.94428012623486	3.79316885065817	7.33925321048833	4.47824508455293	7.3679473536199	7.2779452982254	7.46992614262123	4.47824508455293	6.65496859172929	7.17596273399615	6.38070488384824	6.83351796184909	7.06549747495925	6.3106936681541	6.95871225561615	6.61356639662286	5.70351729274277	7.13056665822926
lncRNA_129	8.17501349156761	8.64041096931035	7.29807240351444	5.73982063302457	7.36851677553256	5.13086256424861	4.93269544699911	8.25862703008977	7.17215455292781	6.1727300501386	10.1881699513425	7.66694696774628	7.7874755111081	7.18683524495318	3.79316885065817	9.44164433874322	5.51528324495453	7.39077112227555	7.05084204441781	7.40066871350216	7.08373182911602	7.14006906270079	9.72455374164472	5.94294420972656	8.20931024735607	8.01515773018549	5.06822598965017	7.29807240351444	7.0742791654929	8.01515773018549	6.23146711833996	7.24239673082911	9.12133842375737	7.182612693588	6.78137833505299	6.98070766130272	9.94534656244042	10.2653551553206	10.6675474539844	7.81288897401571
