X1A1_ACR.173_TP1	X1A10_ACR.145_TP4	X1A12_ACR.237_TP3	X1A2_ACR.244_TP4	X1A8_ACR.186_TP2	X1A9_ACR.244_TP2	X1B1_ACR.225_TP3	X1B10_ACR.150_TP4	X1B2_ACR.173_TP3	X1B5_ACR.229_TP1	X1B9_ACR.265_TP4	X1C10_ACR.173_TP4	X1C4_ACR.139_TP4	X1D10_ACR.265_TP2	X1D3_ACR.225_TP4	X1D4_ACR.237_TP4	X1D6_ACR.229_TP2	X1D8_ACR.237_TP2	X1D9_ACR.229_TP4	X1E1_ACR.265_TP3	X1E3_ACR.150_TP2	X1E5_ACR.139_TP3	X1E9_ACR.237_TP1	X1F11_ACR.173_TP2	X1F4_ACR.150_TP3	X1F8_ACR.145_TP3	X1G5_ACR.244_TP3	X1H11_ACR.225_TP1	X1H12_ACR.186_TP3	X1H6_ACR.225_TP2	X1H7_ACR.229_TP3	X1H8_ACR.186_TP4	X2B2_ACR.145_TP1	X2B3_ACR.139_TP2	X2C1_ACR.244_TP1	X2C2_ACR.139_TP1	X2D2_ACR.150_TP1	X2E2_ACR.186_TP1	X2F1_ACR.265_TP1	X2G1_ACR.145_TP2
lncRNA_005	6.45945698481626	3.79316885065817	5.08598402780498	3.79316885065817	3.79316885065817	5.37021231603018	4.81744594117035	3.79316885065817	4.7692749477534	3.79316885065817	3.79316885065817	5.77777458103882	6.16858554717775	4.27793756612652	3.79316885065817	3.79316885065817	5.01639045957261	4.78255658445943	3.79316885065817	6.42011924123261	4.72653231131057	3.79316885065817	3.79316885065817	5.01475330083269	6.01151911745701	4.95895821263045	6.78737761859374	5.08598402780498	5.49707952448027	4.95895821263045	4.86403157405371	5.67170584411451	4.93479105622186	4.78804143481616	3.79316885065817	6.37390574541808	5.72897601748144	3.79316885065817	3.79316885065817	3.79316885065817
lncRNA_006	7.43441995506216	5.26538653561912	4.19484247387697	4.95471851123479	3.79316885065817	4.16261750502532	4.93269544699911	4.71734623259041	4.48983197074476	4.45208053865703	5.32627069525301	6.09230161200657	4.43764190732974	4.47558537303739	4.78421236442285	5.00229625383528	4.75158801564501	5.16740785699319	6.88788069183021	5.10042983150376	4.38957275526433	3.79316885065817	6.04943830063663	3.79316885065817	4.95388596482163	4.27984423888302	5.17487957255344	4.19484247387697	4.52214851497419	4.27984423888302	5.27641078163941	4.20291402727729	5.10083790996177	3.79316885065817	4.23540529564641	4.37694875168369	6.59641632828655	5.50140630283486	5.32798041113043	4.59845760391588
lncRNA_017	8.4189409414908	5.11233175862395	4.35941603958386	3.79316885065817	3.79316885065817	4.16261750502532	4.31330996480605	3.79316885065817	3.79316885065817	3.79316885065817	5.74416106527056	8.84705913664401	3.79316885065817	8.03134593425431	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	6.12723665964544	4.89027338259959	4.19304163188668	3.79316885065817	4.55490298652981	4.53890100565837	5.67339092450597	5.17487957255344	4.35941603958386	3.79316885065817	5.67339092450597	4.92592308726697	3.79316885065817	6.43392498518009	3.79316885065817	4.41618478847605	6.68571696481231	4.79893120252671	3.79316885065817	5.77734366232742	3.79316885065817
lncRNA_028	5.09721686558011	4.64444714090597	4.19484247387697	6.14354726436971	5.12726487471136	4.31424008523717	5.36761937436262	5.20155261014527	4.57022472385651	5.58485982679941	5.5393625437573	5.01574487073017	4.94849831458358	3.79316885065817	6.53210397553433	6.71114539428934	5.51528324495453	3.79316885065817	6.89935220625531	3.79316885065817	4.38957275526433	4.35689317764973	6.61811481786589	4.93987520085471	4.77182663328139	5.12809604783931	5.030078717683	4.19484247387697	4.81369368428905	5.12809604783931	3.79316885065817	4.37072117129082	4.93479105622186	5.41449132466022	6.42423960400709	5.50296576725981	7.7855501231355	6.84542584875765	6.12158345763268	4.59845760391588
lncRNA_030	4.69481810696976	8.04343400591491	7.40394822112014	3.79316885065817	6.65665205271786	4.81922318381016	4.31330996480605	7.89465700502774	4.1440293664287	6.91030743790896	6.9965302291902	4.7510711178698	7.16575801447954	8.76725016185289	5.22171671315176	6.89483147943177	8.42388494829804	7.14588288310672	7.4504547491385	7.01155222183003	9.00216941081952	6.65605752322013	7.28438076550147	5.42750853651908	7.33925321048833	8.52986473771252	4.35978159311097	7.40394822112014	6.93745690717608	8.52986473771252	7.81860414903541	7.23153832132656	7.4654809474915	6.6947800018108	3.79316885065817	7.3217948589818	6.68683431100148	6.86662834752631	6.30165344203666	7.29021397603635
lncRNA_031	5.34761605696518	3.79316885065817	3.79316885065817	6.31507052608486	3.79316885065817	6.14389747322311	5.17225219086426	3.79316885065817	5.86313421270383	4.65935426983158	3.79316885065817	5.8357900551477	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	4.20366050386298	3.79316885065817	3.79316885065817	3.79316885065817	4.4814422251927	3.79316885065817	5.80561708909314	3.79316885065817	3.79316885065817	5.47016267112241	3.79316885065817	3.79316885065817	3.79316885065817	4.86403157405371	3.79316885065817	3.79316885065817	4.37505548410147	5.87232237790479	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817	3.79316885065817
lncRNA_032	5.72789256914935	6.8724974452745	8.11874000502111	5.78876443081439	6.54066604576582	5.08525908277896	6.12087887245255	8.82265072551623	5.7261440999534	6.42299169876404	6.16368848106821	5.61986753130724	6.51175743888971	6.19562875584398	5.60663541255514	8.36047587020268	4.35322071231787	7.25758018372273	7.54044378323956	5.66038233737751	5.57683158822196	6.92527210248392	9.39434161670532	6.03718871266954	8.07358415522699	6.34156940704839	5.1405174479209	8.11874000502111	6.01160661219066	6.34156940704839	6.62549083571449	7.12987694854589	6.8767962774668	6.38753491860119	5.72741366956191	5.91168576238779	7.14193615567658	3.79316885065817	7.36642862356794	7.63044968700543
lncRNA_035	7.63144668561777	6.38173120254909	6.01742503008874	7.15739555401034	4.99439227961623	6.99644333577124	8.07786641208025	6.32154547086162	8.2437715597873	7.85878496232492	4.48747969210576	7.80340080504043	6.62810425850561	5.61739831436575	7.67003584100667	7.46788190245315	7.59886256213045	6.76071876202171	7.49615911895949	6.11077679707013	4.6308145943027	7.30696323641752	6.77510862480732	7.2067353812215	6.39479281098855	6.41264555873846	7.14120874287487	6.01742503008874	6.12004556955232	6.41264555873846	7.69130025168419	5.16506601943011	4.54105788652431	5.53753867522248	7.90451948736595	5.61839716950254	6.31612879577762	5.76551531452058	5.84711029472348	6.20717989423452
lncRNA_037	9.44458232300719	9.8967893481538	11.674228415709	9.07295599149183	11.0598025620442	10.3704257278323	10.898159047815	9.12836798662698	10.3721582438796	10.0562793960864	9.37167076712613	8.61768217839956	9.67241249304641	10.4943481804941	10.5080327181756	10.1332295909912	11.0944085412026	11.1153958765058	8.51094204646927	10.6983836949031	11.5755019623165	10.1964316450582	8.56672891928772	10.5910434834344	10.2398199297512	11.0149434327971	9.92680649222853	11.674228415709	11.1939717723204	11.0149434327971	10.5921551256	9.96932883780354	8.96723406338842	11.1543704182963	9.48523537217508	10.726829340022	7.58173955891473	9.01503616875107	8.6684484434687	11.4364185895449
lncRNA_038	7.5180007219635	7.37950816253319	5.2863315517576	5.66263950652098	5.29966673575045	7.04775507981255	5.36761937436262	6.67760106269945	5.10928264095913	5.25299969256289	5.35920545108516	5.47711904869667	7.57587741060885	4.85792136089253	6.71794550892629	5.28612834100016	5.94553277928151	6.79095437731311	4.43595183184545	5.39946111958211	6.21734648195942	3.79316885065817	6.11515839341214	7.19368477284398	5.62642452090014	3.79316885065817	5.61706974085026	5.2863315517576	3.79316885065817	3.79316885065817	5.09082982541093	7.33655667868272	5.45689637682572	4.61068817917246	5.20823941937529	6.39434121766032	6.17836713938393	5.94299939781967	6.41702654016036	6.84175389122433
