group_id,wgcna_module
OG_00717,7
OG_00766,7
OG_00800,7
OG_00928,7
OG_00947,7
OG_00959,7
OG_00972,7
OG_01100,7
OG_01114,7
OG_01121,7
OG_01162,7
OG_01195,7
OG_01239,7
OG_01215,7
OG_01245,7
OG_01307,7
OG_01310,7
OG_01312,7
OG_01314,7
OG_01324,7
OG_01373,7
OG_01359,7
OG_01384,7
OG_00009,7
OG_00073,7
OG_00099,7
OG_00115,7
OG_00183,7
OG_00201,7
OG_00223,7
OG_00267,7
OG_00271,7
OG_00294,7
OG_00357,7
OG_00376,7
OG_00394,7
OG_00424,7
OG_00436,7
OG_00445,7
OG_00488,7
OG_00571,7
OG_00572,7
OG_00596,7
OG_00621,7
OG_00654,7
OG_00656,7
OG_00665,7
OG_00667,7
OG_00675,7
OG_00679,7
OG_01419,7
OG_01438,7
OG_01440,7
OG_01441,7
OG_01444,7
OG_01452,7
OG_01473,7
OG_01474,7
OG_01477,7
OG_01496,7
OG_01506,7
OG_01555,7
OG_01557,7
OG_01589,7
OG_01619,7
OG_01704,7
OG_01740,7
OG_01735,7
OG_01806,7
OG_01942,7
OG_02018,7
OG_02096,7
OG_02116,7
OG_02121,7
OG_02103,7
OG_02144,7
OG_02157,7
OG_02175,7
OG_02261,7
OG_02271,7
OG_02292,7
OG_02294,7
OG_02374,7
OG_02380,7
OG_02400,7
OG_02389,7
OG_02430,7
OG_02571,7
OG_02585,7
OG_02588,7
OG_02651,7
OG_02691,7
OG_02730,7
OG_02749,7
OG_02822,7
OG_02831,7
OG_02877,7
OG_02931,7
OG_03038,7
OG_03132,7
OG_03207,7
OG_03231,7
OG_03260,7
OG_03284,7
OG_03285,7
OG_03331,7
OG_03388,7
OG_03395,7
OG_03404,7
OG_03421,7
OG_03428,7
OG_03454,7
OG_03484,7
OG_03554,7
OG_03666,7
OG_03729,7
OG_03749,7
OG_03770,7
OG_03803,7
OG_03817,7
OG_03949,7
OG_03987,7
OG_04012,7
OG_04071,7
OG_04067,7
OG_04124,7
OG_04156,7
OG_04170,7
OG_04182,7
OG_04183,7
OG_04224,7
OG_04296,7
OG_04299,7
OG_04330,7
OG_04376,7
OG_04389,7
OG_04391,7
OG_04409,7
OG_04437,7
OG_04438,7
OG_04457,7
OG_04555,7
OG_04579,7
OG_04632,7
OG_04634,7
OG_04700,7
OG_04722,7
OG_04724,7
OG_04739,7
OG_04758,7
OG_04854,7
OG_04860,7
OG_04925,7
OG_04979,7
OG_05001,7
OG_05003,7
OG_05016,7
OG_05118,7
OG_05125,7
OG_05139,7
OG_05140,7
OG_05157,7
OG_05165,7
OG_05175,7
OG_05211,7
OG_05212,7
OG_05243,7
OG_05286,7
OG_05315,7
OG_05424,7
OG_05501,7
OG_05557,7
OG_05576,7
OG_05593,7
OG_05623,7
OG_05619,7
OG_05652,7
OG_05645,7
OG_05701,7
OG_05867,7
OG_05917,7
OG_05956,7
OG_05961,7
OG_05992,7
OG_05993,7
OG_06007,7
OG_06035,7
OG_06050,7
OG_06063,7
OG_06124,7
OG_06125,7
OG_06159,7
OG_06183,7
OG_06212,7
OG_06241,7
OG_06250,7
OG_06260,7
OG_06302,7
OG_06314,7
OG_06370,7
OG_06376,7
OG_06390,7
OG_06399,7
OG_06409,7
OG_06435,7
OG_06451,7
OG_06457,7
OG_06461,7
OG_06481,7
OG_06485,7
OG_06496,7
OG_06516,7
OG_06522,7
OG_06523,7
OG_06568,7
OG_06570,7
OG_06579,7
OG_06637,7
OG_06717,7
OG_06738,7
OG_06783,7
OG_06820,7
OG_06823,7
OG_06870,7
OG_06875,7
OG_06876,7
OG_06918,7
OG_06911,7
OG_06947,7
OG_06971,7
OG_07052,7
OG_07051,7
OG_07071,7
OG_07097,7
OG_07090,7
OG_07160,7
OG_07185,7
OG_07254,7
OG_07261,7
OG_07271,7
OG_07283,7
OG_07290,7
OG_07326,7
OG_07351,7
OG_07365,7
OG_07424,7
OG_07451,7
OG_07456,7
OG_07511,7
OG_07566,7
OG_07590,7
OG_07604,7
OG_07606,7
OG_07664,7
OG_07684,7
OG_07714,7
OG_07748,7
OG_07793,7
OG_07865,7
OG_07892,7
OG_07909,7
OG_07988,7
OG_07999,7
OG_08025,7
OG_08032,7
OG_08047,7
OG_08081,7
OG_08069,7
OG_08072,7
OG_08128,7
OG_08161,7
OG_08171,7
OG_08179,7
OG_08235,7
OG_08236,7
OG_08242,7
OG_08320,7
OG_08324,7
OG_08343,7
OG_08363,7
OG_08394,7
OG_08396,7
OG_08443,7
OG_08455,7
OG_08465,7
OG_08506,7
OG_08524,7
OG_08548,7
OG_08543,7
OG_08563,7
OG_08585,7
OG_08589,7
OG_08610,7
OG_08621,7
OG_08622,7
OG_08719,7
OG_08722,7
OG_08774,7
OG_08850,7
OG_08882,7
OG_08896,7
OG_08912,7
OG_08953,7
OG_08957,7
OG_09105,7
OG_09170,7
OG_09178,7
OG_09241,7
OG_09267,7
OG_09272,7
OG_09276,7
OG_09288,7
OG_09284,7
OG_09319,7
OG_09344,7
OG_09349,7
OG_09424,7
OG_09430,7
OG_09438,7
OG_09622,7
OG_09635,7
OG_09642,7
OG_09681,7
OG_09685,7
OG_09749,7
OG_09764,7
OG_09774,7
OG_09776,7
OG_09786,7
OG_09809,7
OG_09887,7
OG_09947,7
OG_09968,7
OG_09985,7
OG_10015,7
OG_10062,7
OG_10079,7
OG_10089,7
OG_10104,7
OG_10108,7
OG_10168,7
OG_10202,7
OG_10210,7
OG_10211,7
OG_00686,2
OG_00694,2
OG_00700,2
OG_00718,2
OG_00724,2
OG_00710,2
OG_00711,2
OG_00713,2
OG_00715,2
OG_00727,2
OG_00731,2
OG_00730,2
OG_00734,2
OG_00746,2
OG_00760,2
OG_00769,2
OG_00772,2
OG_00774,2
OG_00784,2
OG_00786,2
OG_00791,2
OG_00797,2
OG_00796,2
OG_00803,2
OG_00804,2
OG_00815,2
OG_00818,2
OG_00822,2
OG_00851,2
OG_00854,2
OG_00832,2
OG_00837,2
OG_00840,2
OG_00845,2
OG_00860,2
OG_00868,2
OG_00873,2
OG_00884,2
OG_00888,2
OG_00889,2
OG_00898,2
OG_00899,2
OG_00917,2
OG_00929,2
OG_00930,2
OG_00935,2
OG_00940,2
OG_00953,2
OG_00954,2
OG_00955,2
OG_00956,2
OG_00962,2
OG_00965,2
OG_00964,2
OG_00969,2
OG_00977,2
OG_00980,2
OG_00985,2
OG_00989,2
OG_00996,2
OG_00999,2
OG_01004,2
OG_01006,2
OG_01007,2
OG_01019,2
OG_01021,2
OG_01036,2
OG_01037,2
OG_01046,2
OG_01052,2
OG_01057,2
OG_01061,2
OG_01062,2
OG_01063,2
OG_01064,2
OG_01068,2
OG_01074,2
OG_01077,2
OG_01079,2
OG_01104,2
OG_01165,2
OG_01169,2
OG_01168,2
OG_01172,2
OG_01184,2
OG_01183,2
OG_01187,2
OG_01191,2
OG_01198,2
OG_01199,2
OG_01202,2
OG_01204,2
OG_01207,2
OG_01241,2
OG_01242,2
OG_01227,2
OG_01229,2
OG_01246,2
OG_01263,2
OG_01261,2
OG_01272,2
OG_01277,2
OG_01283,2
OG_01296,2
OG_01298,2
OG_01300,2
OG_01328,2
