group_id,module_label,module_color
OG_00686,2,blue
OG_00683,12,tan
OG_00685,9,magenta
OG_00688,16,lightcyan
OG_00689,5,green
OG_00687,11,greenyellow
OG_00690,3,brown
OG_00693,3,brown
OG_00691,1,turquoise
OG_00692,9,magenta
OG_00694,2,blue
OG_00695,1,turquoise
OG_00697,0,grey
OG_00696,23,darkturquoise
OG_00698,18,lightgreen
OG_00699,6,red
OG_00700,2,blue
OG_00707,4,yellow
OG_00703,4,yellow
OG_00705,0,grey
OG_00706,3,brown
OG_00701,0,grey
OG_00702,11,greenyellow
OG_00708,6,red
OG_00709,15,midnightblue
OG_00716,0,grey
OG_00717,7,black
OG_00718,2,blue
OG_00719,5,green
OG_00721,6,red
OG_00722,3,brown
OG_00723,0,grey
OG_00724,2,blue
OG_00725,17,grey60
OG_00726,1,turquoise
OG_00710,2,blue
OG_00711,2,blue
OG_00712,0,grey
OG_00713,2,blue
OG_00714,0,grey
OG_00715,2,blue
OG_00727,2,blue
OG_00728,13,salmon
OG_00729,13,salmon
OG_00732,1,turquoise
OG_00731,2,blue
OG_00730,2,blue
OG_00744,1,turquoise
OG_00733,1,turquoise
OG_00734,2,blue
OG_00735,3,brown
OG_00736,3,brown
OG_00737,5,green
OG_00738,1,turquoise
OG_00739,4,yellow
OG_00740,0,grey
OG_00741,6,red
OG_00742,11,greenyellow
OG_00743,0,grey
OG_00746,2,blue
OG_00747,1,turquoise
OG_00748,1,turquoise
OG_00750,1,turquoise
OG_00751,3,brown
OG_00752,9,magenta
OG_00753,14,cyan
OG_00755,0,grey
OG_00754,0,grey
OG_00756,4,yellow
OG_00757,8,pink
OG_00758,9,magenta
OG_00759,0,grey
OG_00760,2,blue
OG_00762,0,grey
OG_00765,0,grey
OG_00763,0,grey
OG_00764,1,turquoise
OG_00766,7,black
OG_00768,1,turquoise
OG_00769,2,blue
OG_00767,17,grey60
OG_00770,10,purple
OG_00771,3,brown
OG_00772,2,blue
OG_00774,2,blue
OG_00773,11,greenyellow
OG_00775,8,pink
OG_00780,0,grey
OG_00781,3,brown
OG_00777,3,brown
OG_00779,1,turquoise
OG_00783,0,grey
OG_00784,2,blue
OG_00785,1,turquoise
OG_00786,2,blue
OG_00787,3,brown
OG_00788,0,grey
OG_00790,1,turquoise
OG_00789,18,lightgreen
OG_00793,0,grey
OG_00791,2,blue
OG_00792,0,grey
OG_00794,0,grey
OG_00795,1,turquoise
OG_00797,2,blue
OG_00796,2,blue
OG_00801,1,turquoise
OG_00803,2,blue
OG_00802,1,turquoise
OG_00798,0,grey
OG_00799,13,salmon
OG_00800,7,black
OG_00804,2,blue
OG_00805,0,grey
OG_00806,0,grey
OG_00807,3,brown
OG_00808,6,red
OG_00809,10,purple
OG_00810,8,pink
OG_00811,1,turquoise
OG_00813,3,brown
OG_00815,2,blue
OG_00816,8,pink
OG_00817,4,yellow
OG_00818,2,blue
OG_00819,1,turquoise
OG_00814,0,grey
OG_00824,10,purple
OG_00825,4,yellow
OG_00820,3,brown
OG_00821,8,pink
OG_00822,2,blue
