...1,Component_71
OG_06154,0.5576373198433103
OG_00531,0.5243747147088097
OG_05071,0.5090164545203308
OG_07144,0.4990989232802064
OG_02532,0.4706363362495546
OG_02408,0.43447565894457046
OG_09894,0.4245642038050297
OG_02728,0.3942287881000225
OG_09178,0.3835352470904159
OG_01955,0.3717631492135401
OG_00314,0.3697293038658784
OG_00948,0.3655157193073969
OG_01483,0.34604674239546784
OG_09075,0.34550967840399605
OG_06007,0.3426921594030984
OG_04559,0.34013743589854295
OG_09295,0.3360558421378754
OG_00868,0.3340553230067827
OG_08616,0.33129596618576734
OG_05654,0.33116229467854247
OG_07836,0.3237606700705688
OG_02727,0.3223026138150001
OG_05192,0.3220619449664655
OG_07400,0.32123910382418475
OG_03671,0.3140618826920175
OG_09247,0.31327489900467526
OG_04999,0.3118943365426839
OG_05305,0.3107630572632187
OG_08229,0.3076142196799638
OG_04538,0.3050465862108009
OG_07251,0.3044980944792988
OG_07229,0.3019526326437507
OG_06174,0.3016719437563133
OG_09826,0.3004297391085483
OG_01324,0.2979242137438686
OG_02291,0.29687287525529804
OG_04609,0.2953317277586705
OG_02949,0.28831599585351264
OG_02475,0.28809715820109605
OG_02090,0.2874758122276186
OG_02325,0.28652983394737824
OG_01098,0.2814156842944313
OG_08217,0.27517891860225385
OG_05826,0.2750839116176807
OG_06046,0.27449745368255934
OG_06382,0.2742249097789467
OG_07389,0.26963068192257833
OG_03108,0.266534732716318
OG_00511,0.2662717189101771
OG_09895,0.26608240381790643
OG_08361,0.2652292084066262
OG_00195,0.264687038435336
OG_05395,0.26409385958819226
OG_01095,0.2638194376641214
OG_08633,0.2618320551696258
OG_07835,0.26107926457068287
OG_07161,0.2598028757639041
OG_03276,0.2594873177364262
OG_06998,0.25928337416818903
OG_00571,0.2592653375502987
OG_09472,0.25757933947248607
OG_04230,0.2567663217931507
OG_03429,0.2556763192994386
OG_09128,0.2556648054521924
OG_07149,0.2553490524082449
OG_06850,0.2535412198683445
OG_10099,0.2533420010404682
OG_03479,0.25295849589719427
OG_02927,0.25251223656800936
OG_04635,0.249963069237116
OG_02439,0.24888917701338056
OG_05507,0.24870880041075324
OG_04072,0.24862375190357572
OG_04801,0.2466542197166624
OG_07731,0.24615962144676728
OG_03683,0.245432124898452
OG_05644,0.24502012172631793
OG_01981,0.244761325913671
OG_07103,0.24433390639460623
OG_02998,0.2432434852635386
OG_02119,0.24224513159600983
OG_06360,0.2421121022073617
OG_09562,0.2417330267832341
OG_03531,0.2416316185936452
OG_07123,0.24147659800372
OG_00643,0.24053970576201583
OG_01333,0.24018713885433365
OG_08341,0.23928478147064836
OG_01147,0.2388649934715446
OG_00805,0.23870667700292075
OG_08795,0.23774752888538275
OG_06234,0.2375933529453529
OG_05938,0.23732682539459377
OG_08849,0.2372909352164172
OG_00714,0.23715153978854417
OG_09233,0.2371235040788021
OG_01490,0.23688679498312976
OG_02284,0.23687838333572891
OG_06616,0.23674569589202316
OG_03652,0.23673625838307444
