OG,max_val
OG_00008,1.9150534499391676
OG_00010,1.0055769796464855
OG_00016,1.1525464848746043
OG_00018,1.460883905132511
OG_00019,1.87309081649294
OG_00020,1.721531511823969
OG_00022,2.1623032127832653
OG_00023,1.9452552262190757
OG_00024,2.1602089748411952
OG_00027,1.656731474224865
OG_00030,1.5671879351165072
OG_00031,2.493695450453718
OG_00043,1.7017757653403132
OG_00044,1.197089792988299
OG_00047,2.74739990996214
OG_00056,1.0188916153199057
OG_00059,1.7981971977364777
OG_00067,1.389728392816061
OG_00069,1.1528371834151772
OG_00070,1.58404876518542
OG_00074,1.4167666526833893
OG_00077,1.2324753279915743
OG_00082,1.4454858790449738
OG_00086,1.46379955142023
OG_00091,1.3102961878853243
OG_00095,1.428147123995393
OG_00096,1.257525030856791
OG_00103,1.0721105007689118
OG_00107,1.303934415761946
OG_00113,1.3115583899174328
OG_00115,2.289900230486536
OG_00117,2.6448183016297215
OG_00122,1.6755563612634452
OG_00125,1.2845677033165197
OG_00126,1.9237119703288992
OG_00132,1.0846059001215378
OG_00136,1.3970352875176142
OG_00142,1.0076480981035347
OG_00144,2.038541874107629
OG_00145,2.46311881170508
OG_00147,2.868121078963149
OG_00148,1.05964478514009
OG_00149,1.8700170507588545
OG_00166,2.2644049218900584
OG_00173,2.1097643494291893
OG_00174,1.0395218578315393
OG_00179,1.98337411547927
OG_00186,1.5136122602177409
OG_00187,1.7023920267978023
OG_00188,1.3330405551339308
OG_00196,1.3703107318519565
OG_00199,1.4230340442413505
OG_00203,2.1457179323179596
OG_00210,1.262136394671855
OG_00215,2.9043352366666846
OG_00225,3.8143660656767984
OG_00226,1.0997311932887217
OG_00227,1.7230765586330414
OG_00228,1.4273795333376469
OG_00233,1.4218555076667652
OG_00240,1.5492248629772876
OG_00242,1.145623849635809
OG_00246,1.9460802611204828
OG_00255,1.5803942839947311
OG_00259,2.8261594293794174
OG_00260,2.0393991656726533
OG_00261,1.2095110798101187
OG_00264,2.0919765071942744
OG_00274,1.813442553696672
OG_00298,1.4965584081484122
OG_00299,1.260542969741219
OG_00309,1.21005112335543
OG_00311,1.1703409042618087
OG_00316,1.1529406392350794
OG_00319,1.6041846802258473
OG_00323,1.3171790195613025
OG_00328,1.2870134393751664
OG_00330,1.0482424424499337
OG_00335,1.3534221314310324
OG_00343,2.0332786417869366
OG_00344,1.0658303297914236
OG_00346,1.4175038383938103
OG_00352,1.237947941960721
OG_00355,1.986997690289443
OG_00362,1.1197512612919411
OG_00373,2.2648879394580965
OG_00381,1.268996354554408
OG_00385,1.3958654338816134
OG_00386,1.404069871773734
OG_00390,1.7317771256431471
OG_00402,1.172400866295095
OG_00403,1.548943563264755
OG_00404,1.6134412831010123
OG_00408,1.9439806647143456
OG_00409,2.164660529813586
OG_00410,1.708363649087059
OG_00411,1.4419083893769975
OG_00414,1.3852196393288576
OG_00416,1.6360454671015123
OG_00417,1.4903332964939258
OG_00419,1.3240765277497957
OG_00430,1.7713678424296726
OG_00432,1.2451500553877914
OG_00436,1.2160552091386287
OG_00439,1.3086241724397418
OG_00442,1.5499330082270295
OG_00444,1.290993474231083
OG_00450,1.1759599922345665
OG_00452,1.373391734984038
OG_00453,2.7898994913779553
OG_00458,1.3909948190051564
OG_00460,2.6589728750450115
OG_00467,1.4370640783316504
OG_00468,1.1937500033650406
OG_00472,1.727595509774885
OG_00473,1.3592919861111472
OG_00474,1.3624082591948343
OG_00475,1.5500402881079318
OG_00476,1.922662891221233
OG_00477,1.739347441979466
OG_00478,1.14653438790877
OG_00479,1.2465457947479246
OG_00481,2.0274739491821028
OG_00482,1.0337515983764958
OG_00483,1.9515027137933572
OG_00491,1.291096195826388
OG_00499,1.0219447350889994
OG_00502,1.085575127698541
OG_00503,1.679258875092579
OG_00504,1.0927220146721992
OG_00509,2.331436505602644
OG_00515,1.26872363764394
OG_00518,1.0168590928493135
OG_00520,1.4996156813918229
OG_00526,1.6395586104125244
OG_00535,1.5473415201491405
OG_00542,1.506892902620454
OG_00547,2.1521009463754432
OG_00553,1.0747659411114954
OG_00554,1.0190536895822566
OG_00556,1.3088069464366563
OG_00561,1.1256416341345117
OG_00566,1.160332300329975
OG_00571,1.739534467272101
OG_00573,1.0095674531134462
OG_00574,1.552294601397901
OG_00575,1.6132621433699117
OG_00588,2.4113474836169946
OG_00590,1.3259188302437457
OG_00591,1.011941897418609
OG_00592,1.834344000741443
OG_00600,1.0598817440355357
OG_00603,1.2015557216849406
OG_00609,1.551848882311652
OG_00613,1.2368994644827394
OG_00615,1.6946171600476976
OG_00618,1.6050656470357534
OG_00621,1.1262773042618577
OG_00622,2.7404829488065743
OG_00623,1.7073714171886334
OG_00630,1.0742298700573398
OG_00631,1.3986664885296056
OG_00634,1.9247836195053225
OG_00640,1.1487898589627206
OG_00644,1.3886572849886576
OG_00654,1.9945533346162732
OG_00664,1.4296159949424585
OG_00667,1.3747932283952191
OG_00669,1.0814640849606647
OG_00671,1.916806334226454
OG_00672,2.0889792888882828
OG_00673,1.6226501146116408
OG_00674,1.324823504920546
OG_00676,2.210561539109258
OG_00677,1.285547869331192
OG_00679,2.0677793978689736
OG_00681,1.2600938531864934
OG_00683,2.0593262618728727
OG_00684,1.5073257254712842
OG_00696,1.0254633819050796
OG_00697,1.1226081174161744
OG_00702,1.3504121105402944
OG_00704,1.4069754671778336
OG_00714,1.549993121170201
OG_00725,1.99072693987303
OG_00729,2.024014404585103
OG_00732,2.2033155893554044
OG_00733,1.1019615438007158
OG_00753,1.314321855821776
OG_00762,1.110492243992242
OG_00764,1.3629588573038487
OG_00767,2.1267019335499535
OG_00770,1.0876254775571306
OG_00773,1.1434948031400298
OG_00775,1.7721741807657896
OG_00789,1.074601603063205
OG_00792,2.225864395585271
OG_00795,1.2309021981712005
OG_00797,1.571037987464068
OG_00799,1.7302952487641854
OG_00800,2.185527701518443
OG_00802,1.2395850212675243
OG_00804,1.5510666166370413
OG_00806,1.7873927661416908
OG_00808,1.2905503557828757
OG_00811,3.095412469654136
OG_00812,1.2688351015866837
OG_00817,1.4196307012954128
OG_00822,1.0550587642548133
OG_00825,1.003353820083721
OG_00829,2.302890563461626
OG_00830,2.7049334987958287
OG_00831,1.4179587850305506
OG_00834,2.0602364899023056
OG_00836,1.2296827252239595
OG_00838,2.653867524222849
OG_00841,1.1015756060075317
OG_00842,1.4550330199132044
OG_00849,1.7998640239254946
OG_00853,1.5027051711202069
OG_00866,2.1524570160445005
OG_00869,1.931156975166146
OG_00875,1.6932053807915954
OG_00876,1.668245678613774
OG_00877,1.5088289682113452
OG_00879,1.633716610254842
OG_00880,2.0696568485279045
OG_00882,1.903669106059743
OG_00902,1.0514911884064928
OG_00906,1.634286721391808
OG_00912,1.039687299434627
OG_00922,1.0254196588061302
OG_00923,1.3498148551875262
OG_00925,1.6625928418538334
OG_00932,1.08700085120713
OG_00938,4.501492131538696
OG_00943,1.4121461088531515
OG_00948,2.2084210653272183
OG_00952,1.0492576751229814
OG_00960,1.1280602685621657
OG_00969,1.8660281689085472
OG_00975,1.4965656489207797
OG_00985,1.0140696627825267
OG_00986,1.73304080076886
OG_00987,2.319052874667154
OG_00989,1.2417352007895102
OG_00994,1.2750332856960194
OG_00997,1.0509198798219856
OG_01000,1.1237428834545702
OG_01002,1.6872888814659497
OG_01003,1.1085361706548444
OG_01007,1.3542335690836618
OG_01009,2.78474219031268
OG_01013,2.1781515148767028
OG_01030,1.7511066223759446
OG_01034,2.148468181930222
OG_01040,3.5625492236305907
OG_01041,1.854581652054837
OG_01046,1.2151628467993985
OG_01056,1.983607364436697
OG_01059,1.9055334603577352
OG_01060,2.4300362254982764
OG_01077,1.4107562522471055
OG_01078,1.8741162242908271
OG_01089,1.781113905610591
OG_01090,1.9242750610880557
OG_01091,4.1486985995084575
OG_01092,3.5021261593318846
OG_01096,1.2898282798294458
OG_01100,1.4788855375186472
OG_01101,2.324598737624304
OG_01103,1.018692117381331
OG_01107,1.825549873623231
OG_01108,1.0718248270116235
OG_01116,2.0542021060369127
OG_01119,1.0937943036805904
OG_01125,1.708580637315713
OG_01127,2.434437787183916
OG_01130,1.268579213658568
OG_01145,1.560605341335303
OG_01148,1.2927319617921584
OG_01153,1.2005675951289012
OG_01154,1.0764671792569105
OG_01155,1.94937154438279
OG_01157,1.0878684789155348
OG_01162,1.308390807487312
OG_01163,1.0230832279947808
OG_01164,2.061651801011382
OG_01168,2.703362065758818
OG_01177,1.2341322936920558
OG_01178,1.288776197798999
OG_01180,1.0492653616250678
OG_01181,2.322097532632655
OG_01183,1.327259656287278
OG_01188,2.2114058850276215
