...1,Component_4
OG_04737,6.006968449558631
OG_05395,5.559741859242816
OG_04999,5.540335334848202
OG_02599,4.979101442297512
OG_01437,4.886398965368861
OG_04439,4.745736570501418
OG_01330,4.7132985372862315
OG_04336,4.607611348228055
OG_01210,4.607605748615571
OG_01261,4.6050191853187155
OG_09611,4.591659837673577
OG_07956,4.583924774880445
OG_00234,4.47814348623384
OG_01728,4.387442159364254
OG_05208,4.387189014932848
OG_03500,4.385460423047356
OG_07408,4.375018062509505
OG_07762,4.314991659498859
OG_08095,4.233620918300363
OG_08633,4.218874351481919
OG_02090,4.213739795435699
OG_06522,4.188560633879146
OG_07554,4.167038406476633
OG_03658,4.163855700238367
OG_08520,4.096219398300932
OG_04335,4.072243807734813
OG_01656,4.0680022648771
OG_04170,4.051838570783794
OG_00020,4.045608347406942
OG_02317,4.019386917496511
OG_06993,4.0145580229445965
OG_05757,4.008276280697878
OG_02484,3.999692573986305
OG_03911,3.996624167884371
OG_08089,3.9897002278611384
OG_03108,3.98184964561742
OG_01475,3.975036842301037
OG_00948,3.94040568779167
OG_02853,3.9386769389605463
OG_08226,3.937050286787936
OG_06154,3.920202734350775
OG_07103,3.915373971427013
OG_04195,3.9117761455145663
OG_05400,3.887460833916514
OG_04129,3.8828479123326702
OG_02550,3.882375517489032
OG_09757,3.852507093922472
OG_09233,3.843076523134899
OG_05053,3.835448567840358
OG_00252,3.819867283922614
OG_02744,3.816674654825496
OG_09707,3.812309298830215
OG_03447,3.7823344232987823
OG_04235,3.778951372137842
OG_05348,3.736564233162345
OG_05731,3.710105923438173
OG_08046,3.69907047635912
OG_07760,3.6948065230035954
OG_03061,3.674972992621701
OG_08930,3.6713189561389785
OG_07519,3.653074036161203
OG_02968,3.6326899684835734
OG_09650,3.6271505230992456
OG_07861,3.6122035359019855
OG_07449,3.5995131779457465
OG_01447,3.5873910918919507
OG_00243,3.579065017289375
OG_03926,3.5725135092967704
OG_01317,3.549147758838646
OG_00119,3.547505999309561
OG_00679,3.54278854532321
OG_04560,3.531058094311476
OG_01407,3.5272382921433265
OG_05988,3.5202360866733176
OG_03792,3.5052315210767993
OG_07631,3.4939630414289433
OG_08091,3.491821280296582
OG_09535,3.485860298418653
OG_00792,3.4775075645750495
OG_09683,3.459034195268151
OG_01489,3.4529203707152805
OG_00887,3.446703520003268
OG_01941,3.4366115348057584
OG_06685,3.431219667530583
OG_05229,3.4263408502589767
OG_03332,3.4254324204059983
OG_00077,3.4094342528268022
OG_03631,3.3965643712984313
OG_02949,3.3936192305054385
OG_10087,3.392905741194426
OG_04285,3.3883975055242708
OG_04722,3.384038757005185
OG_01201,3.3826160479559833
OG_05110,3.380289178410729
OG_01869,3.379110884285887
OG_04075,3.374515507035504
OG_01351,3.3730217480800953
OG_05557,3.366312439744709
OG_01366,3.3660384109057264
OG_05776,3.351532914472699
