...1,Component_22
OG_00531,4.411619352651149
OG_02532,4.363138912422253
OG_09826,4.342242741083118
OG_07455,4.038110379879174
OG_06154,3.63428195278557
OG_07144,3.250374980191449
OG_07836,3.025300710001094
OG_00082,2.7122595880171625
OG_01955,2.7006933282903396
OG_06174,2.6971112803838886
OG_00511,2.6670067739785415
OG_07400,2.6304816644316698
OG_08217,2.605267267276145
OG_00195,2.59815472851367
OG_09894,2.5826373238298124
OG_04538,2.5441575822264624
OG_09075,2.5350924160325743
OG_00453,2.5234526021713055
OG_01486,2.48606320293028
OG_00643,2.4714822560042125
OG_00304,2.4700761047302016
OG_06757,2.3988138352786477
OG_05305,2.3902241541908356
OG_04618,2.3848095349562004
OG_03422,2.3342077538885344
OG_09627,2.3232984177286538
OG_09120,2.3133130985837886
OG_05654,2.3016272757117444
OG_06046,2.293473424919317
OG_02226,2.282619338517869
OG_08341,2.2798588922003855
OG_03171,2.2784265382521123
OG_01759,2.268345705422943
OG_01995,2.2580388965147957
OG_04609,2.2567409958760107
OG_06218,2.256092630270753
OG_03869,2.216318962760689
OG_09146,2.2106730836804367
OG_02504,2.20716580577544
OG_08229,2.1989159808564165
OG_04651,2.191108025103835
OG_03327,2.1509077690698892
OG_08967,2.148255466200269
OG_00246,2.131794311179849
OG_07229,2.1218402438959476
OG_08228,2.102082011952473
OG_00144,2.1013406092513036
OG_05826,2.0941160232924623
OG_02942,2.0924690229505907
OG_05226,2.0903841286062925
OG_09178,2.0794922539163463
OG_04999,2.05829831576302
OG_09295,2.0577594901257763
OG_07103,2.0496328829287913
OG_02728,2.04015724108202
OG_06663,2.0384334958661547
OG_05192,2.0198691331177656
OG_09247,2.010523244026575
OG_01297,2.008511287564827
OG_05351,2.005048656689185
OG_00258,1.9798454516307544
OG_09443,1.968272019173383
OG_10176,1.9560264466812576
OG_05674,1.937922709699578
OG_09007,1.9301525485689213
OG_07872,1.9225787334710664
OG_09531,1.9165394654395111
OG_06360,1.9096824361289768
OG_07470,1.9015970095674617
OG_06222,1.8989609051603336
OG_06842,1.891466607156579
OG_07414,1.8804788041537044
OG_00314,1.879993251826179
OG_09204,1.8786094020540232
OG_06403,1.8775823561341616
OG_07118,1.873546731148595
OG_02502,1.8681710321508949
OG_01674,1.863217624682135
OG_01483,1.8617537915023457
OG_06699,1.856309197192737
OG_06132,1.856076409176227
OG_02094,1.8558748902312685
OG_05506,1.8545773584842664
OG_01062,1.8505412091617293
OG_04266,1.8366862263586257
OG_05573,1.8344467083889655
OG_04219,1.828747679733529
OG_08842,1.81839893635054
OG_05809,1.8149569450284269
OG_07933,1.8114889362123263
OG_07807,1.8110064192806112
OG_06554,1.8056974031201545
OG_05764,1.8051321428268168
OG_10021,1.7951174093601194
OG_09807,1.7848708449212678
OG_07251,1.7748823817374324
OG_03269,1.7740115970116876
OG_07961,1.773191938205085
OG_01645,1.7730134497471182
OG_06670,1.7704166671116954
