OG,max_val
OG_00252,1.1667024250232747
OG_01147,1.119991383616049
OG_01261,1.1222543743320104
OG_01407,1.0240110008905532
OG_01437,1.1794944124733442
OG_01536,1.0847511007199455
OG_01709,1.0210027349187267
OG_02550,1.0004961548085265
OG_03690,1.1207841858001923
OG_04195,1.1980219511750143
OG_04722,1.0669294914412994
OG_05395,1.6825702962484306
OG_05498,1.1139758581739505
OG_05988,1.1186714080330955
OG_06461,1.062788938213016
OG_06474,1.0279923667216724
OG_06685,1.2408152824004213
OG_06948,1.1448374170046158
OG_07052,1.0471761924428222
OG_07408,1.284573451806449
OG_07835,1.0059262839173817
OG_07944,1.020789136964232
OG_08089,1.1152649512936093
OG_09611,1.2363742461268228
OG_10027,1.000950763499019
