...1,Component_8
OG_04737,3.1278404589581172
OG_01210,2.6060031719513295
OG_06522,2.3391177908560943
OG_07956,2.322966073794945
OG_07351,2.303208559511901
OG_03500,2.2887354305472356
OG_01437,2.2339559818749746
OG_07103,2.2192066691944343
OG_04195,2.2030041260801227
OG_07762,2.1543872089064457
OG_00252,2.1126846699720687
OG_07066,2.103966206643139
OG_00986,2.091948226523734
OG_01728,2.058690345079432
OG_01261,2.0565565567311204
OG_07052,2.045144975262763
OG_08930,2.042067979723858
OG_02599,2.028369883112119
OG_09757,2.0202501952113576
OG_00679,2.007445177928366
OG_01407,2.000477477388791
OG_01489,1.9924743980797943
OG_04285,1.9801758229549011
OG_01447,1.9576526500088047
OG_05557,1.943144329210748
OG_07349,1.9348446927990697
OG_07554,1.9323902747243529
OG_01002,1.9319172270014229
OG_03658,1.920615453698036
OG_05757,1.908979868987533
OG_04041,1.906869871048868
OG_05395,1.9003439440645424
OG_02090,1.8931565692573489
OG_09806,1.8867973507269755
OG_10039,1.8829665952707857
OG_02949,1.8820787395746932
OG_08046,1.8820119088941936
OG_05256,1.8811320512371328
OG_08856,1.8809380761147625
OG_01740,1.87682834090064
OG_00308,1.8740596226240491
OG_08842,1.8692394046265304
OG_00588,1.8563441839457304
OG_07679,1.8498545420616488
OG_05445,1.846471704569908
OG_08520,1.8362871248297548
OG_07088,1.8339918102929424
OG_00953,1.8318041663285136
OG_02853,1.825670341754534
OG_07441,1.8244839240284316
OG_06973,1.823990531350799
OG_08396,1.8229048347032564
OG_01656,1.8189056369907788
OG_10198,1.8187816301795177
OG_03926,1.8110585757468545
OG_08633,1.808590078338208
OG_08095,1.8069642955055631
OG_03911,1.8065884496775744
OG_06310,1.801155941025797
OG_06754,1.797614746770278
OG_02049,1.770886943767123
OG_07519,1.7645352980472144
OG_06680,1.760435254072827
OG_05572,1.7578868055879622
OG_02220,1.7499435495433462
OG_05942,1.7490511903682853
OG_00772,1.7438940488133112
OG_10087,1.7434060440972214
OG_08170,1.7395706781081168
OG_08994,1.731388226649604
OG_00887,1.726860864667437
OG_03546,1.7265958470806426
OG_08852,1.724978562798177
OG_07865,1.7240507832152498
OG_04170,1.717102347611109
OG_05220,1.7152061764182556
OG_08091,1.7132391264211193
OG_06778,1.7035605591463958
OG_04336,1.6948606821507473
OG_05437,1.692948673390419
OG_06203,1.6906293333426283
OG_02317,1.6905001105946609
OG_06993,1.6852844569809755
OG_03061,1.6844091333057258
OG_02982,1.6790798911505715
OG_06124,1.675563460554477
OG_02369,1.6732955005640633
OG_09336,1.6707844444400901
OG_00596,1.669535357238375
OG_05473,1.6654991611917718
OG_05498,1.66492193698185
OG_01330,1.6642813413600084
OG_03764,1.663263705883568
OG_06702,1.6565801524388368
OG_03780,1.6557282950544214
OG_01608,1.6554523862374295
OG_05274,1.6520510047798005
OG_05867,1.6508845262288263
OG_00020,1.6477239850519652
OG_02067,1.6442070270758342
