...1,Component_44
OG_00531,0.7936895977670779
OG_09826,0.6191581492385302
OG_02532,0.6007440733773382
OG_07144,0.5691527101166014
OG_04538,0.5155758871531456
OG_00511,0.49590946446486633
OG_06154,0.4883561259648422
OG_00195,0.4801354254145572
OG_07836,0.4725684032946641
OG_04999,0.4643475977999151
OG_00144,0.4473414913465326
OG_08967,0.43546173717739145
OG_08217,0.4254867376028553
OG_07455,0.4250596789474263
OG_08229,0.4198037941648559
OG_03869,0.4143645768694959
OG_06757,0.4113594933660671
OG_01955,0.41032546137793
OG_06174,0.408620585695288
OG_05305,0.3968512795934432
OG_07229,0.3942522339058517
OG_00643,0.393905544636042
OG_00304,0.39123952274769486
OG_05826,0.39083776847629775
OG_07103,0.3897272640841389
OG_08341,0.3864234466111826
OG_07400,0.38127003040375834
OG_01210,0.38100046985031755
OG_04618,0.3808390501991597
OG_00948,0.3807813682256304
OG_04677,0.3710467836556928
OG_00246,0.37031315870043935
OG_03422,0.3692186339627058
OG_01486,0.3651049417072636
OG_09894,0.3599373776546703
OG_04508,0.358405319131427
OG_09247,0.35732089848970333
OG_04737,0.3528227723984914
OG_09178,0.35109583698202884
OG_05304,0.35022305299022854
OG_00258,0.3460815492538062
OG_02101,0.345505149671335
OG_04559,0.34285673378350767
OG_07373,0.3371962319484903
OG_09806,0.33551216036153847
OG_01055,0.3349201203976487
OG_07872,0.33308699498706823
OG_09120,0.33215385973491895
OG_01062,0.3312153109510259
OG_06663,0.33065408943344426
OG_03171,0.3305805575991072
OG_02728,0.3302757958126075
OG_02791,0.3293011391633285
OG_10021,0.3292334702102258
OG_06403,0.3282375169517029
OG_02094,0.32818449358651075
OG_06218,0.3276572124998976
OG_09547,0.3274965518525668
OG_03551,0.3257210281465033
OG_02484,0.3252779909767508
OG_04219,0.323435411095476
OG_09443,0.32290031301699307
OG_05259,0.3215433552472492
OG_01312,0.3189441772632343
OG_02949,0.3182996938497073
OG_04560,0.3181502074835677
OG_08779,0.3166739211240241
OG_08228,0.31416134361121684
OG_03327,0.3140161996202272
OG_09531,0.3139200072016993
OG_00082,0.31328712659219254
OG_07956,0.3124515652547336
OG_09789,0.31081952182612527
OG_00242,0.309792680503322
OG_06670,0.3097140414081886
OG_00957,0.3088856139302144
OG_10099,0.3080163625009534
OG_03252,0.307812619593816
OG_05654,0.30769911758309704
OG_04447,0.30590290847521995
OG_02226,0.30587145476693633
OG_00887,0.30518547798977586
OG_03500,0.30453716634601113
OG_01333,0.3029371286853721
OG_01995,0.3028391736316846
OG_09807,0.3028162924041459
OG_02504,0.3017603808220039
OG_01674,0.3010222940928099
OG_00633,0.29938084292222533
OG_05674,0.29886775432886264
OG_01463,0.29874221464151884
OG_00453,0.29696223628730906
OG_10176,0.296649794688991
OG_09627,0.29642972129174383
OG_02325,0.2948951119148854
OG_07911,0.29469057742293775
OG_01759,0.29461131135084295
OG_06842,0.29373480734015184
OG_10184,0.2931924978996039
OG_05565,0.292929023037976
