...1,Component_16
OG_00531,1.433024229374553
OG_05071,1.2901620598810497
OG_01324,1.1725485849853337
OG_00643,1.117796611870964
OG_07911,0.9926254579923144
OG_03933,0.915838103336282
OG_09775,0.906396647338291
OG_00499,0.8645896570736857
OG_09826,0.8474442094964073
OG_05351,0.8058836026941929
OG_06218,0.7964661752158593
OG_04999,0.7914088957592104
OG_00195,0.7790697124165606
OG_00304,0.7680660149225237
OG_01486,0.7664487201909462
OG_05183,0.7630738879933688
OG_06678,0.7529328000357929
OG_09130,0.7526057726740747
OG_09247,0.7472854379257555
OG_03269,0.7451846532527939
OG_04538,0.7442474774531366
OG_09091,0.7406317908577987
OG_02532,0.7389616220589027
OG_00163,0.7384231035509791
OG_04961,0.7326414007131519
OG_08098,0.7264915131880144
OG_09295,0.7199011428718474
OG_04620,0.7192015823597854
OG_04651,0.7182322999189457
OG_08341,0.716038801984006
OG_09021,0.7077147101170674
OG_05198,0.701495058354669
OG_03932,0.698729930579446
OG_09540,0.6929957239226707
OG_00453,0.6889777680163092
OG_03122,0.6830968109565426
OG_04737,0.6826704559529284
OG_00660,0.6817294542819392
OG_01297,0.6801508391893477
OG_06757,0.6798141574913034
OG_02101,0.6789859324912104
OG_09783,0.6767778949117088
OG_06922,0.6716743114261869
OG_08217,0.6703727262558383
OG_03677,0.6659979251827183
OG_01210,0.6640807822524678
OG_06782,0.6627245264546279
OG_02040,0.6554511601169237
OG_06576,0.6548500007995393
OG_02486,0.6546859666000377
OG_00242,0.6530458539581948
OG_04621,0.6508225086648084
OG_08229,0.6471600612731564
OG_06956,0.6447580124769827
OG_02587,0.642589734732417
OG_04693,0.6402595123025551
OG_07659,0.6393301678371475
OG_02000,0.6358228751235814
OG_01642,0.6345438650255552
OG_01482,0.6325586110892117
OG_07265,0.6320901960630241
OG_08959,0.6297746250991009
OG_00246,0.6294037363317865
OG_07835,0.6272953156686214
OG_04862,0.6268835244997482
OG_00259,0.6192237253912954
OG_00511,0.6189615716580832
OG_03766,0.6162034739544306
OG_06215,0.6154647032182667
OG_05377,0.6098760183062186
OG_00957,0.6066607459466173
OG_09743,0.6028433521940042
OG_05418,0.6006095207140039
OG_03429,0.5980496276856287
OG_07929,0.5957420085582827
OG_09584,0.5928959110208764
OG_06733,0.5900156695253843
OG_00144,0.5883762915382544
OG_08967,0.5853724830341298
OG_06842,0.5853028057423212
OG_02226,0.5852042022032252
OG_08663,0.5837835589240666
OG_07692,0.5833040136759272
OG_05453,0.5810917725603323
OG_10184,0.5804921707994395
OG_10099,0.5778269062008805
OG_06642,0.5777165290153394
OG_03070,0.5768150193267277
OG_03780,0.5718907216744417
OG_08555,0.5711969572135689
OG_02439,0.5705619436241043
OG_01463,0.5702586660406967
OG_01068,0.5698189332426545
OG_05226,0.5676614516418134
OG_10047,0.5670549758902298
OG_04045,0.5666122925827362
OG_06909,0.5643894983507779
OG_08226,0.5638348938131212
OG_00772,0.5634854793989209
OG_00047,0.5634810365627507
