...1,Component_17
OG_02090,1.228650284501864
OG_02537,1.093345727888786
OG_00916,0.9043683111874148
OG_01620,0.9024817204471264
OG_05071,0.8733677626859716
OG_01656,0.8619201315242581
OG_08639,0.8442781046752652
OG_09233,0.8291082696342688
OG_03909,0.8205902409087421
OG_07351,0.8169094547250595
OG_01324,0.8107349806484935
OG_01450,0.8092381457610293
OG_01919,0.7900118109784909
OG_06956,0.7882820359474996
OG_00264,0.7778536460520595
OG_06850,0.7769209331236782
OG_03108,0.7714245025151
OG_03269,0.7690800180310372
OG_03906,0.7484790345918406
OG_06757,0.7481256354205685
OG_08842,0.7354223066705964
OG_02226,0.7351802985517655
OG_07129,0.724061950143019
OG_01520,0.7182040783380095
OG_03456,0.7097235304587735
OG_08937,0.7096391028349619
OG_04538,0.7050507782535578
OG_03911,0.6954163397401774
OG_05757,0.6946759056649228
OG_01636,0.6890885265111911
OG_07813,0.6806702521951333
OG_01220,0.6794316114195631
OG_05965,0.6783212652775737
OG_05183,0.6769764651822321
OG_07144,0.6767626907571337
OG_03163,0.674058728456765
OG_07963,0.6706974418624556
OG_07835,0.6699235239056175
OG_09531,0.6635637861238027
OG_07865,0.6617641160235275
OG_09320,0.660995393038303
OG_05726,0.6602376436825592
OG_02341,0.6589351400659835
OG_07430,0.6585888199623666
OG_05731,0.6563437719934725
OG_03773,0.6552902708969955
OG_00702,0.6551415257006655
OG_09336,0.6510097089549034
OG_04041,0.6487087332979826
OG_01728,0.647790003824886
OG_04784,0.6448519301329989
OG_04857,0.6419195076804299
OG_05286,0.6413425249403824
OG_07762,0.6382542527828018
OG_07457,0.6381785922432114
OG_09347,0.6376517511301395
OG_08903,0.6368867745985272
OG_03845,0.6358654951232715
OG_06738,0.6354224105341165
OG_01101,0.6344528463929805
OG_09775,0.6328215281906913
OG_07887,0.632158846851073
OG_08928,0.6302000307431055
OG_07400,0.6298621123409415
OG_04119,0.6297051184388074
OG_05305,0.629287782031263
OG_07715,0.6281515944251981
OG_01924,0.6277784891907406
OG_08967,0.6253832984303831
OG_00643,0.6248800221884243
OG_06444,0.6204512426812638
OG_01210,0.6192824984156272
OG_07121,0.6191900373559068
OG_05177,0.6170995618419745
OG_09472,0.6153736753767568
OG_10182,0.614678680975695
OG_01228,0.6146016485839044
OG_07340,0.613624100221924
OG_01659,0.613510335034818
OG_00744,0.6123636568437257
OG_00246,0.6112145381870838
OG_00729,0.6107741420395283
OG_09568,0.610506710259132
OG_06171,0.6098087655796692
OG_10040,0.6096974630826973
OG_10139,0.6091257858489012
OG_07218,0.6084948284469606
OG_07103,0.6074516052702694
OG_03623,0.6066892801455425
OG_02303,0.6066593273535343
OG_01261,0.6060145939996109
OG_04737,0.6057703083431089
OG_04837,0.6056682553311689
OG_03039,0.6056083358529972
OG_05452,0.6053278027506062
OG_09466,0.6044089621992855
OG_02942,0.60342355848014
OG_08782,0.6019760257913372
OG_00793,0.6016066336409226
OG_02699,0.6002225140354838
