...1,Component_37
OG_00531,0.6793368936304943
OG_07144,0.5646186202985555
OG_06154,0.5188465016986253
OG_09826,0.5053314265704267
OG_09075,0.5018421058493643
OG_05071,0.4772730262436315
OG_09295,0.4726267730529816
OG_02408,0.45125763166974825
OG_00314,0.43617328856909177
OG_06174,0.42601024771296
OG_00948,0.4221355998426648
OG_06218,0.4197945692857102
OG_07455,0.4046637838453325
OG_02728,0.4043718859372617
OG_01098,0.389728519080912
OG_07251,0.3782257099833068
OG_02502,0.37209696401392145
OG_09247,0.36936137285586207
OG_04609,0.3674439203697127
OG_01483,0.3530849444963912
OG_03671,0.3493586582421543
OG_09894,0.3482649879759892
OG_07200,0.34781910328175064
OG_00258,0.34591028884653086
OG_09178,0.34455677332632706
OG_01955,0.3383249130787537
OG_07103,0.3330570248866116
OG_06086,0.32680576641567965
OG_03269,0.3255768811137553
OG_01095,0.32352055316430417
OG_05611,0.32208225880030034
OG_01995,0.3140644108619957
OG_09963,0.3111654124227467
OG_08361,0.30974194390023524
OG_04230,0.30905758968822067
OG_02560,0.3057869065253069
OG_07414,0.29483361599540286
OG_08647,0.29435306543143797
OG_02101,0.29250956538208533
OG_08849,0.29019531060379344
OG_06799,0.2879984803717053
OG_00511,0.28719862918997974
OG_00246,0.2864877658468508
OG_07229,0.2857845563404367
OG_06234,0.2857796264118647
OG_02090,0.285352620772373
OG_09443,0.2847727307367011
OG_02484,0.2827190678705187
OG_01505,0.2815400283975152
OG_07836,0.27914638889861487
OG_00356,0.279112366954095
OG_05644,0.2779531191611462
OG_00304,0.2773030901882622
OG_03099,0.27648059895900007
OG_09440,0.27598352271841203
OG_03116,0.2737435003419437
OG_05395,0.2726427687903999
OG_04538,0.2723253155680909
OG_06360,0.27186260204461293
OG_02929,0.2718285329308599
OG_05654,0.270591918193134
OG_06491,0.2705774982459076
OG_09472,0.27015310466307896
OG_02311,0.2689810615077422
OG_04559,0.26875227828598663
OG_05809,0.2685920909340737
OG_07835,0.2667025503002783
OG_04508,0.2666303669604006
OG_09233,0.26626717644519593
OG_05136,0.2648695378450242
OG_08844,0.26283516366178095
OG_05192,0.26239556296019384
OG_06373,0.2613081892577748
OG_05826,0.26121826890042654
OG_05637,0.26031984160043087
OG_06674,0.2573077672018586
OG_07731,0.2569460356652493
OG_00242,0.25646670915685293
OG_02532,0.2562612801767597
OG_01463,0.25599923662451235
OG_06627,0.25504256227541533
OG_08697,0.2544215258382299
OG_03941,0.2542221305473377
OG_09798,0.2537504333403841
OG_05477,0.25366178390519356
OG_07360,0.25344515275275564
OG_05813,0.2524638815027096
OG_05031,0.25150265832056407
OG_01450,0.2501423808875185
OG_04999,0.2495715648494699
OG_09091,0.24952098235407716
OG_06366,0.24700825159580156
OG_04096,0.24559851212897832
OG_01518,0.24460990342109737
OG_03500,0.244259511203353
OG_04801,0.24284655287988224
OG_01472,0.2418470595754773
OG_09783,0.241549707349516
OG_09146,0.2414508021502831
OG_03276,0.2396775432719779
