OG,max_val
OG_00045,0.21495805873163232
OG_00337,0.4081371128718772
OG_00431,0.19662020190996585
OG_00937,0.2679597517761342
OG_01083,0.22852829920868217
OG_01525,0.31181027911719283
OG_01735,0.3908112183228023
OG_01907,0.3180350941983288
OG_02513,0.20174821248464148
OG_02745,0.3747311648417802
OG_03139,0.3489493276333709
OG_03346,0.3730527349369582
OG_03753,0.25308152917056104
OG_03754,0.3048355926323399
OG_04037,0.49519657778309034
OG_04072,0.5679919989338854
OG_04500,0.34019716607117334
OG_04572,0.2551337827132979
OG_04700,0.20572770719973393
OG_04974,0.3174591607130444
OG_05064,0.278738516399547
OG_05243,0.1987541027686595
OG_05291,0.5587982580847459
OG_05558,0.5498304811473976
OG_05797,0.3259870044167835
OG_06181,0.6833717790128713
OG_06472,0.4051367402158736
OG_07154,0.4263506193318526
OG_09230,0.5304130220007885
OG_09672,0.2881163530335104
