...1,Component_48
OG_02532,0.8884013675309601
OG_00531,0.8163857259887075
OG_07455,0.8110337841410825
OG_06154,0.7797265909535659
OG_09826,0.7644307221141748
OG_07144,0.7244623609342365
OG_06174,0.6674544064215118
OG_01995,0.646042751127991
OG_01759,0.6212239660203821
OG_00643,0.5921628768122287
OG_06757,0.5793393036826059
OG_01486,0.5740415828712685
OG_02486,0.5733799907484759
OG_09075,0.5694880750375682
OG_08098,0.5660263647361345
OG_05819,0.5547237967174994
OG_00453,0.5458607378364612
OG_09120,0.5458490502398958
OG_04609,0.539146191031059
OG_05192,0.5385115154098199
OG_07836,0.5229565882105325
OG_07118,0.522118576861967
OG_01955,0.5118547545745253
OG_09146,0.49953554610153006
OG_00511,0.49418097851291615
OG_03116,0.49017400272432365
OG_02226,0.48663703671766606
OG_04266,0.4855601838244551
OG_02728,0.4828889769766318
OG_00082,0.48232495689591454
OG_09894,0.4811092261127182
OG_09130,0.47701370981419816
OG_06132,0.4760360857416824
OG_05573,0.4739816764368477
OG_05764,0.4720130557576898
OG_05813,0.47097395406622344
OG_06842,0.46643978401486386
OG_02502,0.4574743914712934
OG_07229,0.4569436833152145
OG_08952,0.4512868841269517
OG_03880,0.4486409755066394
OG_05304,0.4484227861738768
OG_09783,0.44579357132509745
OG_08546,0.44193258770224647
OG_00304,0.4409630179380414
OG_04621,0.4393507526573471
OG_07972,0.43849639154045017
OG_04999,0.4382620029250441
OG_06360,0.4380219622081325
OG_02942,0.43626130249207967
OG_00163,0.43440408334477376
OG_01095,0.4329378475896366
OG_03108,0.4312799273677536
OG_03103,0.429928639157517
OG_09596,0.42843206224323854
OG_09021,0.42799054083671206
OG_00948,0.42700161840324663
OG_04651,0.4229500431849427
OG_03422,0.4205035188338409
OG_06007,0.41955958583095687
OG_09963,0.4194062127064946
OG_06922,0.4184565106228824
OG_03429,0.4176235792084079
OG_03099,0.41724815554991707
OG_09627,0.4165552525594915
OG_02311,0.41653102587227087
OG_00195,0.414910980941135
OG_08849,0.4148652521241293
OG_07400,0.4088550971900308
OG_04538,0.408452537949995
OG_00957,0.4071563529604314
OG_06271,0.4064382808552221
OG_09204,0.40622695185015534
OG_09216,0.4057373635823914
OG_06282,0.405728484324669
OG_09443,0.4034264879509442
OG_08228,0.4019655969115439
OG_09247,0.4014301346276094
OG_09250,0.40094961373270577
OG_06218,0.3974352713944661
OG_02201,0.39677086937904954
OG_03269,0.39346382574612593
OG_04862,0.3931391326861978
OG_08094,0.3907753672166555
OG_08361,0.3900800862198147
OG_03579,0.3887738396376551
OG_09178,0.3864883325130657
OG_06373,0.3858268179492161
OG_08859,0.385406536845789
OG_04890,0.3842976281629896
OG_09920,0.3831502053822421
OG_01250,0.3830258713226155
OG_08140,0.38288453132412914
OG_10021,0.3820111186134929
OG_05477,0.3815483639929299
OG_02484,0.3790534377712962
OG_06443,0.37832222359997714
OG_04693,0.37810251631344305
OG_07200,0.37638669571421585
OG_09789,0.3750420035063843
