gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types
FUN_038422,63,0.1360567376413252,1,0.8639432623586748,FALSE,1,"['mirna_Cluster_15097', 'mirna_Cluster_13647', 'mirna_Cluster_4754', 'mirna_Cluster_16354', 'mirna_Cluster_14532', 'mirna_Cluster_3301', 'mirna_Cluster_2500', 'mirna_Cluster_3226', 'lncrna_lncRNA_3035', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_18508', 'lncrna_lncRNA_14835', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_27116', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_17976', 'lncrna_lncRNA_17974', 'lncrna_lncRNA_17975', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_37919', 'lncrna_lncRNA_41154', 'lncrna_lncRNA_41155', 'lncrna_lncRNA_41157', 'lncrna_lncRNA_41161', 'lncrna_lncRNA_41162', 'lncrna_lncRNA_41156', 'lncrna_lncRNA_41159', 'lncrna_lncRNA_8682', 'lncrna_lncRNA_36283', 'lncrna_lncRNA_48795', 'lncrna_lncRNA_48796', 'lncrna_lncRNA_20374', 'lncrna_lncRNA_136', 'lncrna_lncRNA_42948', 'lncrna_lncRNA_25737', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000002l_4656074', 'methylation_CpG_ntLink_8_20667078', 'methylation_CpG_ptg000030l_714871', 'methylation_CpG_ptg000009l_6401672', 'methylation_CpG_ptg000008l_17219621', 'methylation_CpG_ptg000015l_3025262', 'methylation_CpG_ptg000026l_10340767', 'methylation_CpG_ntLink_6_16202154', 'methylation_CpG_ptg000030l_2148139', 'methylation_CpG_ptg000047l_10028701', 'methylation_CpG_ptg000012l_7873232', 'methylation_CpG_ptg000001l_2812970', 'methylation_CpG_ptg000047l_11000539', 'methylation_CpG_ptg000015l_1306419', 'methylation_CpG_ntLink_8_35388830', 'methylation_CpG_ptg000017l_6907064', 'methylation_CpG_ptg000009l_6401620', 'methylation_CpG_ptg000027l_4744898', 'methylation_CpG_ntLink_8_34768042', 'methylation_CpG_ptg000015l_9447655', 'methylation_CpG_ptg000021l_9454274', 'methylation_CpG_ntLink_8_9155727', 'methylation_CpG_ntLink_1_126095']"
FUN_026626,70,0.18070448555707289,1,0.8192955144429271,FALSE,1,"['mirna_Cluster_17192', 'mirna_Cluster_9706', 'mirna_Cluster_1833', 'mirna_Cluster_14165', 'mirna_Cluster_4754', 'mirna_Cluster_3227', 'mirna_Cluster_5685', 'mirna_Cluster_5517', 'mirna_Cluster_9366', 'mirna_Cluster_1951', 'mirna_Cluster_9786', 'mirna_Cluster_13327', 'mirna_Cluster_1950', 'mirna_Cluster_1832', 'mirna_Cluster_9532', 'lncrna_lncRNA_54477', 'lncrna_lncRNA_26746', 'lncrna_lncRNA_30935', 'lncrna_lncRNA_26604', 'lncrna_lncRNA_42592', 'lncrna_lncRNA_3276', 'lncrna_lncRNA_3277', 'lncrna_lncRNA_3278', 'lncrna_lncRNA_41609', 'lncrna_lncRNA_8905', 'lncrna_lncRNA_51292', 'lncrna_lncRNA_4503', 'lncrna_lncRNA_26949', 'lncrna_lncRNA_27032', 'lncrna_lncRNA_8616', 'lncrna_lncRNA_30709', 'lncrna_lncRNA_8902', 'lncrna_lncRNA_43427', 'lncrna_lncRNA_9328', 'lncrna_lncRNA_41608', 'lncrna_lncRNA_54339', 'lncrna_lncRNA_30359', 'lncrna_lncRNA_42503', 'lncrna_lncRNA_44692', 'lncrna_lncRNA_45355', 'lncrna_lncRNA_30358', 'lncrna_lncRNA_15090', 'lncrna_lncRNA_44734', 'lncrna_lncRNA_4047', 'lncrna_lncRNA_379', 'methylation_CpG_ptg000024l_1591087', 'methylation_CpG_ntLink_8_21034143', 'methylation_CpG_ptg000021l_17236723', 'methylation_CpG_ptg000047l_10516316', 'methylation_CpG_ptg000025l_19306458', 'methylation_CpG_ptg000020l_3583436', 'methylation_CpG_ptg000018l_7388706', 'methylation_CpG_ptg000018l_1039618', 'methylation_CpG_ptg000018l_7477958', 'methylation_CpG_ptg000018l_7477925', 'methylation_CpG_ptg000023l_10053868', 'methylation_CpG_ptg000009l_838865', 'methylation_CpG_ptg000008l_10534494', 'methylation_CpG_ptg000023l_36331570', 'methylation_CpG_ptg000009l_838858', 'methylation_CpG_ptg000018l_7607686', 'methylation_CpG_ptg000020l_4618674', 'methylation_CpG_ptg000018l_14962147', 'methylation_CpG_ptg000017l_4793507', 'methylation_CpG_ptg000002l_9192054', 'methylation_CpG_ptg000015l_10217520', 'methylation_CpG_ptg000031l_7810984', 'methylation_CpG_ptg000018l_7477917', 'methylation_CpG_ptg000002l_12568319', 'methylation_CpG_ptg000018l_13588694']"
FUN_028275,58,0.08229555688600476,1,0.9177044431139952,FALSE,1,"['mirna_Cluster_1865', 'mirna_Cluster_15097', 'mirna_Cluster_3226', 'lncrna_lncRNA_30788', 'lncrna_lncRNA_30789', 'lncrna_lncRNA_43150', 'lncrna_lncRNA_30273', 'lncrna_lncRNA_6659', 'lncrna_lncRNA_3955', 'lncrna_lncRNA_10575', 'lncrna_lncRNA_11426', 'lncrna_lncRNA_36804', 'lncrna_lncRNA_38781', 'lncrna_lncRNA_21863', 'lncrna_lncRNA_22755', 'lncrna_lncRNA_17721', 'lncrna_lncRNA_6660', 'lncrna_lncRNA_13822', 'lncrna_lncRNA_49596', 'lncrna_lncRNA_21637', 'lncrna_lncRNA_44653', 'lncrna_lncRNA_26317', 'lncrna_lncRNA_28840', 'lncrna_lncRNA_36802', 'lncrna_lncRNA_33235', 'lncrna_lncRNA_33236', 'lncrna_lncRNA_38118', 'lncrna_lncRNA_30732', 'lncrna_lncRNA_33449', 'lncrna_lncRNA_36803', 'lncrna_lncRNA_47167', 'lncrna_lncRNA_25869', 'lncrna_lncRNA_28843', 'methylation_CpG_ntLink_6_15798469', 'methylation_CpG_ptg000007l_9502244', 'methylation_CpG_ptg000007l_8385173', 'methylation_CpG_ptg000023l_39517332', 'methylation_CpG_ptg000007l_3211325', 'methylation_CpG_ptg000031l_8968487', 'methylation_CpG_ptg000021l_18208318', 'methylation_CpG_ptg000027l_5903329', 'methylation_CpG_ptg000020l_3171441', 'methylation_CpG_ptg000024l_274325', 'methylation_CpG_ptg000020l_2394250', 'methylation_CpG_ptg000035l_6303529', 'methylation_CpG_ptg000024l_3391385', 'methylation_CpG_ptg000010l_874717', 'methylation_CpG_ptg000010l_874796', 'methylation_CpG_ntLink_8_19857152', 'methylation_CpG_ptg000007l_260504', 'methylation_CpG_ptg000024l_274194', 'methylation_CpG_ptg000023l_39517340', 'methylation_CpG_ptg000007l_8385164', 'methylation_CpG_ptg000007l_8385166', 'methylation_CpG_ptg000007l_9502392', 'methylation_CpG_ptg000020l_3171490', 'methylation_CpG_ptg000001l_4924255', 'methylation_CpG_ptg000007l_8385152']"
FUN_023758,69,0.17762840962147097,1,0.822371590378529,FALSE,1,"['mirna_Cluster_3301', 'mirna_Cluster_15097', 'mirna_Cluster_2500', 'mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_2372', 'mirna_Cluster_4754', 'mirna_Cluster_17245', 'mirna_Cluster_17623', 'mirna_Cluster_4752', 'mirna_Cluster_14610', 'mirna_Cluster_3226', 'mirna_Cluster_13647', 'mirna_Cluster_1865', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_17974', 'lncrna_lncRNA_17975', 'lncrna_lncRNA_17976', 'lncrna_lncRNA_18508', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_3035', 'lncrna_lncRNA_14828', 'lncrna_lncRNA_48795', 'lncrna_lncRNA_48796', 'lncrna_lncRNA_8437', 'lncrna_lncRNA_8439', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_1125', 'lncrna_lncRNA_41154', 'lncrna_lncRNA_41155', 'lncrna_lncRNA_41157', 'lncrna_lncRNA_41161', 'lncrna_lncRNA_41162', 'lncrna_lncRNA_19900', 'lncrna_lncRNA_41156', 'lncrna_lncRNA_41159', 'lncrna_lncRNA_19899', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_19898', 'lncrna_lncRNA_1089', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_28455', 'lncrna_lncRNA_4408', 'methylation_CpG_ptg000030l_2148139', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000002l_4656074', 'methylation_CpG_ptg000007l_8414342', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000030l_2148131', 'methylation_CpG_ptg000009l_6401672', 'methylation_CpG_ntLink_6_15838612', 'methylation_CpG_ptg000026l_10340767', 'methylation_CpG_ntLink_8_25555981', 'methylation_CpG_ptg000020l_15080829', 'methylation_CpG_ptg000030l_2148031', 'methylation_CpG_ntLink_8_20667078', 'methylation_CpG_ntLink_8_8966824', 'methylation_CpG_ptg000018l_13836905', 'methylation_CpG_ptg000027l_7249392', 'methylation_CpG_ptg000020l_3276119', 'methylation_CpG_ptg000019l_1938633', 'methylation_CpG_ptg000009l_6401679', 'methylation_CpG_ptg000026l_1767896', 'methylation_CpG_ptg000024l_11114429', 'methylation_CpG_ptg000024l_1887779', 'methylation_CpG_ptg000020l_14523080', 'methylation_CpG_ntLink_8_8966828', 'methylation_CpG_ptg000026l_13355683']"
FUN_024127,59,0.1281251874653773,1,0.8718748125346227,FALSE,1,"['mirna_Cluster_13647', 'mirna_Cluster_4754', 'mirna_Cluster_9706', 'mirna_Cluster_2372', 'lncrna_lncRNA_31119', 'lncrna_lncRNA_20228', 'lncrna_lncRNA_25502', 'lncrna_lncRNA_14835', 'lncrna_lncRNA_17857', 'lncrna_lncRNA_28107', 'lncrna_lncRNA_35894', 'lncrna_lncRNA_35895', 'lncrna_lncRNA_30769', 'lncrna_lncRNA_36692', 'lncrna_lncRNA_14044', 'lncrna_lncRNA_44843', 'lncrna_lncRNA_3092', 'lncrna_lncRNA_8682', 'lncrna_lncRNA_7731', 'lncrna_lncRNA_15084', 'lncrna_lncRNA_986', 'lncrna_lncRNA_225', 'lncrna_lncRNA_51617', 'lncrna_lncRNA_8616', 'lncrna_lncRNA_45954', 'lncrna_lncRNA_25952', 'lncrna_lncRNA_44592', 'lncrna_lncRNA_19791', 'lncrna_lncRNA_45321', 'lncrna_lncRNA_43304', 'lncrna_lncRNA_8829', 'lncrna_lncRNA_53766', 'lncrna_lncRNA_3677', 'lncrna_lncRNA_14828', 'methylation_CpG_ptg000026l_11709074', 'methylation_CpG_ptg000026l_13355677', 'methylation_CpG_ntLink_6_19967605', 'methylation_CpG_ntLink_6_19967416', 'methylation_CpG_ntLink_6_19967405', 'methylation_CpG_ptg000026l_13355683', 'methylation_CpG_ptg000027l_4494137', 'methylation_CpG_ptg000016l_11604939', 'methylation_CpG_ntLink_6_19967546', 'methylation_CpG_ptg000023l_747018', 'methylation_CpG_ptg000020l_3276126', 'methylation_CpG_ntLink_6_19967540', 'methylation_CpG_ptg000023l_13781264', 'methylation_CpG_ptg000026l_1271784', 'methylation_CpG_ntLink_6_4779683', 'methylation_CpG_ptg000026l_13355681', 'methylation_CpG_ptg000023l_19629569', 'methylation_CpG_ptg000023l_17621981', 'methylation_CpG_ptg000009l_97582', 'methylation_CpG_ptg000008l_18946968', 'methylation_CpG_ntLink_6_4779701', 'methylation_CpG_ptg000016l_11604933', 'methylation_CpG_ptg000023l_20397031', 'methylation_CpG_ptg000024l_11114429', 'methylation_CpG_ntLink_6_15838583']"
FUN_033999,70,0.28639279978027765,1,0.7136072002197223,FALSE,1,"['mirna_Cluster_13327', 'mirna_Cluster_14605', 'mirna_Cluster_4026', 'mirna_Cluster_1819', 'mirna_Cluster_4034', 'mirna_Cluster_1832', 'mirna_Cluster_2372', 'mirna_Cluster_5516', 'mirna_Cluster_14692', 'mirna_Cluster_9532', 'mirna_Cluster_3301', 'mirna_Cluster_17245', 'mirna_Cluster_1950', 'mirna_Cluster_9420', 'mirna_Cluster_5517', 'lncrna_lncRNA_35307', 'lncrna_lncRNA_35306', 'lncrna_lncRNA_12400', 'lncrna_lncRNA_1045', 'lncrna_lncRNA_46443', 'lncrna_lncRNA_48049', 'lncrna_lncRNA_46550', 'lncrna_lncRNA_53588', 'lncrna_lncRNA_46442', 'lncrna_lncRNA_41413', 'lncrna_lncRNA_41414', 'lncrna_lncRNA_29869', 'lncrna_lncRNA_46551', 'lncrna_lncRNA_22381', 'lncrna_lncRNA_51169', 'lncrna_lncRNA_4679', 'lncrna_lncRNA_46532', 'lncrna_lncRNA_53529', 'lncrna_lncRNA_42749', 'lncrna_lncRNA_48584', 'lncrna_lncRNA_31106', 'lncrna_lncRNA_3473', 'lncrna_lncRNA_18416', 'lncrna_lncRNA_43327', 'lncrna_lncRNA_35305', 'lncrna_lncRNA_46034', 'lncrna_lncRNA_25312', 'lncrna_lncRNA_24577', 'lncrna_lncRNA_12336', 'lncrna_lncRNA_8817', 'methylation_CpG_ntLink_8_33374586', 'methylation_CpG_ptg000049l_2418686', 'methylation_CpG_ptg000011l_3252598', 'methylation_CpG_ptg000018l_2004886', 'methylation_CpG_ptg000018l_2004879', 'methylation_CpG_ptg000023l_6095004', 'methylation_CpG_ptg000023l_28017420', 'methylation_CpG_ptg000022l_6855507', 'methylation_CpG_ptg000026l_14019016', 'methylation_CpG_ptg000015l_10192553', 'methylation_CpG_ptg000012l_17138356', 'methylation_CpG_ptg000004l_101677', 'methylation_CpG_ptg000026l_7281493', 'methylation_CpG_ptg000023l_24283745', 'methylation_CpG_ptg000026l_4758653', 'methylation_CpG_ntLink_6_6723799', 'methylation_CpG_ptg000020l_3583507', 'methylation_CpG_ptg000030l_2094030', 'methylation_CpG_ptg000004l_98782', 'methylation_CpG_ptg000025l_4813421', 'methylation_CpG_ptg000012l_17138381', 'methylation_CpG_ptg000018l_7462746', 'methylation_CpG_ptg000018l_7466513', 'methylation_CpG_ptg000035l_6988619', 'methylation_CpG_ptg000011l_1580713']"
FUN_035010,70,0.5398695126041599,1,0.46013048739584006,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_15097', 'mirna_Cluster_16354', 'mirna_Cluster_3301', 'mirna_Cluster_1819', 'mirna_Cluster_5516', 'mirna_Cluster_17245', 'mirna_Cluster_14605', 'mirna_Cluster_2372', 'mirna_Cluster_1865', 'mirna_Cluster_17623', 'mirna_Cluster_9420', 'mirna_Cluster_3109', 'mirna_Cluster_14610', 'mirna_Cluster_14692', 'lncrna_lncRNA_17861', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_283', 'lncrna_lncRNA_12187', 'lncrna_lncRNA_30058', 'lncrna_lncRNA_41396', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_35024', 'lncrna_lncRNA_18181', 'lncrna_lncRNA_910', 'lncrna_lncRNA_909', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_43231', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_854', 'lncrna_lncRNA_42568', 'lncrna_lncRNA_853', 'lncrna_lncRNA_18399', 'lncrna_lncRNA_18654', 'lncrna_lncRNA_18655', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_18419', 'lncrna_lncRNA_46197', 'lncrna_lncRNA_48784', 'lncrna_lncRNA_19778', 'lncrna_lncRNA_41531', 'lncrna_lncRNA_8205', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000022l_9886155', 'methylation_CpG_ptg000009l_8359335', 'methylation_CpG_ptg000020l_16600226', 'methylation_CpG_ptg000001l_3949450', 'methylation_CpG_ptg000020l_15080829', 'methylation_CpG_ntLink_8_15050135', 'methylation_CpG_ptg000024l_835249', 'methylation_CpG_ptg000002l_1805158', 'methylation_CpG_ptg000011l_6034383', 'methylation_CpG_ntLink_8_26760791', 'methylation_CpG_ptg000011l_6592101', 'methylation_CpG_ptg000008l_10047646', 'methylation_CpG_ptg000010l_1082098', 'methylation_CpG_ptg000015l_9509367', 'methylation_CpG_ntLink_8_21853464', 'methylation_CpG_ptg000018l_15825775', 'methylation_CpG_ptg000024l_835192', 'methylation_CpG_ptg000021l_1601161', 'methylation_CpG_ptg000031l_13341849', 'methylation_CpG_ptg000012l_9821832', 'methylation_CpG_ptg000025l_15548681', 'methylation_CpG_ptg000001l_6006938', 'methylation_CpG_ptg000031l_13341842']"
FUN_032155,70,0.3753789777975688,1,0.6246210222024312,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_2372', 'mirna_Cluster_17245', 'mirna_Cluster_15097', 'mirna_Cluster_3301', 'mirna_Cluster_9420', 'mirna_Cluster_5516', 'mirna_Cluster_17623', 'mirna_Cluster_14610', 'mirna_Cluster_14605', 'mirna_Cluster_1865', 'mirna_Cluster_4036', 'mirna_Cluster_2746', 'mirna_Cluster_5517', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_41154', 'lncrna_lncRNA_41155', 'lncrna_lncRNA_41157', 'lncrna_lncRNA_41161', 'lncrna_lncRNA_41162', 'lncrna_lncRNA_41156', 'lncrna_lncRNA_41159', 'lncrna_lncRNA_35024', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_8665', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_2970', 'lncrna_lncRNA_25410', 'lncrna_lncRNA_25409', 'lncrna_lncRNA_15381', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_8437', 'lncrna_lncRNA_8439', 'lncrna_lncRNA_7266', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_9302', 'lncrna_lncRNA_8444', 'methylation_CpG_ptg000004l_193846', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000047l_10028701', 'methylation_CpG_ptg000012l_1003528', 'methylation_CpG_ptg000026l_1538403', 'methylation_CpG_ptg000002l_2084449', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000007l_9151403', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000022l_9886155', 'methylation_CpG_ptg000021l_6266603', 'methylation_CpG_ptg000024l_3989836', 'methylation_CpG_ntLink_1_126184', 'methylation_CpG_ptg000023l_7964434', 'methylation_CpG_ptg000021l_20855481', 'methylation_CpG_ptg000009l_1702365', 'methylation_CpG_ptg000033l_974047', 'methylation_CpG_ntLink_8_19223262', 'methylation_CpG_ptg000008l_10683345', 'methylation_CpG_ptg000030l_714871', 'methylation_CpG_ptg000035l_7729757', 'methylation_CpG_ptg000047l_10028722', 'methylation_CpG_ptg000002l_12232995', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ntLink_6_13325092']"
FUN_032193,70,0.49371090967229214,1,0.5062890903277079,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_2372', 'mirna_Cluster_5516', 'mirna_Cluster_1819', 'mirna_Cluster_17245', 'mirna_Cluster_3301', 'mirna_Cluster_14605', 'mirna_Cluster_17623', 'mirna_Cluster_9420', 'mirna_Cluster_13327', 'mirna_Cluster_14692', 'mirna_Cluster_15097', 'mirna_Cluster_3109', 'mirna_Cluster_9786', 'lncrna_lncRNA_10355', 'lncrna_lncRNA_10352', 'lncrna_lncRNA_10353', 'lncrna_lncRNA_10354', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_15381', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_17861', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_18419', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_14917', 'lncrna_lncRNA_14828', 'lncrna_lncRNA_6168', 'lncrna_lncRNA_910', 'lncrna_lncRNA_909', 'lncrna_lncRNA_4024', 'lncrna_lncRNA_4025', 'lncrna_lncRNA_8980', 'lncrna_lncRNA_4022', 'lncrna_lncRNA_4023', 'lncrna_lncRNA_4020', 'lncrna_lncRNA_4021', 'lncrna_lncRNA_30058', 'lncrna_lncRNA_18399', 'lncrna_lncRNA_4019', 'lncrna_lncRNA_33354', 'lncrna_lncRNA_8444', 'methylation_CpG_ptg000025l_5847134', 'methylation_CpG_ptg000020l_14224559', 'methylation_CpG_ptg000020l_16600226', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ptg000004l_13995821', 'methylation_CpG_ptg000049l_2321206', 'methylation_CpG_ptg000001l_5622492', 'methylation_CpG_ptg000008l_8010383', 'methylation_CpG_ptg000030l_2092458', 'methylation_CpG_ptg000018l_3153108', 'methylation_CpG_ptg000004l_13995774', 'methylation_CpG_ptg000027l_4256136', 'methylation_CpG_ptg000020l_14224485', 'methylation_CpG_ptg000012l_3158600', 'methylation_CpG_ptg000020l_14224508', 'methylation_CpG_ptg000027l_7605780', 'methylation_CpG_ptg000027l_7605784', 'methylation_CpG_ptg000012l_1003528', 'methylation_CpG_ptg000035l_6575368', 'methylation_CpG_ptg000033l_974047', 'methylation_CpG_ptg000009l_6402909', 'methylation_CpG_ptg000016l_6637226', 'methylation_CpG_ptg000016l_6637234', 'methylation_CpG_ptg000016l_6637186', 'methylation_CpG_ntLink_8_34768042']"
FUN_035182,70,0.25152724866322707,1,0.7484727513367729,FALSE,1,"['mirna_Cluster_4754', 'mirna_Cluster_5517', 'mirna_Cluster_3301', 'mirna_Cluster_9366', 'mirna_Cluster_2500', 'mirna_Cluster_14610', 'mirna_Cluster_2372', 'mirna_Cluster_9532', 'mirna_Cluster_1865', 'mirna_Cluster_9420', 'mirna_Cluster_17623', 'mirna_Cluster_5516', 'mirna_Cluster_13327', 'mirna_Cluster_9706', 'mirna_Cluster_1951', 'lncrna_lncRNA_32616', 'lncrna_lncRNA_32615', 'lncrna_lncRNA_18464', 'lncrna_lncRNA_3022', 'lncrna_lncRNA_2971', 'lncrna_lncRNA_32612', 'lncrna_lncRNA_32614', 'lncrna_lncRNA_4622', 'lncrna_lncRNA_4623', 'lncrna_lncRNA_19775', 'lncrna_lncRNA_30453', 'lncrna_lncRNA_18452', 'lncrna_lncRNA_3200', 'lncrna_lncRNA_44592', 'lncrna_lncRNA_15086', 'lncrna_lncRNA_30687', 'lncrna_lncRNA_15085', 'lncrna_lncRNA_8682', 'lncrna_lncRNA_30424', 'lncrna_lncRNA_30442', 'lncrna_lncRNA_30445', 'lncrna_lncRNA_30446', 'lncrna_lncRNA_2880', 'lncrna_lncRNA_30454', 'lncrna_lncRNA_30459', 'lncrna_lncRNA_19774', 'lncrna_lncRNA_45321', 'lncrna_lncRNA_1072', 'lncrna_lncRNA_19591', 'lncrna_lncRNA_18458', 'methylation_CpG_ptg000017l_9570330', 'methylation_CpG_ptg000023l_16577634', 'methylation_CpG_ptg000023l_7789748', 'methylation_CpG_ptg000020l_14605532', 'methylation_CpG_ptg000025l_18119271', 'methylation_CpG_ptg000009l_9918086', 'methylation_CpG_ptg000027l_14435639', 'methylation_CpG_ptg000017l_11329440', 'methylation_CpG_ptg000011l_13760426', 'methylation_CpG_ptg000029c_1588527', 'methylation_CpG_ptg000030l_2106527', 'methylation_CpG_ptg000025l_18119290', 'methylation_CpG_ptg000017l_7777853', 'methylation_CpG_ptg000036l_4313041', 'methylation_CpG_ptg000017l_11329476', 'methylation_CpG_ptg000017l_7565612', 'methylation_CpG_ptg000024l_11114429', 'methylation_CpG_ptg000008l_11190986', 'methylation_CpG_ptg000026l_5752542', 'methylation_CpG_ptg000002l_2346787', 'methylation_CpG_ptg000007l_8499625', 'methylation_CpG_ptg000021l_1761573', 'methylation_CpG_ptg000017l_11329478', 'methylation_CpG_ptg000031l_9367494', 'methylation_CpG_ptg000020l_14605563']"
FUN_035742,68,0.27867277574810834,1,0.7213272242518917,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_3301', 'mirna_Cluster_15097', 'mirna_Cluster_2372', 'mirna_Cluster_4752', 'mirna_Cluster_17245', 'mirna_Cluster_5516', 'mirna_Cluster_1819', 'mirna_Cluster_14605', 'mirna_Cluster_2500', 'mirna_Cluster_9420', 'mirna_Cluster_17623', 'lncrna_lncRNA_12187', 'lncrna_lncRNA_283', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17861', 'lncrna_lncRNA_854', 'lncrna_lncRNA_853', 'lncrna_lncRNA_8601', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_45912', 'lncrna_lncRNA_18654', 'lncrna_lncRNA_54033', 'lncrna_lncRNA_18655', 'lncrna_lncRNA_9140', 'lncrna_lncRNA_41396', 'lncrna_lncRNA_910', 'lncrna_lncRNA_909', 'lncrna_lncRNA_30058', 'lncrna_lncRNA_15162', 'lncrna_lncRNA_21210', 'lncrna_lncRNA_30313', 'lncrna_lncRNA_6906', 'lncrna_lncRNA_26939', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_7213', 'lncrna_lncRNA_19946', 'lncrna_lncRNA_42837', 'lncrna_lncRNA_48784', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000011l_6034383', 'methylation_CpG_ptg000015l_9509367', 'methylation_CpG_ptg000018l_13836905', 'methylation_CpG_ntLink_8_4382011', 'methylation_CpG_ptg000030l_1957975', 'methylation_CpG_ntLink_8_34768042', 'methylation_CpG_ptg000009l_8359335', 'methylation_CpG_ptg000047l_5132540', 'methylation_CpG_ptg000024l_6109542', 'methylation_CpG_ntLink_8_15050135', 'methylation_CpG_ptg000020l_10544177', 'methylation_CpG_ptg000021l_16107732', 'methylation_CpG_ptg000047l_10028722', 'methylation_CpG_ptg000023l_14370636', 'methylation_CpG_ptg000017l_9230893', 'methylation_CpG_ptg000017l_2845337', 'methylation_CpG_ptg000030l_1957973', 'methylation_CpG_ptg000020l_16600226', 'methylation_CpG_ptg000023l_14512560', 'methylation_CpG_ptg000016l_6476295', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ptg000001l_14397455', 'methylation_CpG_ptg000030l_725345', 'methylation_CpG_ptg000007l_8498572']"
