,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Species,Sample_ID
peve_POR.216,-0.08556246468456238,-0.2135893625311783,0.5742870005982519,0.25482011373525415,0.012385839074751416,0.1927803842074076,0.020559413049640065,0.19143506456219142,-0.025795170222648055,0.29067887634327355,0.1818614944811685,-0.15005293582480403,0.42326679733494404,0.07171768993462223,-0.08518014162587839,0.007780833099914147,0.010067646003373397,0.0325816948954315,0.19333814115535414,-0.3917588472080494,0.1098033063548421,0.10304883249571191,-0.2176306950013035,0.17292404072556294,0.007407542729615423,-0.05517610098707681,-0.286546090032206,-0.05686677856204537,0.19260396232595128,-0.35246189350766405,0.08572539677313175,0.3140778201243796,0.37342233052072626,0.04474285536263359,-0.09899648719726771,0.37332352102935834,-0.4060759140633269,-0.14597244254113545,0.03864564982856775,0.06852061707454184,0.1446823679755963,0.11324405097574738,-0.08204280574679548,0.11786953797637487,-0.14977031602522142,peve,POR.216
peve_POR.245,0.16366671737342578,0.013947958548310152,-0.38956155532276376,-0.0205132949800511,-0.002087590159422921,0.7360284085311476,0.031705422762312016,-0.07960517419211863,0.4105732247463956,0.16752852051655276,0.22059174597402362,-0.11856444511126916,0.19220332195071016,-0.08961881064992333,0.08587925652259566,-0.12005139061098392,0.4469451832252589,0.6053185311810586,0.2589195108415438,-0.10146026810856668,-0.059482900105094764,0.023274582562447542,-0.12970960278769308,-0.6417492628955157,-0.2195820510119863,-0.5522662723503364,0.1067375775763186,0.01787182014617212,0.10792433022866744,-0.24623542564840759,0.026562800883524706,0.04812973377940094,0.19430907933361752,0.2405100604726382,-0.420988403221676,0.10136992446313875,0.12780062489386654,0.2404002728575649,0.06319381198772489,-0.02786265846496838,-0.007218186315335097,-0.27293456610012456,-0.07603618885470999,-0.09312533530781684,-0.12454388555974004,peve,POR.245
peve_POR.260,0.47113935282700653,0.18215577941465105,0.1551655927593432,0.0030460230374355214,0.0010366618849903658,0.10032232763931895,0.01917240205431499,-0.056810397556847386,0.012953805466691386,0.06512033102807567,0.12347225020775728,-0.055375027161401365,0.028678299445631404,-0.014707571297866795,0.4373377077617562,-0.023485267658407607,0.029698364653868554,0.046077380402661475,0.090170224255662,-0.25521814786161295,0.011842772327295848,0.4215617261596148,-0.035014283856705936,-0.028256783570693216,0.01499384193514232,-0.08894835495677321,-0.027416600858205135,0.02352983450969398,0.07682121478595201,-0.2564659182668155,0.024243302463418458,0.23945987711116837,-0.03113361277089154,0.10478731759341518,-0.012466069348426069,-0.16522136398032886,0.07290089149458455,0.004047025789357654,0.022612602229211035,-0.035542418961240996,-0.07357994097146307,-0.0817826973885804,-0.024861082229005203,0.14049149284214585,0.02512294004351696,peve,POR.260
peve_POR.262,0.22555909063019836,0.05040561495945433,-0.19458305499083808,0.04234450508500652,-0.0002555579663074367,-0.32367186480093446,0.014960372336123356,-0.08585141568854711,-0.06382999174629765,0.08162766474860463,0.36921099852280687,-0.10279802383089623,0.26004289275267317,-0.03829366863427571,0.002615778254895813,-0.12779066437295897,-0.08504709505960698,-0.02016146072563642,0.25209794095426935,-0.005208881106724802,-0.021595249415531117,-0.07741811594957446,-0.13297521170097001,-0.006224996701982532,-0.030775251652892993,-0.2940558989320036,-0.09112983940895678,0.05874045160584773,0.09285475682719459,-0.3014528072545912,-0.01199968908850392,0.08842735020730243,0.11447393578726912,0.23470801253994175,0.2697509558019054,-0.02757372075191541,0.16493539772182392,0.26744361688854856,-0.012560610240393892,0.832517832130993,-0.06247332726239919,0.03492044082056098,-0.031031614267870183,-0.011924141901203038,-0.013954976278750988,peve,POR.262
peve_POR.69,-0.23199385890762256,-0.12161094447551171,-0.05181775274957319,0.20195134354995256,0.005626784064032903,0.010827672707183744,0.0037153099274431687,0.07548353204761032,0.07115035764511601,0.01985937203169091,0.4622976131498646,-0.14699133238027237,0.13524228391843707,-0.027613047167591755,0.46079984044411626,-0.00197529272541327,-0.05708941400187593,-0.07110707200989906,0.40408612128295,0.38746955604257693,-0.01031065504008745,0.10096499782859703,0.33896552827474014,0.4020924965610618,0.01752495014222721,-0.12197575185242579,0.02307969038255789,-0.05540932744056676,0.18853440444108036,-0.31290003895724855,0.020970695573135835,-0.0007835572045248289,0.5697487467191555,-0.10922974054608141,-0.24257574462525652,0.26452960308938717,-0.04476594767608396,0.17516986169618082,-0.0937598052979986,-0.2936865198415367,0.14510931161195323,-0.1445488588164288,-0.046352072766770516,0.05531727402259368,-0.1835144469245655,peve,POR.69
peve_POR.72,-0.0655341716338627,-0.19633491957971422,-0.11775367261891116,-0.06993565450263432,-0.03723304186147306,-0.014072721922301669,-0.059659100692614354,-0.038043841310922415,-0.0434259398439773,-0.12997081284202708,0.13215987195617757,-0.06144573375523051,-0.048610333086237696,-0.0703116340759259,0.09822106583954789,-0.1454288268630953,-0.015390047126644293,-0.09517055833571349,0.1085538624233987,-0.068562240509835,-0.08689501195526218,-0.21135205988204894,0.4553887917418371,-0.07081093268723895,-0.0017007613095036008,-0.0806550179157848,0.3710275147094469,-0.08478243911808896,0.08254965989640044,0.11149922235922323,-0.13112210341587696,0.651542978757853,0.332686534829556,0.09657296890500071,0.34357309961061083,-0.19645672488548138,0.08232733577283362,0.4284866108171809,-0.09670681174844269,0.11805853344271422,0.22481483901229926,-0.2804333330580152,-0.02876394806663109,-0.26311948061813323,-0.06587775814083109,peve,POR.72
peve_POR.73,0.01883518177025945,0.026591028672138802,0.262762286426581,-0.20301159128246946,-0.04476497114368892,-0.059865117923500855,-0.07851760313859797,-0.06301139259062453,-0.1684616051665921,0.4917862393645304,0.28608387845855815,-0.12373862131582186,0.5882486096576167,0.009227682393831793,-0.26929747120781355,-0.08978061990380207,0.011090774557627053,-0.1206275525133382,0.23319085644701626,-0.25809343897288883,-0.1072366036950267,-0.18650058062183206,-0.6387567298497222,-0.1555372368321599,0.030763517241092563,0.04226750206997441,0.5054267222246577,0.03801190227476583,0.05522870429882961,0.15453788651103867,-0.08686059240557202,0.3050792991591372,0.19346713978316762,0.16915629548897854,-0.23823432926625177,0.35559885036056343,0.6232060508432317,-0.02810321879757801,0.22549631765007788,0.2525533570149132,0.07161076115228317,-0.2748277974280869,-0.06136928213800215,0.02022090359987629,-0.11777913544945331,peve,POR.73
peve_POR.74,0.22998139574305568,0.06660827507919258,-0.13826127002403543,0.10955478204334589,0.013791545763816295,0.05984251231187322,-0.11027119240250118,-0.08915676000160647,-0.04706980269670172,0.15534548641116402,0.4426458931497636,-0.15149247019242462,0.2059085933430307,-0.06129509035443138,0.05079608195013946,-0.11059627899027666,-0.0260031823634103,-0.045287219768587746,0.35280385840256945,0.040163858142891036,-0.09169024432159072,0.06138409605041317,-0.11155469296024165,-0.35818233425216606,-0.009012592756079641,-0.2080045953650765,0.07832118200503013,0.11345894940031778,0.09150523018598782,-0.32033915058444895,-0.016824024326510915,0.2702863851125442,0.14817231855706905,0.21355872870986206,0.5895699184732697,0.34090097308347017,0.019067233170722404,0.5095504151044931,-0.023806137503386237,-0.11113082146926331,-0.05533214206847429,-0.17679492678119416,-0.03267388760619709,0.017749270899565205,-0.09898621534851527,peve,POR.74
peve_POR.83,-0.052948261913021315,-0.32762954223785323,-0.10467682942324455,-0.2954958870353381,-0.04252602522530411,-0.08765177437819065,-0.030827026363749833,0.07820861894623007,-0.08398938669696199,0.12206692569920619,0.030018397659829194,-0.026014210883860144,0.1848080752103969,0.016954739890100188,0.029456114102220456,0.021072568901541956,-0.08839295164882328,-0.07022160845597243,0.04117392300676496,-0.11483197963044192,-0.049795295746731326,0.0371621711128794,0.30843535203223527,0.21564780509624504,0.06410972312342197,0.03452022382490745,0.47840930500045975,-0.21476239306577796,0.2183432931098007,0.12943144811394328,-0.03159773428632175,-0.26087073744473666,0.5008287829513537,-0.03496623010948889,-0.009059484541536551,-0.36307179281684115,0.18322072024206743,0.11229259606643333,-0.03005205705771992,0.011923010570764968,0.28230305199189865,-0.26257309818678265,-0.08935073164458252,-0.05742566763611749,-0.04071910482179743,peve,POR.83
ptua_POC.219,-0.2936508945551089,0.01964867532841698,-0.18927461335502033,0.423251145527882,-0.039152106792676396,-0.021050964116633594,0.5102354583770308,-0.11138043206095213,0.12470213506268568,0.027732022405084024,0.09242833095577724,0.0073781971532982295,0.08688871925364795,-0.007578203275843044,0.1904373338474937,-0.07876245658727048,0.256251099255626,-0.03444386960443942,0.07029330462454575,-0.2756343890553359,0.020172200702161965,-0.05573761256801017,0.11394618963568277,-0.005487890347611711,0.04477358663118326,0.19401896875685626,0.0013248343083547864,-0.0225022847952102,0.09467702798195261,0.0929742230476819,0.004553528708420533,-0.16230609930069026,0.02050746490078746,-0.06805286556696787,0.06216963415955976,-0.16495657794859497,0.07884212520211606,-0.09259078928074864,0.6657881316485681,-0.013628245081985383,0.04239520257730833,-0.0530283315178683,0.9302042058743889,-0.046183176484040245,-0.05206780184533837,ptua,POC.219
ptua_POC.222,-0.1877711752051205,0.1028400646303867,-0.18129465090808441,0.19388292800909918,0.0906237081931827,0.13141345000902496,0.3038201578316439,-0.1765380605299913,0.09688591823781899,0.14226698324660653,0.10635639680726329,0.0850256255051667,0.04609193270470972,0.04736367627818375,0.13442536641753364,-0.2106922207514477,0.27530386423227615,0.08432261474069476,0.0933880902407277,-0.3011902954804665,-0.004129409663433135,-0.09656446462207016,-0.08595031703732467,-0.05491468002917035,-0.020236581940552268,0.02652927772123151,0.1591847369895928,0.06059790991536102,0.11474531336419808,0.06270550177310363,0.6278012108703617,0.13557494383229585,-0.008898207353950761,0.32106898358897434,0.031644048388502134,-0.0695512983616281,-0.13543967841070312,0.10284231495780866,-0.3735351709380894,0.01096597096245477,-0.032493526459174124,-0.15711144234831853,0.04579294543523496,0.09045991853561033,-0.0072957401017351604,ptua,POC.222
ptua_POC.255,-0.05926689110542957,-0.005683539554412976,-0.24336577783157892,0.04187352712505155,-0.028274196212321464,0.1768037553393559,0.09603651047700644,-0.07004820025227163,0.02600999828171669,0.0786800574426292,0.13695187140354959,0.03979378981000392,-0.2053935773491309,0.1447773224211416,0.17781750879937447,-0.37986484888706845,0.16124473697168296,0.07813633753201399,0.10856107629932059,-0.10440925121738347,-0.0459922447427739,-0.10162117683386092,0.003859257273525846,-0.11686652493311908,-0.06771183876613501,-0.08699650336329696,0.06302201592234115,0.7372843496765813,-0.016932992136503074,0.02237488074046706,0.5995172951289198,0.06760565229352929,0.06680056192465146,-0.12998022002110496,0.09771567153256931,-0.14170973122069538,0.19457396635377916,-0.2582132321764143,-0.43068205988274955,0.13710102073018784,0.015347037331164338,-0.13732252783871,0.09671246778528532,0.005585108295982673,-0.056939746007648784,ptua,POC.255
ptua_POC.259,-0.18810191267213355,-0.0711235246669106,-0.2606087311927744,-0.061654782742594574,-0.018875855352198333,0.3163845835670485,-0.03446692396822846,-0.0653403667145462,0.0516801809652797,0.03423181003307637,-0.004414387100110147,0.08255069946888921,-0.16013037466766844,-0.013111433440391838,0.14842968926679947,-0.19333309995029035,0.00479344918558805,0.029710582815115332,0.04419158542763506,-0.14418728793044525,-0.04257741360266291,0.05322884118770653,0.1349352093938797,-0.3006029177955071,0.004986903878609323,-0.06837839839867198,0.22487730159798275,0.30314286905026067,0.03122342763752505,0.14734899715643487,0.08711410907699138,0.0540579166543757,0.08535680540571954,-0.034450381309300664,-0.19134139581392998,-0.1311263786572134,0.01733688667616097,-0.30215775734668815,0.16148870864442386,0.11904756112150536,0.04459728773668998,-0.1320650523155744,0.14061308581438875,0.6803827896452055,0.06341417468635455,ptua,POC.259
ptua_POC.40,-0.08977276185163746,0.6211320939570724,0.011895098090308224,0.1315254422183279,0.012682978357757627,0.1044181066211183,-0.10078833924567263,-0.1540616386259186,0.09578889746427535,-0.06001681096663506,0.0665838441971373,-0.04323884232686609,-0.07384696369223516,-0.12118833650479402,-0.06818701799705477,0.08034037478017547,0.14757869030298715,-0.07315827794293078,0.05282947990705551,-0.03207185100876053,0.06853505739834742,-0.18310689826177537,0.08842238241365587,0.07428417317075246,0.03357123886890721,0.02702613848945759,0.16248360719071986,0.28916648881716356,-0.12950319458511161,-0.04489721797980468,-0.13515366563694403,-0.09638017864250999,0.1149470684159347,0.3946570686380558,-0.04720089949645702,-0.0248904329433034,-0.0785468579348303,-0.06678509193077374,0.03186442382478011,0.08270588819884968,0.03938876717691948,-0.05147736987761069,0.08428148159297857,0.027062760671026198,-0.049273367048218115,ptua,POC.40
ptua_POC.42,-0.35431696002070595,0.45267951471099827,-0.11603895000437761,0.09263436352052164,0.014574548366605218,0.09192598999318416,-0.47234782004811326,-0.15381343663361852,0.4311228114831495,0.034237839644290356,0.07325325307752815,0.035886458745558604,0.018949641380426784,-0.09142845120351047,0.002929138602860707,0.3566487683328314,0.13752328502653005,-0.45135788640287505,0.04059508809932683,-0.4606274614041962,0.015658806953340654,-0.04499085998852989,0.0552684588767944,0.02186508222589276,0.7566527610258216,0.4451670124266426,0.038807213879852615,-0.11837226323268321,0.01807627128057846,0.34972727552367383,-0.01768129496399024,0.18658605505672096,-0.04157727041360195,-0.13353658120400755,-0.061119072253128945,-0.08060283725682371,-0.09620615378203383,0.17850409459733277,0.049551067689256274,0.023698855995371134,-0.08350026215102642,-0.07771172846271301,0.03043546187249183,0.12628933001039158,-0.002911976770254905,ptua,POC.42
ptua_POC.52,-0.08550468663434331,0.02841271642393624,0.006550916472001408,0.0010926945163951,0.9083908888731282,0.1025403113241764,0.013391783312873435,-0.09498831886912808,-0.04230040364433257,0.14599904865346108,0.09200508194443287,0.055355576767860334,-0.012898573370391565,0.5471286401474117,-0.2525075221744032,-0.26803450174163046,0.18578563466024542,0.13714776885397736,0.12851310421528733,0.0203295471054447,-0.012739518985619447,0.15941967003338944,0.02553721861259599,-0.006410883324980974,0.0018430276927001595,-0.06968700485398312,0.29951568793287403,0.08176780527841111,0.06252214881196781,-0.014165821253339553,-0.39805448290044426,0.11904876071546437,-0.041933210279239096,0.35929733538475433,-0.07384654316896966,0.05409038974845605,-0.12336261775459925,0.10016545444830302,-0.05906694481166604,0.046522861400810155,-0.15738280210769384,-0.12847259386716378,0.07417236631851032,0.07132218134366787,-0.026155128213549112,ptua,POC.52
ptua_POC.53,0.07423979426041638,-0.23729381378913747,-0.18396584427918458,-0.1048252003396321,0.008233918640073863,0.055410969029594796,0.3472648379153624,-0.17928583367063977,0.24709654977194326,-0.041681839676979866,0.11700916674785437,-0.06398147875777352,0.0018037472260159606,0.033564503729848996,-0.13583009533743395,0.2928639704755013,0.24572741752444965,-0.1670261225373933,0.060202071743041874,-0.016262016092639185,0.044212094163092394,0.1535919198085906,-0.0023831207166222675,0.014220627587929285,0.03159934508293055,0.25125558620652394,0.04066513177132992,0.16195400509556063,-0.043300437113282665,0.17880450363682485,0.00021809581502475474,-0.011431716399387783,0.009177286440773681,0.027716028996885626,0.007355588037034213,0.026080334092128437,-0.03188807932048511,0.07259339140482605,-0.15298669454008515,-0.09710434758476594,0.03054806369645775,0.031497988326372114,0.02612633620969852,-0.08921178403685572,-0.05977495429231666,ptua,POC.53
ptua_POC.57,0.0868045306003909,0.06418844534555283,0.015935416591096027,0.003243901333752983,0.027336392642290683,-0.17576017380476405,0.4688237274766991,-0.1949005967276341,0.19952839720946436,-0.03182511953747416,0.04939177065769176,-0.010314300634847309,-0.035778596997898524,-0.057691224662609876,-0.09370083064228277,0.07676074782869513,0.5891620854880465,-0.14111428337502718,0.10024095159288983,0.00415958646127941,-0.12609049146622267,0.12157501733327492,-0.010913160844802292,0.10851341136819363,-0.04020135020935648,0.2562418711359505,0.02598533724999941,0.20436556619550905,-0.021676387285167225,0.03663423045324248,-0.006505530304669716,0.06302846873211548,0.021718195118966284,0.3001055436293926,0.06098432827622255,0.03964761545106097,-0.12264348988264243,0.21841037661769747,-0.10087976063230375,-0.06756751412707403,-0.06268004021536072,-0.033883675413910436,0.05158704449862823,0.0006168811014265806,-0.16220334836700664,ptua,POC.57
