Iteration,Loss
1,1467172.9003748153
2,1269101.1003107624
3,1172230.0311819236
4,1121614.291152859
5,1094167.5302721604
6,1077178.7349878228
7,1065802.3387468152
8,1058242.5701980311
9,1053122.06446068
10,1049491.988751044
11,1046777.993672475
12,1044647.8461545552
13,1042910.3155814863
14,1041448.5510678638
15,1040255.6535372278
16,1039237.7487823819
17,1038327.5894417767
18,1037501.8976468968
19,1036710.6612465724
20,1035967.3611893975
21,1035264.271469387
22,1034595.4188755609
23,1033956.182409711
24,1033342.9087043605
25,1032752.6748228902
26,1032183.078827499
27,1031632.0351765729
28,1031097.9719929064
29,1030579.701159247
30,1030076.3729510782
31,1029587.1843548424
32,1029111.509579117
33,1028648.8392048618
34,1028198.7203428855
35,1027760.8026222917
36,1027334.728578758
37,1026920.2030869485
38,1026517.0215723771
39,1026124.9731576829
40,1025743.904684321
41,1025373.5529163512
42,1025013.7306683497
43,1024664.227178015
44,1024324.8628927881
45,1023995.456844918
46,1023675.866778231
47,1023365.929014045
48,1023065.4880641538
49,1022774.3631058028
50,1022492.4286202036
51,1022219.5343100668
52,1021955.4207718566
53,1021704.1960320736
54,1021484.2383354993
55,1021278.4831627554
56,1021079.8499996786
57,1020887.6530128552
58,1020701.4960447252
59,1020521.0776546076
60,1020346.1309814514
61,1020176.412400807
62,1020011.6931176111
63,1019851.7652507068
64,1019696.4341402429
65,1019545.5222228244
66,1019398.8658478425
67,1019256.305413885
68,1019126.204477401
69,1018999.3844620273
70,1018875.8033143294
71,1018755.3668108259
72,1018637.9796986366
73,1018523.5429183424
74,1018411.9583565732
75,1018303.1284221376
76,1018196.9576317533
77,1018093.3550314114
78,1017992.2386865544
79,1017893.5266971735
80,1017797.1369339393
81,1017702.987021727
82,1017610.998798393
83,1017521.0940245227
84,1017433.1981947445
85,1017347.2427605807
86,1017263.1660329453
87,1017180.9050703039
88,1017100.3925852468
89,1017021.5661914898
90,1016944.3683867892
91,1016868.7443969159
92,1016794.6417153296
93,1016722.0145485469
94,1016650.8176229787
95,1016581.0055362936
96,1016512.5346872439
97,1016445.3646626635
98,1016379.4573126924
99,1016314.7749649647
100,1016251.2815073461
101,1016188.9404730019
102,1016127.7164735254
103,1016067.5749828855
104,1016008.4831871286
105,1015950.4090308836
106,1015893.3227036262
107,1015837.1958280946
108,1015782.0005052513
109,1015727.7115328843
110,1015674.3032601983
111,1015621.7518620901
112,1015570.0348415251
113,1015519.1291654452
114,1015469.0125023336
115,1015419.6638952561
116,1015371.0629465403
117,1015323.1880586634
118,1015276.0196941805
119,1015229.5395216926
120,1015183.7299397613
121,1015138.5744275646
122,1015094.0558280826
123,1015050.1569566862
124,1015006.8617390373
125,1014964.1546079321
126,1014922.020861001
127,1014880.4466024206
128,1014839.4171631113
129,1014798.9181232313
130,1014758.936203524
131,1014719.4592427083
132,1014680.4747795276
133,1014641.9714936735
134,1014603.908299176
135,1014566.2974182188
136,1014529.1353703244
137,1014492.4105814393
138,1014456.1117304147
139,1014420.2288286337
140,1014384.7521676116
141,1014349.6723499037
142,1014314.9802313559
143,1014280.6670420587
144,1014246.7522424902
145,1014213.2056438802
146,1014180.0129777524
147,1014147.1657804442
148,1014114.6566050984
149,1014082.4783364502
150,1014050.6241860588
151,1014019.0876855622
152,1013987.862530211
153,1013956.9426028219
154,1013926.3217628128
155,1013895.9940711597
156,1013865.9537105567
157,1013836.195288454
158,1013806.7133368456
159,1013777.5022190202
160,1013748.5563641461
161,1013719.8704125118
162,1013691.4388502329
163,1013663.2561577882
164,1013635.3175698486
165,1013607.6184076637
166,1013580.1541027245
167,1013552.9205176109
168,1013525.913387029
169,1013499.1284616382
170,1013472.5618856221
171,1013446.2095263794
172,1013420.0674863651
173,1013394.1320281203
174,1013368.3991182453
175,1013342.8646121859
176,1013317.5250576749
177,1013292.3769583749
178,1013267.416646644
179,1013242.6407801877
180,1013218.0462293073
181,1013193.6298643823
182,1013169.388537806
183,1013145.3188956743
184,1013121.4178002751
185,1013097.682452048
186,1013074.1099282764
187,1013050.697422496
188,1013027.4422674575
189,1013004.3419426524
190,1012981.3937497144
191,1012958.5950159163
192,1012935.9432322378
193,1012913.4358153776
194,1012891.0703954704
195,1012868.8449250201
196,1012846.7574191927
197,1012824.8056000946
198,1012802.9872071245
199,1012781.2999860579
200,1012759.7417813893
201,1012738.3106488409
202,1012717.0044332827
203,1012695.8210795624
204,1012674.7586066895
205,1012653.8151513664
206,1012632.9889177606
207,1012612.2781834188
208,1012591.6813944092
209,1012571.1966527612
210,1012550.8223138861
211,1012530.5567470326
212,1012510.3985421206
213,1012490.3459273432
214,1012470.3973590923
215,1012450.5513910828
216,1012430.8068046907
217,1012411.1621947063
218,1012391.6160487044
219,1012372.1669577956
220,1012352.813347612
221,1012333.5538504301
222,1012314.3871778573
223,1012295.3120576523
224,1012276.3272566085
225,1012257.4316106862
226,1012238.6239587679
227,1012219.9031090774
228,1012201.2678455089
229,1012182.7169440519
230,1012164.2492296749
231,1012145.8635276831
232,1012127.5589022757
233,1012109.3343861334
234,1012091.1889218609
235,1012073.1214058271
236,1012055.1306996194
237,1012037.2159445353
238,1012019.376105149
239,1012001.6102110397
240,1011983.917234686
241,1011966.2962734587
242,1011948.746429744
243,1011931.2667670874
244,1011913.8564487926
245,1011896.5146689434
246,1011879.2405929766
247,1011862.0334757131
248,1011844.8923123481
249,1011827.8162284684
250,1011810.8044593849
251,1011793.856199705
252,1011776.9706964549
253,1011760.1471829806
254,1011743.3848893316
255,1011726.6830427479
256,1011710.040872589
257,1011693.4576240289
258,1011676.9325320488
259,1011660.4651009832
260,1011644.0546773265
261,1011627.7007354281
262,1011611.402666668
263,1011595.1598587551
264,1011578.9717366316
265,1011562.8376540104
266,1011546.7570989619
267,1011530.7294827998
268,1011514.7544690061
269,1011498.8312646705
270,1011482.9592141851
271,1011467.1378573193
272,1011451.3666804626
273,1011435.6451154577
274,1011419.9726784718
275,1011404.348878721
276,1011388.7733192327
277,1011373.2454660395
278,1011357.7649801313
279,1011342.3313667001
280,1011326.944224278
281,1011311.6031271457
282,1011296.3076078966
283,1011281.0572234581
284,1011265.8518294476
285,1011250.6908458462
286,1011235.5736955106
287,1011220.499826378
288,1011205.4687766684
289,1011190.4801218109
290,1011175.5334818093
291,1011160.6285147422
292,1011145.7648846242
293,1011130.9420816039
294,1011116.1596101439
295,1011101.4171856386
296,1011086.7143754801
297,1011072.0508180051
298,1011057.4261073123
299,1011042.8398674608
300,1011028.291756724
301,1011013.7814967814
302,1010999.3087178518
303,1010984.8730722987
304,1010970.4742059452
305,1010956.111797462
306,1010941.7855114564
307,1010927.4950133478
308,1010913.2399922702
309,1010899.0202231524
310,1010884.8355284317
311,1010870.6856400294
312,1010856.5702348147
313,1010842.4892878796
314,1010828.4424838487
315,1010814.4297766108
316,1010800.4509507618
317,1010786.5057310392
318,1010772.5939417803
319,1010758.7152320058
320,1010744.8692894883
321,1010731.055917833
322,1010717.2748476667
323,1010703.5258232371
324,1010689.808667639
325,1010676.12318252
326,1010662.469343445
327,1010648.8468861396
328,1010635.2555427726
329,1010621.6951432792
330,1010608.1655118077
331,1010594.6663510087
332,1010581.1975562186
333,1010567.7589799489
334,1010554.3503701214
335,1010540.9714192047
336,1010527.6219422957
337,1010514.3017866563
338,1010501.0108580845
339,1010487.7489483212
340,1010474.5158918723
341,1010461.3115329305
342,1010448.1358331558
343,1010434.9888769882
344,1010421.8704591854
345,1010408.7806247666
346,1010395.7193500206
347,1010382.6861314017
348,1010369.6807224653
349,1010356.7029582844
350,1010343.7526909844
351,1010330.8297796524
352,1010317.9341186874
353,1010305.0656623328
354,1010292.2242657586
355,1010279.4098170814
356,1010266.6224744604
357,1010253.8620294144
358,1010241.1282280432
359,1010228.4209737342
360,1010215.7399822993
361,1010203.0849382344
362,1010190.4557147913
