rank,lambda,mean_cv_sse,std_cv_sse,se_cv_sse,n_sse_scores,mean_cv_fms,std_cv_fms,se_cv_fms,n_fms_scores,n_successful_folds,fold_metadata
10,0.05,496353.27916792757,33873.62464679718,13828.849353869526,6,0.48071925633762413,0.005949667921179208,0.003435042375881697,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627023.2521984513, 'sse_others_mean': 500176.77667891135, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 568499.2271350372, 'sse_others_mean': 500907.3233756075, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596226.8175129821, 'sse_others_mean': 487975.7374492638, 'converged': True}]"
10,0.1,496389.8863296095,33702.43603989998,13758.961897756853,6,0.47423797315623634,0.0025978693947011607,0.0014998805943502054,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627097.5671560833, 'sse_others_mean': 500256.20543656056, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 568700.4370986343, 'sse_others_mean': 500870.6253283852, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596326.1112901707, 'sse_others_mean': 488042.82822388294, 'converged': True}]"
10,0.5,497256.76675789175,30397.617231242562,12409.775268829642,6,0.45555963685513595,0.02315673519904341,0.013369547300720597,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 626430.0885639945, 'sse_others_mean': 500886.25245166884, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 566674.1215627803, 'sse_others_mean': 502451.6568410313, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 594223.7923209053, 'sse_others_mean': 488432.39098097524, 'converged': True}]"
10,1.0,496550.02012651344,30616.072060132265,12498.959079267439,6,0.4791472239998236,0.04694962577614096,0.027106379080207178,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624715.7687357398, 'sse_others_mean': 498968.2717506292, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 567097.2208897759, 'sse_others_mean': 502520.37371551135, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 594822.6593514896, 'sse_others_mean': 488161.4149133997, 'converged': True}]"
10,2.0,497197.00179381965,30368.01131727764,12397.688705065842,6,0.45878290230023744,0.00169340221154828,0.0009776862226837072,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 623684.8329171593, 'sse_others_mean': 499167.73266243195, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 566330.746606116, 'sse_others_mean': 502778.8345340231, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 592539.8077385382, 'sse_others_mean': 489644.4381850038, 'converged': True}]"
10,5.0,497718.630771722,30160.173519690274,12312.839279507025,6,0.4474621338573446,0.019112457695551654,0.011034582595402083,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619652.4096577637, 'sse_others_mean': 500611.4128149832, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 566156.5497685487, 'sse_others_mean': 502937.73302248394, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 593821.4999124759, 'sse_others_mean': 489606.7464776991, 'converged': True}]"
15,0.0,492031.37127456884,30407.739477392734,12413.907658516104,6,0.5650512796980762,0.03246288541414412,0.018742455632528084,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 621908.0529985154, 'sse_others_mean': 494017.7974148898, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572863.9554213309, 'sse_others_mean': 495084.3200276439, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597225.4160461003, 'sse_others_mean': 486991.996381173, 'converged': True}]"
15,0.01,492560.1890298323,30647.23133301585,12511.679799154259,6,0.488865131922325,0.03985967825500147,0.023012995970336972,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 620397.4937412436, 'sse_others_mean': 495198.09523469757, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571884.404779683, 'sse_others_mean': 495804.64466247923, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597252.2813706191, 'sse_others_mean': 486677.82719232, 'converged': True}]"
15,0.05,492642.3035125079,30758.883564621792,12557.26163183386,6,0.4991189713038177,0.023144482232129508,0.013362473046974483,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 620047.0305036505, 'sse_others_mean': 495174.809523801, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571540.8975408166, 'sse_others_mean': 495956.0310474068, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597197.9785316313, 'sse_others_mean': 486796.0699663161, 'converged': True}]"
15,0.1,492644.2339496515,30771.400711888353,12562.371735806919,6,0.5012981240979187,0.03714955861829789,0.02144830766855007,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619895.93996324, 'sse_others_mean': 495200.79924070614, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571152.3648095643, 'sse_others_mean': 496039.81345702184, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597833.7054304732, 'sse_others_mean': 486692.08915122657, 'converged': True}]"
15,0.5,492997.84859581036,29214.71125305425,11926.85592545478,6,0.4479284878731115,0.046640771950075474,0.026928062240588024,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622325.3513313247, 'sse_others_mean': 495320.5747927865, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571127.713197002, 'sse_others_mean': 496899.6793330184, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596925.9211452061, 'sse_others_mean': 486773.2916616262, 'converged': True}]"
15,1.0,492823.84226119047,30227.710603645242,12340.411178574555,6,0.4653717296955265,0.07355023510417037,0.04246424803635303,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624468.1026994012, 'sse_others_mean': 495820.1621049191, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571372.9591315959, 'sse_others_mean': 495234.14812114555, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596395.2703119265, 'sse_others_mean': 487417.2165575069, 'converged': True}]"
15,2.0,493237.86680365895,31991.888766389937,13060.633897588756,6,0.5104642985746707,0.023973134620207497,0.013840895726295935,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 621267.3206804586, 'sse_others_mean': 493806.62711547955, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 568124.6526378233, 'sse_others_mean': 498735.8739239202, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597283.3754271206, 'sse_others_mean': 487171.0993715774, 'converged': True}]"
15,5.0,493465.13766517764,30309.412817799952,12373.765967830328,6,0.5284544357354012,0.01237489075840839,0.007144646510559296,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619731.1508318685, 'sse_others_mean': 495689.08660865866, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 569210.749760961, 'sse_others_mean': 497019.92980688985, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595892.5361174619, 'sse_others_mean': 487686.39657998446, 'converged': True}]"
20,0.0,491723.21045998455,29052.59938123809,11860.674030921937,6,0.5554440141185202,0.041163329143952494,0.023765659162002142,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 621569.1809307699, 'sse_others_mean': 492184.5237886415, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571616.1403021961, 'sse_others_mean': 495494.9461161769, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 594462.4575039187, 'sse_others_mean': 487490.16147513525, 'converged': True}]"
20,0.01,491248.93871052936,29966.374681090056,12233.721234954604,6,0.5714143628459308,0.023511955061518798,0.013574633583942263,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619228.284907551, 'sse_others_mean': 492698.8862481103, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573330.9660271901, 'sse_others_mean': 495026.96959332866, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597667.0336919188, 'sse_others_mean': 486020.96029014915, 'converged': True}]"
20,0.05,491421.36523804726,30399.09005876282,12410.376548146936,6,0.5710578915065562,0.04279654677028941,0.024708597798213005,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 618832.6720535002, 'sse_others_mean': 492832.80266778555, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572769.552490331, 'sse_others_mean': 495345.77415086085, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597488.2430087238, 'sse_others_mean': 486085.5188954955, 'converged': True}]"
20,0.1,491525.8944505236,30289.11775770163,12365.480544240329,6,0.5690465485885682,0.040927293419922316,0.02362938387319495,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 618652.004004136, 'sse_others_mean': 492923.07767176884, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572396.5774481129, 'sse_others_mean': 495590.5558288692, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597368.2775318074, 'sse_others_mean': 486064.0498509328, 'converged': True}]"
20,0.5,491367.2529074792,30750.19660157019,12553.715194018721,6,0.5530441413767138,0.00572082106819693,0.00330291758370918,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 618680.0657329273, 'sse_others_mean': 493442.3582675903, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571608.8090308696, 'sse_others_mean': 495278.48735019716, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596376.1950147208, 'sse_others_mean': 485380.91310465, 'converged': True}]"
20,1.0,491201.2188965537,31374.97198402591,12808.778675830175,6,0.5184934435928387,0.007300736943340779,0.0042150824395204445,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 618977.1595399531, 'sse_others_mean': 493430.1854210213, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573376.7220731037, 'sse_others_mean': 494139.4938060276, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595714.06441467, 'sse_others_mean': 486033.9774626121, 'converged': True}]"
20,2.0,491334.70169323677,30555.81428380608,12474.35894509512,6,0.5336214116179742,0.03551250261290058,0.02050315294315544,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619881.6931814178, 'sse_others_mean': 493199.8192120888, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572106.1467304501, 'sse_others_mean': 494151.59935075743, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595394.0349322541, 'sse_others_mean': 486652.6865168638, 'converged': True}]"
20,5.0,492346.75250796694,29671.233219593778,12113.230237853742,6,0.5729680775661217,0.030100312823963162,0.017378423711607076,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 619176.514085269, 'sse_others_mean': 494107.7573793727, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 570627.0401283845, 'sse_others_mean': 496153.6311484849, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595121.5609579283, 'sse_others_mean': 486778.86899604305, 'converged': True}]"
25,0.0,489845.4003759843,29884.602710699655,12200.337967834863,6,0.5889073420415888,0.01176627898412368,0.006793264338844043,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 623703.0187445845, 'sse_others_mean': 491672.08023126447, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573470.6286896765, 'sse_others_mean': 493637.0257730886, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596555.6379618038, 'sse_others_mean': 484227.0951235995, 'converged': True}]"
25,0.01,490218.3613154162,30091.382168656804,12284.755328048912,6,0.55213816094035,0.03970768546671889,0.022925242893107146,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622048.3601477229, 'sse_others_mean': 492195.13439672044, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573411.0668393045, 'sse_others_mean': 494016.1849739987, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596268.331738767, 'sse_others_mean': 484443.7645755294, 'converged': True}]"
25,0.05,490500.2053871451,30541.411005029135,12468.478831157357,6,0.5274012202722382,0.020294326500464917,0.011716934868065576,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622226.5251364319, 'sse_others_mean': 492235.3756966145, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573090.4855858021, 'sse_others_mean': 494321.4928495978, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595795.6176433433, 'sse_others_mean': 484943.74761522317, 'converged': True}]"
25,0.1,490414.8531947322,30385.8268915089,12404.961882789386,6,0.5135732658865393,0.018514140841334115,0.010689144198558896,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622446.5061612974, 'sse_others_mean': 492049.1259176127, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572803.9980161098, 'sse_others_mean': 494423.1184088794, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596180.9374203511, 'sse_others_mean': 484772.3152577045, 'converged': True}]"
25,0.5,490140.987437797,30606.805192730408,12495.175896492676,6,0.5324486332767352,0.022717942354387864,0.013116210133740234,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622259.7022977221, 'sse_others_mean': 491793.6025543612, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573623.0261485799, 'sse_others_mean': 493984.0771515955, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596306.2442206485, 'sse_others_mean': 484645.2826074343, 'converged': True}]"
25,1.0,490275.47393682896,30675.211068303415,12523.10247825304,6,0.5520951761929288,0.02141870819023089,0.012366096939323848,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 621503.7078665855, 'sse_others_mean': 492257.23472971516, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573020.1631412342, 'sse_others_mean': 493854.5415389983, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596192.6120196178, 'sse_others_mean': 484714.6455417735, 'converged': True}]"
25,2.0,490266.10886870784,30944.889078094628,12633.198064725999,6,0.615246815090719,0.02513241549549505,0.01451020685170959,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622221.8648729938, 'sse_others_mean': 492309.6024960983, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572569.8329285759, 'sse_others_mean': 493711.38612337894, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595477.7878737638, 'sse_others_mean': 484777.3379866462, 'converged': True}]"
25,5.0,490086.3186032737,30024.512421444044,12257.455868065552,6,0.5973858605012131,0.018238441509334964,0.010529969115013787,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 623181.1960720787, 'sse_others_mean': 491656.2150175648, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 571076.3584761665, 'sse_others_mean': 494253.9830509154, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595443.0671042704, 'sse_others_mean': 484348.75774134084, 'converged': True}]"
30,0.0,489371.88851421064,28990.727200740163,11835.414819006386,6,0.6080927739416612,0.025101254490248602,0.014492216036942333,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624068.8380536317, 'sse_others_mean': 491197.4681370994, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573248.0053661837, 'sse_others_mean': 493611.9745389502, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596885.5255036936, 'sse_others_mean': 483306.2228665823, 'converged': True}]"
30,0.01,488805.06371676293,29991.78365818409,12244.09440641568,6,0.565382471351337,0.02228112737475384,0.01286401488766247,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624050.3827398462, 'sse_others_mean': 490068.5100223339, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573856.3084421288, 'sse_others_mean': 492780.5192496385, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597085.8598138881, 'sse_others_mean': 483566.1618783166, 'converged': True}]"
30,0.05,488773.6966317259,29869.269850431414,12194.078353842431,6,0.5135726162662696,0.04766957354138385,0.027522041116272628,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624165.809652851, 'sse_others_mean': 489988.368626334, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 574113.1412525061, 'sse_others_mean': 492831.1830888662, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597259.286882996, 'sse_others_mean': 483501.53817997745, 'converged': True}]"
30,0.1,488800.16950069525,29743.486931399002,12142.727692177894,6,0.5343858439717292,0.04553287897272864,0.026288419931883533,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 624158.82930196, 'sse_others_mean': 490039.6267926004, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573832.8685758981, 'sse_others_mean': 492918.8175193057, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597391.8425326517, 'sse_others_mean': 483442.0641901795, 'converged': True}]"
30,0.5,489152.4699582416,30190.50418200519,12325.221720545725,6,0.5814980194726846,0.021720043968844697,0.012540073232222995,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 623938.994080145, 'sse_others_mean': 490721.7112776166, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573567.9290159814, 'sse_others_mean': 493043.73267259396, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 596609.2006952828, 'sse_others_mean': 483691.9659245142, 'converged': True}]"
30,1.0,488909.11094460683,29377.877846374504,11993.468408238587,6,0.5984145055447466,0.017893035344507306,0.010330548772770782,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 623324.8726071273, 'sse_others_mean': 490583.20646802825, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573505.6008875424, 'sse_others_mean': 493154.42459602916, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597133.426518396, 'sse_others_mean': 482989.7017697632, 'converged': True}]"
30,2.0,489073.94803595013,29603.092439551277,12085.411880890519,6,0.5948170493911558,0.012794508087911794,0.007386912688704719,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622614.5617963318, 'sse_others_mean': 491068.2322220525, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573312.9627854521, 'sse_others_mean': 493198.2957721681, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597425.3784024507, 'sse_others_mean': 482955.3161136297, 'converged': True}]"
30,5.0,489623.2618544765,30531.95721903521,12464.619339186926,6,0.6017518127668203,0.01697469190139689,0.009800342938682456,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 622160.1911415075, 'sse_others_mean': 490866.33889829105, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 572264.9465883877, 'sse_others_mean': 493605.07285688235, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 595195.2615973972, 'sse_others_mean': 484398.37380825606, 'converged': True}]"
35,0.0,488328.1201912135,29504.727621373087,12045.254612027484,6,0.5606494223275736,0.04556550561783886,0.026307256934220674,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 625124.4032946836, 'sse_others_mean': 489586.6572583845, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573882.7244486893, 'sse_others_mean': 492901.86823344475, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597750.1451984211, 'sse_others_mean': 482495.8350818113, 'converged': True}]"
35,0.01,488000.66644562985,29597.505162214708,12083.130884469516,6,0.6160282618491202,0.015992037698129114,0.009233007269905488,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627184.6201308947, 'sse_others_mean': 488598.20576222346, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 574505.0478895812, 'sse_others_mean': 492529.569573528, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 597882.878951168, 'sse_others_mean': 482874.224001138, 'converged': True}]"
35,0.05,487899.4274553513,29320.44593375758,11970.021928094657,6,0.5783158522110973,0.013489625571171273,0.007788238954782994,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627076.6976231087, 'sse_others_mean': 488567.87997464236, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 574242.5690655691, 'sse_others_mean': 492537.7920213345, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 598270.0243529562, 'sse_others_mean': 482592.61037007696, 'converged': True}]"
35,0.1,487920.7547909129,29236.79703245473,11935.872407138588,6,0.5874276670006402,0.005340438590264552,0.003083303657679905,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627100.7767685695, 'sse_others_mean': 488588.535503866, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 574286.565651114, 'sse_others_mean': 492550.01666459325, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 598257.5664770826, 'sse_others_mean': 482623.71220427967, 'converged': True}]"
35,0.5,487980.5382946916,29276.376329404407,11952.030587456054,6,0.6110078909891634,0.011444253716703226,0.006607342964012983,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627097.7352130393, 'sse_others_mean': 488530.21840856684, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573853.2719514945, 'sse_others_mean': 492818.0344873131, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 598112.9638387377, 'sse_others_mean': 482593.36198819464, 'converged': True}]"
35,1.0,487835.9214552689,29185.906119472922,11915.09627891362,6,0.6219801496810944,0.008782013950377796,0.005070298118277669,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 627273.2506770251, 'sse_others_mean': 488116.26234072715, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573627.1803317338, 'sse_others_mean': 493003.6467353279, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 598137.2428359932, 'sse_others_mean': 482387.8552897518, 'converged': True}]"
35,2.0,487951.73203562206,29496.85055475863,12042.03881304826,6,0.6235690217268296,0.015428027643114321,0.008907375912817041,3,3,"[{'fold': 1, 'group': 'apul', 'sse_own': 625946.6980464833, 'sse_others_mean': 488589.9672841272, 'converged': True}, {'fold': 2, 'group': 'peve', 'sse_own': 573424.9335317706, 'sse_others_mean': 493297.58051387, 'converged': True}, {'fold': 3, 'group': 'ptua', 'sse_own': 598302.4666559497, 'sse_others_mean': 481967.64830886904, 'converged': True}]"
