Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
1--1A1_R1_001	1--1A1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18744257.0	2.8 Gbp	0.0	150.0	40.0	37.71138591004461	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
1--1A1_R2_001	1--1A1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18744257.0	2.8 Gbp	0.0	150.0	41.0	35.39522120329636	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
10--1B2_R1_001	10--1B2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21439633.0	3.2 Gbp	0.0	150.0	40.0	29.112379217077862	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
10--1B2_R2_001	10--1B2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21439633.0	3.2 Gbp	0.0	150.0	41.0	27.521013931563736	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	warn
102--2F1_R1_001	102--2F1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29862365.0	4.4 Gbp	0.0	150.0	41.0	16.8580217535663	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
102--2F1_R2_001	102--2F1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29862365.0	4.4 Gbp	0.0	150.0	42.0	14.967814119642938	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
103--2G1_R1_001	103--2G1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18065709.0	2.7 Gbp	0.0	150.0	42.0	35.11656078835435	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	warn
103--2G1_R2_001	103--2G1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18065709.0	2.7 Gbp	0.0	150.0	43.0	32.98714541904889	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
106--2B2_R1_001	106--2B2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22189559.0	3.3 Gbp	0.0	150.0	41.0	28.73164521254336	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
106--2B2_R2_001	106--2B2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22189559.0	3.3 Gbp	0.0	150.0	42.0	27.01258472867743	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
107--2C2_R1_001	107--2C2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18122797.0	2.7 Gbp	0.0	150.0	41.0	38.78925985148305	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass
107--2C2_R2_001	107--2C2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18122797.0	2.7 Gbp	0.0	150.0	42.0	36.754034059702434	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass
108--2D2_R1_001	108--2D2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23636244.0	3.5 Gbp	0.0	150.0	42.0	17.73439196064603	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
108--2D2_R2_001	108--2D2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23636244.0	3.5 Gbp	0.0	150.0	43.0	16.224586699380172	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
109--2E2_R1_001	109--2E2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17143803.0	2.5 Gbp	0.0	150.0	46.0	16.07744572251518	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
109--2E2_R2_001	109--2E2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17143803.0	2.5 Gbp	0.0	150.0	47.0	14.780621822557045	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
114--2B3_R1_001	114--2B3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19731073.0	2.9 Gbp	0.0	150.0	41.0	42.99285882035082	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
114--2B3_R2_001	114--2B3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19731073.0	2.9 Gbp	0.0	150.0	43.0	40.831913196521256	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
2--1B1_R1_001	2--1B1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21126403.0	3.1 Gbp	0.0	150.0	40.0	36.22608946210972	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
2--1B1_R2_001	2--1B1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21126403.0	3.1 Gbp	0.0	150.0	42.0	34.737127384721106	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
20--1D3_R1_001	20--1D3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16205661.0	2.4 Gbp	0.0	150.0	41.0	30.869633744876396	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	warn
20--1D3_R2_001	20--1D3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16205661.0	2.4 Gbp	0.0	150.0	42.0	29.722732146944118	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	warn
21--1E3_R1_001	21--1E3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18708170.0	2.8 Gbp	0.0	150.0	41.0	36.32548674436796	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	warn
