gene_id	1A1	1A10	1A12	1A2	1A8	1A9	1B1	1B10	1B2	1B5	1B9	1C10	1C4	1D10	1D3	1D4	1D6	1D8	1D9	1E1	1E3	1E5	1E9	1F11	1F4	1F8	1G5	1H11	1H12	1H6	1H7	1H8	2B2	2B3	2C1	2C2	2D2	2E2	2F1	2G1
FUN_002533	0	0	23	7	0	10	0	48	0	0	0	0	20	0	0	30	0	16	0	0	0	19	16	0	14	0	16	23	0	0	0	0	0	18	4	14	5	0	0	17
FUN_002543	17	0	125	6	8	34	0	41	28	21	0	13	38	0	9	21	35	46	0	0	0	55	6	129	64	0	47	125	9	0	40	4	0	225	4	122	1	0	0	68
FUN_002546	53	0	43	0	0	6	32	31	46	6	0	15	9	15	11	16	23	41	0	18	28	9	16	114	80	0	10	43	0	0	7	7	7	62	0	83	34	0	12	25
FUN_002558	15	0	69	0	0	12	10	17	30	0	0	6	11	15	16	30	0	62	0	16	14	13	22	129	48	0	12	69	24	0	13	12	0	53	0	58	0	0	0	15
FUN_003708	104	9	121	0	60	20	7	640	45	25	15	292	712	19	6	81	21	65	3	44	160	273	119	829	9	43	11	121	0	43	4	32	11	561	0	471	276	0	3	657
FUN_004117	109	76	795	32	200	175	455	422	159	180	93	84	297	131	85	259	217	317	66	212	270	318	211	245	675	55	390	795	84	55	350	159	109	354	66	307	304	75	0	343
FUN_004170	4043	4667	13734	5082	13922	24798	6640	15248	5441	7506	5014	3169	9216	10444	2365	3877	22679	14374	1628	6049	22992	3761	7370	17295	4789	3310	7541	13734	3664	3310	6204	7659	4610	14299	2274	9710	2045	642	5717	26907
FUN_004583	531	1191	587	136	255	188	385	1641	164	372	434	201	728	134	103	256	206	267	259	315	113	209	595	371	715	58	294	587	136	58	272	711	252	721	144	491	684	225	98	330
FUN_004587	9	14	3	6	3	0	0	26	6	8	0	0	21	0	4	0	0	5	0	0	9	5	3	11	0	0	0	3	0	0	0	0	12	7	0	5	21	0	18	6
FUN_004604	0	0	11	0	0	0	0	12	0	5	0	12	14	0	0	34	0	18	0	5	0	13	13	7	6	0	4	11	0	0	12	0	4	13	0	10	14	0	0	2
FUN_004831	239	1181	1092	183	575	115	1734	1660	259	717	540	244	1137	688	215	434	230	458	300	609	634	568	487	1033	868	174	308	1092	117	174	543	1835	507	922	41	938	469	305	362	504
FUN_005099	5	0	98	0	0	0	18	22	0	3	0	0	19	0	0	7	9	60	7	12	0	50	29	0	53	0	0	98	0	0	3	0	0	57	0	52	0	0	9	19
FUN_005073	69	29	10	26	46	20	14	202	13	1	69	35	276	29	2	4	1	29	0	39	39	9	112	81	7	0	2	10	5	0	2	120	43	47	4	77	113	9	48	27
FUN_005268	1270	705	1913	732	1967	1524	976	2234	830	1660	796	1212	2683	1604	1122	1080	2174	1498	572	721	2968	526	871	1873	712	580	821	1913	938	580	997	3519	807	717	328	920	770	533	638	1982
FUN_005449	9	26	28	0	8	0	17	41	29	5	0	4	14	51	0	0	13	20	0	11	11	4	12	11	20	10	2	28	0	10	12	6	4	9	0	37	0	0	0	11
FUN_000591	517	305	660	363	953	479	1086	1020	668	648	350	503	1292	640	530	412	653	350	194	517	1115	415	454	1194	801	311	688	660	251	311	821	1096	363	1049	368	584	537	272	392	557
FUN_000892	30	12	16	7	15	21	33	85	10	45	7	10	38	47	13	0	25	12	0	0	21	15	5	55	38	21	23	16	0	21	11	43	33	26	18	29	0	0	7	22
FUN_000919	0	29	0	0	17	4	5	18	0	9	12	2	66	14	9	12	0	13	0	5	85	5	12	9	5	17	7	0	13	17	10	59	27	17	0	25	44	0	0	64
FUN_001048	16	7	21	0	12	7	20	32	54	53	19	10	18	62	10	0	26	10	0	18	39	22	19	35	8	11	33	21	22	11	28	89	32	22	9	13	0	0	57	12
FUN_001307	7	25	44	0	11	3	42	174	52	12	8	28	30	49	8	27	29	49	0	8	48	0	20	23	10	0	11	44	0	0	0	42	11	22	5	16	0	0	0	32
FUN_002199	7	0	9	0	0	0	0	37	0	7	0	0	3	0	0	0	0	0	0	0	0	5	21	5	2	0	0	9	0	0	0	0	21	4	0	3	0	0	17	0
FUN_005899	93	113	80	37	128	116	104	107	138	117	64	61	126	177	26	116	181	87	0	51	135	36	27	93	84	38	102	80	12	38	112	189	50	93	28	50	44	0	43	49
FUN_005923	70	92	750	63	405	149	142	1048	52	317	67	60	318	240	81	305	117	313	0	224	215	46	252	587	391	26	118	750	57	26	248	445	244	640	136	421	24	72	42	431
FUN_006500	17	75	101	0	32	39	57	115	43	100	21	39	32	138	9	31	128	76	74	38	376	36	0	169	144	13	66	101	29	13	148	60	50	70	0	75	0	0	0	74
FUN_006795	33	14	7	0	18	32	20	28	73	49	14	11	85	16	8	21	45	10	0	9	58	5	21	71	42	13	29	7	4	13	21	70	4	27	15	2	0	0	9	1
FUN_006842	947	924	3001	1274	3592	4698	1802	3312	1454	1492	1482	1017	3346	3804	1526	1831	3227	2599	466	1699	6036	1317	1258	2906	2531	1613	2608	3001	1296	1613	1572	3540	1331	2297	739	1861	1370	95	1592	2563
FUN_006894	0	134	327	0	125	8	326	305	17	23	46	20	45	201	27	73	108	128	0	341	213	25	61	141	349	40	79	327	15	40	167	86	57	216	0	303	31	0	25	96
FUN_006939	82	61	259	51	235	229	133	431	102	232	141	109	235	187	30	94	288	227	52	140	189	161	256	257	266	78	209	259	73	78	324	131	95	214	31	269	136	54	108	242
FUN_007191	51	158	107	6	117	110	140	154	83	56	32	13	42	252	16	59	76	115	48	156	91	60	84	77	154	60	109	107	44	60	86	95	67	105	7	59	31	66	15	53
FUN_007194	53	162	109	8	115	111	141	160	78	57	36	15	51	263	20	60	75	116	45	160	95	62	86	84	154	64	117	109	47	64	89	102	72	104	10	62	31	70	18	51
FUN_007195	11	23	33	3	26	25	26	33	8	8	4	2	9	61	5	10	18	27	5	24	18	14	15	19	38	6	25	33	5	6	17	18	10	27	1	18	6	0	10	11
FUN_007199	60	175	111	7	118	116	147	166	84	63	33	15	45	271	15	64	81	115	50	148	96	62	85	87	161	63	116	111	47	63	87	101	73	112	12	65	32	73	21	56
FUN_007200	9	20	36	2	22	27	25	29	8	8	6	3	8	58	8	11	17	25	6	24	19	12	15	19	38	6	25	36	5	6	20	17	9	29	2	16	6	6	9	13
FUN_007204	58	177	117	8	120	120	150	161	83	65	36	13	48	273	17	66	80	118	52	160	98	65	85	84	154	69	126	117	47	69	89	106	78	112	11	65	33	69	19	59
FUN_007205	9	19	32	2	26	26	27	29	8	8	5	2	8	60	7	11	18	24	6	24	19	12	14	21	37	6	28	32	7	6	20	17	11	30	2	18	5	7	10	11
FUN_007804	0	24	16	0	16	28	24	0	9	17	35	10	29	16	17	5	21	13	11	0	19	6	0	38	15	0	0	16	0	0	11	45	11	20	0	23	16	0	0	20
FUN_008382	103	36	200	0	94	40	64	292	81	84	20	32	41	38	29	50	121	59	0	55	48	34	59	168	190	0	143	200	11	0	122	114	34	98	8	69	129	0	71	75
FUN_008464	34	15	5	0	14	0	3	20	10	20	0	0	30	7	0	0	0	13	0	0	15	18	6	9	14	0	12	5	9	0	9	0	12	10	0	29	38	0	16	4
FUN_008795	47	12	209	0	36	43	46	181	128	34	0	95	74	30	23	88	20	348	0	0	36	100	134	89	242	0	67	209	0	0	33	45	22	102	18	93	58	23	0	173
FUN_008842	0	0	18	0	0	0	2	4	3	4	0	21	20	1	0	4	2	25	0	1	1	0	4	54	5	0	5	18	0	0	0	0	0	10	0	14	0	0	0	34
FUN_009037	19	7	25	0	21	19	61	92	87	51	0	11	20	74	17	0	57	39	0	10	150	18	29	76	36	14	40	25	14	14	15	72	21	54	10	55	11	0	36	52
FUN_009113	0	59	34	0	29	4	20	18	0	6	18	0	3	60	0	10	13	39	0	44	29	0	0	7	31	0	12	34	30	0	12	22	4	0	0	0	0	0	7	19
FUN_009125	14	36	11	7	17	35	11	16	13	9	4	17	12	42	6	18	56	22	0	68	85	0	6	25	12	0	22	11	24	0	0	13	5	28	0	15	25	0	31	24
FUN_009222	4	3	7	0	0	0	23	4	0	9	0	0	0	8	7	0	4	29	0	3	16	0	0	7	11	0	15	7	6	0	2	5	2	11	0	7	0	0	0	2
FUN_009413	13	0	27	0	0	0	3	86	14	17	0	3	18	0	0	15	20	26	0	0	8	60	49	14	28	11	10	27	0	11	13	9	32	23	11	35	0	0	19	15
FUN_009459	148	0	399	0	108	46	97	444	384	49	25	32	84	24	67	52	20	132	0	27	37	23	276	265	827	0	192	399	12	0	18	37	25	826	22	128	0	0	9	51
FUN_009728	10	11	25	0	0	11	14	15	20	2	0	11	6	16	11	0	6	37	12	7	35	13	0	22	21	0	20	25	0	0	5	25	10	19	0	26	0	0	0	10
FUN_009817	151	67	359	51	192	223	182	212	145	228	146	100	191	207	56	137	149	189	76	114	210	227	222	169	218	112	221	359	93	112	133	174	118	296	76	331	107	29	79	136
FUN_010608	0	0	41	0	0	0	33	23	0	0	0	5	22	0	0	2	0	0	0	0	0	6	0	3	35	0	0	41	0	0	0	5	0	12	0	6	0	0	0	10
FUN_010688	108	154	326	84	407	147	411	437	448	467	216	113	305	250	124	220	407	185	29	279	550	145	316	371	384	198	309	326	68	198	262	301	163	460	121	209	187	22	280	292
FUN_011433	0	0	8	0	2	10	0	9	3	0	0	0	20	0	0	7	0	18	0	0	0	22	9	6	7	0	16	8	0	0	0	0	0	74	8	20	11	0	0	6
FUN_011775	22	43	14	0	44	35	36	40	119	22	20	0	48	51	0	23	12	45	0	22	70	7	13	39	38	0	20	14	0	0	0	74	5	37	0	17	12	0	0	46
FUN_012007	119	177	577	329	263	327	320	1329	79	221	357	60	431	297	244	448	75	252	129	464	494	420	1042	122	580	166	566	577	38	166	146	240	366	825	412	511	483	69	454	408
FUN_012200	41	0	267	0	0	6	0	246	121	508	0	33	71	0	0	94	146	126	61	0	3	247	215	189	242	0	0	267	0	0	210	0	0	240	0	181	65	0	0	145
FUN_012687	91	106	413	140	135	224	74	372	96	138	258	87	194	177	104	141	197	195	19	144	346	137	155	248	396	78	201	413	145	78	128	332	185	75	34	309	96	11	122	303
FUN_012761	0	5	15	0	0	4	21	16	0	0	0	0	38	2	12	10	1	11	4	0	1	23	2	1	17	0	2	15	0	0	0	6	0	35	0	55	5	0	0	9
FUN_012925	0	3	10	0	2	3	6	4	0	8	0	1	11	3	0	3	1	8	0	6	5	17	5	0	14	0	0	10	2	0	2	1	2	24	2	11	3	0	0	7
FUN_013115	0	0	0	0	0	0	0	13	13	10	0	2	13	5	0	0	15	7	0	5	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11
FUN_013116	0	27	25	0	6	21	0	24	9	12	0	9	0	40	0	6	28	41	0	13	26	0	0	32	9	0	0	25	0	0	7	24	0	32	0	11	0	0	0	11
FUN_013550	0	0	324	0	11	55	26	222	14	21	0	26	627	21	12	84	24	85	2	21	51	157	120	47	160	0	34	324	0	0	27	18	18	422	0	1513	195	15	7	128
FUN_013544	48	176	468	26	17	88	276	277	15	51	515	0	409	376	266	301	42	207	444	282	740	183	425	215	343	104	195	468	0	104	39	44	351	530	14	1113	209	30	1166	274
FUN_013547	25	91	587	25	11	52	88	310	6	36	127	20	1705	119	173	283	59	307	208	116	189	420	370	41	439	42	36	587	18	42	23	14	120	711	31	3113	422	71	259	323
FUN_013635	7	0	33	0	3	1	2	127	0	3	0	0	62	0	0	41	0	20	0	0	4	18	15	48	24	0	0	33	0	0	0	6	0	129	0	42	30	0	0	68
FUN_014428	0	0	73	0	17	0	17	61	0	0	0	0	41	0	0	0	0	43	0	0	0	45	0	0	78	0	0	73	0	0	1	18	0	41	0	45	0	0	0	0
FUN_014607	131	177	669	136	432	191	310	434	209	475	143	129	425	244	144	385	547	351	151	261	270	429	308	179	679	164	262	669	185	164	591	292	236	631	125	354	232	207	170	249
FUN_014881	65	94	185	27	136	70	69	924	65	273	127	74	343	184	150	157	84	138	0	194	423	71	88	214	149	134	87	185	22	134	81	334	116	89	31	190	221	47	147	199
FUN_015039	589	136	560	87	812	26	517	656	251	192	265	440	1172	214	436	318	125	244	156	325	386	398	369	618	469	234	106	560	230	234	114	575	301	987	81	791	216	282	229	275
FUN_015190	0	13	26	0	14	32	4	41	10	26	0	12	37	12	10	17	14	8	0	25	35	11	9	15	30	6	16	26	5	6	15	47	0	37	14	64	24	0	0	14
FUN_015210	0	0	34	0	4	12	0	43	0	14	0	0	24	0	0	29	8	10	0	0	0	7	42	0	23	0	11	34	0	0	10	6	0	28	9	27	8	0	0	21
FUN_015349	8	0	7	0	5	8	0	25	10	24	0	3	15	26	0	40	12	3	0	0	14	0	0	33	0	15	12	7	0	15	0	18	4	18	0	4	14	0	0	0
FUN_015350	82	56	49	8	12	52	64	97	73	57	0	19	26	43	16	22	69	65	32	52	122	10	0	62	25	23	61	49	12	23	56	60	14	68	26	25	34	0	0	29
FUN_015649	35	0	22	0	4	0	0	18	37	0	0	17	0	0	0	0	0	28	0	0	0	0	0	57	11	0	0	22	0	0	0	0	0	0	0	15	0	0	0	34
FUN_015745	8	8	18	0	3	0	28	13	24	0	0	0	0	25	0	0	0	24	0	11	4	0	21	9	18	6	4	18	0	6	0	0	0	0	0	6	0	0	0	0
FUN_016064	59	63	506	77	187	120	210	1487	39	364	133	90	619	105	215	336	165	243	205	158	67	149	587	87	476	88	184	506	82	88	120	393	325	411	89	309	232	20	141	163
FUN_017255	6	0	45	0	9	0	5	56	14	0	0	3	7	0	0	30	0	28	0	0	0	5	21	20	47	0	0	45	0	0	0	15	0	15	0	16	0	6	0	20
FUN_017819	0	0	52	0	20	22	14	59	0	13	0	29	31	24	0	21	0	24	0	10	44	14	14	34	48	0	21	52	0	0	0	49	21	43	0	29	28	0	0	34
FUN_017820	222	221	367	158	182	261	349	776	293	600	181	206	501	224	237	484	276	348	145	375	465	300	470	421	485	208	390	367	72	208	395	473	408	412	204	402	412	70	551	268
FUN_018387	9	10	4	0	0	0	7	16	0	8	0	0	0	15	0	8	10	0	0	0	23	0	0	5	3	0	4	4	0	0	0	0	0	16	0	0	0	0	0	3
FUN_018367	0	0	38	0	13	7	8	33	0	36	7	0	14	4	0	9	38	4	0	7	4	19	22	0	38	0	13	38	4	0	21	8	6	25	9	27	23	0	14	13
FUN_018337	6	0	17	0	0	0	0	4	1	0	0	0	4	0	0	14	1	10	0	0	0	11	0	0	13	0	8	17	0	0	3	0	2	11	0	0	0	0	0	7
FUN_018338	51	0	106	0	17	0	0	61	85	31	0	21	9	4	0	39	47	25	0	0	3	3	16	121	36	0	30	106	0	0	22	20	6	35	0	37	0	0	0	25
FUN_018349	122	76	680	12	32	328	346	312	226	136	52	53	1180	104	105	127	202	398	0	94	80	456	122	594	576	17	185	680	23	17	194	28	29	989	25	1611	63	0	0	348
FUN_018351	3	0	222	0	0	61	14	97	0	52	2	0	69	11	13	54	53	132	0	7	16	48	26	10	218	0	108	222	0	0	71	0	3	70	7	71	65	0	0	124
FUN_018847	7	0	115	11	0	14	15	318	15	0	0	19	64	0	0	39	0	37	0	0	0	65	53	18	62	0	30	115	0	0	0	0	0	53	9	88	12	0	0	29
FUN_018874	73	66	147	0	15	50	25	214	48	168	66	102	79	75	0	174	48	47	297	92	170	56	281	61	117	75	35	147	0	75	132	4	41	113	0	87	109	0	53	75
FUN_019852	0	0	49	0	7	0	3	12	0	8	0	0	3	0	0	0	15	8	0	0	0	0	0	15	17	0	6	49	0	0	10	0	0	37	0	42	0	0	0	16
FUN_020955	8	7	41	2	0	21	8	81	14	16	0	0	44	21	0	17	9	41	0	33	22	39	13	24	23	0	26	41	0	0	2	0	9	77	4	70	0	0	0	54
FUN_022254	22	23	41	0	43	0	30	129	0	32	0	8	79	0	0	30	0	17	0	20	18	49	90	22	112	0	20	41	37	0	18	58	64	105	0	69	29	0	93	29
FUN_022692	19	42	362	0	105	0	77	215	136	100	592	873	329	215	42	326	108	208	16	121	247	279	236	23	455	81	9	362	8	81	56	77	138	327	12	248	198	58	93	186
FUN_022849	32	29	60	0	4	0	11	54	14	45	0	0	99	18	17	15	8	42	0	18	28	25	81	41	54	41	0	60	0	41	16	14	6	43	0	44	0	0	27	22
FUN_023043	150	402	791	199	409	434	543	884	148	269	340	78	567	442	179	490	108	481	92	406	523	449	509	144	629	286	462	791	242	286	181	484	408	504	188	693	722	283	286	401
FUN_023090	4	0	15	0	0	3	0	29	0	12	4	0	12	0	0	0	23	5	0	6	0	16	17	10	12	0	32	15	0	0	38	0	5	28	0	30	0	0	0	16
FUN_023286	0	0	55	0	0	0	0	61	0	0	0	0	43	0	0	55	0	26	0	0	0	39	26	2	47	0	0	55	0	0	0	0	0	57	0	36	25	0	0	13
FUN_023287	0	0	0	0	0	1	0	1	9	2	0	0	7	0	0	9	2	6	0	0	0	14	15	0	19	3	0	0	0	3	2	0	0	13	0	24	0	0	0	6
FUN_023282	30	97	118	7	0	2	551	357	36	88	191	33	568	118	168	200	18	45	14	346	117	74	149	39	131	114	2	118	0	114	7	1	41	120	2	100	63	0	87	39
FUN_023284	26	0	17	0	0	0	0	79	27	0	0	11	52	0	0	118	0	16	0	1	0	42	125	14	33	0	0	17	0	0	0	0	0	33	0	42	5	0	0	21
FUN_023285	90	0	244	0	0	0	0	833	90	0	0	40	321	0	0	492	0	165	0	0	0	313	499	102	297	0	0	244	0	0	0	0	0	412	0	193	42	0	0	109
FUN_023288	87	106	154	0	0	0	4	248	121	70	112	75	156	94	2	58	109	122	19	69	190	43	108	187	214	87	0	154	0	87	82	0	85	89	0	93	39	0	54	98
FUN_023433	58	112	36	16	32	108	78	238	192	159	12	64	146	109	20	59	106	46	0	33	103	25	16	110	103	43	81	36	10	43	53	353	21	88	64	122	65	0	77	54
FUN_024166	0	24	35	0	9	37	8	15	3	10	0	0	8	7	6	18	7	42	0	23	45	0	0	42	15	0	26	35	0	0	0	35	0	9	0	4	0	0	0	31
FUN_024189	20	6	22	0	4	0	0	18	0	13	0	0	20	0	0	16	0	0	0	5	9	8	13	4	0	0	0	22	2	0	7	21	22	5	0	18	29	0	28	0
FUN_024772	12	11	21	0	9	16	0	35	12	11	0	0	43	0	0	4	5	7	18	7	39	34	21	41	40	9	34	21	0	9	9	21	31	34	7	70	59	0	11	51
FUN_025248	208	304	959	84	531	295	425	625	174	1244	276	200	189	543	227	377	535	558	207	506	1939	138	243	575	247	259	308	959	109	259	555	400	402	342	113	225	287	250	283	1247
FUN_025228	7	12	127	9	9	153	51	91	6	46	35	9	344	55	6	85	91	107	41	38	46	258	22	25	101	0	114	127	0	0	68	27	33	293	36	328	43	0	25	93
FUN_025704	0	15	47	28	18	90	0	13	0	23	0	0	206	28	0	41	26	19	0	2	12	61	12	18	58	0	61	47	0	0	14	10	6	83	13	112	13	0	0	22
FUN_025843	588	89	2252	97	536	434	621	1368	1694	1446	255	415	1254	960	264	801	1313	1183	872	355	857	2329	499	1391	2700	152	639	2252	124	152	2547	483	325	1396	109	1458	214	60	140	1229
FUN_025981	3	0	68	0	45	7	0	16	0	73	14	0	35	0	0	66	146	27	0	0	6	7	43	0	79	0	0	68	14	0	56	13	0	75	0	32	78	11	0	93
FUN_025987	73	270	142	39	70	156	469	78	395	65	118	129	110	161	60	76	157	160	57	97	397	68	90	336	109	90	161	142	169	90	65	258	31	223	65	205	371	24	61	229
FUN_026051	15	21	15	0	2	4	15	14	12	27	10	9	20	2	5	26	3	10	0	4	22	17	29	11	13	4	8	15	0	4	12	50	9	12	0	28	7	0	0	2
FUN_026112	544	312	2187	484	2251	1134	802	3560	727	1239	514	465	3394	922	462	998	841	906	429	827	1352	917	1117	1063	1724	361	1116	2187	644	361	854	3191	580	1794	521	1559	605	252	558	1979
FUN_026143	54	46	208	16	124	0	98	332	39	9	72	19	73	74	75	94	0	100	49	131	72	89	154	128	173	26	0	208	36	26	0	26	116	444	0	175	17	13	112	123
FUN_026326	0	0	63	0	0	0	0	109	0	140	0	0	64	0	0	40	0	21	23	0	0	45	103	0	80	0	0	63	0	0	58	0	0	85	0	106	8	0	0	27
FUN_026423	0	26	57	7	38	24	35	93	9	67	21	13	130	13	8	25	22	34	0	20	30	43	37	38	28	19	14	57	28	19	18	84	51	47	0	97	77	0	34	31
FUN_026728	24	37	15	0	26	23	6	60	18	41	0	14	20	32	12	33	31	32	0	20	47	10	5	23	43	0	13	15	9	0	5	25	11	59	8	16	13	0	0	17
FUN_026985	45	37	38	2	7	24	9	75	93	70	14	32	33	49	5	23	97	59	0	24	73	31	24	41	38	15	13	38	7	15	14	31	11	46	22	25	0	0	0	44
FUN_027206	24	23	35	0	4	5	7	21	13	9	0	0	7	8	6	12	18	23	0	9	2	16	30	5	19	0	9	35	0	0	49	0	0	19	0	21	0	0	0	33
FUN_027281	19	0	18	0	0	0	0	27	0	8	0	0	12	0	0	11	2	6	0	2	0	26	29	2	0	0	0	18	4	0	0	0	13	5	0	20	19	0	0	0
FUN_027437	0	0	72	0	0	0	0	13	0	0	0	0	10	9	0	6	0	47	0	0	0	0	6	1	58	0	4	72	0	0	0	0	0	51	0	75	0	0	0	17
FUN_027590	24	31	17	0	21	20	5	50	50	41	0	12	6	8	13	6	75	14	0	13	31	5	27	35	46	14	25	17	9	14	49	18	10	0	0	4	15	0	0	2
FUN_028161	232	255	258	261	161	563	77	376	17	425	59	203	1133	263	226	347	42	271	0	112	375	439	390	280	209	148	331	258	34	148	8	226	89	797	338	1012	1662	153	176	1484
FUN_028286	131	37	420	56	118	126	123	360	63	117	34	30	360	81	46	145	52	215	66	124	38	294	264	88	288	30	157	420	114	30	106	163	60	432	29	410	118	52	27	205
FUN_028832	4	0	173	0	121	13	0	160	0	8	0	0	54	0	0	60	6	98	0	0	0	50	31	46	162	0	12	173	13	0	6	22	0	139	0	92	71	0	0	98
FUN_029133	0	0	28	0	16	8	0	55	0	7	0	0	22	2	0	0	0	29	0	0	7	8	33	7	30	0	3	28	0	0	12	26	0	9	0	20	0	0	0	0
FUN_029088	0	0	35	0	9	0	0	74	0	0	0	0	60	0	0	37	0	19	0	0	0	32	26	0	37	0	0	35	17	0	0	25	0	24	0	56	73	0	0	23
FUN_029172	406	716	2505	890	2643	1766	1465	4137	765	4890	2518	1236	2389	734	1266	1171	2322	1139	396	1978	6682	1061	1188	4084	425	1070	1800	2505	578	1070	1399	1845	1618	3578	800	2499	526	372	861	2702
FUN_029297	8	12	34	0	15	61	28	129	48	24	0	1	8	45	25	6	53	32	15	0	58	2	1	30	16	2	40	34	29	2	19	26	8	44	0	32	9	0	0	23
FUN_029323	91	230	602	0	266	0	0	633	164	0	403	48	1063	627	0	530	0	734	0	469	659	533	298	340	656	134	0	602	133	134	0	1043	110	986	0	881	130	40	166	407
FUN_029657	0	14	73	0	8	0	30	74	13	9	31	0	91	45	5	69	20	62	8	35	47	90	25	21	120	0	22	73	0	0	26	8	33	180	0	62	19	0	29	40
FUN_029658	0	1	161	0	0	1	1	42	13	1	0	4	23	0	1	54	3	153	0	3	5	94	45	15	211	1	4	161	0	1	8	1	0	112	1	83	48	0	0	37
FUN_029660	7	7	45	0	10	8	10	84	10	7	15	0	44	4	5	27	12	24	6	18	8	26	19	16	72	0	15	45	0	0	27	5	6	16	0	35	0	0	0	25
FUN_030190	0	6	7	1	0	0	10	13	5	7	0	0	12	5	3	3	5	1	0	6	3	2	41	12	1	0	4	7	3	0	0	1	2	7	0	11	8	0	0	2
FUN_030872	41	73	123	48	15	16	83	98	26	75	29	26	68	109	31	53	69	68	49	82	62	49	51	59	88	69	38	123	16	69	54	10	53	135	13	147	57	1	66	34
FUN_031002	17	3	69	0	5	26	19	54	8	6	2	7	32	6	3	28	12	27	0	11	6	13	31	4	63	0	62	69	10	0	9	7	0	32	5	20	10	0	0	8
FUN_031327	43	16	148	68	25	84	40	333	61	35	0	30	127	33	13	35	44	129	3	14	21	42	160	34	139	3	84	148	18	3	25	25	0	80	67	209	94	20	0	108
FUN_031334	19	29	512	28	17	73	86	176	35	62	17	0	128	79	33	95	63	300	13	34	34	114	58	36	408	0	113	512	0	0	68	19	21	137	24	146	43	15	0	201
FUN_031597	233	195	440	109	195	102	497	917	324	246	279	132	951	139	485	371	98	257	151	423	741	324	411	263	446	173	192	440	135	173	171	433	392	215	47	472	201	0	195	366
FUN_031814	0	0	106	8	41	43	9	75	0	2	0	0	36	9	0	48	0	71	0	7	18	73	51	0	116	6	32	106	9	6	0	11	7	66	6	71	40	0	14	87
FUN_031815	0	0	36	0	3	6	0	2	0	14	0	0	20	2	0	10	3	16	0	7	0	6	0	5	34	0	9	36	0	0	6	3	0	49	0	36	13	0	0	33
FUN_031829	0	0	26	0	5	11	0	43	0	0	0	0	11	0	4	12	0	0	0	0	3	28	31	0	6	0	11	26	0	0	0	0	6	20	0	23	0	0	0	16
FUN_031872	10	0	37	0	0	0	8	14	0	27	0	0	21	0	0	3	6	16	0	0	0	25	10	6	28	0	0	37	0	0	11	0	0	17	0	15	21	0	0	9
FUN_032151	508	1339	2734	1606	8003	2028	2495	6879	2424	6848	2987	3290	6436	3164	1510	2522	2734	2291	294	4035	5318	5472	1493	6913	397	1806	3059	2734	841	1806	1662	4246	2221	8778	994	6345	1028	827	1007	4326
FUN_032445	33	0	33	0	1	0	0	3	0	0	0	0	40	0	0	0	0	22	0	6	3	7	8	20	24	0	0	33	0	0	0	0	0	19	0	33	11	0	0	16
FUN_032517	211	125	580	340	211	326	291	1078	127	751	175	149	720	228	271	966	211	283	259	234	287	310	799	244	453	242	486	580	116	242	326	682	513	455	361	402	675	118	435	411
FUN_032520	3	58	0	0	32	0	34	11	52	0	0	0	27	52	14	0	20	41	0	23	69	0	0	34	17	0	9	0	0	0	4	51	0	42	7	46	0	0	0	13
