,Component_1,Component_2,Component_3,Component_4,Component_5
OG_00001,0.6356322430304474,1.1014157015460018,0.06605694508012498,1.3241858213922355,0.8324454456043527
OG_00002,0.7957004732064514,1.684114110180973,1.0724062648534467,2.421650461791709,1.8042053054358047
OG_00003,0.002789885468152277,0.12572753754268085,0.20961160781411042,0.0,0.1878458810074398
OG_00004,0.3617627346704394,0.824132232625173,0.0,0.7902841542013335,0.5416100470306301
OG_00005,0.374011761184634,0.6851172761913932,0.09857113630837933,0.6654356836875713,0.612338422079054
OG_00006,0.2695387205978896,0.4757050679092819,0.0,0.40007750562489797,0.392015820505783
OG_00007,0.9057550510402644,1.5768205197623928,0.41640323719943645,1.686142733391748,1.4645386185863565
OG_00008,0.5072457843516995,0.9874241667290148,0.8866749107651425,1.255069959853323,1.296093565082086
OG_00009,0.04474179157783426,0.005727381739693079,0.04230241251181522,0.26846760423316923,0.06659436262624921
OG_00010,0.5628771569843746,1.204491935311647,0.7523717897431913,1.8330135100135334,1.270203137662336
OG_00011,0.3166582620049213,0.49030742964433977,0.0,0.4954418900698387,0.38149173840519834
OG_00012,0.0,0.0,0.4349552505252269,0.12194389981282752,0.2962015103282686
OG_00013,0.0,0.12865164041888044,0.35375888094428715,0.05512069333501802,0.2578866610938207
OG_00014,0.10439486998142863,0.30873442634508347,0.08641325471474308,0.40093727612529867,0.26606124902050277
OG_00015,0.38513564344001494,0.72674822846779,0.6972097230483728,1.04072254383349,0.9802137018097888
OG_00016,0.0,0.06789119145515637,0.9860933872729947,0.5611394210783465,0.5976905451169373
OG_00017,0.47540406377406424,0.8635674632623447,0.585386180190606,1.1427496985137315,0.9946733516281752
OG_00018,0.6593931022682785,1.3846441416433413,1.0743673011272492,1.8519117735943293,1.6008517046468498
OG_00019,1.1275026147607536,1.9558857138619903,0.7795125898310853,2.3303561084530093,1.9425273819398543
OG_00020,1.714738381858431,3.1923933416556602,2.079657395619449,4.045608347406942,3.5543966136420404
OG_00021,0.18378831523251016,0.2977169062709157,0.0,0.006507394702368674,0.22852698074939187
OG_00022,0.3671104658658316,0.8400374918313391,1.180387163190488,0.9690910793627052,1.2628738335218161
OG_00023,0.17594600744360528,0.37622501326445745,0.47065977849615565,0.5507584169229032,0.5533265374149753
OG_00024,0.8742569471130616,1.662328484158656,1.17430983371687,2.0982733283024704,1.968629170414144
OG_00025,0.9191019788577702,1.9517754874273625,0.30831398002484917,1.519987231984965,1.45623374236539
OG_00026,0.1843643357062694,0.35992388092205224,0.4587298460492259,0.6454429112812026,0.565808732139063
OG_00027,0.9461752703912908,1.773970883749674,1.2381009924083666,2.064805851902333,2.1025550302773297
OG_00028,0.4589838069175578,0.8862199249790376,0.7183811278158982,1.1153330182330583,1.0680873162983782
OG_00029,0.23059162686532264,0.4393311882063264,0.2793914166011688,0.6974430240430829,0.523833856355322
OG_00030,0.16238852171588847,0.1841992414681709,0.0,0.2477385191409961,0.19354165244586022
OG_00031,0.9670828124055298,1.8314338913245833,1.281580908766719,2.0973128779411763,2.149929463243151
OG_00032,0.0,0.07314190564748152,0.681564138660402,0.2956274965463365,0.474219314331409
OG_00033,0.09968526790669635,0.23434340105510032,0.12098041000802955,0.17971432006126226,0.0
OG_00034,0.9845249899629052,1.8180936298054908,0.656501751309561,2.217492221936659,1.7164342712029652
OG_00035,0.11020843046341756,0.512513790591637,0.0,0.0,0.19441887962614132
OG_00036,0.36300760660709847,0.6703682315726026,0.0,0.625498390096813,0.5228867190503118
OG_00037,0.6456606687338705,1.0469992092592402,0.3580309352592256,1.1291668139652413,1.0942665388615238
OG_00038,0.49846840389551894,0.9885017764611461,0.9330841855011839,1.3948764530052606,1.3021201865985057
OG_00039,0.7004044975349973,1.386210033080678,0.6569990923039002,1.433722357796318,1.423739525999559
OG_00040,0.6328974272690999,1.2605326031760995,1.142591289027415,1.6600612136889543,1.6352053247602398
OG_00041,0.24279437521764669,0.35535742789053254,0.0,0.6298239673735666,0.2574955193813183
OG_00042,0.23060778841949106,0.5809952104108391,1.6397894547965992,1.022210026066851,1.3578593422611327
OG_00043,0.0,0.0,1.4870609006267894,0.15019164024872658,0.8158482352590134
OG_00044,0.03319529720911465,0.1851033428434153,0.6660340964115137,0.3454673399303872,0.49526294048150915
OG_00045,0.23642869423443086,0.5507816390046731,0.09265434172292925,0.38782378044421073,0.45110353799115
OG_00046,0.2138921126344763,0.3813472284754162,0.18425217476715966,0.49495192188008025,0.4435445609184484
OG_00047,0.7689533664241521,1.4780380410949825,0.861643537389694,1.5933796393760358,1.567244420544792
OG_00048,0.20806430164734574,0.35475695124331375,0.7683900019009258,0.5296914672656158,0.7745357034983382
OG_00049,0.06319933848648909,0.1978746738641611,0.6855772113101762,0.2475564139048637,0.5643661207432489
OG_00050,0.0,0.1483287757070245,0.8612230223857065,0.25093313155680125,0.5964346187743547
OG_00051,0.6890465671463657,1.3294541333672036,0.4143758467116457,1.7338564581307239,1.2076845806413108
OG_00052,0.2217781181817347,0.3194413978123952,0.0,0.5370522590962903,0.30016848093985393
OG_00053,0.39690329209445707,1.1517641166659447,0.0,0.5587931125847313,0.5643551385806095
OG_00054,0.7092059917560997,1.4509744808433545,0.42414167928638125,1.2097528915301152,1.2747777330126127
OG_00055,0.08487285803672302,0.3418486137623274,1.045904916122073,0.49094435908665396,0.7457847247196909
OG_00056,0.4944501250857205,0.9156560437504354,0.7292355927102627,1.229941249623634,1.1315642885816144
OG_00057,0.052637758452485126,0.0,0.18171433021466749,0.08954879177645483,0.16464845432743802
OG_00058,0.18076359899481848,0.39776286193750277,0.6517459874370009,0.7835492032418071,0.646006141675277
OG_00059,0.4332818715106318,0.8150873971365694,0.6593235575927866,0.9748687087815983,1.0321496253115638
OG_00060,0.699032759012623,1.2722792243062155,1.0805935854395974,1.3562643873327962,1.5624802919320593
OG_00061,0.3910094209626795,0.706969287682833,0.2797340762189805,0.7272223182276238,0.7607179044326553
OG_00062,0.6067164428721351,1.2162127059686028,0.6146542873655553,1.5122307839840308,1.2458919750831523
OG_00063,1.5206383607603564,2.6340540532630747,0.8164853791926432,2.9869378417989134,2.50365896847771
OG_00064,0.4651058334866172,0.9002221965170552,0.355300547013046,0.7399162428654241,0.8931271838209771
OG_00065,0.3209280548590748,0.5287083821174567,0.0,0.7793971679088917,0.40415551068255784
OG_00066,0.5373716703058408,0.8886197840275671,0.0,1.0154070890293332,0.705549716109851
OG_00067,0.4481595518843664,0.8879077265940456,0.9198708019201615,1.0167737223448474,1.229586304685247
OG_00068,0.5830724277184463,1.0821674875047633,0.6870307875116144,1.1677957070013403,1.211057631132339
OG_00069,0.23805019588773815,0.5983446143619093,0.9158347545410132,0.9938258610328594,0.9308140744128367
OG_00070,0.5037693886025042,0.9483681258128742,0.5802433526633095,1.24909327794588,1.0719356418145765
OG_00071,0.6060081685318183,1.317218544833636,0.0,0.9084954634581269,0.5384971979419444
OG_00072,0.33044509538736433,0.6446433856809747,0.0,0.5058215101439019,0.4861174797828045
OG_00073,0.3187645889788949,0.8088600158053674,1.4477330941942557,1.2490961744044518,1.3813791325687783
OG_00074,0.6366350276589422,1.5829459242168809,0.8341919350904176,2.4468328749533197,1.4585847609154554
OG_00075,0.00538893039712393,0.06168510111452138,0.15037682016655118,0.0007932424651894147,0.14435986983049784
OG_00076,0.5594708176420135,0.9617978042804561,0.8989490729595311,1.0735960262107154,1.3243649242114317
OG_00077,1.4878676488394424,2.7883496019417278,1.8815306965514773,3.4094342528268022,3.1778135291025555
OG_00078,0.0,0.1403762904760361,0.9952259689594615,0.30482065510209544,0.5934668453121403
OG_00079,0.66533896608565,1.294525316262388,1.7728149164055682,1.7476898673029315,1.9831390942166203
OG_00080,1.0292970045445655,1.7895093737191872,0.6541386178352259,2.0212101067102237,1.8020532169200754
OG_00081,0.8915777011922194,1.7395045143140264,1.3311253938352539,1.929248128108624,2.0719093464832405
OG_00082,0.0,0.469376885989444,2.7765716109617897,0.2934737860721401,1.5787347033246657
OG_00083,0.0,0.061376590835012686,0.5737940514205448,0.00030092698349333926,0.4035383291806416
OG_00084,0.24394789349515814,0.3675708345180121,0.0,0.4319126970622845,0.3528878044309673
OG_00085,0.9291870008081917,1.7517919964743465,1.1291653909804762,1.8424132051732656,1.9881331088717333
OG_00086,0.25275176469450344,0.5891247729811735,1.0144489720862233,0.6173235278645133,1.0396481965293538
OG_00087,1.1830580946161027,2.079549353128343,0.6356755670704736,2.340511797746536,1.9471291019076469
OG_00088,0.03839288477059507,0.017014056006272125,0.1742663349645362,0.041212365043840994,0.11613570997086764
OG_00089,0.49762900956230677,1.0707621925862094,0.0,0.7388207547202464,0.622570988616461
OG_00090,0.5028444282624885,0.8670445705124024,0.285805283017245,1.0226737813820337,0.8852492160822142
OG_00091,0.8510428459378873,1.6752617249433157,1.1169996479891482,1.8019884549919563,1.9317387412367513
OG_00092,0.3841526159126399,0.7993367250487753,1.548733797706245,1.1305444315998188,1.4959977141232246
OG_00093,0.052583426771773065,0.23669177678724362,0.281159599020255,0.0,0.23502991470866821
OG_00094,0.07571252488203914,0.17777708181266086,0.3554026067266816,0.3441021061636484,0.3648977255327161
OG_00095,0.24548348975799653,0.6654400056399625,0.7883523450910848,1.149231753963476,0.8305237373060838
