gene_id,rank_35_importance,rank_45_importance,avg_importance
OG_05071,50.3119652389306,74.56143969027431,62.436702464602455
OG_00643,32.89676644092726,64.05570548485984,48.476235962893554
OG_01324,31.905235133196868,60.81361533134069,46.35942523226878
OG_01486,47.13365759406813,40.57036975007223,43.852013672070186
OG_02226,48.24457614531078,38.870050172516784,43.557313158913786
OG_05183,39.919976270243176,45.69135659356841,42.80566643190579
OG_06956,48.348377247970234,34.62873327368523,41.48855526082773
OG_02537,46.11211481641173,36.18220984317172,41.147162329791726
OG_01620,48.33511045017835,32.538506771837895,40.43680861100812
OG_03269,39.78526400592546,39.675706980846016,39.73048549338574
OG_03845,40.364263432044574,38.19529029075156,39.27977686139806
OG_06757,38.927822965598146,38.812703344407595,38.870263155002874
OG_08097,41.158524442373476,35.116074386702216,38.13729941453785
OG_09826,34.84980738847301,39.148969038601365,36.99938821353719
OG_08098,36.25395028635515,36.030729314251126,36.142339800303134
OG_01645,40.18677639911041,31.099862254278854,35.64331932669463
OG_03122,32.53327275103713,36.72453305427425,34.62890290265569
OG_05809,36.70561855448923,32.20880373095925,34.45721114272423
OG_07929,35.78553975729105,31.94838031739887,33.86696003734496
OG_05198,33.360977965830315,34.183771259851724,33.77237461284102
OG_00246,35.10946553789265,31.614642757648088,33.36205414777037
OG_04693,31.7741548554362,34.78111466026199,33.2776347578491
OG_04620,31.847849987260183,33.709450003291266,32.77864999527573
OG_09693,34.92534827002398,29.969099314669975,32.447223792346975
OG_04538,30.56961932289124,33.91256248838054,32.241090905635886
OG_07400,32.9512222981452,31.256213486818382,32.10371789248179
OG_02101,32.588776820916536,30.79606999270283,31.69242340680968
OG_07835,30.986633525857155,31.91036156496177,31.448497545409463
OG_06909,31.090954144968954,31.78372863295968,31.437341388964317
OG_08967,32.50854767952739,30.289417237934007,31.3989824587307
OG_07344,31.10567116698252,31.35655263074308,31.2311118988628
