gene_id,rank_5_importance,rank_8_importance,avg_importance
OG_04737,20.827695397273157,31.466006755643605,26.146851076458383
OG_01210,15.891715423878187,25.855168571652918,20.873441997765553
OG_01437,17.439071273301593,23.411096726282263,20.42508399979193
OG_05395,16.97347820700104,23.290026645788416,20.131752426394726
OG_01261,17.015329191672414,22.2556939637414,19.635511577706907
OG_07956,17.118184940241903,22.033156110405617,19.57567052532376
OG_06522,15.585034133046312,23.470683408151732,19.52785877059902
OG_02599,18.227045055621986,20.641197953019258,19.434121504320622
OG_07103,13.490920898520752,23.888448180715574,18.689684539618163
OG_07762,16.35329768225109,21.01183197036232,18.682564826306702
OG_03500,14.853676844753231,21.879735508585085,18.366706176669158
OG_04336,17.48260900338127,18.24050163651165,17.86155531994646
OG_01330,16.57206064946894,19.077200217322794,17.824630433395868
OG_04195,13.801582774716707,21.822861664700714,17.81222221970871
OG_01656,15.704785709093908,19.53698015055764,17.620882929825775
OG_00252,13.767133158100034,21.235306929258147,17.50122004367909
OG_09757,14.096876859216984,20.24969084789375,17.17328385355537
OG_03911,14.85392944941859,19.478864125749677,17.166396787584134
OG_08520,15.33682172988416,18.893924689304257,17.11537320959421
OG_09611,15.975307610919774,17.920792691085335,16.948050151002555
OG_03658,15.285831771940899,18.58441263816089,16.935122205050895
OG_08633,15.198232095056078,18.59869406836846,16.89846308171227
OG_01728,17.260033835052802,16.354412169372463,16.80722300221263
OG_07554,14.455162400699598,18.948926696747275,16.702044548723435
OG_00234,16.398803689695228,16.86387793176977,16.6313408107325
OG_04170,14.17718657421249,18.957174718684968,16.56718064644873
OG_02090,16.75642828725832,16.246805818803665,16.50161705303099
OG_05757,13.409071905629215,19.46560384468241,16.437337875155812
OG_08930,13.035120008678815,19.738263953956984,16.3866919813179
OG_01407,13.05534039805723,19.434079835131627,16.244710116594426
OG_01489,12.624335315477072,19.83835363570641,16.23134447559174
OG_08095,14.23220583733488,18.195150630894737,16.21367823411481
OG_02853,13.698584560393567,18.573491531043853,16.13603804571871
OG_01447,13.294727270934859,18.894010781526305,16.09436902623058
OG_06993,14.872165056755604,17.107108027634446,15.989636542195026
OG_07351,12.537028254901731,18.97925615310703,15.75814220400438
OG_08046,13.943477691523189,17.512793136247353,15.728135413885271
OG_07408,15.450847188248197,15.774272433774478,15.612559811011337
OG_00679,12.454664314789838,18.757507599160682,15.60608595697526
OG_07861,14.182171817302681,16.916836010446044,15.549503913874362
OG_07519,12.95639439676216,18.109733864030865,15.533064130396513
OG_02317,15.05649296668986,15.713315533485885,15.384904250087871
OG_01475,14.120116543053236,16.544876623221132,15.332496583137184
OG_00986,12.192505133566863,18.460737487801442,15.326621310684153
OG_00020,14.586794080182523,15.838484102935176,15.212639091558849
OG_07441,12.739773901843922,17.621186732431408,15.180480317137665
OG_03926,12.91150543564706,17.316205384806036,15.113855410226549
OG_02949,13.778349481435306,16.371552447966188,15.074950964700747
OG_04041,13.552238653751068,16.550525131603873,15.05138189267747
OG_03061,13.063274769429057,16.946791162237652,15.005032965833355
OG_05445,13.295871415860223,16.6487188985104,14.972295157185311
OG_09806,13.419667836736778,16.43784356216,14.92875569944839
OG_08396,12.936942056130226,16.878595571477405,14.907768813803816
OG_02049,12.380180396961205,17.35392668347446,14.867053540217832
OG_08091,13.071507724843181,16.634281489570743,14.852894607206963
OG_03792,12.728439368811335,16.818641819552475,14.773540594181906
OG_00308,12.637158499658216,16.85246467323984,14.744811586449028
OG_05572,12.149638608380425,16.053721897741735,14.10168025306108
