Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-216-TP1_R1_001	11.4536	0.939071	8706739198.0	69463652.0	0.201813	97.85749007579147	5.500287936090613	17.86223859014021	20.0	133.49337955913978	135	9.090909090909092	34731826.0
POR-216-TP1_R2_001								17.776213123591162	20.0	133.48505471609815	135	0.0	34731826.0
POR-216-TP2_R1_001	5.91097	0.923314	11005304443.0	90436052.0	0.201717	98.07171359258898	15.030145138374884	16.8190556907891	20.0	131.7662871660961	135	9.090909090909092	45218026.0
POR-216-TP2_R2_001								17.045446229780524	20.0	131.8510581819737	135	9.090909090909092	45218026.0
POR-216-TP3_R1_001	7.744470000000001	0.908481	10582435034.0	87398930.0	0.200836	97.76758958909636	6.10217504899402	19.065284842441358	20.0	133.2784399305575	135	9.090909090909092	43699465.0
POR-216-TP3_R2_001								19.17653447622493	20.0	133.30899568221258	135	9.090909090909092	43699465.0
POR-216-TP4_R1_001	6.884650000000001	0.909306	10103915379.0	83368066.0	0.202796	97.91524137001646	5.531190820949025	16.404818148496744	20.0	133.27851333387056	135	9.090909090909092	41684033.0
POR-216-TP4_R2_001								16.80619424199641	20.0	133.3192258772082	135	9.090909090909092	41684033.0
POR-236-TP1_R1_001	8.25582	0.901788	5903538495.0	48872652.0	0.201912	97.68326731059639	3.393089116963599	20.164941145358952	20.0	133.96630303589828	135	9.090909090909092	24436326.0
POR-236-TP1_R2_001								20.401248917364413	20.0	133.9635048247433	135	9.090909090909092	24436326.0
POR-236-TP2_R1_001	6.89804	0.909035	9043048197.0	74659120.0	0.200965	97.7697956966954	6.002232624350345	17.592748879377567	20.0	133.24153089401537	135	9.090909090909092	37329560.0
POR-236-TP2_R2_001								17.99415862424479	20.0	133.27680296794284	135	9.090909090909092	37329560.0
POR-245-TP1_R1_001	15.5653	0.936367	10774357426.0	86032160.0	0.200123	97.69653635353217	4.679100315959677	21.557260228244417	19.0	133.7674138601193	135	9.090909090909092	43016080.0
POR-245-TP1_R2_001								21.47939213126152	20.0	133.75622732243383	135	0.0	43016080.0
POR-245-TP2_R1_001	7.3604199999999995	0.90865	8257782685.0	68226644.0	0.200621	97.68979685765592	6.7088242094526445	17.873812174433013	20.0	133.20304158592353	135	9.090909090909092	34113322.0
POR-245-TP2_R2_001								18.139879937836	19.0	133.2295969299032	135	9.090909090909092	34113322.0
POR-245-TP3_R1_001	7.08425	0.911299	10093589987.0	82936840.0	0.19998	98.0364468810042	5.006670018520303	16.726920944491113	20.0	133.54874521382777	135	9.090909090909092	41468420.0
POR-245-TP3_R2_001								17.172577602466845	19.0	133.57633377398994	135	9.090909090909092	41468420.0
POR-245-TP4_R1_001	8.14465	0.907273	9234520773.0	76243598.0	0.203138	97.68084535963445	4.453947948149498	17.32564486366556	20.0	133.48936717283462	135	9.090909090909092	38121799.0
POR-245-TP4_R2_001								17.66238656060878	20.0	133.53469105694617	135	9.090909090909092	38121799.0
POR-260-TP1_R1_001	7.4780299999999995	0.911616	8890449885.0	72918750.0	0.200515	97.83518369152377	4.628289965700211	16.937543950319707	20.0	133.7552729304877	135	9.090909090909092	36459375.0
POR-260-TP1_R2_001								17.43460564569969	19.0	133.76064150852832	135	9.090909090909092	36459375.0
