Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-260-TP2_R1_001	8.94771	0.904187	7494023662.0	61859582.0	0.202378	97.61016634582592	2.8925057386991955	22.235427192021774	20.0	133.99921273312194	135	9.090909090909092	30929791.0
POR-260-TP2_R2_001								22.45803297311494	20.0	133.99783357734296	135	9.090909090909092	30929791.0
POR-260-TP3_R1_001	9.148969999999998	0.906767	8102886365.0	66743376.0	0.201766	97.62208776843656	3.4144881811725156	21.914188070112345	20.0	133.8993631667658	135	9.090909090909092	33371688.0
POR-260-TP3_R2_001								22.15892252389544	20.0	133.90354338683736	135	9.090909090909092	33371688.0
POR-260-TP4_R1_001	7.49336	0.906282	9250508088.0	76195200.0	0.201137	97.77198762339103	2.8713900167023554	16.3746674078169	20.0	133.97637152996515	135	9.090909090909092	38097600.0
POR-260-TP4_R2_001								16.91660814299493	20.0	133.97402185439503	135	9.090909090909092	38097600.0
POR-262-TP1_R1_001	7.235129999999999	0.903969	9491613579.0	78623808.0	0.200265	97.62008253029329	4.726530000866147	17.194536152830082	20.0	133.54678491278366	135	9.090909090909092	39311904.0
POR-262-TP1_R2_001								17.571703054318604	19.0	133.57560188384667	135	9.090909090909092	39311904.0
POR-262-TP2_R1_001	14.9295	0.937913	11777859002.0	94030272.0	0.201466	98.30198063647897	4.290501574290741	16.715161593520477	20.0	133.56554114828043	135	9.090909090909092	47015136.0
POR-262-TP2_R2_001								16.883445311663564	20.0	133.55928337631525	135	0.0	47015136.0
POR-262-TP3_R1_001	8.8151	0.91218	11348705182.0	93221346.0	0.201967	97.80707368482547	5.516493211477118	19.925220096784614	20.0	133.46367616275353	135	9.090909090909092	46610673.0
POR-262-TP3_R2_001								20.48971251750224	20.0	133.48442488697813	135	9.090909090909092	46610673.0
POR-262-TP4_R1_001	12.9196	0.941155	11751986317.0	94728358.0	0.199479	98.45539280183712	9.780678158531915	16.545015888552598	19.0	131.76923564958236	135	9.090909090909092	47364179.0
POR-262-TP4_R2_001								16.65225449290142	19.0	131.88949589942223	135	0.0	47364179.0
POR-69-TP1_R1_001	7.01456	0.895621	6634854905.0	55353204.0	0.200161	97.52191341189604	3.591019412344238	18.598972676544207	20.0	133.84691737085353	135	9.090909090909092	27676602.0
POR-69-TP1_R2_001								18.888406962610077	19.0	133.85024100863248	135	9.090909090909092	27676602.0
POR-69-TP2_R1_001	6.7443100000000005	0.899306	7330327627.0	60938624.0	0.200109	97.61205785696939	4.12188154549358	18.295581111774	20.0	133.7719714183241	135	9.090909090909092	30469312.0
POR-69-TP2_R2_001								18.232006126133953	19.0	133.7759565427667	135	9.090909090909092	30469312.0
POR-69-TP3_R1_001	7.750419999999999	0.913688	10917187745.0	89827054.0	0.20086	97.94274883578638	6.993405946003481	18.360495114886263	20.0	133.01379684565856	135	9.090909090909092	44913527.0
POR-69-TP3_R2_001								18.809383568136482	20.0	133.04653174977776	135	9.090909090909092	44913527.0
POR-69-TP4_R1_001	8.047609999999999	0.908605	8691072844.0	71495372.0	0.200846	97.77560995142795	4.100229195394955	20.889214993229672	20.0	133.79666323017383	135	9.090909090909092	35747686.0
POR-69-TP4_R2_001								20.98740689580451	20.0	133.81118693948468	135	9.090909090909092	35747686.0
POR-72-TP1_R1_001	7.695069999999999	0.906062	8579875927.0	70854038.0	0.206542	97.85074288165711	4.284295269395432	17.3193119479955	20.0	133.65304283716335	135	9.090909090909092	35427019.0
POR-72-TP1_R2_001								17.66984605583876	20.0	133.66932936129908	135	18.181818181818183	35427019.0
POR-72-TP2_R1_001	12.6148	0.937595	9146657097.0	73037554.0	0.199566	98.10091806407848	4.76767221505215	17.833566041780188	19.0	133.58781834342372	135	9.090909090909092	36518777.0
POR-72-TP2_R2_001								17.64127414575634	19.0	133.57667730767653	135	0.0	36518777.0
POR-72-TP3_R1_001	6.95077	0.903963	8029581374.0	66591262.0	0.20063	97.61863708670344	5.127914346319498	17.03967407676636	20.0	133.39022870598248	135	9.090909090909092	33295631.0
POR-72-TP3_R2_001								17.30622166321193	19.0	133.41976921836982	135	9.090909090909092	33295631.0
POR-72-TP4_R1_001	15.100900000000001	0.937028	10145708888.0	80936190.0	0.200292	98.11289735472558	3.986474426482875	20.503441053419593	20.0	133.80242119131134	135	9.090909090909092	40468095.0
POR-72-TP4_R2_001								20.44224700885175	20.0	133.7849883717037	135	0.0	40468095.0
POR-73-TP1_R1_001	14.157	0.933311	10675544376.0	85404982.0	0.199048	98.17677511187821	2.965381807667881	18.271956913121485	19.0	133.96024058643323	135	9.090909090909092	42702491.0
POR-73-TP1_R2_001								18.24741169497912	19.0	133.932164425724	135	0.0	42702491.0
POR-73-TP2_R1_001	13.801	0.939677	12334202635.0	98334436.0	0.194911	98.16668680225857	5.346903105036052	15.100839741799248	19.0	133.49117678368543	135	9.090909090909092	49167218.0
POR-73-TP2_R2_001								15.177448371210104	19.0	133.5045512032021	135	9.090909090909092	49167218.0
POR-73-TP3_R1_001	6.96648	0.908948	8774610397.0	72381886.0	0.201234	97.83359779344624	6.209929210761599	17.005332111183563	20.0	133.3622587839173	135	9.090909090909092	36190943.0
POR-73-TP3_R2_001								17.31061959260289	20.0	133.40629173437122	135	9.090909090909092	36190943.0
POR-73-TP4_R1_001	7.22064	0.910231	11270193339.0	92644734.0	0.200223	97.93222404682376	4.001296267175899	16.77292240892085	20.0	133.64939131888488	135	9.090909090909092	46322367.0
POR-73-TP4_R2_001								17.135255529207114	19.0	133.67433864076938	135	9.090909090909092	46322367.0
POR-74-TP1_R1_001	13.3575	0.934576	8031689488.0	64193492.0	0.20039	98.14956170401733	3.617419601090751	18.990929169726797	20.0	133.90529962133857	135	9.090909090909092	32096746.0
POR-74-TP1_R2_001								18.92620442840989	20.0	133.87570715112366	135	0.0	32096746.0
POR-74-TP2_R1_001	7.1994299999999996	0.906974	10672475609.0	88193110.0	0.20346	97.76117836208945	5.019949826639928	16.864320377472936	20.0	133.42648383756963	135	9.090909090909092	44096555.0
POR-74-TP2_R2_001								17.188593716792255	20.0	133.4512147944437	135	9.090909090909092	44096555.0
POR-74-TP3_R1_001	13.009299999999998	0.937688	7828533744.0	62452970.0	0.20002	97.6550517253193	4.5820948775426364	16.560322220367482	19.0	133.69314058242546	135	9.090909090909092	31226485.0
POR-74-TP3_R2_001								16.552044130120933	20.0	133.6978049562735	135	0.0	31226485.0
POR-74-TP4_R1_001	7.844239999999999	0.907715	8714909544.0	71790990.0	0.200625	97.70236174612386	4.079665834495543	19.719967196986232	20.0	133.7438799214219	135	9.090909090909092	35895495.0
POR-74-TP4_R2_001								19.984638440180987	19.0	133.7547847438794	135	9.090909090909092	35895495.0
POR-83-TP1_R1_001	6.238309999999999	0.905387	7305072168.0	60492994.0	0.201678	97.82186125170792	4.7798774235828185	15.092548465086665	20.0	133.36589506546824	135	9.090909090909092	30246497.0
POR-83-TP1_R2_001								15.564772443626566	20.0	133.4200405422155	135	9.090909090909092	30246497.0
POR-83-TP2_R1_001	13.958799999999998	0.935094	10481887214.0	83695116.0	0.200237	98.08535128277343	3.264686612961354	20.404001988508057	19.0	133.96201434262903	135	9.090909090909092	41847558.0
POR-83-TP2_R2_001								20.23812363033815	20.0	133.93257056958976	135	0.0	41847558.0
POR-83-TP3_R1_001	6.44419	0.903238	7223681590.0	59750636.0	0.200202	97.65093413278444	3.515438701671841	16.900700985782933	20.0	133.86586295081446	135	9.090909090909092	29875318.0
POR-83-TP3_R2_001								17.186447906689267	19.0	133.86118584578747	135	9.090909090909092	29875318.0
POR-83-TP4_R1_001	7.079439999999999	0.905244	8558647192.0	70698642.0	0.200293	97.82486185120737	3.9667207541077407	17.476136628403665	20.0	133.73969041725016	135	9.090909090909092	35349321.0
POR-83-TP4_R2_001								17.78379321001185	19.0	133.74985089529724	135	9.090909090909092	35349321.0
