Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
ACR-139-TP1_R1_001	ACR-139-TP1_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17713047.0	2.3 Gbp	0.0	15-135	40.0	36.991613531923896	133.2829639079036	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP1_R2_001	ACR-139-TP1_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17713047.0	2.3 Gbp	0.0	15-135	41.0	36.65786923348267	133.32861048694784	135	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
ACR-139-TP2_R1_001	ACR-139-TP2_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19284414.0	2.5 Gbp	0.0	15-135	41.0	41.153706866812165	133.53166800920164	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP2_R2_001	ACR-139-TP2_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19284414.0	2.5 Gbp	0.0	15-135	42.0	40.66595153175622	133.56336381286982	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP3_R1_001	ACR-139-TP3_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17958626.0	2.3 Gbp	0.0	15-135	40.0	33.00340650427493	132.85508301136178	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP3_R2_001	ACR-139-TP3_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17958626.0	2.3 Gbp	0.0	15-135	41.0	33.05505947110284	132.89077109796708	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP4_R1_001	ACR-139-TP4_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20242106.0	2.6 Gbp	0.0	15-135	40.0	35.125513740124894	132.84503633169393	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-139-TP4_R2_001	ACR-139-TP4_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20242106.0	2.6 Gbp	0.0	15-135	41.0	34.780780473384084	132.88577853509906	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-145-TP1_R1_001	ACR-145-TP1_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21582899.0	2.8 Gbp	0.0	15-135	41.0	27.223159588782174	131.98960867119843	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
ACR-145-TP1_R2_001	ACR-145-TP1_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21582899.0	2.8 Gbp	0.0	15-135	42.0	26.496704130164233	132.06642851824492	135	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
ACR-145-TP2_R1_001	ACR-145-TP2_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17694377.0	2.3 Gbp	0.0	15-135	42.0	33.48182969137267	132.8555359140364	135	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
ACR-145-TP2_R2_001	ACR-145-TP2_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17694377.0	2.3 Gbp	0.0	15-135	43.0	32.76863062974903	132.92694667916254	135	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
ACR-145-TP3_R1_001	ACR-145-TP3_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23046062.0	3 Gbp	0.0	15-135	39.0	15.627460443048838	131.15739339762254	135	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
ACR-145-TP3_R2_001	ACR-145-TP3_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23046062.0	3 Gbp	0.0	15-135	40.0	14.915562521804171	131.21455817484133	135	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
