,Component_1,Component_2,Component_3,Component_4,Component_5
OG_00001,1.7379493118004152,1.6429488765149503,1.8981902205729417,1.0834675189940766,2.7031685280742828
OG_00002,0.9114619864186481,0.8219358255109682,0.47769572179350517,0.31367298553753764,2.180257093674028
OG_00003,0.20380108935223196,0.12673151499452343,0.30909060191731585,0.15082220680972405,0.0
OG_00004,0.6524881898224318,0.44481210093103307,0.6238813273016405,0.2329538137096301,0.6861752228015404
OG_00005,0.5849302164802636,0.3993199253268752,0.704833451597281,0.27333975701973195,0.6191917990953757
OG_00006,0.6979626845540772,0.49421709545589065,0.8777129873303637,0.3918405963928043,0.7043766076089865
OG_00007,2.0533987569189267,1.7936483960145717,2.437303126336887,1.2997394181615902,2.7800325197866362
OG_00008,0.37521197091055414,0.3213119544219201,0.37264305424847716,0.19412136337427252,0.7512536484019526
OG_00009,0.10250519370524107,0.23293497975442543,0.04807943066844046,0.07795445020292203,0.6390742165780454
OG_00010,0.9987078341174113,0.8233469282402044,0.5930124376955117,0.36682999338475075,2.1353589899588674
OG_00011,0.34098160159892776,0.40060326237108107,0.453406494087224,0.20693621005927398,0.5046055499909949
OG_00012,0.08071068468749802,0.0,0.10864289270183124,0.10587930566533264,0.16994042802530765
OG_00013,0.16549145914395058,0.0,0.14146480006658715,0.1081760079576063,0.0
OG_00014,0.32503478459804624,0.041626964097997,0.15138525474407769,0.0,0.38285092564393897
OG_00015,0.4544534939179708,0.3966135581382764,0.39662224657530637,0.2438244811774747,0.994099946375144
OG_00016,0.14831871699847815,0.3707422626098881,0.0,0.2694654351205315,1.017206667805089
OG_00017,1.5397416199405098,1.137577086876952,1.5940208588710554,0.9353227172172894,2.216978421397547
OG_00018,1.1660273258508007,1.1077986475159256,1.1121436302865244,0.7240016078009546,2.1350994702268515
OG_00019,2.6962187676876237,2.584903375728809,3.1415786235238192,1.8316041263736071,4.138249189742277
OG_00020,2.6515781339909763,2.5522067472705623,2.777577961357994,1.7454072013099557,4.609449507128402
