,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Species,Sample_ID
apul_ACR.139,-0.3371914564528446,0.02132458761990828,0.0035286009492418234,-0.028162855213842344,-0.43917026085103383,0.3007223857505949,0.19554757459691777,0.37622095156707147,-0.055505405290972185,-0.1449731250051213,0.06161418938446183,-0.059110928476376126,0.15635136680800413,0.25165474480334765,-0.059874796653209945,0.013980414503779867,0.15641556448317023,0.040258464488143075,0.30456983499409185,0.32612245479022617,-0.3804849475890266,0.0870089965960196,0.009193741788577079,-0.04104145759052688,-0.02214176267920698,0.13575430977840888,-0.1228446146873157,-0.11981178432159718,0.14902609265656694,-0.008667914276300428,0.04321180639932911,-0.012408126277553635,0.5112785911460176,0.024083059371844955,-0.025373327598946355,0.06773293857635303,-0.15400354990454657,-0.12253776235473808,-0.03496593506822025,-0.1540533695343425,-0.016627208566417154,-0.06340094101966803,0.22901062062947233,0.11115574207484094,-0.058695792805394095,-0.14202865980504642,0.06423410252348555,-0.06667073048951178,-0.02569684487572618,-0.05616761344832775,-0.08116422088617244,-0.2452097753257069,-0.057124569279119644,0.03688285266107701,0.334649345925483,-0.07977253109864332,0.29835707189872945,0.02652609379034704,-0.07968220623564853,0.03548327894594687,-0.012451285247635134,-0.13693075989214054,0.05455860012130452,0.04578095065561218,0.5417772794461154,apul,ACR.139
apul_ACR.145,-0.10403550577702791,-0.05395838948269298,-0.02249966437450972,-0.020013060026348294,0.17726921496806927,0.03177186245514086,0.3924318992211347,0.06834110810638064,-0.31207573021299045,-0.04139142107645328,-0.09742840825672341,0.013775613643304192,-0.1724191153185879,0.01629804937898511,0.061903777656732606,0.1881948603028468,-0.06073403691620743,0.13986015581892625,0.21974800567780203,0.1596002962279604,-0.13919879790369372,0.08932480403925507,0.1983550744309323,-0.015717943733938172,0.15945770217601563,-0.19788429343060082,-0.12450485817453512,-0.10725546408299803,0.10358759743279944,-0.11275016006710553,-0.16801641846472093,0.11449832047561974,-0.2450937214407541,-0.040958955304577924,0.034238223534475226,-0.014410758775186586,-0.04424422377831243,-0.0424424308454196,0.09347935694081064,0.08653038480127129,0.019577880289170024,-0.04067116584657349,0.14614682086299127,-0.08415673541984242,0.2699603241396624,0.2092575650676037,-0.1585088339790903,0.14037032546403924,-0.013806851237650146,-0.08634725090653726,0.019894607546473573,0.2201894612415751,0.04457407955698319,0.0431658392820146,0.5028036248296974,0.029875073475041716,-0.0074732540029210535,-0.040972007616425825,-0.09724944507303787,0.004658653775573444,0.08307080516174832,-0.1514774105172137,-0.04522303846269016,0.35405552677762936,0.24552353721809697,apul,ACR.145
apul_ACR.150,0.06624714625809938,0.13080370891879167,-0.0013462041391592247,0.4352726956064373,-0.00022041001905713644,-0.04523004910344783,0.36843139552542403,0.10403963476497291,0.04398271121416108,-0.08105279486593632,-0.09498427202135233,-0.005367533391555059,-0.00981852861106051,0.2480718168897424,0.07276064579120975,-0.016123821582860517,0.06834832058517396,-0.09143273559001198,0.3347978579053997,0.2230103993297291,0.28828812349501465,0.07167890502623729,0.21570126347588717,-0.07822066412760188,-0.005995930296282765,0.40814093828895154,0.16584974893261492,-0.0643358388161186,0.012324848273005916,0.14954741323433332,-0.18552960605701105,0.06196252563467858,-0.15176337066710793,-0.023551720608056995,-0.13474369828616772,0.07641422170803312,-0.08757908443121064,-0.002097212008383882,-0.07628421508112616,-0.06115229498981444,-0.0304337905998188,0.0957876092833211,0.2810507949695184,-0.1282129827694206,0.13906830724939073,-0.20592325061249392,0.01954107099745387,0.009643886579660775,-0.04792775925074838,-0.020694231506975164,-0.040759958336259255,0.23606888486824718,0.05205425369476,-0.01166150991332247,0.1613048008873011,-0.017846156376506054,-0.0900870490541704,-0.141088159255991,-0.06680670858403412,-0.013790552941701438,0.010672727184773554,-0.023771067842018382,0.0004933471254242474,0.2918046514616543,-0.23318457570707843,apul,ACR.150
apul_ACR.173,0.14335023697464416,0.1697475297590501,0.014980362904676452,0.4654317585072394,0.16409838585677458,0.015027932828075654,0.23589311910320204,0.33807177674980465,0.11320667577337386,-0.27802084532692795,-0.06827730585635478,0.021208674160934998,-0.23445480631971702,0.12099316741838136,-0.11110908689663547,0.602156639504087,0.02593786946656794,0.009719968901235857,-0.06527821516065524,0.32273181300596554,-0.2409874037006097,0.10649486880696224,0.13325382354453016,-0.03592316710349032,-0.04955549788919528,-0.009165639490966567,-0.09969464107552845,-0.097540433580272,0.10996212762589792,0.045481125158283224,-0.2207484870047166,-0.0023784953974877545,-0.03141136044174026,-0.07124017017702011,-0.18159553731694475,-0.21185379371894839,-0.07193861171894894,-0.11850343250088051,0.2582993849781342,0.054818578888424355,-0.013407027311017852,0.0922100217177697,0.19304953663315538,0.17188317738409173,0.24590196799595976,0.11857749358039917,-0.14929396488611527,0.4672113653504529,0.04916282388980677,0.05087508348232767,0.005929145953101053,-0.0291460040229422,0.008486478059737514,0.04812136292568327,-0.013709246547241337,0.027926434717320845,-0.2728464464176316,-0.025303759727999392,-0.026281685725690576,0.049636719649528364,-0.014550233250804076,-0.05931839545245558,-0.02438015670463656,-0.13136458988768743,-0.04919117310691523,apul,ACR.173
apul_ACR.186,-0.4377091943296483,-0.15406383078442126,0.11650832389096925,-0.19212921370319339,-0.40486869112835683,0.18244001306234953,0.49180357275017667,0.26454800935404965,-0.10117901782912332,0.37576274262935283,0.2067037409269666,-0.04506561461517625,0.28862736865087274,0.01247000062888855,-0.03661242681779503,0.5665546807058734,0.13892441772494069,0.03264771810083999,-0.09525897411092897,0.13929843795747604,-0.05398465893423079,0.19086209514676072,0.2906734041776938,-0.018741993970870282,-0.0824604215599766,0.23248036248331622,-0.1607061889829946,-0.0634204914987932,0.11449965225445886,-0.040546146915857714,-0.16215350593489683,-0.055985146573589537,0.38846696420483046,0.09782444041832693,0.06538054327976003,0.7327596353943951,-0.25759304503887454,-0.10473688654269166,-0.06030321885300884,-0.16021287024935396,-0.08727996148645802,-0.0670542234284144,0.3185160173982794,-0.34553235599613746,-0.007509794853751753,-0.16274282866841588,0.2050016463966391,0.19461120737721094,0.20477210804313795,-0.2286223665043544,-0.08688668821542046,0.2532122516491287,0.08839068126034043,-0.05962373168777872,0.40514608513854417,-0.02349245516671191,-0.1342042818547668,-0.1696598777511216,-0.13533082192550877,0.018581334434632987,-0.053421439927937124,-0.13193368543230508,0.045968050946400926,0.15267525321525177,0.056230633106440706,apul,ACR.186
apul_ACR.225,0.16818139472988153,-0.004313926046275686,-0.04096906399199564,-0.29740806020770655,0.1411434472059264,0.0638823962956089,0.12987945298656786,0.21171231318000228,0.20900811120588128,0.26237537372293496,0.06786826418137902,0.019109422427123372,-0.11376981646170527,0.3157865587466947,-0.041902828654027995,-0.03791524541052637,-0.21349979865134222,0.15142052491871189,0.22311442168472487,0.31397042085328236,-0.05208661507540455,0.08073205081562407,0.38257662043467194,-0.12221274562226887,-0.01131202044126028,0.020898332861168815,0.12462304321350196,-0.11659232971344778,0.31092926581747465,0.08576091657626321,0.029554629267418635,0.47196909249049634,-0.0008743372425932008,-0.07033444038989414,0.5073419181466362,0.039959163091372374,-0.17773127560726062,-0.16963680175179974,0.32042615037689415,-0.08916286908203455,0.04354030007819822,-0.21488397673172985,0.3762907509978762,-0.03380647347974536,0.17151040667143022,0.014729824910486761,0.08205930165526211,-0.15030290462863485,0.21477250950323437,0.045144782860181955,-0.14507996957617472,-0.08751411332514664,0.09926085820527465,0.04814004288143908,-0.005958479507965243,-0.13088452190434252,-0.09942597194603801,0.08996920804066026,0.2882415355867823,0.10662271012169709,0.2442944520297886,-0.12246740725488901,-0.1302116208257014,-0.5796782237155931,-0.1649892799703875,apul,ACR.225
apul_ACR.229,-0.3258955163703025,0.0024363629307582986,-0.03971522205902133,-0.2314500902794897,0.15313214262961605,-0.005649892820429854,0.11160198489373147,0.04474764545194172,0.44764684278633465,0.08533106830374423,-0.12123123412238396,-0.09321501460500266,0.08900436243747127,0.22501036743726016,0.07427707268526047,-0.11640588287275737,-0.05925889867044363,-0.004534613534135729,-0.2318628976543837,0.19597103889701398,0.10957533962629301,0.06856160941372293,0.12986673664129805,-0.1064074798352322,0.045912246236147994,0.24060887683728732,0.19900587105581244,-0.13159578249488244,0.15905830171509536,0.27067007988008657,-0.042936358746106865,0.28842428681316384,-0.0010749832094064417,-0.05423261996276301,0.3056619315891844,0.10646630333103035,-0.06550554031669985,-0.07191616387761016,0.08446182376156651,-0.05423102222288612,0.014442432248992962,-0.01982712237996654,0.3136534741824974,0.3914720613086486,0.07851575836197222,-0.003954122417869651,0.007850739887985538,-0.2264186576611151,0.027068444672377547,-0.2511849438206774,-0.2737998037152861,0.05218589281411535,0.11731542174056182,-0.06338476977727224,-0.05530017349634773,0.14304590380589915,-0.031512935028178535,0.3214050005397255,-0.05514917585638377,0.10404370615758236,0.03268787017708041,0.04223210647603218,-0.011781551644145303,0.1257475402495651,0.15457084799244122,apul,ACR.229
apul_ACR.237,-0.06135032878676392,-0.08267336499936366,-0.016155104425293592,0.20161846979135167,0.24844285900096338,-0.07152847458506882,-0.1381470213772259,0.08800840376522213,0.189345710134688,-0.12719350688416722,-0.07983868097236548,-0.0021000861332323424,-0.05191352384211211,0.2507936752418673,0.06959564243298517,0.02469258747980026,-0.11715305007825846,0.08150765535314115,0.29296719067894333,0.14924330023513757,0.16647498060536228,-0.04141522004969314,0.26369955921958693,-0.045334381388483086,-0.06290158149075117,-0.11980468091287903,0.10290223488169628,-0.062175854376868823,0.09796300246530266,0.01340628953438856,-0.08440251178678207,0.24146064718626808,-0.10357169565053383,-0.03349064162433122,0.2711780204651386,-0.04356024258454613,0.024254925221510713,-0.05279200501913143,0.0055067039341431855,0.03664387107159652,0.024046229378733828,-0.011825023671453687,0.3039502557453882,-0.1017884499563965,0.17609576911666425,0.2801156752111477,-0.035729923031131615,0.01436442012436685,-0.09838700800310507,0.026533066303228114,0.010945884160402427,0.15975985346587135,0.059570977026373255,0.0017526499925582468,-0.08185450700111468,-0.02462795698680997,-0.10842555729557751,-0.11708642751905378,-0.08819177147844054,0.040935592714607866,0.013645432133011852,-0.05239680203113985,-0.11209450780942565,0.23482998358591436,-0.1715324207742895,apul,ACR.237
apul_ACR.244,0.03578232811703867,-0.019642322693186318,-0.06682777939078612,-0.09857071483667618,0.18871657948791315,-0.11912249262674197,0.013517606010815178,-0.00593710402064897,0.26127162575006585,-0.12390110433441591,0.140440101170495,0.05020785918159987,0.05985501554594124,0.22689128017698165,0.035886521611393,-0.01924684545156612,-0.14683116866026402,0.06436144959579641,0.010863632768893112,0.1529469031413136,0.15120225073420865,0.013032110469140098,0.29666662542190764,-0.08280819765597529,-0.029844591569198345,0.12522902561097116,0.1566356888619292,-0.13554948973311454,0.15023243151458288,0.19067200149814056,0.5204304451448662,0.40228566531397825,0.09148868651509257,-0.08127788614435572,0.3217863567653004,0.12586617260485236,-0.06061954894791791,-0.06711455338967864,0.09273424627489128,0.016524737378057985,0.04549193524233934,-0.12317219811693335,0.30846970541725977,0.30650845514440556,0.07959781979645753,0.085478933956577,0.0860320965767778,0.06201456658951431,-0.4744820067957145,0.021653236895653245,-0.06043415512433115,0.18925143958375842,0.13391921469683585,-0.044396634703796053,-0.03663086932899947,-0.0006027291386962467,-0.35960653725844616,0.1456765552024834,-0.10817880025000319,0.08617988935456825,0.13978885444443498,-0.06275103106418765,-0.18396072255340273,-0.23441474753491012,0.05780791660334851,apul,ACR.244
apul_ACR.265,0.010427583576379539,-0.11367174271968286,0.03225412187339668,-0.08835721939691535,0.15489506071755987,-0.029484534870946988,-0.026150674014515478,0.04790192983782299,0.2969694970441518,-0.0510032977679512,-0.08265857946216934,-0.04550616944470417,0.05206353753840964,0.08910358753640113,0.122324042931128,-0.18924827761102275,-0.04204950456340088,-0.12106054432110817,0.23318376043494538,0.0954112314101225,0.07132694908304153,0.08287258093359037,0.4070674177567682,-0.043965681958084785,-0.09390739171830285,0.2488364155238568,0.13453760622768357,-0.1370336792793661,0.07128062987999731,0.1441413791990003,-0.10315018810287074,0.21514919603619603,-0.2147590333949414,-0.047013463825321185,0.24775825972475857,-0.13865335248450558,-0.015618673081416075,-0.022491468631943977,-0.09976680595603425,0.00011589449217028955,0.01902890233385841,-0.09915726709894603,0.2661421647513331,-0.03884181469745851,0.29035216773389694,0.027174605971403958,-0.12671657774586118,0.035771480378795954,0.007650743454703168,0.09014007151491217,-0.05686850324510234,0.20561493261433947,0.18820282161745364,0.026749274703664457,-0.11615565966903225,0.04757682798821015,0.000308649048602532,-0.0694456494897795,-0.09887256693692573,0.029570905665089825,-0.04100150547475776,-0.10451880462369681,0.013006485759363955,0.29532268018017427,0.2570170484694242,apul,ACR.265
