OG_ID,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35
apul_ACR-139,0.1006543663994017,-0.25873701606980715,0.16092067273003763,-1.3142480239001866,1.4203744159887302,0.8009243443343168,0.13552817230135725,0.6443368947126457,0.8277999291566835,-0.18252603442359064,-0.10154328173203635,0.08953995659974567,2.4192888700080033,2.0040227701186653,0.34386923645878065,0.5208469221192447,2.293878209937394,3.701168565347315,-0.36912183610352606,-0.3880369294860291,-0.7380506422828669,2.4104158643249023,-0.727700729962066,2.7650342984028984,1.1530197345435704,-0.08874843402817181,-1.6593738197175987,5.308915455623616,2.099948705917468,1.1524237701517273,0.6123752003207825,3.3700599417612795,0.3776563448638927,-0.11850223374610934,-2.095719304607258
apul_ACR-145,0.7163712744713296,-1.5456711456554284,0.2737364322021202,-0.8238387966909821,1.9951452898647417,2.1623465915004774,2.069845452638472,0.9161357117265796,1.0196224284257622,-0.0333984371180549,-2.2781652770676977,0.6378319715084352,2.56276834424883,1.8930442596922656,-0.01407734924580584,0.6118507523439675,-2.217215596948597,6.052379485371307,0.5141622275914663,0.6630365889452049,-0.0043775937803879365,1.5845299003965063,-1.0768248943417005,3.5307726488903044,1.3063321041757932,-0.5543111279118392,-0.6757368397644402,0.9926442688836428,0.38698830322415506,1.5424880589999068,1.4298210550115025,1.1459697659827088,2.4748886033911908,0.7708976237079987,0.5297402762383049
apul_ACR-150,1.152208061684925,-1.7354543147159638,1.2192621370962662,5.081380542600156,2.0596700917763924,-0.29016367335886994,3.368383005701472,-0.3777988076970773,0.7935605714684124,-0.2233158563365091,-0.9420679505275963,-2.413553300886476,1.0680584688955717,1.537811222799079,1.2049977993017897,0.3028632032096586,-3.7275962967896064,-1.4771446103954728,-1.1087302871131532,0.6723359018071425,-0.6771780832034072,2.3475019603927008,1.01369744914567,3.9069679369121744,0.07694929319755153,-0.6683263464177637,0.4765057712394608,0.9380018298205122,0.6965084017278101,1.0719408279193703,0.361122192154218,4.03617397899659,2.266401013149834,0.263897341041791,0.41219770587536725
apul_ACR-173,0.07459273049842118,-1.2877755390868237,-0.1512495455386983,1.7030612628573227,2.0132813364323887,-1.8291767727084265,3.1119496460631946,0.48230550096026115,1.5585439184629148,-0.8688509840875447,0.5265351700149178,-1.0061592606015395,0.6027191123019657,1.7667658704504954,0.9767962943282404,1.2289871999435666,1.1324076581424594,4.770676885313964,-0.13794525353663023,1.3832105997219621,0.37766257681165866,1.5215532540296568,-0.6781879206238084,3.1454090301717414,0.736980514460384,-0.6386237830547847,-0.9382079331307911,1.1082389825985783,1.1009527284514635,-0.15046676026934103,1.2532573402836418,3.0917922122049806,1.4718725716598597,-0.4339254078776442,-0.4426235926523516
apul_ACR-186,4.0673755313414945,-0.8354997607468669,4.219213060559678,2.2290422187144205,2.976888294211128,0.41441260000403835,1.3248630877143661,0.03251780185977904,1.9068327247431027,0.014113211991041165,-1.7173752801113664,-7.562380964839069,4.001634540095396,4.353379753392943,0.9277583388943954,0.3805068377440687,1.6766409438605319,5.465101676207263,-0.7795163403251406,-1.494021613748512,-0.817256707175153,2.1543564850597914,-1.2419608694718016,2.67104237447666,1.704572806856397,-1.3677787795680352,-3.741506207554379,2.9977608066167467,1.9024203688989012,2.180662194738726,0.6373918384977395,4.3832881351791695,1.9330535918942144,0.19072394650522234,-0.792243553860107
apul_ACR-225,0.3204095184655275,-0.9530189230904409,0.1646836203899505,2.6830674597897217,1.6326317653309408,0.7355223404348451,4.223184124723519,0.6703609288895194,0.8029091129231808,-1.0757767316503697,1.240431206844843,1.445614662393767,-0.8812828594707173,4.042264925785604,0.4080007663531083,1.104739640621958,3.1685150293613975,2.0070070394537884,0.4353645089610667,3.3099275010700624,1.2523681595499847,2.324197212045069,-0.8426191692922544,2.8075060075523135,-0.6499229436277737,-0.3649165420563632,-1.9699038182759405,1.885308237051013,0.9997575024425104,-0.6079259368226224,-0.7360789931857374,-2.3254006332871304,3.4445210555242363,-0.6012702860404754,-0.3725724160691007
apul_ACR-229,0.25984650586914054,-1.054176924910841,-0.005075350067676446,2.0303913214698515,1.8100275516777748,1.9727796228226313,2.2318270808734284,0.3473656113863853,0.816203821046025,-1.1554476891793528,5.314690776903904,1.2438594938197023,0.48046243851654824,3.87953116638783,0.019159756686797567,1.1474183594272978,2.6507476853454643,0.2946431973234857,0.5024255909153617,1.091307218415539,-0.2084066269351791,2.100725654907695,-0.3441381860443217,2.804710283015535,-0.16799887613414333,-0.43410180766256506,-1.7837030110178662,2.5454346634973235,1.2127381033988311,0.870430953998043,-0.7155471535326257,0.7373278760410359,2.2592819267451856,-7.321753461807922,-0.5372874144367495
apul_ACR-237,0.2893339542284901,-1.3594945139174706,-0.004704333073539267,4.738031144119267,1.5326245515171777,0.6693278814427407,4.443604203288741,0.31331984471598817,1.6260106006228008,0.7036918274937666,0.9838933545817269,0.35421582641884825,-0.3052962099921457,3.2186917873162018,0.9819989729297757,0.5219577548264401,-2.2413449233354217,-2.054409443755345,0.5277120417148745,2.732230781363265,0.2786798709633886,2.6785631492314015,0.3817543667151727,3.778039492337437,0.19340362151628296,0.08342460875635613,-0.767829469912989,0.12100832118180786,-0.011805486175830788,0.02899374002852484,0.8419423116547406,-0.13857056627642897,1.7724130394913236,-0.8834356520422411,1.5907336496086208
apul_ACR-244,0.3375013060509518,-0.8560017525783316,0.738630311193523,2.7287386261567304,1.5400451392578105,-0.5804797338278989,4.125217318535899,0.9788718678860444,1.824845211472861,-0.08867194429772779,2.6453075855167345,0.5285976045959009,-1.4952270716330531,3.1375172454528357,0.2242450204063926,0.6319114622257439,1.3844425872307935,-0.5175706012122004,1.3472790762109281,4.081879100128368,1.0455569782431091,1.901692515002978,-0.2228623376914335,3.2085750966853603,0.016110566740197632,0.4872394477862049,-1.3459974127535883,1.7616084263960858,0.5304581723099038,-0.7686738673366418,0.8945184851519753,-2.765439355838271,2.2618823354677304,-1.1419471244198052,0.9610627260355039
apul_ACR-265,1.4587017557069564,-1.4134005328782844,1.7745035649293346,-0.5106247523730466,1.9145637005650444,4.436189923309829,3.4059566602476683,0.9866244339799222,1.2050882686845503,0.7273960507864746,0.5258022258205644,1.9521919033708364,0.15606423755346827,4.354757534052293,-0.4103543485453585,0.6309568486470464,-3.721475887807925,0.8818992329330728,1.5716874350430763,1.990251393293998,0.011623228361381164,0.9395510871547329,-0.3006102650715275,3.31708450202689,-0.5439774384744105,0.8560416791751433,0.04361586259268132,1.9783509045478451,0.22930080204055936,0.5414953153070874,0.3968717643160165,-2.0813792267544304,3.014046223037201,-0.7247928271360407,0.7938327855711322
