"Predictor","MeanImportance","Type","Feature"
"lncRNA_51589",0.219712923115902,"lncRNA","FUN_000398"
"CpG_ptg000015l_9571908",0.107149373396313,"CpG","FUN_000398"
"lncRNA_18653",0.0807945226915046,"lncRNA","FUN_000398"
"lncRNA_9231",0.0713952507689833,"lncRNA","FUN_000398"
"lncRNA_19947",0.0644947402582,"lncRNA","FUN_000398"
"lncRNA_40567",0.0631392701107284,"lncRNA","FUN_000398"
"lncRNA_910",0.0445717441616233,"lncRNA","FUN_000398"
"lncRNA_909",0.043194097951864,"lncRNA","FUN_000398"
"lncRNA_51500",0.0431860208131677,"lncRNA","FUN_000398"
"lncRNA_45302",0.041558083084883,"lncRNA","FUN_000398"
"lncRNA_7612",0.0377866633531655,"lncRNA","FUN_000398"
"lncRNA_17900",0.028945487372907,"lncRNA","FUN_000398"
"lncRNA_14848",0.0252766588978004,"lncRNA","FUN_000398"
"lncRNA_51499",0.0242583100880929,"lncRNA","FUN_000398"
"lncRNA_47361",0.0218641931079495,"lncRNA","FUN_000398"
"lncRNA_47362",0.0217556822862841,"lncRNA","FUN_000398"
"CpG_ptg000022l_5985652",0.0210277995149764,"CpG","FUN_000398"
"lncRNA_46639",0.0196477897304237,"lncRNA","FUN_000398"
"lncRNA_51189",0.0181119915235161,"lncRNA","FUN_000398"
"lncRNA_6419",0.0173360753540781,"lncRNA","FUN_000398"
"lncRNA_42568",0.0851874784108311,"lncRNA","FUN_001472"
"lncRNA_9056",0.0647817008964273,"lncRNA","FUN_001472"
"lncRNA_18446",0.0540313743424288,"lncRNA","FUN_001472"
"lncRNA_18399",0.0526194578331951,"lncRNA","FUN_001472"
"lncRNA_18419",0.0425685711353533,"lncRNA","FUN_001472"
"lncRNA_41396",0.0419565502883985,"lncRNA","FUN_001472"
"lncRNA_1241",0.0402824732021492,"lncRNA","FUN_001472"
"lncRNA_48372",0.0379857855849713,"lncRNA","FUN_001472"
"lncRNA_38159",0.0370896636692301,"lncRNA","FUN_001472"
"lncRNA_29686",0.0324085621949331,"lncRNA","FUN_001472"
"lncRNA_14982",0.0323621513629938,"lncRNA","FUN_001472"
"lncRNA_41125",0.031538085123281,"lncRNA","FUN_001472"
"lncRNA_27085",0.0298763050316065,"lncRNA","FUN_001472"
"lncRNA_15171",0.0287980395820314,"lncRNA","FUN_001472"
"lncRNA_232",0.0280114989545198,"lncRNA","FUN_001472"
"lncRNA_30058",0.0260848017543768,"lncRNA","FUN_001472"
"lncRNA_27144",0.0250995413038398,"lncRNA","FUN_001472"
"lncRNA_38160",0.0230486370325845,"lncRNA","FUN_001472"
"lncRNA_1240",0.0223130127877213,"lncRNA","FUN_001472"
"lncRNA_38082",0.0222093473066442,"lncRNA","FUN_001472"
"lncRNA_453",0.157639358903153,"lncRNA","FUN_001503"
"lncRNA_455",0.155588918273869,"lncRNA","FUN_001503"
"lncRNA_452",0.150483118937271,"lncRNA","FUN_001503"
"lncRNA_499",0.128446764056721,"lncRNA","FUN_001503"
"lncRNA_25970",0.127007766783331,"lncRNA","FUN_001503"
"lncRNA_19759",0.12585526707573,"lncRNA","FUN_001503"
"lncRNA_19760",0.116721241280034,"lncRNA","FUN_001503"
"lncRNA_10510",0.112409760694129,"lncRNA","FUN_001503"
"lncRNA_43060",0.104477216257815,"lncRNA","FUN_001503"
"lncRNA_41442",0.102030093567621,"lncRNA","FUN_001503"
"lncRNA_14915",0.100754472037442,"lncRNA","FUN_001503"
"lncRNA_13951",0.0974859309633827,"lncRNA","FUN_001503"
"lncRNA_10947",0.0806796772183004,"lncRNA","FUN_001503"
"lncRNA_18655",0.0755243755352679,"lncRNA","FUN_001503"
"lncRNA_25406",0.0712534036603405,"lncRNA","FUN_001503"
"lncRNA_41147",0.0696825753665131,"lncRNA","FUN_001503"
"lncRNA_40970",0.0681674092932553,"lncRNA","FUN_001503"
"CpG_ptg000015l_9449994",0.0640936213405884,"CpG","FUN_001503"
"lncRNA_26826",0.0577922532998792,"lncRNA","FUN_001503"
"lncRNA_26547",0.053810308093954,"lncRNA","FUN_001503"
"lncRNA_456",0.21175911796135,"lncRNA","FUN_001545"
"lncRNA_1218",0.196600030495575,"lncRNA","FUN_001545"
"lncRNA_453",0.154155824473189,"lncRNA","FUN_001545"
"lncRNA_455",0.15312134863897,"lncRNA","FUN_001545"
"lncRNA_452",0.147869650825666,"lncRNA","FUN_001545"
"lncRNA_10510",0.125786250025865,"lncRNA","FUN_001545"
"lncRNA_17843",0.101764617765195,"lncRNA","FUN_001545"
"lncRNA_38157",0.100387996626871,"lncRNA","FUN_001545"
"lncRNA_17840",0.0990924349618078,"lncRNA","FUN_001545"
"lncRNA_25407",0.0915252629664806,"lncRNA","FUN_001545"
"lncRNA_51590",0.0893635303545659,"lncRNA","FUN_001545"
"lncRNA_25408",0.0870532538142901,"lncRNA","FUN_001545"
"lncRNA_8601",0.0688580486779603,"lncRNA","FUN_001545"
