,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65
TP1,58.433620694897606,63.823376039197,-6.425619168941061,37.63582855238665,0.8931313646199615,23.81152707633716,-12.214782729394994,-47.44540069123192,16.970292304720832,7.724531273269615,0.550914226286893,31.46755488152714,47.763585849818575,19.049244019893155,-25.241792062706857,-33.39999958043714,-8.99531589775694,23.483137613914568,53.9081522822261,29.93427811356332,-1.858015031529518,39.214025192814816,41.16323274441507,10.952248406102443,-1.4770023270779133,42.86310534305795,56.2790552013393,41.5825744020038,28.687925351105203,-28.1807680520815,37.12738259359582,-21.764400856465308,32.06413458378284,7.896027575213515,33.215298244033,35.092651021103144,3.8164911306047054,30.139038166949348,-28.385421912022853,51.70918789028546,12.02073502757383,-29.324290566815293,-10.361168940842362,21.988973822732607,13.083126070556169,-1.9824895112676155,53.046996325647,27.691256633784963,42.05224631354675,-16.57875656795114,37.03059580578575,34.90477411844565,47.50613210222304,31.49020832748647,25.89935735454947,18.961065178976646,61.58630910727689,17.931266797285847,16.302670757862657,18.907281838197495,4.0567415410214585,13.025717595006837,-0.05112675584881748,-12.637550219420678,41.70092933702166
TP2,-20.393624774982676,14.816450565496387,37.21154327327744,26.60779216773071,-11.903495246788133,41.611119978927945,-21.494317279375647,8.165890614857993,48.65771590323384,63.82729749622467,1.1928468033695314,28.926690683473637,-13.250717389985118,16.1075022370129,28.931989620388766,29.467873423661903,8.703431200532123,53.32817189528765,-1.0469210697331512,-0.10683803765348948,-10.718967708752766,21.64087253101017,36.86201284652611,-39.23264211091019,49.683989544330245,51.24803145783792,33.18691213235436,29.74545267828499,18.960131321083093,19.854557316906845,57.449926394665695,-15.441985676988198,27.456367870253537,8.82495613529237,31.646092254131602,27.389691852417645,58.12135241133273,33.43684405865991,-7.3515503697843,12.107712992439913,24.96670760118943,35.823981725536704,-7.643725057618531,31.724235274683505,60.048331134657985,-5.934774166098854,19.166633584375514,28.58029039771215,-9.226317000163377,3.8603252199913674,25.97065409790501,31.962215084125493,29.388638970248646,37.262348636304814,38.01718963688583,43.87459530151838,0.3907363393999467,34.238182202605884,53.74302172220597,46.19209133439388,-1.663706156451674,-6.208286133504066,55.955547656655405,10.936452774349995,7.223168187084189
TP3,3.1764302171605676,-2.418833545148999,-14.604116608827736,31.236799866165374,-22.842846189349558,37.79280460352703,-12.938724387158732,33.688386147953224,9.633353872608307,39.143954175772386,-0.31105782840296387,31.668946322995403,-19.670578675537065,16.77357913150524,-56.58126034688179,46.77128617188393,62.66704300187661,14.232859817040893,2.4663584124735305,-14.203073700177717,67.9294257678947,28.447923977218807,30.85043961882427,-34.06759604491379,9.681987195362355,-23.737416387802824,15.178831002522108,34.61051195355431,-8.967705483753749,-7.116086971249318,20.482001837422683,-7.8883349408146275,10.061242431667823,61.26954544577006,15.549321563198234,47.2503568330817,-15.474201721190267,41.831910243817916,26.695282469487907,33.55493605805579,52.36009731936173,-19.149084000836986,-2.0876713881592015,36.0847389622498,19.821902319923876,57.647582846289716,9.276893432375468,23.453161760379977,38.42791876590215,56.90225766912123,46.68189366558287,28.751537659052556,32.36398389413896,23.901680263887492,16.442088433040766,27.84804457202784,-0.37882489710495165,37.91045007568912,0.7422677676529761,25.052221290121214,57.23432245858348,12.351783879792292,-3.5745272934804526,55.950757716311976,9.061788849880534
TP4,5.710219329365282,0.9686416606326924,42.779340558908046,37.716538773161,-27.60816538972266,28.988905323634423,64.39643608131843,-20.635932930566373,46.46553366582162,21.295310655515475,53.65954460008816,31.971395551127742,-23.83523902762162,53.92730430822795,4.502583077953417,19.96919257947377,1.5324906303523815,-9.913927442883038,4.216382644465671,-35.5951038428733,-2.4556152748420255,33.74574788466589,12.619992669047365,0.6317353820944828,-4.653561920424009,5.103674816313605,12.065952047991939,-6.226360438384215,45.3697006296544,-39.276327505178614,11.780009761224164,13.154531316354241,13.50220614494083,27.57215817655759,26.279577903392248,17.948990076468682,19.377189183332728,14.435685147983362,30.821789291107905,14.881432994454848,26.168753767115177,-9.334106827379049,43.82658581654246,47.04018253890072,31.87365831068251,-9.039225756661084,34.990121729130344,21.479862948774638,42.49241780212044,18.420697666347323,25.56516960393587,31.903908316741816,33.98470758391721,34.388265750779404,29.376708970571837,19.281955821078466,18.139179395811688,28.08523670798127,-18.931948278466724,33.96221576085996,-6.8971039050428855,58.26684441146079,-7.6979425979550635,-1.0522134078021568,57.512199859208884
