"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"2-Aminoadipate",587.032803660244,5982.44835899445,595.913270291157,2105.91430768698,5156.4662258115,856.341995559226,NA,474.295821727728,NA,1058.1220767293,NA,210.450940218813,3061.87419061673,1835.84604833185,2539.87184345195,560.272333460767,1123.69881343164,261.052795446855,1494.94930890954,3513.59552288327,3622.1526079018,4434.2720766353,2885.07400947022,823.100718718598,1176.69122120329,6514.68255670202,880.505923236585,2523.21543551521,551.65478712876,1106.15086445416,214.08083165507,3256.59429735887,1088.73787613237,3604.49021007743,4241.79876915397,818.484914856282,3909.41150312858,3505.07475572321,3745.55129275032,2501.81878042013,1066.58887936135,674.911917697628,913.993291800309,18373.8727208529,2741.44785778759,879.170116052552,2430.43629033628,1071.42735583419,1127.27103977307,5210.88011387522,37980.8956075346,1976.1399184726,640.596079923205,2257.7351094362,3272.29690126602,1287.46438170538,364.091739217424,920.366625135899,128.63377765874,1123.18667306342,2493.7684323879,898.172356628921,15932.9355392351,5545.72081993927,4196.6325727612,455.027345203998,1247.41932732698,372.822131261147,686.599926566003,1848.2914319419,223.150300254414,1057.77276483646,211.577709229522,817.494507868588,5693.31911620534,766.717764969062,61210.4289879102,152.037427772905,2841.61385204023,305.596895754527,916.459310661661,6850.91369647864,3810.98649386334,260.346912972678,3816.55422529281,2305.53690198155,21915.0926984044,1254.95095204786,2804.88933899135,1005.56578439774,788.069827316955,4474.67481965795,966.383758739984,583.586411609463,208.317792568479,3541.85978617516
"Phenyllactic Acid",21341.0776012157,12779.8857345213,38742.3919159234,8465.23448645868,15546.271276649,26784.2066462888,34354.5027513335,15376.5368942386,60653.2135003091,27333.6929420249,6667.60659385494,35456.7360502166,12438.2573188643,21145.0528939395,19896.8893475951,30379.8870007289,20001.5732136444,19769.012468226,12511.1517608,36690.0158121842,30372.157672644,40384.3306845753,28845.4064869031,14683.9413984743,16815.3018229591,28504.1345957887,30418.2812759252,21730.2714445769,17058.8481913609,48056.3108206576,29443.3996330289,28974.0321800688,64168.9743146563,10023.852696094,36766.6752176938,23571.8656891502,14938.6594736139,83618.5697426504,23433.7352771317,19782.0305756632,25181.7101085855,33879.7040434591,17455.3733838117,22820.1189351377,65306.2657853877,39851.3869512398,16488.5300765819,28041.3635260088,18168.1212019217,26704.6442447005,19238.1646947268,16323.8485292873,29675.3157595937,11396.5326861047,33753.9776741143,32769.6986587357,13320.4232260955,23881.286480013,19906.822431356,30896.9755898961,15171.6408350662,18107.9921888567,11944.0738129955,15865.9018350416,83820.4263082389,13515.5739607993,32772.4856854339,37262.1511477469,21809.6451011122,15026.2191995058,6643.40984031659,22146.8011819801,20713.7535917254,52571.480005904,13352.4727805713,57967.7639447287,20229.4540909724,31800.1082454969,24749.0596275953,25234.450737584,42056.6152707602,11351.4618947035,8302.52449695501,23640.7607926873,24707.3091291206,27990.9343630305,11876.9498812837,31984.8068528086,37564.8745416183,39766.4744245172,31960.3318266198,30063.9985958842,29221.8360907631,23612.7534158636,21603.6963278654,13686.8474119778
"Urate",517.456079006924,6408.33399405476,1449.45606749942,1494.47354800081,813.828295665959,514.173090277514,1624.87224084677,432.89128655677,1692.60135655362,405.993578763627,426.665248059058,811.893738207121,2052.87833710034,616.88697722889,1116.90340739416,871.209025093063,555.296347097276,383.12517057748,1033.48768312642,2174.34808599731,1947.47691263539,1418.61715993563,2361.88317346036,522.812466066142,365.418743572713,1030.76496963607,2399.65078293585,780.990837648187,879.588682651438,466.65615416634,565.54214256596,4998.07926818362,764.758652408827,1906.22205620363,1313.00204784885,1894.96165892689,1236.06346775442,1696.84911092214,1018.00952773656,917.833275764271,727.649235807547,440.340914608294,2934.82757726227,3326.83029631373,854.527334495523,834.897156267812,841.978484992254,517.597508695272,977.876336187443,1743.67337699608,1222.40736719136,1276.74317331803,338.013556675489,1132.9801143926,2251.3655876336,1569.80969116556,648.909463516535,796.326457184357,341.251651210814,2906.73832158954,1402.72579787866,890.907094675077,1708.2129636625,848.912010314051,1213.4630882463,404.726607205293,1345.22137838001,1007.52524767476,3775.19873393525,602.652170980249,749.158227657081,2633.63823980892,644.072163003989,655.718690107577,2056.2832586472,908.960426666389,1426.91001124333,477.734080067945,2138.44957925557,393.154707627881,1201.66180539317,2102.45471592641,946.24302395446,665.32737184289,1309.31099879829,3707.75318731997,1190.25153564488,1405.79613264241,992.941562879983,1166.3843890032,1634.29592587354,983.997824031643,1309.3023326967,553.125379053979,370.183157654673,2029.29997351732
"Glycerol-3-P",315210.46290046,171741.479688633,404336.782533827,11752.927588966,7595.44909502127,187689.210429837,21771.0943008603,69805.411974991,35989.8206328303,417278.203602133,184.928540869566,36026.4250982425,67197.9531616433,28913.9958870229,70498.1215342206,386333.531924687,280062.711204127,221531.752430754,25431.3628378491,76174.7415005241,41200.2640379063,359089.983135145,47861.8470242694,10602.9208111093,76479.1817006642,40792.1538850106,206211.217900446,113624.326819138,10142.8388684962,36195.2187050454,306707.753267529,153764.428135865,142637.066547128,21860.0870537457,28325.6242845311,5605.11129973095,56881.4026179175,126765.207208019,48680.9487195928,112065.272184171,189526.147160424,17862.2115237721,14748.3592948644,104439.35292251,89664.6630472213,7590.00605345255,20185.857714854,388649.741032587,53321.6525483688,15857.5861652684,492.253995989267,53650.3227580861,439201.408209164,29746.5563150017,32410.3292302975,51427.1018930185,8515.66249067692,375084.615007116,5450.43907044125,341235.065694842,22187.4087661025,100463.729970098,110206.091874836,22833.353570296,64810.5360224065,7466.79398788533,524564.856208413,23474.5118511387,20430.4864814877,115187.651024757,885.110956634226,261826.809467095,12154.1178823345,8349.74941896202,23308.6417408548,38875.1741684452,14430.3150486853,5775.48857091305,40285.8564434622,15632.6411805851,34828.0891270202,47979.0938871885,21778.0010863663,8688.67403506391,41815.4347533275,475794.160242942,25406.5273978886,540129.191903591,59115.7850361166,438691.102101001,709383.735021539,12237.5862711728,94041.4130110196,25603.4518634857,4213.66273476883,15481.5667755259
"Suberic Acid",3082.21740792612,3099.80021325894,2648.86816676313,3231.256069959,1886.28649348933,3501.06270199452,38512.5112651564,1336.97460916168,13277.5368825224,3881.34662162924,1087.82457377914,2964.70418525927,3949.73196891884,2589.58688162942,3935.95618154789,2389.14777934334,1579.80231363824,1833.92181943273,5220.15074561212,9968.31722413497,10818.7423153998,5523.91418321687,6904.64762502211,3326.15493486025,1557.13325242834,4019.13802733042,6699.17320835244,2174.98176112525,7321.87633295626,4661.9675088695,1369.19365028237,24852.9087193588,4719.95524508999,9022.74517837045,10837.7514984619,1732.74609946642,18920.0332480581,6692.8828161143,9719.29664319387,2073.50595425932,1933.2908292099,2529.54275696248,2413.22583584798,15352.6248222391,3728.55701755026,7088.58454433627,3384.62143727208,1734.92049029071,5416.64023766271,6886.75729958675,1312.59456764467,8566.73856618144,1507.60127558541,3252.55948879657,12986.3781369581,5287.70774577608,9156.42750336925,4546.81127457244,2718.93609343129,5621.06279073898,7368.08639266051,4042.79300306651,5723.66904910208,4671.80828980926,4858.35003429394,2354.64621949546,3112.27159360782,6013.3288923603,10504.1014763886,4684.92583724676,2326.11337453984,3036.30016229618,3783.75126673968,6550.56458674843,6224.00696860099,3339.28001865072,702.766360836477,1308.89575277988,3437.2277948437,5810.80304720499,7561.264017501,4548.80803037304,3072.14478833198,3037.5059855433,6808.4734928309,7592.83036109928,986.678592650999,4090.57335832342,3941.71584645342,3254.82310666804,3024.46422450623,3224.09767718051,1816.02561746769,9391.43073674382,815.357432699869,13230.1703114001
"Indole-3-Acetic Acid",527.183517610942,272.844024014548,651.281571945722,182.318332342599,246.513220687658,229.391323365036,NA,348.461307986217,409.592197705657,531.440500986428,39.9247734641737,182.135407273354,517.061418923575,369.112281954816,361.683432180604,398.72464496939,304.10575617722,431.597422609793,202.258070029504,277.308300503701,256.566624117314,500.327604620014,293.818628413513,82.8457534821905,214.435985896076,555.598859459188,492.552210462766,364.744879200097,NA,NA,335.955026455073,883.720525455467,349.21228249684,1330.34007068665,681.387953063235,144.653882709174,454.818950422528,344.919335374742,339.258741776515,270.657595837558,437.943802088092,338.796543759208,NA,1462.82323269883,385.670420543206,167.527913592103,417.363046520052,409.741112899535,333.622895788535,221.077396996777,67.2814040485949,1017.84286698573,430.873661809102,172.262514836476,514.556318808062,215.720541297469,NA,377.495937912685,NA,615.293516410531,239.843454056166,182.934099549877,6242.27519096537,219.715141621056,200.387931333838,NA,539.220847691874,137.170733662198,240.316869272072,363.368227623529,115.788866991199,573.0407590995,161.267047346887,NA,1699.756707612,458.208329062813,76.2067436905426,81.9681219010652,191.947163223149,165.962506520962,251.360556231379,528.363494880321,426.866334393797,141.209804872697,439.559670385625,719.035807383427,82.7075910946676,734.725586261817,470.630891015639,343.027835735773,918.351062812201,310.58249849518,467.019002956571,NA,75.6307033789709,524.933517865585
"Citrulline",9675.09784615321,8025.50243726122,11918.0789950643,7768.86749591001,23287.0764711306,8658.38004907208,16184.432770328,10113.3901542512,14249.8919027986,12884.7798225031,4901.60854546982,5135.18298280457,6740.88787736067,10370.4094421751,12397.8583194568,14040.7446864899,14408.4962383299,11675.0648572388,4551.89253761052,5922.7227533595,6850.65694224132,10570.5162472297,5830.70337055731,15945.8246587713,12294.1387454779,5595.9841052836,16053.7257829188,21567.7825717503,5069.59653997659,6501.78164095679,20968.6612328939,13857.3843701478,4346.93251877467,7161.55726616112,6208.75008352308,22633.6162350892,9800.79214857003,6865.79735423338,6868.03684110647,18878.7040297338,14699.2727893186,25558.1315771842,11337.8747037756,54722.9101680977,4906.69387234566,27882.1388196175,6138.33077277779,9169.14023545942,4656.13617680291,5124.43880155745,14358.542575201,9914.04512827764,10788.2439688673,5372.48092455998,7229.76198989389,8569.38099076735,7068.91032327013,15166.6140490069,7463.15956610411,13972.0376550626,4392.06846607636,9352.18327959884,200928.148605556,6429.73661597658,4806.36446405223,9568.92381723462,15350.18552383,8974.83654067518,17486.0738471615,12092.8066588279,11665.84557804,10999.1617579863,6050.92071669238,7928.71120646606,8302.76536337468,18562.3748221637,27976.7882263877,14880.902105909,6047.45968691084,29158.7308841605,11413.7511696949,14413.322952725,8958.83196536642,27470.9435260236,6090.54907170841,21882.5556772282,7003.16474618198,9720.85258091241,4046.58838167738,24011.4733397925,17091.8410736027,10261.4270271826,15062.0582890063,22859.2372352911,3884.66637067698,7115.30434329736
"Inositol",33587.8849013062,62013.9908564351,33350.9948467442,118206.307748099,74792.4327709327,39510.5804102459,42802.1188010281,31532.5925062799,105114.212769169,47120.8955168089,36859.5826601147,39482.4760849114,50171.2415925824,70841.360190853,91799.011641265,27874.403876917,101713.483772282,41358.0804409302,110185.918857561,122859.965390626,109037.477209883,44193.3549909439,103212.057603223,34220.337802506,72961.5695580684,132846.515356376,39073.1536018642,119104.461264276,38023.589315233,135136.529347861,106438.872649926,106819.877942306,102473.061248341,144534.612039558,133451.378944034,34848.0096112684,135274.104063232,132520.682447121,77809.5637804074,147887.632236942,83549.803705794,30534.242124614,36136.9542827577,164893.730178183,140196.059153852,90749.3697203827,108765.31584611,64999.906115651,66933.8510939992,127031.567831958,48127.6419994675,78665.7763854911,64465.3482732521,87566.9887794332,113810.054187594,54824.8482930699,29049.3891502953,36644.5138132581,27549.2285832304,23740.3018719779,62850.7295409005,31440.081554715,96191.4115872106,127208.68088813,139811.007189946,32185.9617648692,49833.2362842261,46219.1122258873,26205.7598290667,52031.6544769064,207983.137633791,30781.7869844161,32396.7306594774,109010.686404048,129105.185874959,44630.6222741602,51085.9786165867,32470.2109605322,68756.0843088133,32039.0696452654,53080.9108271684,81973.8108865646,137007.742710155,36095.6734323009,71720.5642547553,37077.4489354603,57682.1570849847,41727.032471415,91272.2314476272,52247.6474290172,59692.8521063396,94179.5576746408,77777.7999778218,59203.2262690074,38052.338522131,121293.832182755
"Glucose",2368.35453344446,4802.04061492263,3414.58063838813,5227.81228418078,3042.21278939346,2227.91007512631,NA,1137.00404720904,29520.1584122256,4574.69347018112,4548.03462257811,10625.1846340392,5496.65783731191,4230.00549131858,8042.62211276734,2721.76226353265,3960.72240975363,2757.91419951427,5641.00827927712,12870.3538523824,10014.4507581809,2858.44826354254,14080.1908741507,5436.48876546557,2451.81746287458,9439.39528197604,5995.18239271683,2250.43548088868,6240.84032538121,9679.38274039764,2150.10413455763,7603.34977617191,8091.50478681982,11466.0304786989,10102.7476370722,3821.48360662035,5092.78051715887,10318.2946817566,7033.84915716221,3181.7000295009,3037.11796125117,6889.74504148214,3686.22857387959,11120.8273831225,12057.6825890067,12300.7801877598,3361.46780203319,4799.8409175567,4195.7851955008,12523.1031533631,5097.89112953402,3286.9430666622,3480.27637070687,3493.36003088324,10123.4553563299,18799.8340086117,3402.83185859623,2992.39152188305,3571.84909860402,2973.51668612956,5235.54343688432,2100.3674026149,6780.12124637267,5047.591039566,10285.5365146147,3331.21966429565,4633.72321441891,8954.2981864965,9811.57612311933,2276.25498638165,8782.46502249825,2395.6904328075,7984.46043728332,9993.45545564443,6849.92190598348,13115.8444438121,5443.92375745995,2724.4926294201,3392.24088014611,4480.48534382776,9442.9272960586,4190.55481465106,3423.37037545577,2627.24575698538,5909.61632754992,3508.28225398888,4828.47494819508,1823.3121980953,5347.99806833827,3403.95515346897,4979.13892533365,6222.44345539895,5539.8305495221,10491.1154127219,4800.2384105583,19148.8517453792
"Sorbitol",4801.7762942305,73919.2519701967,98833.6455010474,2823.39872274827,31906.012216829,46983.5343395978,13648536.945002,1134.66503306157,17332.0211939282,121187.496709878,NA,2082.77480804583,246427.931642085,295.688313640869,24388.8352310041,81473.4002103265,123417.13567281,3657.11845095994,2105.12137239422,27495.9545174067,3864.3074025632,85884.656213815,4735.7228850142,340.927870420781,67258.3705409402,2462.69873060428,175292.250672963,1909.2539110732,1968.06798874729,2394.87154654733,15968.3851240349,39396.7836037002,2709.06733014561,102332.758375958,11341.4643058597,373.263263436769,144726.984766183,1843.17931936933,5084.77795370934,124477.309049323,3649.07790410105,1108.36400140684,160.500888126473,8606.69603633976,53042.8422269175,1498.39728369117,20236.550982558,717.965328111615,9485.85885055452,2554.88227692671,1597.99794352344,28532.8835082467,2200.78374773499,1753.99146100609,2550.04133880992,22558.9478935989,1642.72867337452,76408.7945682411,767.364832035439,99653.9043261957,29086.4257124158,42157.5772230255,1288.32155545644,1995.41184306715,1527.64015819719,491.015944834289,67213.7561725735,1453.54737717251,9419.0535019139,394.358044623593,171.383684027458,161781.084944824,1435.13667861274,1356.59062345071,33815.7747737206,3054.3446474501,NA,488.941840570084,19537.2895021726,1566.54609894779,3093.15101232496,2045.29529754982,1545.83292596792,1455.09321023222,2332.69263529323,132138.772786337,199.00443146544,165941.178556473,1536.16101282396,71078.8510209782,141205.009581946,9453.00789406043,89901.2460178041,3673.36254495236,365.538543806919,4122.05736336267
"Mannitol",3324.71147364428,977.698661423444,21689.2526017426,597.205906282353,11410.9898791637,3483.64605493803,1037937.02686364,3922.71270411277,478.683180009591,9088.99453026896,1119.2153730587,738.794410511991,4107.92626987445,4005.1097032565,579.64579992632,1706.48557113935,1851.25970079314,3740.83563931387,649.005265584359,557.51275313676,122.384402545929,4950.67181705087,210.75038605932,767.942146482269,1372.50184150576,114.212698321905,1430.09064230279,5708.06918351092,1174.46854666167,1211.52516166986,1509.4177594735,1133.68488842539,162.182091772335,4501.19944553333,162.913597712377,990.95933427551,2045.07609046373,122.189676195767,235.652300861727,2896.49750000405,10146.1895255684,550.153945531956,1298.00692724722,650.537985638109,4082.31525452136,344.684416732923,871.841983259303,14766.1286501425,423.412180885344,206.963929257757,679.414027060049,721.328323076887,4719.86851968929,237.559973831308,198.802110566764,599.688211369,873.41210704282,1469.69708723419,1359.61213884404,946.833391451596,661.779397732892,4253.27022316642,16762.6424627515,232.055814058,334.84069739586,1151.55374032707,12187.0844428686,503.58805191548,337.694615601305,2740.40829838569,726.607123165216,2410.44709415529,645.210239848631,1226.60515542036,885.89867944025,562.590080154704,925.159680239159,560.340592574807,477.038375464767,244.683378387209,521.024092941707,918.773000403596,582.486489126744,408.720067701867,712.170550591034,4130.37538152412,1553.47465079322,2789.49229078153,542.870948402785,4131.03014606806,4639.23853388468,682.938463926246,5007.49114197692,660.835961229351,757.333825532918,126.194673762611
"Azelaic Acid",17055.5244000393,14384.307370575,16113.0310848555,17786.499298656,8234.00183045293,17710.9164084729,114595.225053226,7790.02723758236,55817.3275642173,19045.4274287966,6342.99447864132,14164.9695401661,15600.1578694948,17956.0361201479,25091.8174835956,8986.2558774572,4834.52291174261,10408.8928500265,34069.76990079,43027.8167164707,47130.6642450431,31114.9615515924,26596.3766306833,18487.9856801947,8655.12871519283,16951.9903123843,33567.8280375471,11616.8272699794,39976.5803932033,24709.9788544799,4843.0651326169,79789.6290504009,26468.9198575243,33187.179115792,44458.9014763946,11512.4439803046,89624.5611497828,30605.1557705226,48991.1054675061,17354.2792709976,13480.7152651613,15602.6034875636,13780.1593116645,79208.6246461267,17977.485538036,26471.4396254277,20968.4111949296,10475.2299402829,34562.1798386252,31222.8211236096,8708.47019493897,45953.6074475239,8199.95507428915,21581.2951408248,48021.0111595211,24705.5664060261,52988.750781592,31766.5721490677,19860.2107327678,22588.4586757764,28656.6314308163,22156.3113728574,37526.4403222969,26569.1765298006,19704.4395055999,15598.4847885822,14573.5288780893,37455.3533525209,47905.8007729597,32060.410271265,13050.1593943728,16284.5846660962,23121.4361054725,23154.0078915637,24854.5121374742,19272.7844536456,4586.15819167231,10120.7796698519,21747.3764916816,32097.9650901095,36002.9883934864,29618.8366918357,21627.222335567,17271.3019349913,34551.942838634,31278.2754018523,6095.69416026075,17301.0829794914,30198.4234314234,12821.2507304073,16719.6439984992,18272.5125359299,9611.78346588353,51765.7306168565,6261.24954134229,45137.7418827693
"N-Ac-L-Glutamine",2026.34913494938,1514.31299797808,2962.07341299949,1554.6385996693,3033.21659910768,2816.38746740561,1209.16033351586,1440.14880401779,4419.58407421621,2930.81155343081,186.564967772843,1018.76813293536,1899.46126872005,1626.13708735318,1686.1016105631,1613.2528193434,2079.4708758371,1595.76972537547,1126.25200470265,3482.28911942788,2300.41488089599,2391.98159724693,2300.3546646848,804.331084075519,2272.89324589066,2002.07619507802,3002.32928635913,2728.35695907949,1002.81435108667,3303.8655776905,1793.71457096044,2555.22567289439,2015.16111178886,2178.80168890112,2081.37525819167,722.800947855784,1865.52518762668,4218.42698658286,1525.83765589427,3072.89349462265,1967.73413907468,969.829507966851,567.217804549424,3881.23975910987,2224.11409323034,3544.00344748167,1271.34596446039,3201.13272090424,2305.85111456968,1029.44592899072,1145.49037656964,972.750344968766,3430.18969557535,1583.8538646657,1029.67835109532,1125.14118297089,853.410646065779,3673.98113730838,711.988774653933,2329.85758479721,1856.86352688096,1038.82231139019,2668.27520366171,2628.9063804974,3345.06219031038,565.819046871618,2976.77889487306,1075.73087147632,1014.13220215963,1421.48422847869,1188.07845410433,2488.78130646598,813.814010439308,4314.07983098983,2161.15647091025,1478.77216076589,923.512837664619,648.935749147543,988.51002147229,1018.18141374338,1413.318290079,1233.54645405292,1190.60709440635,769.725971864528,1927.07766680698,3503.37530067938,859.026702335891,2785.65576479955,1976.70029853143,3006.30308973505,2536.26068751918,2933.55379238661,2535.79054048794,1321.97076463535,505.083518703535,2374.55207025317
"N-Ac-Glutamate",189.759646062455,865.852323945271,728.131206612342,1075.88932294315,149.644143314134,378.410434394013,2132.27794408765,308.131002266541,5411.68625705353,600.074738901317,NA,1443.43390808873,890.397921131833,NA,848.648575155208,1711.06414024684,1266.88347042328,176.015351990968,NA,1267.96834072127,827.823065044537,487.07491042193,727.997192654279,493.618388190241,371.470768206379,1579.56037696789,729.355161625158,304.362051884148,755.884518718479,2034.31168771749,236.774787647489,1639.11567898072,499.025108034179,730.499163174588,707.345259349498,891.394346644209,1299.43686690057,741.501712623218,670.292046091119,859.812020442056,347.484840790945,1296.58333724201,502.142501850212,1634.14272166963,392.253838407062,15371.9889746948,600.565012864756,291.733563280771,NA,1184.44631740906,1497.12702331625,897.024038481083,82.7183013225686,356.863279824182,1650.68766215603,2781.22685913241,1014.40019619414,775.173438720759,1332.08471656121,597.96808451858,451.458189907801,NA,1617.19261042918,1670.3415906604,679.951740769578,440.025337674036,336.140360411123,6958.53028264752,3538.41485771541,300.685888426709,494.883793710372,415.659221093869,837.37596559589,1882.138026393,568.141884964626,2439.85411962506,341.928009774002,1362.04911044611,627.329158305811,3079.00044185555,2019.75358915772,377.161795930648,339.135893339566,4790.0775408154,686.80111345342,831.642217443586,888.293756666005,1094.08535565035,NA,691.584725532603,601.964705500954,675.24428608135,2148.66675921065,2973.20422367284,1074.81257631695,680.916484839548
"Glucoronate",1971.6048736597,483.33253857752,2165.9478230319,1868.99990349832,209.342968160023,2663.49806249818,4865.76474229285,2323.41534217013,7228.56010962748,3530.25745823845,NA,4748.94852607635,2191.94481050781,1330.59088718533,1268.59619162314,1584.14244145299,1768.12991904656,2627.17301963828,772.398059769558,2043.74588090036,2219.25145059829,1451.64947468339,2391.90884774611,2902.33690174278,2019.78068090433,1395.15864928706,2295.77211985072,4617.51494514861,3651.10452442039,6642.01042833572,603.031027884542,2755.522803766,1994.81388055929,2238.23415270154,1925.83598767941,1768.00821878125,1320.84101455685,3298.20472777226,2165.93274592911,2096.87568817671,1923.56798489609,4232.17698197608,2007.55070700635,6220.84906681337,2636.73682355499,4939.1880550808,2069.45440586004,3381.06285016812,766.063481624381,2105.26700004238,131.652867656212,1620.97985112562,3519.44894229687,1435.57488410732,1769.92919343479,3630.85700133354,2916.3284608337,1412.35428010734,1513.92067996673,2184.8292857794,1014.00017218893,2397.17953397889,2168.93920675157,2280.304113881,4205.70418468265,3269.60856742913,3972.03289266671,5068.26545427569,4854.24130553353,2308.77345309948,238.326551588974,1805.75486252764,2469.29695246467,5553.98598694791,1739.93758504961,3573.48286170736,167.362045184179,2698.34076960396,951.79546983287,2099.90804825066,5904.06554768558,2151.05902569174,1785.96241389228,2949.07329338248,2095.9615153425,1551.71798458505,223.958365969583,1860.96347805622,1644.48839534863,3720.092060487,2306.73690915795,2485.37381757076,4046.36804059824,4568.9344023587,2992.10288115935,1589.96652655738
"Xanthurenic Acid",1445.19631051682,1744.12695891903,1131.05550176042,1942.91079732289,697.912678942684,1546.9706836089,763.080193522775,1103.37392907947,974.262125028535,1054.84782728025,NA,760.994113044608,558.825770229341,611.744138439615,1749.80503472941,726.443948848901,289.373779808419,869.41509509541,1514.47180064979,1048.97131171878,939.073357426211,747.255323925365,1924.15682860578,1518.28055568137,602.672153707577,1705.60510722823,962.423560844522,905.103319689154,1146.45433664119,1487.77885799643,1244.97176869946,763.237656606793,1278.2285599154,908.209162996511,1086.38677710145,1228.79750892724,1000.19599765674,1150.09987709702,1363.08972581299,448.920961549117,786.529451648175,981.197909659264,379.992900237828,4405.43087005029,670.598863294909,1154.45019288342,1892.82494666869,2355.16218588818,1547.36474154819,868.879909595211,727.921830202675,419.42255399093,1832.84972296769,1622.36998837018,890.487779498723,873.898525990135,1102.94722626435,986.378599176512,828.837626774551,1398.39863802291,949.674774093431,1079.2690907256,750.026992569676,1406.76217251553,454.567507272695,1464.39771601244,1341.00638746389,614.596003993891,793.793313222382,1247.019577165,1649.62383414224,225.731155599726,933.21567960149,2212.01747969417,1409.60306467113,274.792355030383,510.004276856337,965.88401402058,454.414709483367,882.993072076406,704.546392140929,1830.01656897839,2130.04506675235,680.868036770736,1526.57524829597,1035.35790252014,1104.06138504065,1069.58202225949,1338.39716300405,1298.67794657945,263.63067255982,904.948446019963,910.558096385493,1239.94032333993,175.176475806317,714.598693998354
"Pantothenate",64903.3690709028,88580.4092792114,41562.0961058074,508042.431356335,63554.1179954015,45729.6659031527,189548.400665915,43239.9344389378,208206.510470685,79359.1530292542,203673.627181303,369829.596540034,134952.694007363,505339.066564356,220756.386965348,24216.2726158072,28659.8950736207,60347.1623599492,261394.062969164,554738.609825539,327398.467898233,56114.3894774355,399241.823287128,141589.810530547,72389.8391047814,354957.619680558,34599.656470091,125705.482849357,236855.512103206,403417.399133987,94925.9266456076,252608.067596085,451107.517533765,493492.905544745,485984.473947522,97000.3201489548,403329.409240189,751617.319240051,209566.265085839,44046.2433946402,64203.305413648,104005.886677512,118918.75950142,407349.737643577,948588.737572979,188649.275180984,317995.945719957,103792.894959081,155824.251955944,388405.957602311,327931.049022471,226897.863347121,84202.0905929382,219131.847984776,283465.169019022,116934.735962933,107009.070254173,28905.5206599016,111652.985788137,27622.2954340489,110150.104157279,34875.6741650345,241949.869351914,388935.346828212,1158141.3356698,118060.441200055,97525.3395753125,196975.76796985,204785.757880858,12556.8722268381,346808.953862325,34621.0922209419,148823.385945079,335283.024396238,336117.391486698,212340.914177354,343805.092706621,140989.113870463,315286.690884785,106442.19521175,227345.501734901,382426.501095676,303464.902150575,142571.45393925,277600.59216867,39468.5986037972,308731.334549964,59634.6679289767,435741.958178981,46007.7890876418,30431.4410237236,611408.813062122,85044.1364666693,142319.418507801,145094.998904614,283826.998903793
