,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Component_66,Component_67,Component_68,Component_69,Component_70,Component_71,Component_72,Component_73,Component_74,Component_75,Species,Sample_ID
apul_ACR.139,-0.1218334144974658,0.10423280504116265,-0.1356069150318714,-0.19115811141666098,0.018191645575838123,-0.05667816219119066,0.42392604048676236,-0.11712009336362993,0.09459998956933809,0.03179024802068299,-0.0839061574338315,0.07035990350048932,0.13699681229010355,0.030601801083960028,-0.36021787696825625,0.42307529098412283,0.02044038745331063,-0.1412486445981043,0.11541413130827183,-0.20975192737980844,0.12249233451430223,0.047594412012434174,-0.21710833122010811,0.058625311201340576,0.16926706030004862,-0.000490150344174075,0.13183106309249693,0.3439198146595754,-0.322321413829208,0.045685265351977734,-0.10500815765896568,-0.047269028074963415,-0.013334811800885134,-0.02926671314648187,-0.08550697419622577,0.22326307669526346,0.0010669033991446124,-0.2519918279727763,0.08302625688621591,0.15919796115189888,0.13800404367627386,0.02203453114235198,0.033762539749494266,0.10820909846983336,-0.07511902538251664,0.0914676618520314,0.2287915264100114,0.0009492208594194093,0.00776445011080741,-0.0917236716311353,0.016239235162860157,0.1481996815080382,0.0853916784666142,0.11741117588212388,-0.1555130594440958,-0.0007282406338275074,-0.33263544537737755,0.11147041989625849,0.28306692803056094,0.2818719328154658,0.06294851000846267,-0.09600331833298989,0.0050070190609459875,-0.1511454597709056,0.06869615376608434,0.010595597386498326,0.09777642837780393,0.04113361738035385,0.10080698362256929,0.2626385767780991,-0.08494642244097075,0.0488823165608782,-0.2931408805829499,-0.12493865803395675,0.005687720607661037,apul,ACR.139
apul_ACR.145,-0.28574875914650494,0.2836761784529254,0.13866311400832781,-0.17118693990816122,0.009542340958499557,-0.14670271792219416,0.025738655820001618,0.11363719061564423,0.07531744919651864,-0.13132422924825365,0.6835899297365944,0.10031675262099571,0.07637320056686828,-0.09448104077562253,0.0043547115083778605,0.05586646146974742,-0.34245393799791024,0.044502164507186075,0.027658886430732537,0.2318236850505453,-0.18286565771643531,0.12429575234220187,0.24295530071516278,-0.12537629615512927,-0.05585239070264276,-0.0757821615963034,-0.027638206636217313,0.13086379301499668,-0.10202183043587405,0.05941720160712542,0.11437973846314323,0.2155448933610175,-0.06979919731507227,0.06645902585567776,0.10649852350355381,-0.06891375753491508,0.019949906203414094,-0.15416232171792585,0.2363731905979009,-0.1139469332197483,0.09068256775080762,-0.03171266013697077,0.02976204772119422,0.14493484360330042,0.16863230713245725,-0.19831882158779773,0.14352993665561156,-0.0992209751838259,-0.13721363225995048,0.3452674560282678,0.2402359130393723,0.39663864870442983,0.0010920850584268723,-0.005487583814148897,0.202855702723603,0.032823026773716533,-0.014724021340375395,0.01698366037713022,-0.04564934099721753,0.1989489321563023,0.18179953349889327,-0.11551550771814116,-0.17334802747523095,-0.017133083248057176,-0.04452225024276304,0.06860790735814684,0.04519302800312235,0.1706785239421432,0.10076002325872081,-0.21532012457798108,4.3581811311342295e-05,-0.01252675094810472,0.08883514137261549,-0.09644029191720903,0.012214502710003024,apul,ACR.145
apul_ACR.150,0.002361911567865375,0.34236282807333324,0.009801227325033602,-0.03542213157913259,-0.03349079628911946,0.10582828726803024,-0.09679020416510034,0.1343332292791837,-0.370544064522608,-0.1884673299048015,-0.08209832580758701,-0.29504657912732873,0.07656259326821108,-0.11056342171046246,0.19886914878036405,-0.0260631338988238,0.22273208848280399,0.02048995934068424,-0.06802738822860324,-0.23332959667970218,-0.17699173502831875,0.07454218398156456,0.005900040841106837,-0.09069736073377722,0.0373538599218743,-0.01054617051774733,-0.04535042727515064,0.2447124548047832,0.12377611922918626,-0.021158640613992214,0.05336947942957401,0.23315302553629247,-0.061249213381606674,0.02479433814355376,-0.1445729555236529,0.2041026046176488,0.009284900784655376,0.24550627628936597,0.012063659071793124,0.16395367994932236,0.15063435089976682,-0.0030012470388322008,0.05749189620800367,0.0491509212933345,0.012131486035699357,0.2260455188102734,-0.01516718844845959,-0.11662560595489171,0.1244718850317496,0.3035601259568988,-0.010692226407588195,0.07945180396795072,-0.04004798209645822,-0.16333053177900894,0.22513253967643965,0.007656400199543706,-0.0754763212326526,0.007006612169806842,-0.04217077320951492,0.20173089680084352,0.1067122000920848,-0.13605239106898767,-0.004195690147024716,-0.09868718550359179,0.2813635948124042,-0.0828533148904738,0.0776698876886733,0.28418703787183197,0.04214727357142096,-0.21792848994290065,0.016181556909038466,0.2346474314799125,0.0680297513179341,0.15585786642198451,-0.11619908837404484,apul,ACR.150
apul_ACR.173,-0.0007807432689021272,0.1803669344860124,-0.019112658351572193,-0.004478100806353655,-0.053623860720071276,-0.11163037831113368,0.33680599428498326,-0.06929343900999144,-0.16750444227084943,0.2594360420285255,0.03153612752010334,0.08390137328947014,0.028923502569381275,-0.05760642816120944,0.1569191378556833,0.06689772983314698,-0.0002966583834850347,-0.06682441184729546,0.04132486107668891,0.018321883691523034,-0.04665005463551988,0.04600192507462574,0.24383945255921438,-0.07177432695811567,-0.17986738398634003,0.03347408206173176,0.06437390568357941,-0.1311625275361363,0.11090931784376941,-0.0912123405528753,0.13841185571124595,0.27034547580890145,0.26828630286497834,-0.15609053276999918,-0.06140300926969949,-0.0295518266195485,-0.0009109869012181094,-0.09908747643577308,0.20649247005861754,0.07263333022147755,0.09289232915100135,0.06538130149173406,0.16072575502849082,-0.07283462612119389,-0.08701528420901536,0.1434506378558953,0.031403051500582285,-0.4679438995151494,-0.024650758276575927,0.3597817609152472,-0.026010380945581085,0.33902228784793337,0.1383482706751472,0.07290304571244441,-0.30381107159375087,-0.015653331617018866,0.1588902115641842,-0.331498826126156,0.0031177914751429826,0.21889959856845953,-0.06199528760239755,-0.10857222813928463,-0.16747371271537773,-0.10091899002442754,-0.0715410920862292,-0.042156700008727926,0.0821704052972199,-0.1190124272375163,0.08097404414914505,-0.12327263797500702,0.04805973393349497,0.021003198277764656,0.0033402830880624656,0.022352873827976315,-0.03690868629126526,apul,ACR.173
apul_ACR.186,-0.24002858848566905,0.4083210037998694,-0.0803601639491878,-0.16290146696748653,-0.011407630749852809,0.08639836348421696,-0.18150499498265574,-0.0874745058201677,-0.17304229454004544,0.3495730328101441,-0.042731948788986986,0.12280156654450788,0.19125051246174926,-0.07613539090021461,-0.42537808079224215,0.21242400587483667,-0.05561194712616591,-0.156865980217019,0.026530338998883126,0.11373509147959632,-0.005666876264800347,0.08626732647506663,-0.08727962622719622,0.07676049634654485,0.02285407890115755,0.034766732656158324,-0.11387663099135538,0.3271119358036189,-0.15557947241014555,0.8386771411940688,-0.03575429016066167,0.05525759806183773,0.24911285823883011,0.02520841177078849,0.013366680497636015,0.37977560159432466,0.0253313276372316,-0.16054504639528946,0.20751726039845472,-0.2840521850188428,0.12389344951482888,0.10088298283721195,-0.010259091076343796,-0.06329132622035365,-0.056147503286323355,0.2010453861723041,0.4002166880602663,0.18212596457567418,-0.23604354537087135,-0.2144549409166253,0.037759582738253965,0.18233201693018236,0.35888010605584003,0.10688858680139782,-0.42019395218625905,0.017874844854470474,-0.1306600174385195,0.35317833150455946,0.2407839019427536,0.1779778071749853,-0.00410862319122323,-0.12992037405604,-0.2302668291882726,-0.1895356718413271,0.07024738839500456,-0.12288790891348482,0.08281267220482348,0.1949614478213081,0.09245620208143877,-0.41054206716437647,-0.15444586132035384,0.10879189850849798,-0.09959920423356881,0.09565133186124583,-0.04011742485874844,apul,ACR.186
apul_ACR.225,0.0022401126526196725,-0.10557063645589891,0.16794834984079482,0.07156751541544427,0.1641892827805487,0.1669145744993009,0.3353595820826597,0.4509846704229143,0.17296777579451014,-0.08406066424726144,-0.07057787385626975,0.1731692585746525,0.08219059702586269,-0.22303196109905732,0.1438012573139016,0.08970695793023198,0.3097449155661056,0.0745397950633211,0.112332771465415,-0.06629707898038475,0.20608655030025366,0.39386293230631375,0.17449707745134016,-0.12122445729486589,-0.1774237499393411,0.005128598720585983,0.05657980082469852,0.24743959255280656,-0.027838570942218855,0.00656481801399046,0.15291857649313964,0.5232600880634409,0.04892216007013355,0.03244543327098273,0.3945371366424257,-0.031629514963860086,-0.019412268388275294,0.045384356509008454,0.11204680296835107,0.029296713609150107,0.003728123515048905,0.0009476520017014525,-0.4899282635672876,0.05757426888130887,0.07612385387774977,-0.07731820036404438,-0.07178400287218123,-0.21202073010844424,-0.13990987323186788,-0.3569570594309816,-0.5107784886181926,0.018218910468219007,0.03720610636718848,-0.13019552629517822,0.0499544561172098,0.015607453086654203,-0.24741129892355596,-0.06563009453198436,0.29468887514519804,0.2940929031014417,0.21856736000427404,0.16603183536360666,0.043130413061479266,0.4911299322932542,-0.11921861404700837,-0.021014725487319377,0.08733605906832713,0.330633663731268,0.0708129077947041,-0.040050716503209585,0.10470762802918956,0.10954714346510395,0.16631917578157673,-0.24455130301791794,-0.0027881330316484616,apul,ACR.225
apul_ACR.229,-0.150363869517192,-0.05563163051079544,0.1412572893025801,0.036594981552646,0.20889498144962115,0.1468594525754191,0.09830657818090341,-0.012867352650414467,0.33766537520109685,0.04447596364845927,0.15467063223476857,-0.01666499390719072,0.07934722022268532,-0.18593709440127806,-0.17194759476582214,-0.41521996459910965,0.38560640648315186,0.030495512420326762,0.04391482712227185,-0.037122514255046014,-0.0871756203859525,0.1801047716044075,0.1056967367268137,0.013490104533806368,-0.024469012357008657,-0.12645839273530754,0.027410411937654245,-0.435287996315225,-0.11951421917822495,0.016375187295816395,0.015301565093291837,0.15484771159434826,-0.09928480308115441,0.03841645185597782,0.23422104239774472,0.18370114373906887,0.03644635207605665,0.10243026230113855,0.061732433127159855,0.008610053678722283,0.016570417553350328,-0.06752762125576586,-0.18550821568777773,0.02216219492727997,0.08803753018551283,-0.4266887398163468,-0.00941688535255844,-0.07673842827981935,-0.0028800059873042333,0.21423845796925,-0.01769673937896845,0.48355933195917433,-0.0808684924746873,-0.07530072372594425,-0.08418071271106001,0.007322346842841625,-0.10664035348241237,0.2977593487941826,0.19747228885512313,0.2907163684766239,0.11328762186627056,-0.2748247444574681,0.13807760485171736,-0.012559212850209599,-0.004399500293135878,0.0782841534658957,0.12574035855065668,-0.013990568888536142,0.09547170843768403,-0.048427929956320066,-0.08701229248837523,0.07723991028801953,0.1542465487466293,-0.06968333370221044,-0.037556416028217604,apul,ACR.229
apul_ACR.237,0.05556998205430751,-0.35619369680780916,0.15045489327146344,-0.05676493088409386,0.031102628494508962,0.09759776289592309,0.09345781224036705,0.13717401331501294,-0.14048563379530854,-0.09680223659059618,-0.03805683615337422,0.24129234235933575,0.07245365811755444,-0.08971829698807125,-0.03610290751112116,-0.0011101916655948832,0.2013925300487633,0.09949488166818489,-0.04557924271824349,-0.2185216127478157,-0.052867906124170326,0.16882638261790703,0.1204831210603699,0.08099265405744492,-0.02459806858234273,0.024923225125108736,-0.03918931004681898,-0.0449558377252899,0.15484038325704863,0.009973858279823243,0.11438449794022376,0.3864482342573444,-0.07299901672971298,0.1019835910038632,0.25745184214891464,-0.0364441349404764,-0.008519781924243136,0.16878678126195706,-0.03233719320894976,0.0678362883359864,0.15044810553870772,0.03526788034632446,-0.09151469468921376,0.12154684570931218,0.13253408850230913,0.10217607090685285,0.0030360435670896196,-0.09329532192842054,0.16664613032117626,0.2968262468288566,0.20746118176422348,0.18964132544954287,-0.0028032529004476704,-0.12148350268711301,0.1493476874840776,0.025622152860132873,-0.0425517268431158,-0.020666016850759222,0.17246817093202907,0.1628315373885594,0.11902333461787831,-0.1684636839544109,-0.06917410785124474,0.1726849915689366,-0.0627343474658736,0.05447967963112121,0.03529291766511116,0.29385276369715135,0.012383806444513205,-0.20503924066760532,-0.017578564178478095,-0.22248232842403984,0.014546519280563955,-0.046171560249499095,0.10609579042462286,apul,ACR.237
apul_ACR.244,-0.04904353141617674,-0.22095032255241304,0.19030296931041746,0.018201928114978737,0.13519562943298427,0.07955195149213727,0.13834859170511532,-0.3519321015896514,0.16129958447570292,0.27711361447833327,-0.055396437970052545,0.15024168239700028,0.038012028545339145,-0.1910254103721091,0.06998461390427695,-0.2548619482670482,0.32733812858801564,0.18478378973969606,0.02383249328519274,-0.20503761369242307,-0.16713160699893884,0.15414285834036964,0.06323730265775566,-0.027195793040012073,-0.09677238760684774,-0.0359105422896083,-0.05098764214655161,0.10324648536784778,0.02911019688480816,0.25820621011237327,0.09672775843031477,0.4529771014197198,0.0949089466738601,0.17483036528505944,0.34876673679521986,0.12108431959994165,0.02459870509423576,0.12357908763511843,0.005746481622900429,-0.07483766650095697,0.09289794636145206,-0.03560726027409228,-0.06333545547090816,-0.1139176712981322,-0.048696014641022106,-0.26630752260240703,0.001332335532492219,-0.005124759018915804,0.17613784717767536,0.05462638407485765,0.17848170698011237,0.07691507491053304,0.06568707283630888,0.05397192458740637,0.1364226274384316,-0.0014232593973515406,0.28884824922260244,-0.4597290038294745,0.16806392962840647,0.3216161495789618,0.2714153614892886,-0.12200392692331544,-0.007564123875270467,0.3956878552204007,-0.08868556334295287,0.06613411442949517,0.0747269842282461,0.23765572487759212,0.08806916518324588,-0.1380129953957174,-0.21545966315467577,-0.03469784876549862,-0.3260033017040664,-0.05066299152647839,0.04753499873402057,apul,ACR.244
apul_ACR.265,0.04018882336772202,-0.2147285461079585,0.07470689478134784,-0.009262899140712677,0.23073515316743812,-0.13137880616850856,0.07060236780472057,0.09382228566511762,-0.26938104467863455,-0.19882078583832594,0.004266412148402836,0.20983002299571998,0.011122533398191968,-0.14876882273665193,0.2970062009915446,0.03734218168808396,0.21866050107245869,0.13189581055985777,0.016336704187471837,0.12117526407144971,-0.07143679747366968,0.1427227322048478,0.26422518859051847,0.013648750215352102,-0.10825493841167393,-0.018029918516401813,-0.006155811020684259,-0.11374684164119116,-0.06563663644834364,0.01592565920747536,0.08837280750300823,0.17903079851124634,-0.07790115385184007,0.055585318276389115,0.18255609425495115,0.21615441580832204,-0.03632585383667737,0.09382180370628886,0.10334942534074956,-0.1748350029945089,-0.11645110864148338,0.03992441408148656,-0.143258284014869,0.15518783152682583,-0.00015509068338145338,0.16909600334891056,-0.026220581056996553,0.1785931423114423,-0.23366929987493848,0.24524062533250468,-0.1603860125403922,0.37152229601705217,-0.02848551943862585,0.005125875834004436,0.2431286255235145,0.043546675031299865,0.012855653408300341,0.025821513855749087,0.171248002108046,0.27179786378833154,0.12311372460265989,-0.1818280610339405,-0.056960849822707514,0.0480171839054848,-0.031941085937600144,0.02364513161033449,0.09344636592473984,0.49898414424844073,0.0823306998485891,-0.06497650064386096,-0.01208748276961601,0.15226971477379506,0.019754125691001163,-0.10041373572570993,0.03767848539514358,apul,ACR.265
