"Predictor","MeanImportance","Type","P_value","P_adj","Significant","Significance_Label","Feature"
"lncRNA_12494",0.0506131981757237,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_22255",0.0444174610437248,"lncRNA",0.000799840031993601,0.00105121832776302,TRUE,"**","OG_10509"
"FUN_006038",0.0420990871501228,"Other",NA,NA,NA,"","OG_10509"
"FUN_009113",0.0373521019393495,"Other",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"FUN_000403",0.0356283231676216,"Other",NA,NA,NA,"","OG_10509"
"FUN_010775",0.0351078945214673,"Other",NA,NA,NA,"","OG_10509"
"lncRNA_36977",0.0339501930919692,"lncRNA",NA,NA,NA,"","OG_10509"
"FUN_029248",0.0327066535055586,"Other",NA,NA,NA,"","OG_10509"
"FUN_012973",0.0274807353226469,"Other",NA,NA,NA,"","OG_10509"
"FUN_026177",0.0255639171864589,"Other",NA,NA,NA,"","OG_10509"
"lncRNA_18132",0.0249727931852876,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_30665",0.024311500995174,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_4390",0.0934788739054362,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"Cluster_4754",0.0666119703556873,"miRNA",0.0017996400719856,0.00328899737293921,TRUE,"**","OG_10516"
"lncRNA_36727",0.0635209339683192,"lncRNA",0.000399920015996801,0.00100932194513478,TRUE,"**","OG_10516"
"lncRNA_18246",0.0621679186371875,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_2491",0.0620866988465692,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_14921",0.0583205894346457,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_28494",0.0573851213689572,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_53701",0.0544756095749528,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_10072",0.053176170841037,"lncRNA",0.0013997200559888,0.00274759862842246,TRUE,"**","OG_10516"
"FUN_015021",0.0462510016666745,"Other",NA,NA,NA,"","OG_10516"
"Cluster_2372",0.043846550243676,"miRNA",NA,NA,NA,"","OG_10516"
"lncRNA_45976",0.0406517709751487,"lncRNA",0.000399920015996801,0.00100932194513478,TRUE,"**","OG_10516"
"lncRNA_53702",0.0371732649887212,"lncRNA",0.0001999600079984,0.000706525361594348,TRUE,"***","OG_10516"
"lncRNA_20138",0.0361062931458623,"lncRNA",0.000399920015996801,0.00100932194513478,TRUE,"**","OG_10516"
"FUN_033913",0.0342600439255177,"Other",NA,NA,NA,"","OG_10516"
"FUN_043556",0.0290960907026796,"Other",0.0025994801039792,0.00430538892221556,TRUE,"**","OG_10516"
"lncRNA_51421",0.0285965241104919,"lncRNA",0.0013997200559888,0.00274759862842246,TRUE,"**","OG_10516"
"lncRNA_9297",0.0273851905723879,"lncRNA",NA,NA,NA,"","OG_10516"
"lncRNA_9296",0.0264253724079021,"lncRNA",NA,NA,NA,"","OG_10516"
"lncRNA_31010",0.0262905265428233,"lncRNA",0.000999800039992002,0.00220789175498234,TRUE,"**","OG_10516"
"lncRNA_215",0.0744767961917831,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_214",0.0565320479204083,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_42756",0.0321246261712363,"lncRNA",0.000599880023995201,0.00114834176021938,TRUE,"**","OG_10523"
"lncRNA_25270",0.0274648753243851,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"FUN_016077",0.0257306244667775,"Other",0.0017996400719856,0.00267946410717856,TRUE,"**","OG_10523"
"lncRNA_7169",0.0233279421662623,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_26993",0.0216002235273416,"lncRNA",0.0015996800639872,0.00243587646107142,TRUE,"**","OG_10523"
"lncRNA_23789",0.0212545809258064,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_3180",0.0207102844609941,"lncRNA",0.000599880023995201,0.00114834176021938,TRUE,"**","OG_10523"
"lncRNA_25269",0.01992363644553,"lncRNA",0.0025994801039792,0.00328613522578503,TRUE,"**","OG_10523"
"FUN_040443",0.0199061722644479,"Other",0.000599880023995201,0.00114834176021938,TRUE,"**","OG_10523"
"lncRNA_23788",0.0198312929673526,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_23786",0.019617661699814,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_23784",0.0181407717893094,"lncRNA",NA,NA,NA,"","OG_10523"
"lncRNA_6835",0.0143233784791703,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_3118",0.0139542200253053,"lncRNA",0.000599880023995201,0.00114834176021938,TRUE,"**","OG_10523"
"lncRNA_54519",0.0137453354243751,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_37942",0.0131658919676929,"lncRNA",0.00339932013597281,0.00414098998382142,TRUE,"**","OG_10523"
"lncRNA_3178",0.0127178356857875,"lncRNA",0.000399920015996801,0.000956951466849487,TRUE,"***","OG_10523"
"lncRNA_27819",0.0113340685396253,"lncRNA",0.0001999600079984,0.000637967644566325,TRUE,"***","OG_10523"
"lncRNA_7329",0.0487128958951016,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_28188",0.0466531883945459,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_237",0.0358952986380695,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_20146",0.0320129083403063,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"FUN_025819",0.0310928222971373,"Other",NA,NA,NA,"","OG_13792"
"FUN_022363",0.0300102316790589,"Other",NA,NA,NA,"","OG_13792"
"lncRNA_10957",0.029902985827618,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_19985",0.0234728371394115,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"FUN_014563",0.023052447059384,"Other",0.000799840031993601,0.0011997600479904,TRUE,"**","OG_13792"
"FUN_038100",0.0218228499648548,"Other",NA,NA,NA,"","OG_13792"
"FUN_026590",0.0216640673398895,"Other",0.000399920015996801,0.000639872025594881,TRUE,"***","OG_13792"
"FUN_000856",0.0203592131028603,"Other",0.000599880023995201,0.000918965143141584,TRUE,"***","OG_13792"
"lncRNA_53706",0.0197589201144332,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_43377",0.0195419941747379,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_30282",0.0193173741687937,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"lncRNA_30283",0.0192730829763786,"lncRNA",0.0001999600079984,0.000411346302168138,TRUE,"***","OG_13792"
"FUN_029763",0.0191195979796473,"Other",NA,NA,NA,"","OG_13792"
"lncRNA_42839",0.0180487109908655,"lncRNA",0.0017996400719856,0.00215956808638272,TRUE,"**","OG_13792"
"FUN_038267",0.0179582211441648,"Other",NA,NA,NA,"","OG_13792"
"FUN_032681",0.017243861749611,"Other",0.0011997600479904,0.00162986270670394,TRUE,"**","OG_13792"
