JT001945.1	FUN_033818-T1	0.0	736
JR972076.1	FUN_043638-T1	0.0	694
JR991407.1	FUN_033732-T1	0.0	726
JT014391.1	FUN_023697-T1	1.36e-156	432
JT016638.1	FUN_002672-T2	0.0	3325
JT011118.1	FUN_037812-T1	0.0	7798
JR994474.1	FUN_037812-T1	0.0	14771
JR986059.1	FUN_015320-T1	0.0	829
JR982706.1	FUN_022534-T1	0.0	1013
JR997000.1	FUN_029069-T1	4.56e-118	343
JR976690.1	FUN_022535-T1	0.0	529
aug_v2a.24015.t1	FUN_024614-T1	0.0	2269
aug_v2a.02830	FUN_022669-T1	0.0	4867
JN631095.1	FUN_008908-T1	0.0	723
JT004498.1	FUN_032579-T1	5.64e-35	119
HM163215	FUN_022536-T1	0.0	673
JR980881.1	FUN_022170-T1	0.0	2051
JR998014.1	FUN_001808-T1	2.65e-83	246
aug_v2a.19518.t1	FUN_035808-T1	0.0	8843
JR991083.1	FUN_025984-T1	0.0	1619
JR973117.1	FUN_028989-T1	7.21e-162	454
JR971508.1	FUN_016080-T2	0.0	835
JR998260.1	FUN_034923-T1	0.0	846
aug_v2a.24512.t1	FUN_022170-T2	0.0	846
aug_v2a.06122.t1	FUN_022170-T2	0.0	1251
aug_v2a.06123.t1	FUN_022170-T1	0.0	832
aug_v2a.02830.t1	FUN_022669-T1	0.0	4609
aug_v2a.07627.t1	FUN_008908-T1	0.0	671
aug_v2a.09968.t1	FUN_037812-T1	0.0	3687
aug_v2a.09969.t1	FUN_037812-T1	0.0	5785
aug_v2a.05945.t1	FUN_002672-T1	0.0	845
aug_v2a.09809.t1	FUN_008088-T1	0.0	854
aug_v2a.15580.t1	FUN_022136-T1	7.74e-177	515
aug_v2a.22918.t1	FUN_028989-T1	8.88e-154	432
aug_v2a.00002.t1	FUN_028991-T1	0.0	697
aug_v2a.18631.t1	FUN_022536-T1	1.51e-140	396
aug_v2a.15065.t1	FUN_022535-T1	4.62e-169	467
aug_v2a.15064.t1	FUN_022534-T1	0.0	751
aug_v2a.11068.t1	FUN_033818-T1	0.0	684
aug_v2a.01440.t1(aug_v2a.01441.t1)	FUN_033732-T1	9.01e-121	353
aug_v2a.06327.t1	FUN_043638-T1	5.28e-80	243
PFX13778.1	FUN_019026-T1	0.0	5117
PFX14205.1	FUN_028354-T1	9.74e-118	381
PFX15740.1	FUN_032575-T1	4.93e-161	535
PFX16398.1	FUN_033619-T1	1.46e-45	158
PFX18785.1	FUN_008088-T1	0.0	871
PFX26597.1	FUN_043242-T1	0.0	1645
PFX26751.1	FUN_041831-T2	5.76e-83	284
PFX27832.1	FUN_045513-T1	2.07e-46	169
PFX30903.1	FUN_043638-T1	2.32e-65	218
XP_022783323.1	FUN_012010-T1	3.88e-37	131
XP_022786582.1	FUN_024804-T1	0.0	706
XP_022804012.1	FUN_022170-T1	0.0	966
XP_022779720.1	FUN_004094-T1	0.0	1809
XP_022780303.1	FUN_038277-T1	0.0	23696
XP_022780690.1	FUN_033732-T1	2.11e-104	314
XP_022780694.1	FUN_022386-T1	9.56e-106	312
XP_022782398.1	FUN_033818-T1	6.14e-88	270
XP_022783044.1	FUN_029756-T1	6.25e-132	398
XP_022783415.1	FUN_002672-T2	0.0	931
XP_022783952.1	FUN_013132-T1	3.77e-91	274
XP_022784623.1	FUN_023641-T1	0.0	1379
XP_022786918.1	FUN_040037-T1	0.0	1095
XP_022788227.1	FUN_024614-T1	0.0	1704
XP_022788730.1	FUN_013138-T1	1.75e-69	218
XP_022789591.1	FUN_013421-T1	0.0	833
XP_022789932.1	FUN_031467-T1	4.82e-83	286
XP_022790441.1	FUN_034050-T2	0.0	577
XP_022792212.1	FUN_029123-T1	8.30e-41	137
XP_022794122.1	FUN_022535-T1	1.40e-44	152
XP_022794351.1	FUN_008314-T1	1.19e-63	197
XP_022794736.1	FUN_037812-T1	0.0	11076
XP_022798902.1	FUN_001185-T1	0.0	898
XP_022799541.1	FUN_004816-T1	0.0	3289
XP_022803524.1	FUN_015350-T1	0.0	759
XP_022803808.1	FUN_009861-T1	1.43e-81	262
XP_022803894.1	FUN_025266-T1	5.51e-83	263
XP_022804785.1	FUN_008544-T1	4.17e-52	172
XP_022806326.1	FUN_008908-T1	3.83e-162	461
XP_022806664.1	FUN_035913-T1	0.0	1253
XP_022806928.1	FUN_008537-T1	0.0	1350
XP_022807143.1	FUN_037097-T1	0.0	1524
XP_022807256.1	FUN_045369-T1	0.0	979
XP_022807807.1	FUN_010559-T1	0.0	808
XP_022808163.1	FUN_032684-T1	2.53e-98	284
XP_022808576.1	FUN_008719-T1	6.76e-38	137
XP_022809269.1	FUN_024557-T1	0.0	965
XP_022809270.1	FUN_024557-T1	0.0	965
XP_022810585.1	FUN_006894-T1	0.0	786
XP_022778283.1	FUN_045170-T1	8.85e-111	333
ACE95141.1	FUN_001808-T1	7.68e-65	206
P9_g10811;P1_g11108;P10_g11107	FUN_035808-T1	0.0	1909
P2_g11187	FUN_033818-T1	1.18e-82	254
P3_g12510	FUN_002671-T1	1.41e-73	244
P4_g9861	FUN_041743-T1	0.0	3280
P5_g11674	FUN_002672-T2	4.71e-58	206
P8_g9654	FUN_040037-T1	0.0	1060
P12_g2385	FUN_023697-T1	8.77e-21	85.5
P13_g6918	FUN_008088-T1	0.0	580
P14_g9951	FUN_002671-T1	1.56e-37	137
P15_g1532	FUN_033732-T1	3.43e-51	172
P16_g11702	FUN_034203-T1	1.09e-115	360
P18_g810	FUN_002672-T1	1.14e-113	373
P19_g20041	FUN_022157-T1	3.10e-56	183
P20_g6066	FUN_037812-T1	4.17e-148	466
P21_g18277	FUN_008908-T1	4.68e-127	367
P23_g1057	FUN_006652-T1	0.0	1611
P24_g15888	FUN_004094-T1	1.37e-32	120
P26_g1441	FUN_004094-T1	1.38e-100	324
P27_g18472	FUN_043638-T1	7.44e-39	136
P31_g20420	FUN_022136-T1	1.15e-76	250
P32_g5540	FUN_006162-T1	5.64e-85	264
P33_g8985	FUN_011916-T1	0.0	781
P34_g1714	FUN_037812-T1	0.0	867
P36_g13890	FUN_037812-T1	2.39e-122	383
AGE35225.2	FUN_014485-T1	2.68e-163	460
AJQ31790.1	FUN_017773-T1	0.0	1419
AAR13013.1	FUN_005908-T1	0.0	1955
Gene:g1484	FUN_014485-T1	2.68e-163	460
Gene:g3745.t1	FUN_033818-T1	2.46e-34	124
Gene:g10186	FUN_033818-T1	6.14e-45	152
Gene:g14733	FUN_033818-T1	8.35e-83	254
Gene:g13552	FUN_043638-T1	4.83e-69	221
Gene:g2116	FUN_035808-T1	0.0	810
Gene:10186	FUN_035808-T1	1.03e-87	285
Gene:g10187	FUN_035808-T1	1.33e-140	444
Gene:g10188	FUN_035808-T1	0.0	815
Gene:g30	FUN_035808-T1	0.0	1719
Gene:g24177	FUN_006652-T1	0.0	1615
Gene:g38128	FUN_002672-T1	2.94e-172	526
Gene:g2829.t1	FUN_002672-T2	0.0	645
Gene:g5735.t1	FUN_037469-T1	1.20e-46	162
Gene:g22569	FUN_029014-T1	0.0	664
Gene:g37058	FUN_029013-T1	5.63e-40	147
Gene:g7086	FUN_022170-T3	4.44e-135	419
Gene:g34749	FUN_022170-T3	3.84e-151	460
Gene:g2115	FUN_035808-T1	0.0	687
