JT001945.1	Peve_00028736	2.81e-108	322
JR972076.1	Peve_00003079	2.18e-87	267
JR991407.1	Peve_00027618	2.49e-98	298
JT014391.1	Peve_00017421	3.36e-52	171
JT016638.1	Peve_00007257	0.0	790
JT011118.1	Peve_00007681	0.0	5989
JR994474.1	Peve_00007681	0.0	7157
JR986059.1	Peve_00017181	1.96e-167	501
JR982706.1	Peve_00044332	3.51e-90	290
JR997000.1	Peve_00040068	1.76e-59	196
JR976690.1	Peve_00021937	1.24e-43	151
aug_v2a.24015.t1	Peve_00041134	0.0	1694
aug_v2a.02830	Peve_00003748	0.0	1405
JN631095.1	Peve_00017912	7.70e-163	464
HM163215	Peve_00021937	8.28e-68	216
JR980881.1	Peve_00036602	0.0	1187
JR998014.1	Peve_00012542	1.23e-28	105
aug_v2a.19518.t1	Peve_00021613	0.0	5716
JR991083.1	Peve_00002321	0.0	594
JR973117.1	Peve_00022044	1.39e-80	244
JR998260.1	Peve_00014651	2.78e-178	501
aug_v2a.24512.t1	Peve_00036602	6.82e-168	519
aug_v2a.06122.t1	Peve_00036602	0.0	704
aug_v2a.06123.t1	Peve_00036602	2.53e-159	491
aug_v2a.02830.t1	Peve_00003748	0.0	1380
aug_v2a.07627.t1	Peve_00017912	8.22e-160	454
aug_v2a.09968.t1	Peve_00007681	0.0	3216
aug_v2a.09969.t1	Peve_00007681	0.0	1050
aug_v2a.05945.t1	Peve_00005199	4.60e-100	340
aug_v2a.09809.t1	Peve_00033650	1.19e-162	536
aug_v2a.15580.t1	Peve_00036602	6.88e-80	270
aug_v2a.22918.t1	Peve_00022044	8.76e-67	207
aug_v2a.00002.t1	Peve_00022043	3.55e-116	338
aug_v2a.18631.t1	Peve_00021937	1.50e-29	112
aug_v2a.15065.t1	Peve_00021937	6.10e-37	133
aug_v2a.15064.t1	Peve_00044332	6.55e-80	260
aug_v2a.11068.t1	Peve_00028736	1.79e-108	323
aug_v2a.01440.t1(aug_v2a.01441.t1)	Peve_00027618	5.28e-43	153
aug_v2a.06327.t1	Peve_00003079	3.76e-31	117
PFX13778.1	Peve_00015112	0.0	3603
PFX14205.1	Peve_00041997	1.61e-126	420
PFX15740.1	Peve_00020060	0.0	609
PFX16398.1	Peve_00031187	5.21e-25	100
PFX18785.1	Peve_00033650	0.0	881
PFX26597.1	Peve_00001436	0.0	1900
PFX26751.1	Peve_00042391	1.20e-169	530
PFX27832.1	Peve_00034584	4.33e-75	252
PFX30903.1	Peve_00003079	1.94e-77	249
XP_022783323.1	Peve_00016403	1.76e-26	108
XP_022786582.1	Peve_00026081	0.0	714
XP_022804012.1	Peve_00036602	0.0	993
XP_022779720.1	Peve_00003934	0.0	1949
XP_022780303.1	Peve_00041700	0.0	24617
XP_022780690.1	Peve_00028736	4.88e-88	271
XP_022780694.1	Peve_00033512	1.38e-165	473
XP_022782398.1	Peve_00028736	7.47e-96	290
XP_022783044.1	Peve_00019493	6.47e-140	419
XP_022783415.1	Peve_00005215	1.76e-171	537
XP_022783952.1	Peve_00000442	5.74e-101	313
XP_022784623.1	Peve_00027827	0.0	1494
XP_022786918.1	Peve_00040431	0.0	1328
XP_022788227.1	Peve_00041134	0.0	1726
XP_022788730.1	Peve_00029916	3.41e-95	282
XP_022789591.1	Peve_00038575	0.0	801
XP_022789932.1	Peve_00001588	0.0	687
XP_022790441.1	Peve_00022956	0.0	612
XP_022792212.1	Peve_00016284	1.17e-40	137
XP_022794122.1	Peve_00021937	7.78e-51	170
XP_022794351.1	Peve_00026747	2.09e-95	275
XP_022794736.1	Peve_00007681	0.0	8722
XP_022796981.1	Peve_00017425	1.66e-21	87.0
XP_022798902.1	Peve_00040986	0.0	716
XP_022799541.1	Peve_00023831	0.0	4104
XP_022803524.1	Peve_00017519	0.0	741
XP_022803808.1	Peve_00024296	8.30e-70	241
XP_022803894.1	Peve_00030516	7.46e-72	232
XP_022804785.1	Peve_00014692	1.19e-52	172
XP_022805470.1	Peve_00005493	2.17e-179	556
XP_022806326.1	Peve_00017912	7.94e-154	440
XP_022806664.1	Peve_00006734	0.0	1380
XP_022806928.1	Peve_00044625	0.0	1442
XP_022807143.1	Peve_00031943	0.0	1404
XP_022807256.1	Peve_00011936	0.0	1289
XP_022807807.1	Peve_00013893	0.0	796
XP_022808163.1	Peve_00000776	2.39e-102	295
XP_022808576.1	Peve_00008455	2.52e-28	112
XP_022809269.1	Peve_00039513	0.0	1344
XP_022809270.1	Peve_00039513	0.0	1234
XP_022810585.1	Peve_00024779	0.0	810
ACE95141.1	Peve_00032354	1.80e-72	226
P9_g10811;P1_g11108;P10_g11107	Peve_00021613	0.0	1879
P2_g11187	Peve_00028736	2.58e-86	264
P3_g12510	Peve_00005199	1.35e-71	239
P4_g9861	Peve_00002188	0.0	3118
P5_g11674	Peve_00007257	1.42e-73	251
P8_g9654	Peve_00040431	0.0	1289
P12_g2385	Peve_00017425	4.62e-22	88.6
P13_g6918	Peve_00033650	0.0	591
P14_g9951	Peve_00005215	2.50e-32	122
P15_g1532	Peve_00028736	4.93e-50	168
P16_g11702	Peve_00027542	1.36e-132	405
P18_g810	Peve_00005199	1.68e-62	229
P19_g20041	Peve_00036602	2.13e-60	201
P20_g6066	Peve_00007681	1.36e-167	522
P21_g18277	Peve_00017912	3.07e-134	385
P23_g1057	Peve_00029039	0.0	3241
P24_g15888	Peve_00003934	4.95e-57	190
P26_g1441	Peve_00003934	8.69e-116	366
P27_g18472	Peve_00007559	1.09e-40	141
P31_g20420	Peve_00036602	1.70e-67	229
P32_g5540	Peve_00024180	2.87e-75	238
P33_g8985	Peve_00015650	0.0	774
P34_g1714	Peve_00007681	0.0	970
P36_g13890	Peve_00007681	1.22e-132	412
AGE35225.2	Peve_00037303	2.58e-172	483
AGE35226.1	Peve_00022481	1.14e-27	101
AJQ31790.1	Peve_00003282	0.0	1245
AAR13013.1	Peve_00038389	0.0	2009
Gene:g1484	Peve_00037303	2.58e-172	483
Gene:g3745.t1	Peve_00028736	8.91e-40	138
Gene:g10186	Peve_00028736	1.05e-46	156
Gene:g14733	Peve_00028736	1.82e-86	264
Gene:g13552	Peve_00003079	1.01e-78	246
Gene:g2116	Peve_00021613	0.0	1321
Gene:10186	Peve_00021613	8.82e-99	317
Gene:g10187	Peve_00021613	4.90e-126	402
Gene:g10188	Peve_00021613	0.0	860
Gene:g30	Peve_00021613	0.0	1690
Gene:g24177	Peve_00029039	0.0	3242
Gene:g38128	Peve_00005199	5.05e-117	384
Gene:g2829.t1	Peve_00005199	0.0	578
