Gene:g5735.t1	Peve_00036018	4.77e-52	179
Gene:g22569	Peve_00014381	0.0	790
Gene:g37058	Peve_00014381	2.67e-43	157
Gene:g7086	Peve_00036602	1.22e-124	392
Gene:g34749	Peve_00036602	4.30e-175	523
Gene:g2115	Peve_00021613	0.0	796
Gene:g29033.t1	Peve_00032354	3.87e-66	209
Gene:g27814	Peve_00032354	3.30e-67	213
Gene:g29034.t1	Peve_00032354	8.92e-64	201
Gene:g11190	Peve_00016403	5.30e-21	90.9
Gene:g30385.t1	Peve_00027542	0.0	836
Gene:g38881	Peve_00002255	8.20e-95	291
Gene:g9094	Peve_00034004	0.0	779
Gene:g15955	Peve_00007681	0.0	994
Gene:g2829	Peve_00005199	1.35e-71	239
Gene:g907	Peve_00017912	2.36e-147	421
Gene:g39770	Peve_00024180	4.86e-49	166
Gene:g15294.t1	Peve_00003934	0.0	1485
AAD11470.1	Peve_00034989	0.0	1748
AGG36361.1	Peve_00021613	0.0	1670
EU532164.1	Peve_00032354	1.80e-72	226
MG182344.1	Peve_00021513	0.0	1615
MG182345.1	Peve_00043963	0.0	1093
XP_022781731.1	Peve_00007229	0.0	887
XP_022783031.1	Peve_00019501	0.0	1015
XP_022788270.1	Peve_00003282	0.0	1691
XP_022791567.1	Peve_00003282	0.0	833
XP_022800320.1	Peve_00023430	0.0	1141
XP_022800329.1	Peve_00023430	0.0	1141
XP_022800339.1	Peve_00023433	0.0	889
XP_022801463.1	Peve_00021291	0.0	1655
