,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Species,Sample_ID
apul_ACR.139,0.03572886491820839,0.14190042647082363,-0.058721866989346366,0.12666331860399332,-0.09101555580541446,-0.031304413787158404,0.07989108122290564,-0.495259003601486,-0.034163078430571134,-0.019130264425401586,-0.09203030472823247,0.048412484663561337,0.005248690625847054,-0.12043374443019136,-0.06773369510822592,-0.07978386697754106,-0.08786184858709858,0.29473057999591584,0.11980889934417359,-0.0988588467963046,-0.013155627295995651,0.1437405797699341,-0.12279422100991107,0.108648730513805,-0.027110066576549186,0.26881919854519876,-0.19491470047468512,0.2786889955254145,-0.1136148006232151,-0.03553867059749418,0.3870346140191836,-0.03425368511351259,0.36551767413156233,-0.04975730649445983,0.07539288604223089,0.14065154390822238,-0.007225415578863895,-0.15480215618458815,0.06515787811258039,0.021491908962653784,-0.0836138748929038,-0.29477683865895576,0.0021718916858251207,0.06842141746393932,0.040549701606913284,apul,ACR.139
apul_ACR.145,0.06325296048204072,0.22900635753640528,0.2535764006289672,-0.062147206812276985,-0.08857259953343795,-0.09725466258380329,0.02526411396543054,0.16434990221244958,-0.09807708324877813,-0.04486195717422654,0.15005133614659288,0.020632707829665475,0.06314510136966496,-0.019460548271308005,-0.10310975955081822,-0.11412383680827437,0.003102900316615805,0.1364931184195383,0.12916902748682865,0.013499639871352626,0.03175789443602671,0.032323045502063844,0.23876618671617342,-0.08773992967375947,-0.18245120150990654,0.24558550462238982,-0.3362139079299946,0.14555219507053002,0.1563376334697856,0.1487350900095684,0.47716010141742515,0.014063081995476566,0.18850867898542414,-0.0734749664323698,0.12544017850237246,0.012662548795256114,-0.06864066753418056,-0.1096228331244184,-0.07117670383698314,-0.006414653435151278,-0.027006206452773133,-0.000709352237911148,-0.07776432787597887,-0.01875505694079153,-0.08107788150402252,apul,ACR.145
apul_ACR.150,0.10459906801681308,0.2221983297568752,0.007841529241593934,0.04979856932993317,-0.11606504158430217,-0.22493281023942624,0.0291109833535212,0.1302188516637734,-0.0443749346169235,0.02984291648492751,0.18969491881201708,0.03970365818417611,-0.2901252871412946,-0.08100508745015836,0.17869909160352798,-0.006726054657620089,0.19719529956076506,0.13028614748701423,0.09477950730248107,0.06059636172522267,-0.12496089166750929,-0.05414436345522645,0.25061270643887223,0.04634873852145775,-0.1361986172461728,-0.038557507537341607,-0.2530652594682254,0.42651344698275895,0.092102669908305,0.22844324560406915,0.22912305932777705,-0.05839741775139108,0.13011299907474416,-0.0479694173584276,-0.2073430413613026,-0.010495767059443105,-0.13876422185344242,-0.2476872728310963,0.10375400499401408,0.08716940931483996,-0.023725409709498047,0.04131682226329798,-0.05119090594786098,0.20196177817061992,-0.03802008222305702,apul,ACR.150
apul_ACR.173,0.04103065796133109,0.1672696197442374,0.05067122409652422,0.028839987846352996,0.08249582322236056,-0.3483237437955614,0.0968621268661445,0.15538823961564546,-0.02434525108415241,-0.03814097582755338,0.05820067348366317,0.00010802465587984693,0.030519222146132403,-0.1473565791007547,0.02995297649996033,0.19551483616824772,0.06864993008833903,-0.12162674083850221,0.12926809088895233,0.07028916282115845,-0.048518461562503244,-0.18009100830680594,0.13438845753420794,-0.1386625006166901,-0.2707436478483704,0.15225313805394353,0.08807363261300302,0.3589858409731848,-0.09057956536372214,0.25273925348747855,-0.09507727433346722,-0.05970286628433705,0.22542871206788356,0.03413820714103738,0.004062109230924751,0.12036439216048893,-0.04868646072120514,-0.02365859783200293,0.028566217533502313,0.029364864441556462,-0.1384022564210613,0.10716540135986637,0.0026165068907557337,0.05695048883124857,0.00431820028089005,apul,ACR.173
apul_ACR.186,0.13286121057872963,0.19502160737971394,-0.047273186015926595,0.04076654742001404,-0.10148488885585387,0.17177113976101246,0.3452522364168205,-0.20969816733763227,-0.2019629486830732,-0.0001264965272707098,0.250689127944944,-0.010934834278386882,0.12748539076415089,-0.28937986931240106,0.35682743555132057,-0.1100028178004103,-0.1594010099316425,0.03673372148788548,0.16005012535844862,-0.04913553854240927,0.03313395457235056,0.1134790171154484,0.4227243523987619,0.20321139236882935,0.10123266912583861,0.28962176856292243,0.11848091485261082,0.4187049132830857,-0.2525280333231554,0.07470058389153636,0.46464162862102365,0.06108386610892465,0.304805398485937,-0.021927692896266796,-0.5911984038800374,-0.13994694508543135,0.08772197806671936,-0.13194121391278502,0.020486610895075516,0.16680201413778964,-0.025241665253573315,-0.3350621001840857,-0.06872881055328041,0.041555882350122794,-0.07291226303230408,apul,ACR.186
apul_ACR.225,0.2938354752563618,0.2065970376872874,-0.0042933872312605325,-0.017962586884260185,0.1246098875191392,0.2764615295830165,-0.16473168521162343,-0.1339058316778742,0.11337270036863033,-0.11155465534868414,0.28663498524285874,-0.15791514485297448,-0.2878383700622256,-0.22323306698880171,-0.12804331504467464,-0.002191427251385227,0.3558360108045158,-0.13980020770374596,0.4696433700357763,-0.1308959648758683,0.06040295961593777,-0.31440102710803086,0.4376860600467265,0.060234160368580404,0.5463723871596469,0.18756560620507856,0.11572301617829994,0.2189780035022357,-0.11610101431596033,0.22355622851847204,-0.12704091817239405,-0.13502488526886391,0.28146622673283367,0.17358160915487578,0.2639472019458573,0.007440286964340128,0.1456932180028137,-0.21921336968029556,0.003660357599358784,-0.5380184303488849,-0.08616523128354427,0.09712370032420636,-0.04506640801895747,-0.021334989987297538,-0.036741167615291954,apul,ACR.225
apul_ACR.229,0.006603704165954893,0.23903561389956948,0.0394532101280555,0.026219888114188884,0.033538908687194544,0.07532478772219789,-0.03247437667921806,0.07605011339477832,0.01842065231172307,-0.08657433318783296,0.17874545734033753,0.02218371924929893,-0.2517823161588176,-0.18724510353629711,-0.22521166558674485,0.111531963514848,0.17819081776733728,-0.17125630010830392,0.3147829377450327,-0.10308124096261216,0.06673277364028771,-0.06420261623236242,0.19481849083138988,0.1075481353246974,0.03830915141553939,0.1266764474399967,-0.012625018672969912,0.14615180933911712,-0.33002474685907335,-0.020052321371806882,-0.3824790040814286,-0.11749497623041126,0.36913134736664255,-0.07418816270426472,0.2627652436807971,0.007745217949952846,0.7694434904929333,-0.221114549136847,0.1836145309781501,0.061670687518893076,-0.08061276082382109,0.1810548280243711,0.002843053237162454,0.10140372013813063,0.0020740028777564653,apul,ACR.229
apul_ACR.237,0.09994095813596748,0.2452176120207797,0.25000032804550487,-0.06250927413152878,0.04912968118295348,-0.12589241861301576,-0.035063253895020775,0.00887770720826171,0.03116006222017487,-0.05092468233471397,0.1048072807186351,-0.0858399092091468,-0.27901960065753306,-0.03621488196567153,-0.07468886165851138,-0.01591406222713628,0.28050780112841617,0.05738627200154617,0.23430137829892142,-0.10452485197726748,0.09383632425411995,-0.03104210936339914,0.226881994745407,-0.038678699811702306,-0.06666321208394103,-0.019378234742485116,-0.20311064503181098,-0.11709070048984738,0.12774003694508282,0.32031200967735785,-0.1813155127566425,-0.15269643927076598,0.17528219081819096,0.08692569107105706,0.04925017179132055,0.041751153891888874,0.010955602158862014,-0.09456078493490622,0.04318751469553711,-0.12867659716448912,0.026463977671477835,0.05057865185862067,-0.008192308713475436,0.16397535687502185,-0.03714025209637889,apul,ACR.237
apul_ACR.244,0.09313476562965554,0.2469356612178565,0.19494097096153098,-0.01936541453504036,0.07666981520768329,0.009153515305637664,-0.1880502527211738,-0.5020733092041328,-0.0046517150786839784,-0.09970306508339155,0.1958947307067789,-0.05829465539418507,-0.30324451325349516,0.03334075178272228,0.0020895008906099415,-0.11552241285480001,0.31264723087343277,-0.10774381122077592,0.3338432707873238,-0.08571145045028762,0.09342227735417576,-0.1514571726200016,0.3878697320293295,0.03364338822439721,0.10290227352152508,0.060002574273761246,0.221739232647131,0.04709900838331897,-0.07208622331645602,0.3685873345843426,-0.21699850676361068,-0.12624779235528083,0.030268437160160384,0.1097247911049642,0.052850762213478765,-0.04358617551254863,0.4121745208544793,-0.20257417011433795,0.14716101388908823,-0.15311935199034238,-0.12198900442052692,0.14869586692602124,0.03771685908200424,0.29755032079351423,-0.019534863367378384,apul,ACR.244
apul_ACR.265,0.09644049799325362,0.2234425946165186,0.08456055708442732,-0.06781620801395613,0.0730128555188895,-0.13092657928208662,-0.15711772806559632,0.038641191291662845,-0.029651054904350004,-0.03185334895954737,0.20365758529408773,-0.04514162497052147,-0.11401623558552323,0.004480586649099892,-0.01453045316092111,-0.029152922949104074,0.25159306162629147,0.214819469210535,0.2863063458158427,-0.09230712609724666,0.05282464872955952,-0.08511014963085149,0.3286412191002835,0.07387084805055374,0.008983192714437881,0.09708190709513559,-0.26851633730501817,0.061084081795762246,0.10719833021086542,0.1717387917187551,-0.22212449159328992,-0.08695165474010005,0.06490268756516121,0.0589078210781746,-0.0047845467084488506,-0.01589577747596759,0.004310553485796529,-0.14571084385776858,0.012297497487108353,0.021495525229300677,0.032481760052291815,0.13230874243492813,-0.04314520891108828,0.06373504510294119,-0.07340129454349828,apul,ACR.265
