,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cluster_1819,46.3943872712645,0.412927120588056,0.215789897035623,0,1,1
Cluster_1832,687.609671194776,0.0885896328606822,0.194649234770371,0,1,1
Cluster_1833,19.2360810639362,-1.05583043751867,0.818140645904071,-0.068240635394638,0.945594079978412,1
Cluster_1836,2957.7031052855,0.290877799968116,0.260863567357983,0,1,1
Cluster_1865,199.412993245008,-0.040446353742562,0.206496488501235,0,1,1
Cluster_1950,273.378491281365,-0.221813510074471,0.199867343252273,0,1,1
Cluster_1951,315.774269670822,-0.426273813038856,0.981428672906457,0,1,1
Cluster_2372,1254.78221867392,0.425331767955965,0.175918156558086,0,1,1
Cluster_2500,31.4709877765604,0.811637184114711,0.286674362951095,0,1,1
Cluster_2746,326.635656458503,-0.00961442226389094,0.181829777966155,0,1,1
Cluster_3109,10.2805462841656,0.431760652222186,0.339275779077902,0,1,1
Cluster_3226,397.02563143888,-0.357858613763336,0.200783723667766,0,1,1
Cluster_3227,453.777916654932,-0.0770031906440939,0.69731189041865,0,1,1
Cluster_3301,370.61796740406,0.665141304634553,0.196097157136711,0,1,1
Cluster_4026,3.47893534705154,-0.0358384598176061,0.549525235216786,0,1,1
Cluster_4034,1289.14497688074,0.741224028968639,0.136506498471174,0,1,1
Cluster_4036,20.0751151532813,0.498090366632084,0.301736557080631,0,1,1
Cluster_4752,6738.75141966952,-0.928381171396346,0.238852030969146,0,1,1
Cluster_4754,104.407308435716,-1.65749255313792,0.297214796085621,-2.21217974945133,0.026954247495915,0.687333311145833
Cluster_5516,219.20047831514,0.0169883120369417,0.143020584063884,0,1,1
Cluster_5517,5039.20703656497,-0.513624043928322,0.148238385303407,0,1,1
Cluster_5603,737.192383869078,-0.103010058885532,0.18794103736992,0,1,1
Cluster_5685,1.05619616293436,-0.189383697616196,1.19834667474705,0,1,1
Cluster_9366,263.196852177994,-0.357248083375837,0.168123733354715,0,1,1
Cluster_9380,848.233946850644,-0.126803229977963,0.123977992430411,0,1,1
Cluster_9420,552.119120956916,-0.302522879762809,0.142122640415913,0,1,1
Cluster_9512,2610.0077783521,-0.276875383085204,0.215088459668017,0,1,1
Cluster_9532,69.9611420634016,-0.405262830471531,0.224610024064345,0,1,1
Cluster_9706,178.936611254521,-0.535032731248164,0.23917849842955,0,1,1
Cluster_9786,883.188768926256,-0.139365222334161,0.148825318823432,0,1,1
Cluster_10452,40.2336442622222,0.28025038068319,0.25715141116249,0,1,1
Cluster_11565,1.98022959668184,-1.59460395210062,0.950325102877421,-0.625684779135333,0.531521718726489,1
Cluster_12081,2.14768732233151,0.520893864082644,0.660115894358733,0,1,1
Cluster_12083,2.4402875176929,-0.0617288210654454,0.624745989707733,0,1,1
Cluster_12087,2.33828367221797,0.670700641152376,0.627141507891955,0,1,1
Cluster_13327,24.0690174110642,0.208178742290777,0.342273081922999,0,1,1
Cluster_13647,0.459777444897435,-0.789108054260585,1.77313620124358,0,1,1
Cluster_14146,481.508110507892,0.0156113552331183,0.189975814985274,0,1,1
Cluster_14165,492.686551645196,-1.70126018010028,0.315049602758634,-2.22587228791882,0.0260227370616277,0.687333311145833
Cluster_14532,4066.48084325471,0.910450507167567,0.25271296255847,0,1,1
Cluster_14605,41.4811538495951,0.289994607771838,0.195970422431143,0,1,1
Cluster_14610,41.7148078273119,0.182148410176124,0.266710331100353,0,1,1
Cluster_14633,0.907058031529109,-0.738415373594708,1.12777834944125,0,1,1
Cluster_14692,66.6776495489019,0.565000430624221,0.182424479156762,0,1,1
Cluster_15097,293.155752820191,0.88463150872374,0.333131988114701,0,1,1
Cluster_16354,20789.8794114832,1.41640026737858,0.302186035236225,1.37795999425677,0.168215640133237,1
Cluster_17173,3055.94550929787,-0.332247399586517,0.181744441014219,0,1,1
Cluster_17186,124.623074122154,0.605822741276523,0.188756776008385,0,1,1
Cluster_17192,72899.8548235039,-0.486869168878658,0.200159608983207,0,1,1
Cluster_17245,341.414880541146,0.830786626929076,0.283515933450044,0,1,1
Cluster_17623,13.4390867156847,-0.0385446023982144,0.250026030752372,0,1,1
