,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cluster_74,13.9158353285767,-0.860459783408293,0.328668040168918,0,1,1
Cluster_232,12.7802793117205,0.881168300631665,0.509173381124654,0,1,1
Cluster_238,12.8081605364591,0.472592448663964,0.512361155577837,0,1,1
Cluster_938,8.92731039590915,2.57401408236202,0.547881464152751,2.87290989994723,0.00406710090185515,0.0178952439681627
Cluster_967,17.4913404188461,0.0203840275057952,0.281579871059671,0,1,1
Cluster_1810,26.8508228789941,1.42433551293443,0.253021716742458,1.67707151147958,0.0935284988485598,0.237418497077113
Cluster_1829,24.8615207439045,0.460180565340087,0.207881552690157,0,1,1
Cluster_1888,13.2790446331011,2.17050981212084,0.356073872135215,3.28726678287799,0.00101164944764211,0.00476920453888421
Cluster_2304,21.6120210990627,-0.375624481488842,0.33902591841651,0,1,1
Cluster_2329,189.311986743653,1.07961102287376,0.49927019072918,0.159454788913975,0.873310575723426,1
Cluster_2574,17.5643499684813,0.772167942487129,0.568818450764319,0,1,1
Cluster_2970,22.8892827043565,-4.34348759625409,0.71121533335321,-4.70109042853497,2.58775876909014e-06,4.26980196899873e-05
Cluster_2990,15.998708054869,0.39704369454867,0.255710675112132,0,1,1
Cluster_3087,46.7941270023825,1.04509686473868,0.289252508502622,0.155908292626876,0.876105308674773,1
Cluster_3157,13.5780183317024,-2.34597003785131,0.400727249000529,-3.35881835140572,0.000782765023406221,0.00397403781113928
Cluster_3519,14.7050794313024,-3.3161284585849,0.588955308909159,-3.93260477246525,8.40303350022878e-05,0.0011092004220302
Cluster_4085,210.762458394218,1.49618347503775,1.1679399334223,0.424836467046586,0.670955891746527,1
Cluster_4626,72.8743686231928,-4.18534824895001,0.597718928502246,-5.3291741269292,9.86603720197403e-08,3.25579227665143e-06
Cluster_4896,128.436186388788,-1.49514056752209,1.04033059972652,-0.475945403943952,0.634113274053577,1
Cluster_5169,99.6933022869279,1.87271485640188,0.594165806059636,1.46880693486809,0.141885162556682,0.339467177517108
Cluster_5385,20.4981211929889,4.1275451723117,0.827318665199019,3.7803391895665,0.000156614849112689,0.00147665429163393
Cluster_5831,15.8887130485334,0.270349756826917,0.407924591009049,0,1,1
Cluster_5995,42.6747831714715,1.41540560038406,0.349888281860811,1.18725210851536,0.235128192471458,0.517282023437208
Cluster_6082,67.011131868385,0.86597387468099,0.238413587939815,0,1,1
Cluster_6099,16.1552487525097,0.343679350197561,0.254359562343004,0,1,1
Cluster_6113,13.1784658594777,0.142434351955272,0.622830216045871,0,1,1
Cluster_6217,9.5223888550422,-2.38087532259697,0.945159855828671,-1.46099658600743,0.144016378340591,0.339467177517108
Cluster_6777,1118.48244659949,0.339678681895168,0.141047553743508,0,1,1
Cluster_6816,16.9316210115134,-3.5912702653317,0.711711959559475,-3.64089745932555,0.000271689335167035,0.00211446031242589
Cluster_7171,120.002839994394,-3.12334184253992,0.776035407362401,-2.73614041626884,0.00621644936519807,0.0241344504766513
Cluster_7537,13.3422505587256,-3.20393546118906,0.917521922864578,-2.40205209953806,0.0163033862659335,0.0538011746775807
Cluster_8145,13.345363814459,2.02810590128059,0.368651605405778,2.78882795084792,0.0052899158953188,0.0218209030681901
Cluster_8818,117.093007170822,-3.38904712566541,0.664798904368135,-3.5936387830484,0.000326091831491984,0.00211446031242589
Cluster_9531,11.2016375392226,1.01516196505778,0.413630009546046,0.0366558632301005,0.970759401012117,1
Cluster_9699,40.2822173443178,-1.19832150657053,0.597705033685916,-0.331804979702995,0.740036523855053,1
Cluster_9840,167.04793494869,-4.58199291260894,0.69329852221156,-5.16659533786788,2.38396626768554e-07,5.24472578890818e-06
Cluster_10133,66.415035137357,0.593768535429691,0.214858668512895,0,1,1
Cluster_10906,54.6595619276995,-0.335387273794885,0.18419351833269,0,1,1
Cluster_11635,9.164766556816,-1.20786655785399,0.468178917052212,-0.443989573820997,0.657050121956424,1
Cluster_11991,29.8147800426392,-0.610295458408183,0.272280754097767,0,1,1
Cluster_11992,13.9667479071734,-1.87559494420628,0.502401389981289,-1.74281950979253,0.0813651472933131,0.214803988854346
Cluster_11993,12.9697268229194,-0.0581496430575923,0.373397373899915,0,1,1
Cluster_12137,15.1219490269007,0.412067018027797,0.368997424376244,0,1,1
Cluster_12143,20.8728659050996,0.754421647384862,0.287542064655893,0,1,1
Cluster_13376,11.4256867732631,-0.757870757700479,1.45589171231762,0,1,1
Cluster_13476,26.6070666887605,-2.00170707843471,0.457919917773151,-2.18751585060108,0.0287048873853983,0.0823705464102733
Cluster_13579,12.1656536812817,2.42543457779273,0.398373031412139,3.57814024895184,0.000346047759524872,0.00211446031242589
Cluster_13580,12.0323094357416,2.64900228122474,0.426707477998998,3.86447945313161,0.000111326360206868,0.00122458996227555
Cluster_13593,42.0715638906907,1.54950143859749,1.32714122440912,0.41404895612533,0.678838253913302,1
Cluster_13861,9.64027330637045,-3.27123272837142,0.647778195087731,-3.50618891712435,0.000454572455343528,0.00250014850438941
Cluster_14573,26.6044525998133,1.52267559987244,0.813021687194768,0.642880267654192,0.52030179414801,1
Cluster_14698,11.802530140122,1.92905097323324,0.395185409069265,2.35092427987493,0.0187268442811967,0.0588557963123324
