,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cluster_1,13.0128334536251,-0.85573248667708,0.431573233516934,0,1,1
Cluster_2,55.8529120904793,-1.0982893381436,0.4652195545374,-0.211275164994595,0.832672560985224,1
Cluster_3,13.552961654198,-0.275404981115705,0.381768273910281,0,1,1
Cluster_4,57.1717948389095,-1.09176641336817,0.416489357067309,-0.220333153323153,0.825611701904011,1
Cluster_5,13.4828469764265,-0.00811645557564908,0.631783565827939,0,1,1
Cluster_6,35.7885714317062,0.217981562183439,0.667910012079314,0,1,1
Cluster_7,59.5891419251106,-1.06550881298272,0.43034344520883,-0.15222449351106,0.879009876054845,1
Cluster_8,13.7558690567269,0.333298085727493,0.449398965186613,0,1,1
Cluster_9,67.7961755790536,-0.892024575571028,0.438623638966306,0,1,1
Cluster_10,14.1387789669923,0.497643466661645,0.440785858304196,0,1,1
Cluster_11,65.8485778328804,-1.46399233001439,0.409177424550487,-1.13396366019978,0.256809791684975,1
Cluster_12,13.8152117171747,-0.681422893518705,0.430203791335602,0,1,1
Cluster_13,59.2095642216824,-1.29218885691092,0.449743966748939,-0.649678213635778,0.515900099550101,1
Cluster_14,13.4395532633038,-0.310343812258376,0.524640858296321,0,1,1
Cluster_15,58.3605701370835,-1.04787037868217,0.373962028508959,-0.128008661395476,0.898142118633418,1
Cluster_16,13.5226578180183,0.252064440984097,0.452658850902899,0,1,1
Cluster_17,58.3573753848236,-0.946242593101799,0.373250275915305,0,1,1
Cluster_18,13.9791919433336,0.165686172073559,0.354366555376465,0,1,1
Cluster_19,66.3782482035391,-1.23133148727827,0.426039241920105,-0.542981642338134,0.587142442051167,1
Cluster_20,12.3664045981413,-0.794912483504242,0.42284841638355,0,1,1
Cluster_21,10.8773363554873,-0.581092492924495,0.482486243685884,0,1,1
Cluster_22,49.3958368384455,0.668318778723494,0.849416180661394,0,1,1
Cluster_23,18.1672935375723,0.745718083303541,0.512009957238801,0,1,1
Cluster_24,14.0824163968586,-1.37893444378203,0.668233472733005,-0.567068935101725,0.57066734758397,1
Cluster_25,13.3797778711566,-0.54641571732097,0.706154206606056,0,1,1
Cluster_26,110.586803812192,-0.780104873882981,0.456073360467117,0,1,1
Cluster_27,19.1369542930629,0.515123381826685,0.321416587308979,0,1,1
Cluster_28,52.3565854193178,-1.17838565521253,0.300897621544636,-0.592845015845579,0.553284878273085,1
Cluster_29,65.1745719599963,-0.575747205902676,0.397532746721529,0,1,1
Cluster_30,1926.97760781007,-0.898160931361408,0.225249481335277,0,1,1
Cluster_31,29.5616577658882,0.124637931592121,0.757765944581948,0,1,1
Cluster_32,14.6927920081479,-0.112691361686397,0.780237605263892,0,1,1
Cluster_33,15.168277305169,0.394861842001891,1.13591795280476,0,1,1
Cluster_34,14.4495854345816,-0.704396281065537,1.1445085147667,0,1,1
Cluster_35,121.133260787542,-0.175634197429382,0.612903408089259,0,1,1
Cluster_36,42.9340661830323,0.296043319860709,0.524658505269913,0,1,1
Cluster_37,98.096789974519,-0.881840958660278,0.783738056744962,0,1,1
Cluster_38,57.9318224739186,-0.958668982151477,0.75876239012885,0,1,1
Cluster_39,9.44211749446901,-0.351565643967718,1.29225636316368,0,1,1
Cluster_40,96.1315606623151,7.56583025657322,2.51824092346899,2.60730821875792,0.00912571749305943,0.187121796803938
Cluster_41,54.9196351259043,-1.31954498419917,0.947300572340782,-0.337321641651257,0.735874447079237,1
Cluster_42,55.8225042189342,1.95335720722997,0.44008700894661,2.16629254635787,0.03028883893566,0.44792852255281
Cluster_43,278.530779053492,0.0721345078291594,0.434514447064833,0,1,1
Cluster_44,13.8679449288479,0.635136316505596,0.524957639099398,0,1,1
Cluster_45,40.0543765868966,-0.903374074203964,0.634564869830899,0,1,1
Cluster_46,22.8158462010437,-0.981934623165174,0.426061714333771,0,1,1
Cluster_47,15.4424059049513,-0.128797934535829,0.546886242000968,0,1,1
Cluster_48,14.5461072284871,1.49333992750588,0.761841172424079,0.647562701207311,0.517267828080141,1
Cluster_49,134.821993468969,-0.828296939757436,0.758494028769637,0,1,1
Cluster_50,38.0598812560978,-0.544275207925801,0.431964589626246,0,1,1
Cluster_51,37.3574382637072,0.706486983504985,0.633645403704358,0,1,1
Cluster_52,8.36006864195773,-0.487458154950649,0.712435738897583,0,1,1
Cluster_53,47.2612428365979,-0.181667016268534,0.584434430534918,0,1,1
Cluster_54,32.6234178644422,-0.80635044320801,0.496126947265985,0,1,1
Cluster_55,44.277229453814,0.129187160545286,0.451502206404128,0,1,1
Cluster_56,103.585851758629,-0.873124219972313,1.25886952059237,0,1,1
Cluster_57,50.2341031583241,-1.40286890649894,0.916952902874072,-0.439356160208669,0.660403487040343,1
Cluster_58,36.9939403869144,0.393185740536146,0.515325933081965,0,1,1
Cluster_59,39.4739134608639,2.2745067359515,1.15601599367344,1.10249922399562,0.270244695680704,1
Cluster_60,62.5223912157903,29.7389195011083,4.16909985507218,6.89331522394318,5.45069059831488e-12,1.02936291949176e-08
Cluster_61,21.2136065299735,-0.245379580576936,0.632970344351381,0,1,1
Cluster_62,53.4822530455791,-0.0161211993777823,0.448025166450127,0,1,1
Cluster_63,56.5827076017757,-0.174399871981034,0.226353490239116,0,1,1
Cluster_64,38.8155739881143,-0.295563810080597,0.425844561807319,0,1,1
Cluster_65,14.6809675886694,-0.292826211929775,0.320766369946336,0,1,1
Cluster_66,37.0093778905969,-0.782303181622488,0.54617190826793,0,1,1
Cluster_67,17.0982796632849,1.13721181578213,0.741054617350452,0.185157493887171,0.853105507527551,1
Cluster_68,18.5179306434493,-1.55903301814614,0.915102066976224,-0.610896902455219,0.54126783562488,1
Cluster_69,253.100864810958,-0.387435828176839,0.376809638240793,0,1,1
Cluster_70,27.2292336783365,0.45414951862822,0.307070225378032,0,1,1
Cluster_71,68.7543388372898,-0.396869755360986,0.518135067693076,0,1,1
Cluster_72,17.7287684584554,0.777045015137208,0.550085559273486,0,1,1
Cluster_73,38.3407452021872,-0.118532579937189,0.422886101866671,0,1,1
Cluster_74,15.3724028053379,0.653816512470032,0.382454687273951,0,1,1
Cluster_75,311.30943519325,-0.704728812669738,0.663322664764722,0,1,1
Cluster_76,25.4089489919007,-0.715631486346008,0.570661238729338,0,1,1
Cluster_77,26.9821486665042,-0.791770390479932,0.585515933906649,0,1,1
Cluster_78,798.729160956626,1.42373104489203,0.332496855356835,1.27439113502979,0.202524832492559,1
Cluster_79,1311.98819920757,1.74882102165025,0.438453023332654,1.70787058544725,0.0876603581818528,0.987319128794399
Cluster_80,2749.14763218951,0.881822009225144,0.3678650495307,0,1,1
Cluster_81,44.0381207377753,-0.508093052747488,0.678216649710755,0,1,1
Cluster_82,44.2006701143258,-0.897266407792529,0.745234257839687,0,1,1
Cluster_83,36.4207858021075,-0.38846280300988,0.499877932656656,0,1,1
Cluster_84,70.7076055902649,0.342407452094713,0.297113384132989,0,1,1
Cluster_85,37.6243551553921,-3.30482980368655,1.30523540564324,-1.76583457184928,0.077423606578898,0.898123347814796
Cluster_86,93.0825372126509,0.316419144953091,0.411888565410034,0,1,1
Cluster_87,429.782164952247,-0.636114448996672,0.248070353262323,0,1,1
Cluster_88,9.32335989390046,-0.226545603324556,0.492288004913361,0,1,1
Cluster_89,18.4973799981641,-0.383558146545455,1.00014134704653,0,1,1
Cluster_90,41.6199818028951,0.155500282769745,0.798863285639636,0,1,1
Cluster_91,29.4430305129061,-1.64352671670723,0.728492670212249,-0.883367455872595,0.377037768328856,1
Cluster_92,61.1868907090536,-1.1117237035076,0.773212666727251,-0.144492852115955,0.885111300408188,1
Cluster_93,184.345647734811,0.487800938050147,0.633345146899286,0,1,1
Cluster_94,9.53318012180699,2.48545694343602,2.31407046165555,0.6419238169495,0.520922649224415,1
Cluster_95,63.7576799810054,0.241946150084186,0.356494783114811,0,1,1
Cluster_96,132.706537922716,0.0581857019473659,0.541712162511531,0,1,1
Cluster_97,84.3879689131464,-1.85523539913016,0.79903159794744,-1.07033989810552,0.284466341641616,1
Cluster_98,13.0654924255624,-6.01533892371308,2.24867066632093,-2.23035725009866,0.0257237352596648,0.39624203946066
Cluster_99,91.0545645019594,-0.155409325030356,0.802615073928867,0,1,1
Cluster_100,22.0941416982249,0.50982845196296,0.489251020246816,0,1,1
Cluster_101,32.4718223193887,-0.879864255445879,0.89634162890597,0,1,1
Cluster_102,12.8733514256562,1.00781415626464,0.906682584357405,0.00861840339657496,0.993123594117533,1
Cluster_103,292.614996517158,-0.286011153052736,0.507564344603492,0,1,1
Cluster_104,99.3565473840551,0.150248362162516,0.319549930749155,0,1,1
Cluster_105,60.7562618879744,-1.00736334875146,1.15506816940527,-0.00637481747527846,0.994913666008555,1
Cluster_106,49.3120463680443,-0.464351749923249,0.422375912762173,0,1,1
Cluster_107,52.7695400688072,0.0943992267621226,1.15901568058727,0,1,1
Cluster_108,97.6259561705729,-2.16299695828674,0.719555220936753,-1.6162720031031,0.106035517165295,1
Cluster_109,123.39749900625,1.30360412593083,0.775812959159807,0.391336755008097,0.695548334172706,1
Cluster_110,18.0852199138294,2.46353635484032,1.27003855372784,1.1523558482099,0.249174876196948,1
Cluster_111,8.29660708192052,-1.92256813168329,1.10877653477147,-0.83205957445108,0.405375318537809,1
Cluster_112,208.988569309505,-1.722748990548,0.99780131273667,-0.724341591178822,0.468856048980325,1
Cluster_113,18.2771861136762,0.401392578372814,0.353841848834494,0,1,1
Cluster_114,21.8055432138888,4.53394190703707,1.04901786682626,3.36881002582807,0.000754934425067303,0.0298262272330461
Cluster_115,14.2814047166232,-0.825095998448696,0.288429386157061,0,1,1
Cluster_116,141.492247440133,0.289658158313282,0.977004704921014,0,1,1
Cluster_117,90.145004425782,-0.00916389106746094,0.259288829418478,0,1,1
Cluster_118,23.2779304755334,-0.537460798283507,0.978351232561254,0,1,1
Cluster_119,16.0412283509187,0.135340410173417,0.656328215095856,0,1,1
Cluster_120,11.7743204421641,1.03847953840816,1.5380745789476,0.0250179925829644,0.980040612094147,1
Cluster_121,67.2462933347391,-0.285127373739366,0.92757891795907,0,1,1
Cluster_122,18.2180226945374,2.14109352757951,0.621145160629606,1.83708028317063,0.0661980444087126,0.802619504441095
Cluster_123,229.007416391295,0.183306533421255,0.700642583229387,0,1,1
Cluster_124,154.858875508133,-0.714661788795785,0.341391014454912,0,1,1
Cluster_125,98.462902907738,-4.05395834959663,1.44057516799301,-2.11995765125631,0.0340096168188985,0.486938296910461
Cluster_126,37.9852327811299,-0.47024170636839,1.04175600312347,0,1,1
Cluster_127,672.048997474628,-0.415870899997139,0.50389326564449,0,1,1
Cluster_128,15.3770194943207,-1.18929959584664,0.950291627654742,-0.199201582269876,0.842105061753973,1
Cluster_129,39.2790198739252,-1.25027187173151,0.570083219172361,-0.439009364448312,0.660654750973639,1
Cluster_130,67.0098969551463,2.30636623355189,0.880000212723794,1.48450672472953,0.137674540463745,1
Cluster_131,18.2487227592898,-0.958045209222515,1.24986869856974,0,1,1
Cluster_132,23.6574432552098,-0.676907317872631,0.64870392923072,0,1,1
Cluster_133,12.7030731107249,-1.07939465013386,1.07344251311015,-0.0739626474303008,0.941040106852823,1
Cluster_134,1198.54527722351,-0.848335946567257,0.482276500370557,0,1,1
Cluster_135,86.6163995684479,-0.0353736864853279,0.230596495640956,0,1,1
Cluster_136,104.966549408823,-0.558832043420578,0.490870700024795,0,1,1
Cluster_137,15.5597537274326,-0.68797110438763,0.318856101440862,0,1,1
Cluster_138,278.705688632935,-0.679833118989035,0.445629959527874,0,1,1
Cluster_139,87.6097936458496,0.00154418298687963,1.20452862738628,0,1,1
Cluster_140,119.857498400054,-0.495499672804688,0.539391323929791,0,1,1
Cluster_141,632.521342918025,-0.313252893056366,0.341318078587541,0,1,1
Cluster_142,87.4177706223734,-0.533068433079141,1.23314412524507,0,1,1
Cluster_143,72.3955462837749,0.0326643459959382,0.533080095975169,0,1,1
Cluster_144,444.88142641684,-1.25387117214215,0.587656484928107,-0.432006076089184,0.665736997068366,1
Cluster_145,737.812933393018,-0.111392185632972,0.340065681572995,0,1,1
Cluster_146,32.6232046959322,-1.6882256877413,1.15316515522991,-0.596814501912426,0.55063123468584,1
Cluster_147,53.0457717992791,-0.907018797129551,0.734857204243677,0,1,1
Cluster_148,24.3958156527676,-0.274527786737388,0.276170919177433,0,1,1
Cluster_149,26.8038984392731,2.1381055532509,0.94736086565315,1.20134322042767,0.229618091452809,1
Cluster_150,15.0547893311656,0.556630451421577,0.307629524824352,0,1,1
Cluster_151,101.747729599017,0.422315818356332,0.328543487611384,0,1,1
Cluster_152,282.499327718381,-0.430593487457933,0.294017230501631,0,1,1
Cluster_153,81.9843802894328,-0.235987276091241,0.327954764902692,0,1,1
Cluster_154,925.131547180968,-0.204498046133856,0.18552485795605,0,1,1
Cluster_155,42.5219636479176,2.13248622995387,0.837572549821856,1.352105235773,0.176341652637233,1
Cluster_156,30.4661617795987,-1.75852441578308,1.26534402711184,-0.599461015763765,0.548865499187031,1
Cluster_157,20.2842830832118,-0.740682513485035,0.509450026620283,0,1,1
Cluster_158,479.350384121902,-0.106119393175536,0.214348067841239,0,1,1
Cluster_159,92.8793139023005,-0.98618628227455,0.935649009582893,0,1,1
Cluster_160,171.997291561866,0.893998669302729,1.01387129276603,0,1,1
Cluster_161,15.0931914152849,-1.48458297171672,0.925074015429686,-0.523831567673684,0.600395694977183,1
Cluster_162,36.1330721624739,0.0205834919171428,0.993104194177065,0,1,1
Cluster_163,9.24012672835084,-0.383229300737712,0.779614625154571,0,1,1
Cluster_164,49.1774906546763,-0.227184127012298,0.728178350909623,0,1,1
Cluster_165,81.3154536578454,-0.531880980072648,0.812548688075225,0,1,1
Cluster_166,1358.72802265059,-0.171339049414541,0.527947276757756,0,1,1
Cluster_167,8.8262773034553,0.00823655300183941,0.972441904183382,0,1,1
Cluster_168,76.2745098983206,-0.159961919731371,0.420317082710156,0,1,1
Cluster_169,201.972247163308,-1.17629811413671,0.596886706820507,-0.295362775083083,0.767716766627335,1
Cluster_170,621.132539117637,-0.71481856840998,0.742391282220086,0,1,1
Cluster_171,17.5877271996172,-0.70285294176648,0.669622980417419,0,1,1
Cluster_172,10.4133742019474,-0.0529076858069077,1.04456573965729,0,1,1
Cluster_173,49.6961272028054,-0.551732154386739,0.481031417836167,0,1,1
Cluster_174,28.6761752941199,1.67533529304332,1.0148113479268,0.665478657114929,0.505744390130438,1
Cluster_175,13.7713939669169,-1.64240833723672,1.20239638316613,-0.534273344656226,0.593152431203373,1
Cluster_176,10.3992894366749,1.06017674001224,0.567803911041967,0.105981552507821,0.915596988711378,1
Cluster_177,34.8743188458893,-0.0497047603075149,0.658436459625671,0,1,1
Cluster_178,21.4520337913646,1.24825707150775,0.66843236176728,0.371401933400379,0.710338185748581,1
Cluster_179,77.3996233983764,-1.63274097225721,0.995235282231044,-0.635770238007214,0.524926188567458,1
Cluster_180,19.166314765936,0.199460179331473,0.60317248565597,0,1,1
Cluster_181,188.017216640338,-1.90766042935162,1.32576845287034,-0.684629678271876,0.493577634266878,1
Cluster_182,23.5682910210988,-0.732657240148821,0.832241245550907,0,1,1
Cluster_183,49.2300324247157,3.51049346203482,1.49438758754151,1.67994801547098,0.0929674305150185,1
Cluster_184,8.97262005086481,-2.16883069019726,1.57818972964127,-0.740614812176572,0.458927024351124,1
Cluster_185,17.0603534653087,-1.2111160360275,1.05283169736578,-0.200522112466517,0.841072265928432,1
Cluster_186,13.3959516838419,1.96369937585529,0.613270966528607,1.57140877108575,0.116087729937293,1
Cluster_187,34.7114141503409,-2.32500737968725,0.754369420184845,-1.75644365245158,0.0790126847547237,0.912074909286649
Cluster_188,21.251332515459,-0.486053893189134,0.311347312902333,0,1,1
Cluster_189,127.932046388897,-0.0305657338199372,0.63915212239939,0,1,1
Cluster_190,18.8730297087954,2.0962004257663,0.769220114499084,1.42508029249877,0.154133992684234,1
Cluster_191,23.7845218675688,-1.82757837499898,0.686500892299576,-1.20550225685335,0.228009467307572,1
Cluster_192,21.1087683380177,-0.430497225850796,0.863277655817036,0,1,1
Cluster_193,12.237380722087,-0.567374867721492,0.802542839952876,0,1,1
Cluster_194,19.0645493097172,-1.86851004696685,1.18945253933388,-0.730176293921936,0.465282431026621,1
Cluster_195,22.1352622009612,-0.957251237858713,0.389609457120493,0,1,1
Cluster_196,23.4011327237001,0.615515660860514,1.23991878712045,0,1,1
Cluster_197,58.5091301536837,-0.871342003772724,0.374216135047453,0,1,1
Cluster_198,30.8296804768151,-0.17870650999479,0.332503841275491,0,1,1
Cluster_199,9.16553195512503,-0.634208606736308,0.933225342088165,0,1,1
Cluster_200,50.8299159433624,0.858433836108823,0.580253674376512,0,1,1
Cluster_201,48.5833216064419,-0.0630484757645933,0.349175313281565,0,1,1
Cluster_202,33.7908407255908,-0.427261255322768,0.361304692326339,0,1,1
Cluster_203,17.7244424127082,-1.04552746941808,0.761107503467513,-0.0598173966367,0.952301069874372,1
Cluster_204,16.3071899331118,6.24780787951007,0.97189987366251,5.39953550949052,6.68136589289505e-08,2.25317133727362e-05
Cluster_205,253.023085669038,0.563207699045169,0.930015357818604,0,1,1
Cluster_206,10.9866869281646,-0.579637310616928,1.52185209813778,0,1,1
Cluster_207,17.1578149714227,0.221591763933033,0.962871975855018,0,1,1
Cluster_208,24.7026803319286,0.159111050892568,4.17083089051275,0,1,1
Cluster_209,36.2843538020936,1.20327668020887,0.637828288475699,0.318701261580391,0.749953057899945,1
Cluster_210,38.9296576124467,-0.123762917602684,0.602817346504513,0,1,1
Cluster_211,30.641194803489,-12.1345083441634,4.18119954706578,-2.66299376980878,0.00774488480661446,0.164895320826284
Cluster_212,29.2130274335946,1.11151479353969,0.617898928783979,0.180474165506561,0.856780334318346,1
Cluster_213,26.9473254565969,0.133392935488722,0.789276820600169,0,1,1
