,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cluster_1819,46.3943872712645,0.0603557745461997,0.22650562584569,0,1,1
Cluster_1832,687.609671194776,-0.0576039803880675,0.195477728684636,0,1,1
Cluster_1833,19.2360810639362,-1.02395610458854,0.816115993671554,-0.0293537986932077,0.97658242021209,1
Cluster_1836,2957.7031052855,-0.44684749194702,0.260970904853579,0,1,1
Cluster_1865,199.412993245008,0.032387518553281,0.209148357526702,0,1,1
Cluster_1950,273.378491281365,-0.103510931777061,0.201479241976194,0,1,1
Cluster_1951,315.774269670822,0.322713431086856,0.981813275044771,0,1,1
Cluster_2372,1254.78221867392,0.298050081638325,0.176653480628071,0,1,1
Cluster_2500,31.4709877765604,-0.00386798389806403,0.301585682512136,0,1,1
Cluster_2746,326.635656458503,0.0608309062201121,0.183455043585508,0,1,1
Cluster_3109,10.2805462841656,-0.147416899107511,0.364335092549518,0,1,1
Cluster_3226,397.02563143888,0.353047554072023,0.202566595032782,0,1,1
Cluster_3227,453.777916654932,0.0898363865889897,0.69852219648673,0,1,1
Cluster_3301,370.61796740406,0.180299297421456,0.198568903667429,0,1,1
Cluster_4026,3.47893534705154,-0.206409369355413,0.58332067403901,0,1,1
Cluster_4034,1289.14497688074,-0.370218086662105,0.137245922191605,0,1,1
Cluster_4036,20.0751151532813,0.220133584889757,0.323685025850877,0,1,1
Cluster_4752,6738.75141966952,-0.582226300108952,0.238848900245456,0,1,1
Cluster_4754,104.407308435716,0.394646950449047,0.297613324032012,0,1,1
Cluster_5516,219.20047831514,0.272243173306239,0.146297134788915,0,1,1
Cluster_5517,5039.20703656497,0.0742546412683349,0.148341075946566,0,1,1
Cluster_5603,737.192383869078,-0.253816153713849,0.188533620107184,0,1,1
Cluster_5685,1.05619616293436,0.405928514588231,1.25095878226919,0,1,1
Cluster_9366,263.196852177994,-0.180518486207531,0.169658337969927,0,1,1
Cluster_9380,848.233946850644,-0.119934779383584,0.124872930782425,0,1,1
Cluster_9420,552.119120956916,0.102284147828605,0.143185622937129,0,1,1
Cluster_9512,2610.0077783521,-0.107890485224875,0.215240538882272,0,1,1
Cluster_9532,69.9611420634016,-0.182804268589944,0.22775186895435,0,1,1
Cluster_9706,178.936611254521,-0.183312296441386,0.240668404908302,0,1,1
Cluster_9786,883.188768926256,0.0485278857481306,0.14965397100332,0,1,1
Cluster_10452,40.2336442622222,-0.686956551117199,0.262436887014769,0,1,1
Cluster_11565,1.98022959668184,0.094163300873899,0.933304765175638,0,1,1
Cluster_12081,2.14768732233151,-0.22371659767342,0.707653091383104,0,1,1
Cluster_12083,2.4402875176929,-0.116294139739086,0.663953919602522,0,1,1
Cluster_12087,2.33828367221797,-0.494563351890935,0.674616336668914,0,1,1
Cluster_13327,24.0690174110642,0.21512104886217,0.357473011012103,0,1,1
Cluster_13647,0.459777444897435,0.111598977994943,1.78549025587502,0,1,1
Cluster_14146,481.508110507892,-0.328235120972759,0.190785306424113,0,1,1
Cluster_14165,492.686551645196,1.04924920017438,0.315890369105397,0.155905988251091,0.876107125090103,1
Cluster_14532,4066.48084325471,0.203969663609231,0.252886980436153,0,1,1
Cluster_14605,41.4811538495951,0.231325431715364,0.20881512935592,0,1,1
Cluster_14610,41.7148078273119,0.284268239283983,0.27774856161363,0,1,1
Cluster_14633,0.907058031529109,0.140857619596995,1.15686155925588,0,1,1
Cluster_14692,66.6776495489019,-0.14753647832126,0.191099715470566,0,1,1
Cluster_15097,293.155752820191,0.518901372279139,0.335718133003026,0,1,1
Cluster_16354,20789.8794114832,0.705503481549916,0.30223196684832,0,1,1
Cluster_17173,3055.94550929787,-0.220480784274141,0.181874659920124,0,1,1
Cluster_17186,124.623074122154,-0.751510763585317,0.192345564752253,0,1,1
Cluster_17192,72899.8548235039,-0.198603364161009,0.20016515637368,0,1,1
Cluster_17245,341.414880541146,-0.167866723689456,0.284982282567053,0,1,1
Cluster_17623,13.4390867156847,-0.0577376030058462,0.266738361862183,0,1,1
