X1A1_ACR.173_TP1	X1A10_ACR.145_TP4	X1A12_ACR.237_TP3	X1A2_ACR.244_TP4	X1A8_ACR.186_TP2	X1A9_ACR.244_TP2	X1B1_ACR.225_TP3	X1B10_ACR.150_TP4	X1B2_ACR.173_TP3	X1B5_ACR.229_TP1	X1B9_ACR.265_TP4	X1C10_ACR.173_TP4	X1C4_ACR.139_TP4	X1D10_ACR.265_TP2	X1D3_ACR.225_TP4	X1D4_ACR.237_TP4	X1D6_ACR.229_TP2	X1D8_ACR.237_TP2	X1D9_ACR.229_TP4	X1E3_ACR.150_TP2	X1E5_ACR.139_TP3	X1E9_ACR.237_TP1	X1F11_ACR.173_TP2	X1F4_ACR.150_TP3	X1F8_ACR.145_TP3	X1G5_ACR.244_TP3	X1H11_ACR.225_TP1	X1H12_ACR.186_TP3	X1H6_ACR.225_TP2	X1H7_ACR.229_TP3	X1H8_ACR.186_TP4	X2B2_ACR.145_TP1	X2B3_ACR.139_TP2	X2C1_ACR.244_TP1	X2C2_ACR.139_TP1	X2D2_ACR.150_TP1	X2E2_ACR.186_TP1	X2F1_ACR.265_TP1	X2G1_ACR.145_TP2
Cluster_26	3.88924947041214	8.28654344829875	4.96655849010426	4.66853775581095	4.19696386027565	5.14540182173025	5.24644940967899	4.5898874119259	2.19531672462381	8.63890292958571	6.93888077063026	3.85527635269623	7.58218924446859	9.08385618451246	5.02455589250732	5.39986703637449	8.12363380462176	4.3859228638682	8.55479278463235	8.54645377919435	6.62916148361335	5.08987514527575	4.12901593848012	5.10298645320849	7.17723744572528	5.14185223945315	5.36456830255983	3.44071082634965	5.32977454705178	7.69783040611657	4.34617376206916	7.58568525240722	8.29803332966627	4.42330456218965	7.8220859847618	5.04070419425201	3.2168067824843	7.67015857103463	5.15601071341189
Cluster_30	11.6136070602288	9.38989159370298	9.08420539221633	3.51442324929799	7.32910606601184	3.7174246031743	10.4697732029264	8.26654700671684	11.209375702521	10.2624052223412	8.6744064606085	10.9523758545945	12.9258097179957	9.18041968095252	11.4193255032732	8.48741504755247	11.0662617358241	9.36717246164756	10.1537989140096	9.714862944862	12.2060780762268	7.64675715423962	12.266063425591	8.69732441654258	9.1515086447251	3.91765918376669	10.5840721312215	7.26893711366919	12.1246492096478	10.1887887284536	7.50946673339168	8.56110821454854	13.9508886598853	3.43908705294218	13.6648498258652	7.8428689749158	7.16039947254422	8.3619151171874	9.03640693124369
Cluster_35	2.86689921364143	3.87362193391934	6.46109933946534	3.86368812937835	4.28077227027592	4.07532292829805	9.64689565246107	6.47744414984628	2.19531672462381	2.19531672462381	3.93226897360692	2.19531672462381	3.08317191274445	4.23068674449477	10.9336159926163	6.0506985162445	2.19531672462381	6.08105959019707	2.19531672462381	4.07790989641233	2.19531672462381	6.34319909944794	2.19531672462381	6.45395336895986	3.7987150983641	4.82497722669523	10.1238803132289	3.44071082634965	7.94388229941585	2.19531672462381	4.06960880671469	3.52579168578717	2.85313158464575	4.62044268574313	2.19531672462381	7.18603893810535	3.61260377448976	4.26721481209961	6.53855021207786
Cluster_37	3.99338158170683	9.06072428980218	4.40501364078359	2.19531672462381	3.35062166764782	5.93904586529329	3.75208597505968	4.03418007699539	4.15284840192229	4.68236913907354	8.78619820929989	3.18775763684592	4.49503547883666	9.09805307931568	2.19531672462381	3.40492023022599	4.72534294222072	3.9697063020105	4.67600887815907	9.09850296358893	4.65592603849761	4.13180941851614	3.69984661980173	2.9525365428628	8.73708156916445	5.67865206540972	3.82696765562507	3.08917625356102	3.54865788570956	4.644271067917	2.19531672462381	8.21243689548792	5.4447443244228	2.71612282163595	5.85496979323126	2.85544503432386	3.61260377448976	8.10481861823834	3.9486079959485
Cluster_38	5.20496202175688	8.34920707848477	2.89065713641692	4.58586541856383	3.35062166764782	4.47159664747954	3.2074859956439	3.62248365748153	4.43813359505112	5.17081391332174	8.09744542812648	4.08218119421227	4.36983988376732	7.42889418525407	3.01905142604319	3.40492023022599	5.7610731917429	2.85713472632215	4.43773990598268	7.39174148583905	5.58843884532727	2.88382307055937	5.46279853670779	2.19531672462381	7.97314465822326	5.61781733641021	2.19531672462381	3.08917625356102	2.7228499411212	5.75014381060801	2.19531672462381	6.71534463687489	6.03371660192855	3.77162115614063	6.11478952320787	3.12107933635817	3.2168067824843	7.68592536476763	2.19531672462381
Cluster_40	2.19531672462381	2.19531672462381	2.19531672462381	2.74938409322288	2.87402223591715	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	3.57365543265193	9.20671469848504	2.19531672462381	2.19531672462381	2.70113239768728	2.19531672462381	2.19531672462381	2.7747932370755	11.4698590473731	2.19531672462381	4.13180941851614	2.9726981078412	2.19531672462381	2.19531672462381	2.19531672462381	5.40998923536259	3.90919362552521	2.19531672462381	3.39221054044922	2.19531672462381	3.84685599941217	3.22260583686671	2.19531672462381	3.19160185094225	2.19531672462381	2.19531672462381	8.66200949636286	2.19531672462381
Cluster_41	2.86689921364143	2.19531672462381	2.19531672462381	2.19531672462381	7.41895160354017	2.69675850421555	6.8262257542879	2.19531672462381	2.93365108701841	3.54849432301897	3.00904897111312	2.19531672462381	7.86307646817817	7.33605074277223	7.62376552915086	2.19531672462381	2.19531672462381	2.19531672462381	2.7747932370755	5.6364530276294	6.70909002068167	2.19531672462381	3.51195893932536	2.19531672462381	4.76445403535666	2.19531672462381	5.92822947946977	6.28287032867114	8.22641623554029	4.69317782699496	6.17275506483657	3.05418129842253	7.67772779582501	2.71612282163595	8.32781514244316	2.19531672462381	5.62719495774152	7.02013131358151	2.19531672462381
Cluster_43	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	10.513992961879	2.19531672462381	2.19531672462381	10.5161165280624	2.19531672462381	3.01905142604319	2.90707714361794	10.5892547791185	3.48701112757213	10.251868000572	2.19531672462381	9.95701071312561	3.36674727977391	2.9726981078412	2.73378815778248	2.19531672462381	2.19531672462381	2.19531672462381	3.08917625356102	2.7228499411212	10.1448114175	2.89859041421223	2.19531672462381	10.7643664941669	2.19531672462381	10.7256863888908	2.85544503432386	2.19531672462381	3.56878977320572	2.7536014795022
Cluster_45	4.67334002325264	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	3.29538286358465	5.67293981566061	2.19531672462381	5.29551723785669	7.78422140726586	2.19531672462381	5.62376282220253	4.36983988376732	2.19531672462381	6.51189510087896	2.19531672462381	8.92102319228284	2.19531672462381	7.04238500931139	2.63421190553971	3.72223862825273	2.19531672462381	5.50714310218372	2.19531672462381	2.19531672462381	2.19531672462381	5.21877497138214	3.44071082634965	7.82280058029644	7.65664695437917	3.18051766514317	2.19531672462381	5.17753838820505	2.71612282163595	5.99595447902663	2.19531672462381	2.19531672462381	2.19531672462381	2.7536014795022
Cluster_49	7.95746625188448	2.19531672462381	8.38583918136935	6.75655250740804	8.37612717063152	6.79032676884058	2.19531672462381	8.03216654640632	7.44743408983735	2.19531672462381	2.19531672462381	7.51263491710048	7.1443749146873	3.4729390862008	2.87087755448736	8.01551715558261	2.19531672462381	9.19919348799209	3.00949290389881	3.06334357870174	7.27926395917996	8.05710923295531	7.32408248023271	8.71737653890251	3.52531248383214	7.02367242876036	2.19531672462381	7.89342851977365	2.7228499411212	2.19531672462381	8.2808796752738	2.80704071778711	7.44874669713433	6.46867092840472	7.43165524346872	7.41791716021189	7.99782360025525	3.84959046238492	8.37205640331478
Cluster_56	2.19531672462381	2.19531672462381	8.0323493516985	2.19531672462381	2.87402223591715	2.19531672462381	2.19531672462381	6.71334350022662	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	9.70137371638148	2.19531672462381	2.19531672462381	6.34225132297718	2.66456447424985	7.72852988389203	2.19531672462381	2.19531672462381	8.43772906061915	7.22246451723002	2.9726981078412	7.28715873052923	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.19531672462381	2.80704071778711	10.0209160686439	2.71612282163595	9.681684787794	6.37612458056651	3.2168067824843	2.19531672462381	7.48525988647323
Cluster_57	2.19531672462381	2.19531672462381	4.05061472004047	4.78378485126474	2.19531672462381	5.23513274562771	7.94400112648216	3.2241880784471	2.19531672462381	2.99524254688519	4.32797625716472	2.19531672462381	3.43257594996299	4.60867170589877	9.37543289267597	3.72970424393121	3.22708865502588	4.70088177229453	2.19531672462381	3.60039346353511	2.19531672462381	2.19531672462381	2.19531672462381	4.19721010829213	2.19531672462381	5.38159903668126	2.19531672462381	2.19531672462381	9.80811014933231	3.39221054044922	2.19531672462381	3.23984492136724	2.19531672462381	4.75965635904634	2.19531672462381	4.75057443565774	3.2168067824843	3.18413412031615	4.83613024560149
Cluster_59	8.18495389186387	2.19531672462381	3.54926046077581	5.61705878447123	2.19531672462381	2.19531672462381	2.19531672462381	2.93037761529078	4.59881072490721	3.39782277846961	4.32797625716472	8.85936539445966	5.92421033794604	4.09881105250196	2.6751716989337	3.06278247834176	5.37167101310908	3.75379429522023	2.7747932370755	2.19531672462381	2.19531672462381	3.53660321862298	2.19531672462381	3.25456842285313	2.19531672462381	2.87923250154981	9.17513389696773	2.19531672462381	2.19531672462381	4.78600023268337	2.89859041421223	3.93662729835097	5.27237063477047	2.19531672462381	4.65194073800565	3.48386268073687	3.2168067824843	3.84959046238492	2.7536014795022
Cluster_66	6.5361286914347	5.70223319138926	5.76366058650099	6.10925947425254	2.19531672462381	7.2958019859747	2.91821138270706	3.62248365748153	7.03996181380794	2.19531672462381	6.99078309000398	6.41877139920673	3.6897883273986	4.29184038696777	3.14236084222847	5.35997421185272	2.19531672462381	5.49132916856923	2.19531672462381	6.90225540832901	2.19531672462381	4.46120639163911	7.34842547394839	5.40009088960333	3.7987150983641	7.13561839819147	2.95569797760073	2.19531672462381	3.54865788570956	2.19531672462381	2.19531672462381	4.91631488647749	4.50908426406968	6.1864026029489	4.28113813019336	5.79746734888546	2.19531672462381	5.39980843550805	5.63544955298724
Cluster_69	9.70338210188442	7.88266477609785	5.92786949424806	8.61746296974366	8.25456295339029	8.48767162623745	2.19531672462381	5.08984096555545	9.66991449768219	8.58383841146446	7.50058436008933	8.94764165392261	7.80649937922048	8.00810001728369	2.6751716989337	5.1176545489756	8.67578827162808	5.92595163560893	8.07916414008857	8.01657875719569	7.51960080621106	5.08987514527575	9.66687003760883	5.68233724252138	7.83480503591291	8.92711581929418	2.19531672462381	8.74279098419266	2.93731932861074	7.85171778905973	8.85870021374151	7.80653703548228	8.03571269423846	8.41593236656672	8.43022188393322	5.28049780161917	8.75745966821702	7.41027092545101	4.68395770498049
Cluster_71	7.52247453218391	2.19531672462381	5.90178204507208	7.37187115234774	7.06531847396306	7.55373422492328	2.19531672462381	4.79931304966925	7.18085729318603	7.18265097935352	3.00904897111312	6.92710343253405	6.48342544424789	2.7815009433206	2.6751716989337	5.76221197203459	6.997468596057	6.05990610539346	6.85883047107891	3.06334357870174	4.65592603849761	4.46120639163911	7.39591100553318	5.01766638774669	2.19531672462381	7.68425485653795	2.19531672462381	7.26893711366919	2.93731932861074	6.28796998321383	7.4917694093449	3.05418129842253	6.12707418448162	7.06497907389108	6.73086733184525	5.35209555784851	6.80600551600301	3.56878977320572	5.55171722382043
Cluster_75	3.33888834134446	3.06917382244572	8.83286807589051	8.243878733225	8.49237869993538	8.87194085197993	8.16081293307409	9.58118983310492	2.93365108701841	8.0667394128673	3.00904897111312	3.18775763684592	7.80649937922048	3.19735276790553	9.2331207615639	9.41599585807126	8.69463541410734	9.29691947329194	8.1943240338291	3.47474505909887	7.22598027694736	9.39331828307064	3.69984661980173	9.81563976424248	3.7987150983641	8.54500046687737	9.1052283721415	8.44509135886445	9.1520105239766	9.05817047110298	8.78072992149378	3.39323933552802	7.85124843483998	8.49768862389933	8.10774912237377	8.19487742777846	8.37602482142329	3.84959046238492	9.88664863906314
Cluster_81	2.19531672462381	5.03439641751257	4.96655849010426	7.22119462139503	2.87402223591715	7.4093303643841	5.56879071762586	4.42961561806798	2.19531672462381	3.11520680093541	5.78549475748152	2.19531672462381	2.19531672462381	6.16439749771051	6.62858811361021	4.91052152058724	3.12194448044103	5.32271328599364	2.19531672462381	6.56020417966097	2.19531672462381	5.13499730559486	2.19531672462381	5.62641217238498	5.39466590737314	8.1542154915357	2.19531672462381	2.19531672462381	8.24125684383013	3.64220366442868	4.827921528311	5.98085442977773	2.66245850657724	7.2538006712732	2.83281878769874	5.5166204633032	4.49778648809713	5.54661067033098	5.67553162254114
Cluster_82	3.33888834134446	6.62976630990613	2.19531672462381	5.75234939567738	6.37926590113555	5.97815184807273	3.2074859956439	3.2241880784471	2.19531672462381	7.3666197637564	5.86219615152382	2.19531672462381	2.19531672462381	6.56669967354647	2.6751716989337	2.90707714361794	7.43286387967247	3.62853067834351	6.75243896405349	6.96287326296737	2.19531672462381	2.88382307055937	2.9726981078412	2.19531672462381	6.56291338611843	6.00927061322654	2.95569797760073	6.71643221072691	2.93731932861074	7.55143877315411	6.82424014244231	5.9615303300757	4.40948116823003	5.18335644492997	4.41663733219195	2.19531672462381	6.45793197046583	6.24783523955349	2.7536014795022
