,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cluster_1819,46.3943872712645,0.473282895134256,0.204510549859276,0,1,1
Cluster_1832,687.609671194776,0.0309856524726148,0.187371256964569,0,1,1
Cluster_1833,19.2360810639362,-2.07978654210722,0.78537762314751,-1.37486288160315,0.169173958776832,1
Cluster_1836,2957.7031052855,-0.155969691978904,0.251581073151503,0,1,1
Cluster_1865,199.412993245008,-0.00805883518928104,0.197635864734006,0,1,1
Cluster_1950,273.378491281365,-0.325324441851532,0.191669679709959,0,1,1
Cluster_1951,315.774269670822,-0.103560381952,0.946880636324009,0,1,1
Cluster_2372,1254.78221867392,0.723381849594289,0.169694587885128,0,1,1
Cluster_2500,31.4709877765604,0.807769200216647,0.269300848464412,0,1,1
Cluster_2746,326.635656458503,0.0512164839562212,0.17444231137055,0,1,1
Cluster_3109,10.2805462841656,0.284343753114675,0.317626493345654,0,1,1
Cluster_3226,397.02563143888,-0.00481105969131312,0.193089898347334,0,1,1
Cluster_3227,453.777916654932,0.0128331959448957,0.686895855664918,0,1,1
Cluster_3301,370.61796740406,0.84544060205601,0.18803376328067,0,1,1
Cluster_4026,3.47893534705154,-0.242247829173019,0.512567564236248,0,1,1
Cluster_4034,1289.14497688074,0.371005942306535,0.13083326086655,0,1,1
Cluster_4036,20.0751151532813,0.718223951521842,0.289838537283081,0,1,1
Cluster_4752,6738.75141966952,-1.5106074715053,0.2303800943223,-2.21636974760051,0.0266661898145403,0.679987840270778
Cluster_4754,104.407308435716,-1.26284560268887,0.285938548261487,-0.919238082052865,0.357971056214456,1
Cluster_5516,219.20047831514,0.289231485343181,0.137793119986367,0,1,1
Cluster_5517,5039.20703656497,-0.439369402659987,0.142947554100934,0,1,1
Cluster_5603,737.192383869078,-0.356826212599382,0.180680386413053,0,1,1
Cluster_5685,1.05619616293436,0.216544816972035,1.16142582215772,0,1,1
Cluster_9366,263.196852177994,-0.537766569583368,0.160097932225138,0,1,1
Cluster_9380,848.233946850644,-0.246738009361548,0.119109832246753,0,1,1
Cluster_9420,552.119120956916,-0.200238731934204,0.13654908404071,0,1,1
Cluster_9512,2610.0077783521,-0.384765868310079,0.207424051415194,0,1,1
Cluster_9532,69.9611420634016,-0.588067099061475,0.212180261798699,0,1,1
Cluster_9706,178.936611254521,-0.718345027689549,0.229368676600063,0,1,1
Cluster_9786,883.188768926256,-0.0908373365860306,0.143065344023059,0,1,1
Cluster_10452,40.2336442622222,-0.40670617043401,0.237108347656928,0,1,1
Cluster_11565,1.98022959668184,-1.50044065122672,0.897223842417355,-0.557765662890105,0.57700441280044,1
Cluster_12081,2.14768732233151,0.297177266409225,0.629765135761779,0,1,1
Cluster_12083,2.4402875176929,-0.178022960804532,0.612521710635849,0,1,1
Cluster_12087,2.33828367221797,0.176137289261441,0.58173150877976,0,1,1
Cluster_13327,24.0690174110642,0.423299791152947,0.327848444551455,0,1,1
Cluster_13647,0.459777444897435,-0.677509076265642,1.70363766397876,0,1,1
Cluster_14146,481.508110507892,-0.312623765739641,0.182275123212888,0,1,1
Cluster_14165,492.686551645196,-0.652010979925898,0.304607911071702,0,1,1
Cluster_14532,4066.48084325471,1.1144201707768,0.243802457691583,0.469315083449825,0.638844435371834,1
Cluster_14605,41.4811538495951,0.521320039487202,0.188194566676348,0,1,1
Cluster_14610,41.7148078273119,0.466416649460107,0.255037224859558,0,1,1
Cluster_14633,0.907058031529109,-0.597557753997713,1.09050840592098,0,1,1
Cluster_14692,66.6776495489019,0.417463952302961,0.171873427813332,0,1,1
Cluster_15097,293.155752820191,1.40353288100288,0.32104550991935,1.25693357650213,0.20877768899259,1
Cluster_16354,20789.8794114832,2.1219037489285,0.291590274130464,3.8475348750025,0.000119312297194063,0.00608492715689722
Cluster_17173,3055.94550929787,-0.552728183860658,0.17517259515179,0,1,1
Cluster_17186,124.623074122154,-0.145688022308794,0.17558466752476,0,1,1
Cluster_17192,72899.8548235039,-0.685472533039666,0.19312487428755,0,1,1
Cluster_17245,341.414880541146,0.66291990323962,0.27272673657863,0,1,1
Cluster_17623,13.4390867156847,-0.0962822054040605,0.235590519559683,0,1,1
