X1A1_ACR.173_TP1	X1A10_ACR.145_TP4	X1A12_ACR.237_TP3	X1A2_ACR.244_TP4	X1A8_ACR.186_TP2	X1A9_ACR.244_TP2	X1B1_ACR.225_TP3	X1B10_ACR.150_TP4	X1B2_ACR.173_TP3	X1B5_ACR.229_TP1	X1B9_ACR.265_TP4	X1C10_ACR.173_TP4	X1C4_ACR.139_TP4	X1D10_ACR.265_TP2	X1D3_ACR.225_TP4	X1D4_ACR.237_TP4	X1D6_ACR.229_TP2	X1D8_ACR.237_TP2	X1D9_ACR.229_TP4	X1E1_ACR.265_TP3	X1E3_ACR.150_TP2	X1E5_ACR.139_TP3	X1E9_ACR.237_TP1	X1F11_ACR.173_TP2	X1F4_ACR.150_TP3	X1F8_ACR.145_TP3	X1G5_ACR.244_TP3	X1H11_ACR.225_TP1	X1H12_ACR.186_TP3	X1H6_ACR.225_TP2	X1H7_ACR.229_TP3	X1H8_ACR.186_TP4	X2B2_ACR.145_TP1	X2B3_ACR.139_TP2	X2C1_ACR.244_TP1	X2C2_ACR.139_TP1	X2D2_ACR.150_TP1	X2E2_ACR.186_TP1	X2F1_ACR.265_TP1	X2G1_ACR.145_TP2
Cluster_30	11.610444078767	9.37835355863484	9.08022413273555	3.47490423046508	7.319836119061	3.68148039774902	10.4551585754723	8.25481459817437	11.2038866742008	10.2554944835728	8.66854542113228	10.9440574743366	12.910789580543	9.16060217618821	11.4067635159665	8.48295535569105	11.0575216141329	9.35962116243752	10.1529489446677	9.12311200950205	9.70020185691045	12.1909052527023	7.64034086089535	12.2543926408513	8.68687136054581	9.13962876877289	3.88592571398169	10.5808416793936	7.25626280263733	12.1200655434373	10.1847782805725	7.49731367611186	8.55025218564891	13.9448160929585	3.40259612339528	13.6626403213894	7.84261462305289	7.13927341806996	8.35986528759533	9.02821277894134
Cluster_43	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	10.5071444111933	2.13537069239975	2.13537069239975	10.5008723219879	2.13537069239975	2.97242119524105	2.86101586571382	10.580430506484	3.44954118128426	10.251048640065	2.90386776132837	2.13537069239975	9.94151817509856	3.32853826552847	2.92557550888822	2.68325239958991	2.13537069239975	2.13537069239975	2.13537069239975	3.0443969215829	2.67302844518856	10.1407876416714	2.8507460619032	2.13537069239975	10.7580465884233	2.13537069239975	10.72321124292	2.8096005553845	2.13537069239975	3.53542294047997	2.70380548771269
Cluster_49	7.95244374355653	2.13537069239975	8.38128369833703	6.74023958364047	8.36834377470145	6.77584000434645	2.13537069239975	8.02018577809869	7.43940526413508	2.13537069239975	2.13537069239975	7.50205561473377	7.12662562105957	3.43004586556355	2.82194884964435	8.01052203825924	2.13537069239975	9.1915541044595	2.96607878150592	2.90386776132837	3.0168643008893	7.26164351544796	8.05129147044137	7.30985324250522	8.70693831123136	3.48655185022655	7.01262837407493	2.13537069239975	7.88173587830172	2.67302844518856	2.13537069239975	8.26971632464421	2.75768434130143	7.43999774347081	6.46045427840647	7.42655411154011	7.41686776177243	7.97779393564518	3.8206852514793	8.3633458900512
Cluster_56	2.13537069239975	2.13537069239975	8.02738188205007	2.13537069239975	2.82656468569698	2.13537069239975	2.13537069239975	6.69895229166137	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	9.68592099748384	2.13537069239975	2.13537069239975	6.33321910281915	2.61298041316887	7.71949011667808	2.13537069239975	2.13537069239975	2.13537069239975	8.4214895285745	7.21523180336374	2.92557550888822	7.27495520479533	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.75768434130143	10.0144095636715	2.66650117611883	9.6788868386095	6.37187967773921	3.17100737979874	2.13537069239975	7.47537983261691
Cluster_75	3.30058227570118	3.02376087234041	8.82871071407999	8.22997548860063	8.4847048312617	8.86037545204677	8.14507177540775	9.57030849158314	2.88751756830289	8.05845514840735	2.96442984710384	3.14511619571994	7.7897541089455	3.15110404910773	9.22000823769958	9.41219970654539	8.6850054517656	9.28933256135926	8.19214318864036	2.90386776132837	3.4339877059015	7.20826723318578	9.38861574304953	3.66320707933857	9.80576931977486	3.76357481331482	8.53621490945359	9.10140768443862	8.43398356188318	9.14666874546236	9.05364999316696	8.76998219335377	3.35318975310723	7.84314636459613	8.49360255089462	8.10372790823673	8.19513080276005	8.35632202120533	3.8206852514793	9.87885097467849
Cluster_112	3.09504113775291	9.95448988010976	2.13537069239975	5.59654898918463	3.31121950809172	5.79690135185929	2.13537069239975	2.13537069239975	2.13537069239975	4.47902746648542	9.01476559306022	2.13537069239975	5.45209247264917	10.2711041773708	2.13537069239975	2.13537069239975	4.80844290244885	3.72022033834827	4.56648450994121	10.5054867457017	10.1731714253494	4.92733373649861	2.13537069239975	2.92557550888822	2.90567410890268	9.45282681921593	6.14124909620349	2.13537069239975	3.0443969215829	2.13537069239975	4.76656326137984	3.35089716715568	10.3605620711256	6.25830165805193	6.12801795651468	6.48861328749756	2.13537069239975	3.17100737979874	9.10900838710934	2.70380548771269
Cluster_116	4.06239834292344	8.38230026835103	2.84428947159962	9.20894213335136	2.13537069239975	8.38055897760001	6.97787105121282	2.88291244375033	3.18767187331509	7.23396251546411	8.19011628886954	3.14511619571994	3.65138613901297	3.54494765301366	8.2755292121801	3.54523331314579	2.80779831828676	8.48464474421263	3.82396352971009	8.39560995160969	7.73751025421664	2.13537069239975	3.50114911426483	3.66320707933857	3.6270093926973	8.08667350645712	10.7240298922529	4.28472467888823	2.13537069239975	6.89628511829166	5.84684088892531	2.13537069239975	3.0088897161299	3.18123212942454	3.29801497367998	3.47740767879652	7.68020419625579	3.57158703986077	7.51662128335581	7.25800306871235
Cluster_123	3.09504113775291	2.13537069239975	2.13537069239975	10.1932475984134	5.43595720826919	10.3297674600148	3.3816498139357	2.13537069239975	3.7506357479304	10.5293054996129	2.96442984710384	3.14511619571994	5.26304943084455	2.13537069239975	2.97242119524105	2.65115392169666	8.81367047345193	2.80926713085362	9.23471205060833	2.90386776132837	2.76345013067495	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	2.13537069239975	11.154356134277	3.44849207837787	4.70455080411238	2.89145886107591	8.74211289449776	8.02903226422	2.13537069239975	3.71173004504392	10.1666617453571	2.92841400539033	2.13537069239975	4.46536312400883	3.14399672666733	2.70380548771269
Cluster_127	9.36671902484372	4.65617360554419	3.34031614673917	10.7577595747636	3.31121950809172	11.3151415589619	8.9299061529712	2.13537069239975	9.18090400642695	10.4700857342873	3.90229609992804	7.94432902112585	9.7407210858519	4.06254076294831	9.56717317361399	3.01959401702639	11.2150385855395	3.44954118128426	10.2051218207606	2.13537069239975	3.96207335242223	9.71171259095437	2.837109451533	10.0628388649077	2.90567410890268	2.13537069239975	11.4580898395706	8.72531773706492	4.70455080411238	10.1075268381724	10.0071623975097	2.13537069239975	4.40316878195562	11.664849656238	10.546009040042	11.0130826628402	3.08058032318314	3.17100737979874	5.38788813111371	3.10779664585891
Cluster_140	6.51197340874971	3.02376087234041	2.84428947159962	8.99940028947294	3.75782264876245	9.18996267584733	2.13537069239975	2.88291244375033	6.35471897150361	3.82083752221214	2.13537069239975	6.32688126711737	9.3166236446466	2.72977872404254	2.62312285535991	2.13537069239975	4.64518449322136	2.80926713085362	3.73640361005689	2.90386776132837	2.76345013067495	6.52529496075959	2.13537069239975	5.34858419196059	3.07343022907482	2.13537069239975	9.23689983845211	2.13537069239975	3.66357008211787	2.13537069239975	4.81112201713295	3.35089716715568	2.13537069239975	9.84314951781178	8.20055169189054	9.78361738085951	2.13537069239975	3.57158703986077	2.13537069239975	2.93422406768804
