X1A1_ACR.173_TP1	X1A10_ACR.145_TP4	X1A12_ACR.237_TP3	X1A2_ACR.244_TP4	X1A8_ACR.186_TP2	X1A9_ACR.244_TP2	X1B1_ACR.225_TP3	X1B10_ACR.150_TP4	X1B2_ACR.173_TP3	X1B5_ACR.229_TP1	X1B9_ACR.265_TP4	X1C10_ACR.173_TP4	X1C4_ACR.139_TP4	X1D10_ACR.265_TP2	X1D3_ACR.225_TP4	X1D4_ACR.237_TP4	X1D6_ACR.229_TP2	X1D8_ACR.237_TP2	X1D9_ACR.229_TP4	X1E3_ACR.150_TP2	X1E5_ACR.139_TP3	X1E9_ACR.237_TP1	X1F11_ACR.173_TP2	X1F4_ACR.150_TP3	X1F8_ACR.145_TP3	X1G5_ACR.244_TP3	X1H11_ACR.225_TP1	X1H12_ACR.186_TP3	X1H6_ACR.225_TP2	X1H7_ACR.229_TP3	X1H8_ACR.186_TP4	X2B2_ACR.145_TP1	X2B3_ACR.139_TP2	X2C1_ACR.244_TP1	X2C2_ACR.139_TP1	X2D2_ACR.150_TP1	X2E2_ACR.186_TP1	X2F1_ACR.265_TP1	X2G1_ACR.145_TP2
Cluster_1819	70.9795019921188	75.2675130420128	31.2615945114979	55.8796229104845	57.1237252789704	94.120084919814	30.0288810226771	23.6214640052533	41.1989538273898	58.2242997109236	50.6680201159696	51.558041826061	37.8185287434691	56.0087403154775	19.7656681058293	24.3261577432593	63.7318066626177	50.4039338964006	40.0532367483845	70.2279219547348	19.6231503387074	21.440038473459	61.2524715793781	29.3876064390384	57.656136063523	42.0095644048044	22.3949978674749	72.4935938583344	25.6133872878868	45.605490221116	34.1243863825914	48.3377081724503	36.885594308326	47.7514209487275	35.6296227869572	42.0113836670278	77.6829941766118	54.2894378911702	32.9244213783858
Cluster_1832	1270.67226115303	661.133560504167	388.536960357188	687.246790860115	841.894903516254	601.814895928458	916.671104902775	369.507186939319	625.995215099507	1011.50450086036	451.958739434449	673.118879395796	797.970956487198	360.556265780887	867.593037917992	580.267860314818	926.889249718891	401.364658804672	666.340211359487	526.114262779539	441.520882620917	324.985846334536	1062.86959206489	397.25746561343	536.452744243214	1215.62413209271	758.941594397762	964.384475872993	934.071187477405	734.248392559968	1063.9496182858	254.871552182011	959.567887226893	660.142451010478	794.540588149146	274.983602184182	682.962990469378	580.218367461882	548.032304233776
Cluster_1833	27.8350988204387	32.5481137478974	46.4457975599397	21.7712816534355	4.08026609135503	0	42.6726204006464	10.12348457368	34.3324615228249	41.3849189121761	12.1603248278327	8.59300697101016	49.1640873665098	0	24.557345222394	55.7721665333261	9.80489333271042	35.4694349641338	7.28240668152445	0	0	21.440038473459	16.7052195216486	6.2973442369368	17.547519671507	0	24.883330963861	24.1645312861115	20.7086961051	10.0332078486455	51.1865795738871	0	9.76383378749806	44.4004440400448	17.1022189377395	7.63843339400506	0	0	14.3380544712325
Cluster_1836	1624.1780161726	2178.68936399988	1829.24987312993	4528.42658391459	5441.03483282193	3145.8254265552	3198.86606262624	2723.21735031991	1804.74306071649	1576.33729070309	4039.2545636451	2534.937056448	4057.92813417423	1596.8325233694	4410.439305978	6049.50010610418	2645.36022116527	3006.81245169639	2773.99007843735	2027.88084243305	7329.24665150722	1608.00288550942	3283.27168681735	1665.64755066978	2571.96502613803	1902.36995862599	1317.57237453644	3593.92483491621	3665.98417628967	1965.5966285301	1980.43313827539	1390.80769423459	3169.99136967437	1703.13401383795	2085.04552549274	2419.4737775511	5596.41237214007	2225.86695353798	4682.17134343915
Cluster_1865	141.263126513727	209.52848225209	267.063335969654	356.323309727895	73.4447896443905	333.019006348636	188.075623247294	145.103278889413	156.7849076209	214.916165109438	231.046171728822	160.40279679219	279.857112701671	293.462462277971	195.260842500011	199.94915023118	175.180760877759	214.683422151336	153.537407535474	265.437738913659	156.985202709659	146.695000081561	121.112841531952	238.249523630776	132.859791798553	504.114772857653	195.334148066309	83.4774717156577	328.069343559742	197.927827559643	106.029343403052	152.703214453877	110.656782924978	288.184014146706	270.785133180875	179.503184759119	22.6575399681784	115.365055518737	172.05665365479
Cluster_1950	287.39739532103	246.145110218474	159.880726215946	305.523652536545	152.329934077254	190.731583852211	469.398824407111	339.136733218279	284.959430639446	383.880799564668	263.473704603042	226.282516903268	192.874496591692	233.36975131449	329.427801763822	159.603327632603	340.883458200565	128.187782501957	279.15892279177	256.31207673875	176.608353048367	251.638346293755	171.9245509103	146.938032195192	253.185640974601	312.639600359966	477.759954506132	322.926009005308	362.947147526226	328.359529592035	513.084523823964	318.589440227514	356.379933243679	309.965364053143	320.666605082615	242.520260259661	203.917859713606	227.337021169275	135.414958894974
Cluster_1951	129.43320951504	341.755194352923	248.306379262755	282.300952106214	315.540577731456	47.6136900182589	1714.80715313709	676.586219007612	209.428015289232	176.099965302156	802.581438636959	389.549649352461	0	160.441704028712	33.8412196357381	245.041540194294	94.12697599402	189.170319808713	0	313.446657312093	598.506085330576	365.609077126353	354.985914835032	0	333.402873758633	165.827227913702	523.794116789275	0	189.103093380782	345.689615876059	212.058686806104	109.85842766466	482.767337270737	748.105594863397	227.316993380787	0	485.518713603824	342.702076688012	459.879821188421
Cluster_2372	998.584170183239	842.182443226846	2160.62277495181	958.662102139611	1610.34501738812	1632.7066495796	1139.51701143948	1047.78065337588	619.128722794942	1518.39840422605	697.191956795742	572.867131400678	1085.39177493756	1204.77134116105	1135.02851698626	1691.55794453737	2058.37394031367	2197.8604261986	1327.82548493129	1161.33970373734	1481.54785057241	1149.86311602393	1486.06848661332	1856.14221383712	892.416714722356	960.029098135057	1001.55407129541	1524.56224659649	1158.05208482467	1380.93424389539	1115.13619785968	677.826498690951	2061.79623479334	573.01705138473	1271.26494103863	656.905271884435	903.064807303112	800.769208894761	2325.42001961212
Cluster_2500	26.4433438794168	73.2332559327692	87.5324646321941	47.1711102491103	22.4414635024527	68.0986496772772	4.74140226673849	59.0536600131332	48.0654461319548	6.84991761304983	14.1870456324715	20.0503495990237	7.56370574869382	22.1701263748765	2.99479819785293	32.0393297106341	15.3609995545797	52.270746262934	10.9236100222867	88.8760142252012	0	45.1369231020189	66.8208780865943	34.110614616741	35.095039343014	34.0498574649467	3.73249964457916	6.59032671439403	10.8993137395263	5.47265882653392	9.7498246807404	40.6476182359241	5.96678731458215	43.5626998128742	4.98814719017401	32.4633419245215	0	33.9308986819814	104.083654680058
Cluster_2746	622.810336107317	370.234793882333	229.549422555856	299.717977428962	276.778049863583	176.890394893415	390.375453294803	421.811857236666	444.033169028535	148.129468382203	299.95467908654	489.801397347579	457.604197795976	417.731854852937	311.459012576704	249.194786638266	260.48333287234	312.379935999915	181.453299814651	424.541675093595	294.347255080611	384.792269444711	487.931620194818	342.155703540233	275.74673769511	290.971509245909	248.83330963861	274.596946433085	473.030216295442	403.152533554665	210.839958721011	259.265889288597	326.003561460352	214.462522155688	359.859190148268	238.701043562658	326.915933826575	288.412638796842	253.836668046265
