,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20
OG_00001,0.796993946684901,1.2626820727949188,1.3648209552697002,0.9204366376342322,0.648948961592359,1.2204853647177862,0.9875143509287808,0.38974592523166113,0.7919922853066196,0.5451199283227921,0.42547554890384426,0.8379947364502065,0.48997350106237275,0.5841976155661709,1.2045854055071938,0.5893753874976013,0.5718431797552299,0.7765257732940017,0.4622881422629575,1.123595127735356
OG_00002,0.2887253387634942,0.5850175672854979,0.6824422564839278,0.3562558645210969,0.27455566971640494,0.36071133693099683,0.4852040135504638,0.22317022536483333,0.3671367332096871,0.25648262819549633,0.23150402130060987,0.42875190609069425,0.28876157739772434,0.32617817661340787,0.6025202209828721,0.312514442369236,0.336369744242004,0.4256456687364974,0.17908361752853222,0.4886154533666703
OG_00003,0.1328170631318258,0.16986588211984827,0.21043170081407497,0.0,0.13487162357562968,0.2784417876698074,0.12031055165588038,0.006217282132990062,0.0675335919692903,0.1598924442449898,0.021418936221236376,0.30350362762675637,0.18126497904019784,0.004141484601424507,0.15246240495945695,0.1247961226576707,0.12569023430774123,0.11221806620959374,0.04260035255980198,0.1436078046209461
OG_00004,0.07230841482440305,0.23804780582713317,0.17047471585789625,0.14124746240327088,0.09259604824395483,0.23089028634481013,0.2203170708556286,0.07428937793464835,0.15291519811589807,0.0,0.1458564751337863,0.19504281173135385,0.16177741778460494,0.054822487056698864,0.2853063697623969,0.09004079621632359,0.18655599509980092,0.10234495709840927,0.13783782584332385,0.14191540098318906
OG_00005,0.10073619301043168,0.33660503477171905,0.2622789411787675,0.20423397624084408,0.1325161625268784,0.292340285418054,0.27611067497543595,0.07563454645498768,0.21243414914406786,0.05683270461465866,0.09283048959368805,0.2600302335239821,0.1525251521882459,0.09535752531582926,0.29951248573080647,0.1009947856978233,0.1132030525171523,0.2437605312484503,0.13603314645489342,0.217334630659482
OG_00006,0.12524193567870182,0.27961432068487574,0.1345627923584729,0.20521489687517916,0.1402414831996062,0.24509036285471422,0.3248127831579564,0.1107217855658682,0.22622718454937268,0.0,0.21655083158851418,0.2402555676029792,0.12634389240151864,0.16541209787736055,0.44062751594474187,0.1124766699737428,0.16912546440747994,0.3284947849857909,0.16810846191465983,0.22317337304040996
OG_00007,0.3605525563735031,0.7387125643135544,0.7062571629996054,0.47557900727664115,0.3318953938072633,0.6644599994918187,0.5489458518611907,0.21960670640277255,0.49945745888118037,0.21948423415306864,0.23321799629724985,0.4594131578064861,0.24920054394270455,0.27224370122640584,0.6729047195777875,0.22494407033481975,0.31739885723918626,0.5822679462327299,0.2947406887927421,0.5872800991767324
OG_00008,0.4257700204924757,0.724402375265997,0.8327386930412004,0.4938508025932107,0.41275918010084756,0.7052861807292301,0.5853029199999092,0.43235871861074787,0.4885119404739057,0.3599454076160335,0.5925944183641975,0.7263817311102868,0.3820058418865487,0.3500239126051119,0.8791627831481145,0.36115926045335583,0.4899934780210184,0.6358471032666411,0.24160343241207602,0.6634003155335674
OG_00009,0.31960972698982276,0.46678762459942463,0.511398802713709,0.4205242098587968,0.29253806089620926,0.3991341021912488,0.4401526890376248,0.28730229222187464,0.33140379612429904,0.20940223132309674,0.2922054669016895,0.3958066638411555,0.21321062037927013,0.32828958978559414,0.6150193822811475,0.29664623523840344,0.24230429367841716,0.44980059377920534,0.19161930850743655,0.49842358138778
OG_00010,0.16890897585440154,0.2713177491345574,0.30767516484810126,0.18103638364653526,0.12369226957988741,0.05515464162423285,0.28702928303634545,0.13936937998635635,0.19152044305747326,0.06499296638517357,0.18314991795108343,0.19626432673801752,0.11602027593524414,0.1731355083047617,0.4011559081566887,0.11258204498001957,0.16747155183267823,0.23685504943564423,0.09786246618345017,0.21481791135743397
OG_00011,0.10602265003302554,0.13445160231433664,0.10664381812192048,0.18389310198851144,0.11804805263159379,0.1381875741051357,0.16654065418412606,0.04160748719303816,0.06050710106467388,0.0,0.009919209256862349,0.009846314160535932,0.0043348953681470615,0.08373607695431345,0.07322759470875875,0.04407217136417054,0.050095233980590716,0.08125641828535049,0.07976910159781235,0.12300244376148421
OG_00012,0.28524797176492694,0.46367141694939656,0.45664027016781483,0.27547956863743334,0.18550885664453906,0.4028073284451889,0.3908305938119651,0.3072850353148433,0.34681810528136503,0.2168044328319467,0.4339070616140043,0.471905309423156,0.18640303425027047,0.28146688009605136,0.7234161626506402,0.24983829255334308,0.22415462585268117,0.4734990286496197,0.14969067620126014,0.4290292097397587
OG_00013,0.33861866319306944,0.565490168167268,0.5002487968521401,0.3569277397452445,0.326619949301838,0.6197426061691578,0.5498672686470311,0.3572358722952525,0.36146282681534075,0.2590552180633777,0.5882201823834423,0.7016463412285348,0.3748499983658814,0.2967994857812665,0.8259159868749112,0.43806034358690515,0.38454818749600556,0.5104357590524055,0.2637826551644531,0.5272250519685533
OG_00014,0.12575705251532804,0.2169606020092435,0.1718894757794717,0.11643827531293244,0.08733669970434024,0.1662347103382676,0.2522629666184696,0.044851988569235814,0.15786971236483655,0.02022058834989586,0.31003318056294654,0.1569097965722012,0.12098319798567797,0.07534131285159279,0.3431935737076103,0.10625228455368427,0.09983179692515895,0.06384955352292214,0.07856883599951239,0.1585913470589849
OG_00015,0.14856403366741122,0.34183349174293576,0.2777729801581683,0.2383054265519731,0.19026708306924037,0.2042235644994018,0.3613214484685473,0.22541075254992612,0.24171776374129234,0.11244336001725616,0.3127848428126887,0.38720071395564604,0.19468539594400627,0.22546320465823708,0.5084296534028525,0.209719114407337,0.2372703147891711,0.4717423743404185,0.16141783665501705,0.30308689105556047
OG_00016,0.5409803969085292,0.7091436551633504,0.9127890697434091,0.6193677783949738,0.4859081287302726,0.688456759508803,0.6467886264592453,0.5441337623479866,0.5198344372382584,0.4730222411391228,0.6071600925753932,0.8592286048240421,0.3680634577179854,0.4998753735664068,1.0361142803490528,0.538600587972021,0.48286697016755165,0.9209511797076302,0.25757424448254507,0.798095100914891
OG_00017,0.4009483663452342,0.8063331700971409,0.7439562751522033,0.4210040107149298,0.23031892949331018,0.5729278140549237,0.4286090134066515,0.08825548030697822,0.35585310867621195,0.31453837468598494,0.04542128822239296,0.3559521027100925,0.22533241243211105,0.1789137697494977,0.4745316083398162,0.2805063965528624,0.21675772430502432,0.32706540413701524,0.18217946099139198,0.5325013454869958
OG_00018,0.7818598762448704,1.3210020579040176,1.532920965578493,1.0000518829398157,0.6710581848276401,1.2466451902599396,0.9736704251635311,0.5573217852029836,0.8217225813232709,0.6690969979515099,0.6207206109807137,1.0591811490650629,0.5573258063746848,0.6587233820439848,1.3124422443069255,0.6391537123654878,0.7152012700509384,0.9506035915691382,0.40973478870707913,1.1648343433770987
OG_00019,0.7181601127028497,1.2744017282497142,1.3182909186620073,1.0604796882754775,0.7085067064265064,1.1672527068572716,0.8692926993492391,0.5497204918215168,0.7739526914536872,0.5895210863613901,0.6461078015321059,0.9565607203722388,0.521670798253039,0.5355665218765004,1.1864538210802846,0.5237909013083211,0.6544157046866315,0.8444328836178152,0.4771655066037679,1.0378756395788145
OG_00020,0.4139596281257151,0.8796568291639041,0.9031661262859781,0.5918835937136787,0.4082357209032847,0.5976040341041661,0.6269899411599638,0.29069080962285526,0.5140850706224552,0.4812144775683458,0.286298764673275,0.6082247038066827,0.3931241360470908,0.5409214161943956,0.7797798760257054,0.41614674669555507,0.4726116705602569,0.6261109512540143,0.3141596186030051,0.7019310216298869
OG_00021,0.046048185078920556,0.22811027886366597,0.17694770245986904,0.06443592371836694,0.07710033315936479,0.27322678014879326,0.11393523670496637,0.2476293470278147,0.065599552991192,0.03879149388322725,0.44680531003782303,0.07988717208459038,0.08290077261673204,0.04511992577372095,0.1635205376983258,0.0,0.04394287804043129,0.07558479944603301,0.04592967346040535,0.08157505532471887
OG_00022,0.3679347609196771,0.9121212950118951,0.9138187369139983,0.6088504197297625,0.3393966081537996,0.8112257054071491,0.5637529815113034,0.37376554950299196,0.4847758595023484,0.4198451287660879,0.4828268309660168,0.6789289513398438,0.24338140181158743,0.21895431376995597,0.7775176711680152,0.4053343937877804,0.3651355932958576,0.6220950915220769,0.20841133723396038,0.6061375009526725
OG_00023,0.2567213806395361,0.46652854334713273,0.5285708668227256,0.4365397017080097,0.2597828121178099,0.44745311784884456,0.38196298295531556,0.2846557709888749,0.3206676829158699,0.24902927358307714,0.34420189193911155,0.42028821610089734,0.19244185124452354,0.20352766528749341,0.5678603332761547,0.23604753771485315,0.23179824400061466,0.4237867317530578,0.14941524095929115,0.4084740506514392
OG_00024,0.41141393073685406,0.850236867968653,0.8711721987413067,0.5380234358943321,0.3883188387335374,0.6833344317404302,0.6244068875620215,0.3632681061662609,0.5152968238646538,0.37815649730259177,0.4794676743061535,0.6624904768773467,0.3844123022637977,0.3831102426812694,0.8582949964692609,0.366981764951068,0.4734394808196302,0.6014497431071927,0.24931740305396044,0.6643183585018649
OG_00025,0.31774130201219825,0.5748230835388508,0.6566038178054394,0.23297945517837873,0.1523477520707928,0.7687519824630409,0.3658652234304063,0.11964911530299427,0.355819555671735,0.1417246443048582,0.28993013705923637,0.36556739672799793,0.33254431979265736,0.09389553163963167,0.3953031926920785,0.1127633171459316,0.42910578848765885,0.09855178265212128,0.19385637058531444,0.3998392167215583
OG_00026,0.04342696969711065,0.11781012407433222,0.06980747294667156,0.08762780475015275,0.0936359849691666,0.0,0.1639105206130152,0.19806133937499146,0.10123654227250115,0.029489913390694362,0.3809082309181724,0.1508215782586361,0.113214599273383,0.17967288495196584,0.36142643152758747,0.10386907725255635,0.10862138883661993,0.18225455652736938,0.06679368801643425,0.1225177137844894
OG_00027,0.41348629048111796,0.8664188804866032,0.8514621553866919,0.5400018569718948,0.39529961102656985,0.7452470572339549,0.6014746612902228,0.4230074446228134,0.551887798390013,0.3586791322961624,0.5594463797579868,0.7092593447059349,0.41266889232293413,0.42633263801412,0.9324395592575728,0.3877742468053203,0.5869361297280058,0.5970332855445566,0.29746588574632615,0.7115187573674379
OG_00028,0.44755745078598835,0.9621445493995147,0.9812908486944656,0.5791361040454505,0.34408417410309383,0.8018674620015843,0.5412999571679301,0.1791197826610101,0.5090694193928724,0.4594208171777265,0.052634556125798246,0.5976799237671204,0.2923470663208298,0.33935674915017316,0.6194086647972518,0.4243915236377774,0.43906244745395806,0.5390251165619074,0.217577315168602,0.7012206369770567
OG_00029,0.22271976044338798,0.4272904573534176,0.4046778220323964,0.3122936617901315,0.24662010917980928,0.31551009566891997,0.35912711883614645,0.19508096431237887,0.26160515439662263,0.1552324028826951,0.2628682980471994,0.38013881989103254,0.20696946602205848,0.21191369414328606,0.5188084169841816,0.21930405092073807,0.2112089578710033,0.4183871154332975,0.15532736833165078,0.3513082935721901
