,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Species,Sample_ID
peve_POR.262,-0.2310614266973165,0.029124153895325668,-0.03187178104701435,-0.11406327569972083,0.25377767788799527,0.26855935181576573,-0.12763591144627867,0.08410470740912167,-0.025248279061412533,-0.03488946823607084,-0.02045153395624708,0.17022857324935556,-0.11849889204836091,0.07764008134287947,0.3459633703621533,0.03452555985477974,0.005176596574039074,0.004138244264754825,0.04222712610729765,-0.017134595095166804,0.03155483207703688,-0.00342543396267829,-0.15165194293622294,0.041554380517174215,-0.22562123235281806,peve,POR.262
peve_POR.69,-0.36355283951243605,0.24157697566058842,0.23385594507875634,0.2693943084610541,0.27225044270859655,-0.11382755308503187,-0.1567392938565348,0.1516365043956475,-0.02634416611747206,-0.17805725206764098,0.10804507557853667,-0.3326371406904607,0.3296543506255929,0.16690540860903313,0.26281550305420504,0.09886084599023649,-0.023094799961463235,-0.1477607218083912,-0.003517081156238204,0.0026995000151442796,-0.25543039673593737,0.4982955172110144,0.16427099467323578,-0.37593381722245023,0.11990639822680284,peve,POR.69
peve_POR.72,-0.1422392285102661,0.12223257174667843,-0.0554766919945974,-0.09996354945621547,-0.18081612754454485,0.07426997576766163,0.06998024508995698,0.0376570666510922,-0.016559419290512477,-0.08826477307879793,0.09853289143368933,-0.14570285492644847,0.17274421983319824,0.41448706503341876,-0.07923825250081754,-0.06892418546207088,-0.09219945411511418,-0.24678434051146145,0.05816178698889117,-0.006169889568027212,-0.0794408763162514,0.06128406565373646,0.11147688692390462,-0.0894534934597529,0.1425078797823246,peve,POR.72
peve_POR.73,0.07412326398392409,0.14584105026649466,-0.2568598492718231,-0.3345165971225515,0.16112018111672569,0.07222391841068047,0.329301172230118,-0.3739076885799206,-0.004514145395987913,0.1448094248098618,0.0016295150807767006,0.03212114633897168,0.03878669444884577,0.13099464247827403,-0.033578632284646734,-0.08123582153387164,0.0025617735580517513,-0.13791829649053,0.024366965542105556,-0.041867718857851816,0.3528435271361306,0.12879181169334844,-0.21001321524577066,-0.17691344426735298,0.2650280453913726,peve,POR.73
peve_POR.74,-0.08776942560681397,0.010580631900547094,-0.07848545353753843,-0.10624054404155045,0.17245005125914403,0.2866605494238406,-0.028560753327024936,0.07951159631186704,0.004281927744201313,-0.036173096636215346,0.006937307186502356,0.10553578317169036,-0.2262132553571585,0.44695943246635855,0.1350677793424667,-0.046748794687317755,-0.015935777998392794,0.14921344645251003,0.11063204626103926,0.048930399361645734,0.02081734520080337,-0.1300186325928411,-0.052234850378370334,-0.12815082711721912,-0.0415689229885691,peve,POR.74
peve_POR.83,-0.24202781788972386,0.21808607184405568,0.11094496525171342,0.05663431410885985,0.04055124429746643,-0.10246850917165085,0.09569478588303929,-0.09304932524571186,0.0007155593484291257,-0.09832256638758112,0.10194572287617686,-0.1651744077871853,0.4607102512448075,0.29756863783492726,0.05699050134239864,0.08097508621121058,-0.10055954113528157,-0.2600448934262564,0.00024014607196018174,-0.016591236902132718,0.008104551990462333,0.3649390788341533,0.10058354958478993,-0.29540582298902834,0.2756437318886691,peve,POR.83
ptua_POC.219,-0.33469499906439865,0.0334178457105125,0.3559201167530884,-0.027734504083554812,-0.06656960174849257,-0.018396292253235733,-0.239752453159007,0.019178197728503318,0.007064516714624921,0.22570044454420835,-0.006545798754017236,0.2276238331921859,-0.005554669863481828,-0.22457110247662082,0.19992129809753353,0.2515857738343332,-0.03823586638074661,0.23771629333512,0.034035822723435354,0.0569404499782301,0.48904775880120743,-0.22134829779475085,0.6490865529516917,0.1000490808963143,0.08120671215222693,ptua,POC.219
ptua_POC.222,-0.13876981523566598,0.2534208492091947,0.2322712236626847,-0.08841681275930462,0.11036053383067879,-0.2441096564762155,-0.15689197503745497,0.24220255779576724,0.07412511665048956,0.2955007432079268,-0.03989025256362588,0.2335745129889434,0.12818222749329777,-0.13288582212162214,-0.1330855490694433,0.402185190712305,-0.05193607684574465,-0.03142677767985113,0.044025121826437794,0.24895590378381333,-0.0961641150818242,-0.17777760485237026,0.10553105028658422,0.05083024507303773,0.2168137982491002,ptua,POC.222
ptua_POC.255,-0.11163275640558516,0.26787091484611214,0.16824398710608462,-0.17146805639477802,0.19579921671432188,-0.03784365965503611,-0.5409655446611796,0.19305765656083884,0.027058173380382723,0.19509515835749391,0.01412077393804435,0.2883731417933239,0.031061560258762812,-0.09046387831171941,-0.08460723683603187,0.5921367443113227,-0.032162153704073236,0.03144337799848374,-0.15344772857077846,0.1717893982859789,-0.16157174965194387,-0.01354599791460134,0.380724504488184,0.07007928742549556,0.27047697507732005,ptua,POC.255
ptua_POC.259,0.06583622302238214,0.21004122648352994,0.10490181074133687,-0.06876210563736909,-0.1572805115990739,0.049174937272309496,-0.18851583468036276,-0.08046271271232446,0.029575583563707528,-0.12462983555927917,0.10937666759762585,0.14389693971913156,-0.26177501381987,0.15557778876876088,-0.12279656264518467,0.1156104734593956,-0.08764002936292406,0.2974394390652251,0.04878318204159712,0.09833213521052515,0.0786633417800143,-0.1424799205964642,0.1937280925682154,0.11441746735568331,-0.010541459099892276,ptua,POC.259
ptua_POC.40,-0.12060205059517344,0.11690231665526932,0.25670859010347247,0.14720121484151003,-0.03662613748849343,-0.0015009804904156407,0.17231669282334292,0.11529275156574,-0.018244733832253928,0.2427690148613227,0.14637755860725954,0.10422064699567515,-0.09156690897412798,0.01962651019111437,-0.199669512320621,-0.12594920788396127,-0.004404857993483031,-0.1317126124071776,-0.010388347143425344,0.026899299704212908,-0.1617537993002489,-0.2106561518848321,0.040542239777196495,0.050132473752344475,-0.022577248712996267,ptua,POC.40
ptua_POC.42,-0.06920160344822479,0.16068756950120147,-0.20515455706901828,0.33410635495971,-0.09371125641204205,-0.1121107615633903,0.14551704543391186,-0.07962253974424914,-0.028362984956895668,-0.05002262406466149,0.12991964648983523,-0.11399912323972106,-0.06759967605263953,0.12922289950920945,-0.28016970154350074,-0.16470319116828602,-0.1504267030953372,0.0034975572308955168,0.9087301446079089,0.09115790135974014,0.08190267918319219,-0.12156634249329241,-0.049698412389218495,-0.08706974508312422,-0.33266007589487323,ptua,POC.42
ptua_POC.52,0.06807640141056336,0.3994752452376378,-0.03926983003262753,0.13197276486487547,0.047014889250567495,-0.35494267810673097,-0.07889788394444909,0.039384499091139766,0.03384467369610416,0.16873004099458042,-0.44173604968997016,0.12166056616606558,0.10948911387287599,0.006065664524861962,0.05773531247229554,-0.4103385910479815,-0.045934659923306025,-0.12447055906779463,-0.053494588116039944,0.8617204785975805,-0.07402061075190743,0.022599526096900496,0.018951445771318576,0.04475333362357801,0.0452275992724912,ptua,POC.52
ptua_POC.53,-0.4531150146781629,0.09215621460037778,0.3831788194685466,0.07163747950580183,-0.037366728144970905,-0.04637256598229033,0.2559556529308867,0.20692348270722383,0.04074060519858817,0.2679925198671167,-0.002058089635291613,0.23064744718182922,-0.04385137981632589,-0.123040102681941,0.11984177285071669,0.018686810535840544,-0.014496401348668425,0.019230073720814544,0.19488127939140004,0.027993563724808674,-0.13468551125410555,-0.34257011789759617,0.14450880745828246,0.08949217909733405,-0.06423929509969634,ptua,POC.53
ptua_POC.57,-0.4016488389851658,-0.022929970451815714,0.3306202330483822,-0.004727268355810564,0.07203091908841132,-0.0727768972327668,0.22150434083402407,0.3654729157198161,-0.04050182041915161,0.3999014987762098,0.07954377305204652,0.06432019641556165,-0.05303459407917072,-0.15767784855877703,0.12215125253439013,-0.047414040740536026,-0.057056953412234546,-0.11300689317024569,0.05410654176586181,0.023660275221416047,-0.2663264339703568,-0.4151224133971398,0.11008402522646832,0.09693015747533543,0.0005328410551715229,ptua,POC.57
