Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POC-201-TP1	25.8938	0.93414	4904295018.0	39397846.0	0.41745	97.90400419946651	10.217074984303439						
POC-201-TP1_R1_001								59.77449620597854	41.0	133.2506535001939	135	18.181818181818183	19698923.0
POC-201-TP1_R2_001								60.183388586739476	42.0	133.26291010934963	135	18.181818181818183	19698923.0
POC-201-TP2	29.881200000000003	0.934558	5290366019.0	42489046.0	0.411255	98.28041268800165	10.62222543585647						
POC-201-TP2_R1_001								64.24809331984238	40.0	133.22750602590605	135	18.181818181818183	21244523.0
POC-201-TP2_R2_001								64.65667922890697	41.0	133.23265742422177	135	18.181818181818183	21244523.0
POC-201-TP3	40.3852	0.929709	3906488080.0	31658874.0	0.371621	97.63896514313006	12.30649079184933						
POC-201-TP3_R1_001								78.73969081791938	37.0	132.75865003916437	135	27.27272727272727	15829437.0
POC-201-TP3_R2_001								78.35193897961939	37.0	132.70616775568203	135	27.27272727272727	15829437.0
POC-219-TP1	28.7356	0.938564	5097252130.0	40753818.0	0.402275	98.2170610115906	10.722389541101544						
POC-219-TP1_R1_001								64.22557418158766	39.0	133.2624326879018	135	18.181818181818183	20376909.0
POC-219-TP1_R2_001								64.04485261894524	40.0	133.26313966460762	135	18.181818181818183	20376909.0
POC-219-TP2	31.033699999999996	0.937518	4637481366.0	37094756.0	0.40192	98.18228575052414	10.259527436643886						
POC-219-TP2_R1_001								65.40337103240114	39.0	133.34534487839736	135	18.181818181818183	18547378.0
