Peve_00000079	sp|Q9UBX3|DIC_HUMAN	61.348	282	106	3	27	307	5	284	9.30e-128	363
Peve_00000418	sp|Q02978|M2OM_HUMAN	68.151	292	93	0	10	301	20	311	2.10e-155	434
Peve_00002050	sp|Q498M4|WDR5_RAT	29.396	364	212	9	851	1211	11	332	9.98e-37	139
Peve_00002053	sp|Q498M4|WDR5_RAT	29.121	364	213	9	853	1213	11	332	3.94e-37	140
Peve_00002148	sp|O43826|G6PT1_HUMAN	42.923	431	230	7	12	436	6	426	2.79e-107	321
Peve_00002534	sp|Q5T7M4|ADIPL_HUMAN	37.313	201	121	3	124	321	103	301	1.26e-37	133
Peve_00002770	sp|P16858|G3P_MOUSE	76.997	313	70	2	52	364	1	311	6.47e-179	497
Peve_00002890	sp|Q498M4|WDR5_RAT	26.861	309	198	7	333	622	33	332	2.78e-30	119
Peve_00003003	sp|Q498M4|WDR5_RAT	27.119	354	220	16	128	477	7	326	1.89e-22	97.4
Peve_00003158	sp|Q9QXX4|S2513_MOUSE	30.526	285	170	10	20	294	337	603	4.41e-26	105
Peve_00003361	sp|P37230|PPARA_RAT	27.684	354	186	9	65	366	99	434	6.43e-32	124
Peve_00003439	sp|O27939|PYCA_METTH	32.939	507	261	13	47	543	4	441	1.84e-76	260
Peve_00003523	sp|P23589|CAH5A_MOUSE	37.698	252	143	8	420	662	46	292	8.75e-42	151
Peve_00003528	sp|P23589|CAH5A_MOUSE	37.849	251	142	8	5	246	46	291	3.34e-44	150
Peve_00003529	sp|P23589|CAH5A_MOUSE	37.200	250	141	8	68	308	46	288	8.40e-41	147
Peve_00003533	sp|P23589|CAH5A_MOUSE	38.934	244	136	7	32	268	53	290	3.38e-50	165
Peve_00003570	sp|P00940|TPIS_CHICK	77.711	166	37	0	1	166	82	247	4.71e-85	266
Peve_00003879	sp|P11498|PYC_HUMAN	61.407	1166	400	11	96	1235	37	1178	0.0	1419
Peve_00004071	sp|P22292|M2OM_BOVIN	35.273	275	164	4	4	275	40	303	3.53e-53	181
Peve_00004308	sp|P0CF23|SDH1_YEASX	26.444	329	208	11	25	325	8	330	4.18e-22	92.0
Peve_00004462	sp|Q498M4|WDR5_RAT	29.555	247	158	8	517	749	57	301	3.52e-25	105
Peve_00004468	sp|Q75N73|S39AE_MOUSE	32.794	247	146	6	25	258	21	260	4.40e-39	139
Peve_00004469	sp|Q75N73|S39AE_MOUSE	44.928	207	76	5	12	183	238	441	1.07e-44	155
Peve_00004922	sp|Q92831|KAT2B_HUMAN	44.144	111	61	1	428	537	715	825	3.96e-21	97.1
Peve_00004978	sp|Q60HD8|PGK1_MACFA	70.146	412	122	1	4	414	5	416	0.0	596
