Peve_00000047	sp|P22570|ADRO_HUMAN	56.329	474	185	5	40	508	32	488	0.0	522
Peve_00000061	sp|Q05609|CTR1_ARATH	36.726	226	117	9	610	826	593	801	1.03e-28	124
Peve_00000064	sp|Q05609|CTR1_ARATH	32.700	263	150	10	1004	1258	570	813	6.78e-26	115
Peve_00000066	sp|Q05609|CTR1_ARATH	31.136	273	148	10	547	803	560	808	1.22e-25	114
Peve_00000138	sp|Q8N5I4|DHRSX_HUMAN	47.771	314	161	2	9	319	14	327	1.11e-90	273
Peve_00000146	sp|P51813|BMX_HUMAN	40.606	165	98	0	817	981	508	672	3.39e-39	155
Peve_00000148	sp|P33527|MRP1_HUMAN	34.449	1344	774	21	3	1258	199	1523	0.0	743
Peve_00000150	sp|Q39110|GAOX1_ARATH	31.615	291	170	9	1	281	59	330	3.99e-33	125
Peve_00000151	sp|Q39103|G3OX1_ARATH	33.000	300	162	10	38	328	57	326	1.58e-35	132
Peve_00000209	sp|P38571|LICH_HUMAN	50.128	391	190	3	1	390	6	392	7.85e-140	404
Peve_00000237	sp|Q5RDH5|AAPK1_PONAB	26.022	269	167	7	6	273	37	274	5.00e-22	96.3
Peve_00000244	sp|P51813|BMX_HUMAN	37.023	262	149	9	79	327	409	667	8.12e-42	161
Peve_00000296	sp|Q9NTJ5|SAC1_HUMAN	59.475	343	133	3	1	343	194	530	3.07e-146	424
Peve_00000370	sp|P77735|YAJO_ECOLI	31.760	233	130	8	21	237	1	220	5.83e-26	105
Peve_00000372	sp|P92958|KIN11_ARATH	33.716	261	158	8	3	260	15	263	4.01e-34	132
Peve_00000377	sp|Q9C8K2|AB12G_ARATH	27.811	507	315	14	620	1094	27	514	1.16e-42	167
Peve_00000384	sp|Q3URE1|ACSF3_MOUSE	51.685	534	239	6	45	566	46	572	0.0	558
Peve_00000404	sp|Q38997|KIN10_ARATH	32.482	274	168	7	2755	3018	25	291	1.59e-33	137
Peve_00000456	sp|Q9VEG6|PERC_DROME	32.318	591	345	18	549	1101	235	808	5.27e-73	261
Peve_00000500	sp|P51813|BMX_HUMAN	39.130	161	95	2	372	532	516	673	2.96e-38	149
Peve_00000502	sp|P51813|BMX_HUMAN	35.802	162	103	1	841	1002	513	673	3.21e-35	143
Peve_00000505	sp|P51813|BMX_HUMAN	36.420	162	102	1	1429	1590	513	673	5.92e-35	143
Peve_00000517	sp|Q940H6|SRK2E_ARATH	32.184	174	114	1	50	223	19	188	2.72e-28	109
Peve_00000539	sp|Q9JHE4|G3ST1_MOUSE	31.183	186	114	3	2	174	220	404	8.29e-26	103
Peve_00000545	sp|Q99999|G3ST1_HUMAN	32.493	357	201	11	11	339	57	401	1.21e-48	169
Peve_00000548	sp|P61315|G3ST3_MOUSE	37.023	262	149	10	3	255	81	335	4.63e-39	146
Peve_00000551	sp|Q8S8S1|PEX16_ARATH	23.158	380	230	12	32	369	4	363	8.42e-21	92.0
Peve_00000571	sp|Q99L43|CDS2_MOUSE	53.256	430	172	7	4	430	29	432	6.28e-163	466
Peve_00000594	sp|Q4R5G7|DHB12_MACFA	53.030	264	120	3	46	306	49	311	1.24e-97	290
