gene_id,loading,abs_loading,component
OG_01995,0.0215910002650027,0.0215910002650027,11
OG_09075,0.0207083393590099,0.0207083393590099,11
OG_07251,0.0204678201553946,0.0204678201553946,11
OG_04999,0.020303947631458,0.020303947631458,11
OG_02331,0.0202431753940461,0.0202431753940461,11
OG_02560,0.0202245934656185,0.0202245934656185,11
OG_09963,0.0200724061657555,0.0200724061657555,11
OG_08709,0.0199820194324218,0.0199820194324218,11
OG_01161,0.0199178700755169,0.0199178700755169,11
OG_09247,0.019916016568499,0.019916016568499,11
OG_07669,0.0199124471116607,0.0199124471116607,11
OG_02088,0.0198796770993228,0.0198796770993228,11
OG_07128,0.0198711600093169,0.0198711600093169,11
OG_08098,0.0196849869524317,0.0196849869524317,11
OG_01295,0.0195865663810468,0.0195865663810468,11
OG_01390,0.0195798489330711,0.0195798489330711,11
OG_08647,0.0195659342207292,0.0195659342207292,11
OG_04560,0.0195510618414086,0.0195510618414086,11
OG_09850,0.0195434415125747,0.0195434415125747,11
OG_02355,0.0194263456862657,0.0194263456862657,11
