gene_id,loading,abs_loading,component
OG_01995,0.0215909995866333,0.0215909995866333,12
OG_09075,0.0207083387275755,0.0207083387275755,12
OG_07251,0.0204678199038169,0.0204678199038169,12
OG_04999,0.0203039468606991,0.0203039468606991,12
OG_02331,0.0202431749897171,0.0202431749897171,12
OG_02560,0.0202245934019583,0.0202245934019583,12
OG_09963,0.0200724053085626,0.0200724053085626,12
OG_08709,0.0199820187654974,0.0199820187654974,12
OG_01161,0.0199178693226568,0.0199178693226568,12
OG_09247,0.019916015249236,0.019916015249236,12
OG_07669,0.0199124465209568,0.0199124465209568,12
OG_02088,0.0198796762903803,0.0198796762903803,12
OG_07128,0.0198711597753024,0.0198711597753024,12
OG_08098,0.0196849861155628,0.0196849861155628,12
OG_01295,0.0195865661665593,0.0195865661665593,12
OG_01390,0.0195798484961219,0.0195798484961219,12
OG_08647,0.019565933384952,0.019565933384952,12
OG_04560,0.0195510611285292,0.0195510611285292,12
OG_09850,0.0195434410563931,0.0195434410563931,12
OG_02355,0.0194263454132567,0.0194263454132567,12
