gene_id,loading,abs_loading,component
OG_01995,0.02159099795325,0.02159099795325,1
OG_09075,0.0207083368338353,0.0207083368338353,1
OG_07251,0.0204678191567761,0.0204678191567761,1
OG_04999,0.0203039455700173,0.0203039455700173,1
OG_02331,0.0202431736558094,0.0202431736558094,1
OG_02560,0.0202245932147305,0.0202245932147305,1
OG_09963,0.0200724029876213,0.0200724029876213,1
OG_08709,0.0199820174191555,0.0199820174191555,1
OG_01161,0.0199178674061629,0.0199178674061629,1
OG_09247,0.0199160125042149,0.0199160125042149,1
OG_07669,0.0199124450865868,0.0199124450865868,1
OG_02088,0.0198796755922002,0.0198796755922002,1
OG_07128,0.0198711593168943,0.0198711593168943,1
OG_08098,0.0196849836194973,0.0196849836194973,1
OG_01295,0.0195865658222968,0.0195865658222968,1
OG_01390,0.0195798474372968,0.0195798474372968,1
OG_08647,0.0195659314103409,0.0195659314103409,1
OG_04560,0.019551059281528,0.019551059281528,1
OG_09850,0.0195434402499462,0.0195434402499462,1
OG_02355,0.0194263444281361,0.0194263444281361,1
