gene_id,loading,abs_loading,component
OG_01995,0.0215910003192688,0.0215910003192688,15
OG_09075,0.0207083391280863,0.0207083391280863,15
OG_07251,0.0204678190457432,0.0204678190457432,15
OG_04999,0.0203039486538033,0.0203039486538033,15
OG_02331,0.0202431745918164,0.0202431745918164,15
OG_02560,0.0202245919414214,0.0202245919414214,15
OG_09963,0.0200724068054853,0.0200724068054853,15
OG_08709,0.0199820199616544,0.0199820199616544,15
OG_01161,0.0199178705667026,0.0199178705667026,15
OG_09247,0.0199160191538847,0.0199160191538847,15
OG_07669,0.019912447205538,0.019912447205538,15
OG_02088,0.0198796788822377,0.0198796788822377,15
OG_07128,0.0198711591646737,0.0198711591646737,15
OG_08098,0.0196849874097592,0.0196849874097592,15
OG_01295,0.0195865655850486,0.0195865655850486,15
OG_01390,0.0195798486419487,0.0195798486419487,15
OG_08647,0.0195659351354807,0.0195659351354807,15
OG_04560,0.0195510622580016,0.0195510622580016,15
OG_09850,0.0195434415293289,0.0195434415293289,15
OG_02355,0.0194263446746423,0.0194263446746423,15
