"","ACR-139-TP1","ACR-139-TP2","ACR-139-TP3","ACR-139-TP4","ACR-145-TP1","ACR-145-TP2","ACR-145-TP3","ACR-145-TP4","ACR-150-TP1","ACR-150-TP2","ACR-150-TP3","ACR-150-TP4","ACR-173-TP1","ACR-173-TP2","ACR-173-TP3","ACR-173-TP4","ACR-186-TP1","ACR-186-TP2","ACR-186-TP3","ACR-186-TP4","ACR-225-TP1","ACR-225-TP2","ACR-225-TP3","ACR-225-TP4","ACR-229-TP1","ACR-229-TP2","ACR-229-TP3","ACR-229-TP4","ACR-237-TP1","ACR-237-TP2","ACR-237-TP3","ACR-237-TP4","ACR-244-TP1","ACR-244-TP2","ACR-244-TP3","ACR-244-TP4","ACR-265-TP1","ACR-265-TP2","ACR-265-TP3","ACR-265-TP4"
"CpG_ptg000021l_1750856",83.050847,77.21519,66.666667,78.333333,73.333333,78.688525,81.818182,76.666667,74.468085,73.913043,81.25,69.387755,76.923077,88.235294,71.153846,61.290323,83.333333,80,81.25,90,47.058824,83.333333,84.848485,85.294118,79.069767,81.25,80.555556,71.875,81.818182,91.666667,79.166667,75.609756,84.615385,87.356322,92.307692,83.333333,96.610169,92.45283,80,72.727273
"CpG_ptg000021l_1750867",70.689655,64.935065,56.521739,65,65.116279,61.016949,66.666667,63.793103,70.454545,95.744681,77.777778,84.090909,66.129032,75.757576,55.555556,50,57.142857,82.352941,66.666667,85.365854,33.333333,81.25,81.818182,75.757576,77.272727,65.625,41.666667,69.230769,81.395349,91.489362,88.235294,80.952381,83.478261,92.134831,86.363636,81.355932,81.818182,64.814815,50.909091,61.538462
"CpG_ptg000021l_6263431",62.857143,62.962963,47.619048,73.913043,11.627907,25.714286,25,32.432432,30,37.5,42.424242,27.272727,14.285714,23.529412,15.384615,25,21.428571,38.095238,30,51.724138,33.846154,36.363636,57.894737,20,35.384615,32.352941,36.170213,24.324324,27.586207,43.333333,42.857143,41.176471,51.785714,64.814815,50,56.451613,35.897436,25,23.809524,26.923077
"CpG_ptg000021l_6263529",30.769231,51.06383,52.631579,58,3.448276,7.843137,3.389831,7.894737,16.981132,6.25,22.727273,14.285714,8.571429,25,14.705882,23.809524,15,20.512821,20.588235,22.727273,30.952381,40,12,14.285714,23.611111,27.272727,19.69697,25.396825,12.820513,5.128205,10.416667,9.090909,27.272727,25,40.625,27.906977,8.695652,1.886792,14.814815,2.702703
"CpG_ptg000021l_6264597",42.307692,62.068966,51.851852,66.666667,20,18.918919,15.151515,42.857143,32,33.333333,36.363636,31.818182,41.666667,55,52.631579,48.484848,61.538462,68.421053,56.521739,53.333333,85.714286,23.529412,33.333333,14.285714,38.461538,28.813559,36.111111,12.121212,31.578947,26.086957,22.580645,25,50.943396,54.545455,54.166667,63.043478,30.434783,20,28,21.428571
"CpG_ptg000021l_6264619",62.162162,69.230769,60,65.625,16.666667,30.232558,17.5,43.333333,37.837838,65.384615,54.83871,53.571429,37.931034,54.545455,36,54.054054,72.727273,71.428571,61.904762,61.904762,86.956522,44.444444,33.333333,43.75,35.555556,34.328358,51.111111,29.411765,52,63.333333,45.454545,46.428571,57.627119,68.421053,70.37037,64.150943,46.666667,30.952381,17.857143,39.285714
"CpG_ptg000021l_6264632",59.459459,38.461538,48.387097,48.275862,4.347826,13.953488,22.222222,14.285714,39.473684,62.5,51.428571,53.333333,44,52,29.166667,38.461538,20,52.380952,52.941176,41.666667,82.142857,40,31.818182,31.25,40,32.835821,44,37.837838,50,63.333333,42.857143,41.37931,21.818182,39.473684,53.571429,44.444444,24.137931,20,6.451613,24.137931
"CpG_ptg000021l_6264655",64.864865,59.259259,55.882353,59.375,19.565217,27.083333,35.294118,26.470588,26.315789,42.105263,37.837838,50,48,41.37931,24.137931,25.581395,20,66.666667,30,62.068966,80,50,30,33.333333,24.074074,20.833333,30.769231,15.789474,38.235294,52.941176,38.461538,38.888889,55,50,56.666667,50,28.571429,39.130435,21.212121,17.857143
"CpG_ptg000021l_6264672",61.538462,53.571429,50,55.882353,18.367347,29.787234,22.222222,29.268293,27.272727,55,55,55.882353,48,48.275862,29.032258,20.930233,33.333333,59.259259,40,55.172414,74.193548,50,35,33.333333,25.490196,24,36.842105,26.829268,52.777778,59.375,53.658537,47.5,50.746269,53.488372,40.625,40.677966,42.857143,46.511628,27.027027,15.151515
"CpG_ptg000021l_6264680",71.794872,55.172414,52.941176,65.625,32.5,32.55814,41.37931,27.5,31.707317,63.636364,57.5,52.777778,34.482759,40.740741,25,34.146341,35.714286,44.827586,28.571429,44.444444,81.818182,21.428571,13.333333,16.666667,40,33.333333,48.214286,45,52.631579,63.636364,60.97561,50,61.403509,61.111111,68,59.615385,44.444444,46.341463,34.285714,23.076923
"CpG_ptg000021l_6264711",61.764706,60.714286,53.571429,70.588235,31.111111,26.190476,35.714286,35.714286,31.428571,62.5,58.139535,54.285714,56.666667,58.333333,38.461538,25,36.842105,65.517241,27.777778,53.571429,74.358974,55,66.666667,37.5,45.833333,28.75,42.857143,35.897436,63.414634,66.666667,56.410256,48.837209,62.5,61.22449,61.764706,67.241379,50,44.897959,33.333333,17.241379
"CpG_ptg000021l_6264726",60.606061,64,40,65.714286,33.333333,25.581395,36,30.952381,35.135135,65.384615,57.142857,54.545455,54.83871,60,40,18.181818,42.105263,67.741935,26.666667,58.333333,75.757576,61.111111,61.111111,40,42.857143,30.666667,42,31.578947,66.666667,65.517241,59.459459,50,64.40678,52.830189,52.631579,62.711864,56.097561,44.186047,31.034483,22.222222
"CpG_ptg000021l_6264740",53.571429,58.62069,44,54.545455,41.666667,21.621622,12.5,26.190476,33.333333,58.333333,58.536585,48.387097,51.851852,47.826087,30.434783,21.428571,44.444444,50,28.571429,36.363636,83.870968,44.444444,55.555556,30,28.125,24.657534,32.653061,21.621622,42.857143,65.384615,43.243243,47.619048,56.363636,32.692308,44.736842,54.098361,42.5,42.105263,32.142857,18.181818
"CpG_ptg000021l_6264767",59.375,68.75,53.846154,67.567568,11.627907,24.390244,12.5,28.571429,37.142857,62.5,60.97561,50,45.454545,40,23.809524,15.625,30,60.606061,23.076923,40,70.454545,52.941176,43.75,38.888889,20.27027,31.578947,34.615385,24,41.025641,39.130435,57.5,40,61.904762,40,54.545455,55.882353,35.897436,22.857143,30,14.814815
"CpG_ptg000021l_6264797",58.823529,59.259259,45.833333,52.941176,4.444444,29.090909,19.047619,20.408163,41.37931,58.064516,54.545455,50,17.647059,22.727273,4,9.090909,48.148148,56.756757,33.333333,55.555556,73.913043,41.176471,26.666667,42.857143,7.142857,9.677419,11.111111,8.695652,30.555556,60,58.823529,41.463415,64.383562,52.542373,59.52381,61.904762,23.076923,18.181818,22.580645,15.625
"CpG_ptg000021l_6264811",55.555556,41.37931,39.393939,59.52381,4,8.77193,6.666667,10.909091,32.432432,62.857143,59.52381,48.571429,33.333333,44.444444,35.714286,25.714286,28,38.235294,13.793103,41.37931,80,35.294118,46.666667,41.37931,20,30.487805,31.481481,32.727273,42.222222,54.166667,61.538462,55,37.142857,20.967742,38.636364,35.365854,13.559322,7.142857,6.451613,2.857143
"CpG_ptg000021l_6264857",68.75,66.666667,50,74.358974,22.916667,37.5,34.090909,36.956522,50,58.064516,53.846154,32,45.454545,62.5,27.272727,33.333333,45.833333,59.375,53.846154,58.064516,72.340426,71.428571,41.666667,50,20,32.467532,28.571429,25,38.709677,40.740741,60.526316,45.16129,57.8125,64,52.777778,64.705882,30,24.324324,31.428571,21.428571
"CpG_ptg000021l_6264861",31.111111,32.258065,36.666667,50,19.565217,37.777778,33.333333,34.883721,35.294118,46.153846,40,12.5,40,37.5,31.034483,25,52.173913,59.375,50,54.83871,77.777778,21.428571,33.333333,19.230769,12.676056,31.944444,26.415094,21.428571,40,37.037037,45.714286,41.37931,45,50,35.294118,54.6875,29.62963,28.571429,30.30303,26.923077
"CpG_ptg000021l_6264878",70.212766,88.235294,59.259259,69.230769,25,43.75,37.5,50,50,51.724138,64.864865,32,44.117647,52,39.285714,30.434783,54.166667,54.545455,44.444444,66.666667,78.723404,71.428571,25,56,21.538462,36.111111,35.087719,27.777778,38.709677,53.846154,66.666667,46.666667,62.121212,58.695652,51.282051,65.151515,39.215686,41.025641,40,44
"CpG_ptg000021l_6264905",56.756757,79.310345,48,59.375,18.918919,24.324324,40.540541,34.090909,33.333333,41.666667,50,34.782609,41.935484,50,21.73913,17.647059,50,51.724138,22.727273,48.148148,76.923077,36.363636,30,50,19.642857,28.813559,29.411765,32.5,33.333333,57.142857,62.962963,38.461538,44.897959,64.864865,48.717949,48,19.565217,22.580645,17.241379,23.529412
"CpG_ptg000021l_6264920",61.538462,80,68,75.757576,17.647059,33.333333,33.333333,33.333333,50,31.818182,52,47.619048,50,52.941176,35,26.666667,60,53.846154,50,58.333333,70.588235,40,36.363636,45,18.367347,36,37.5,32.432432,38.095238,53.846154,67.857143,69.565217,64,72.222222,51.724138,65.217391,36.585366,18.518519,31.034483,35.714286
"CpG_ptg000021l_6265474",60.97561,67.5,53.333333,47.619048,30.434783,35.714286,32.352941,44.680851,44.736842,48.387097,46.153846,34.782609,45.454545,35.294118,51.851852,62.857143,20,68.181818,68.421053,66.666667,67.346939,70,53.846154,27.272727,33.333333,22.44898,51.515152,38.461538,50,68.965517,69.230769,54.545455,54.347826,57.692308,65.714286,39.534884,31.111111,36,33.333333,21.621622
"CpG_ptg000021l_6265483",55,64.285714,50,47.727273,27.659574,36.585366,27.777778,46,48.648649,48.571429,46.341463,47.826087,39.393939,29.411765,44.444444,51.428571,27.272727,65.217391,73.684211,59.259259,60.784314,53.846154,57.142857,33.333333,29.545455,21.73913,47.368421,34.615385,43.243243,65.625,66.666667,45.833333,38.297872,46.875,65.714286,41.463415,32.653061,34,27.083333,16.216216
"CpG_ptg000021l_6265566",38.297872,48.333333,47.368421,33.333333,28.571429,36.734694,28.947368,24.137931,31.25,38.235294,38.461538,23.076923,34.375,41.176471,45.833333,31.578947,27.272727,40.909091,42.857143,29.166667,32.608696,32,19.230769,29.411765,15.517241,15.277778,41.025641,29.166667,21.95122,36.170213,39.655172,29.032258,44.117647,44,43.478261,44.067797,22.077922,26.760563,20,17.857143
"CpG_ptg000021l_6265600",37.735849,46.774194,44.117647,31.25,19.148936,23.076923,17.5,19.354839,41.935484,45.454545,44.186047,42.307692,44.444444,30.434783,23.076923,27.272727,43.75,42.307692,47.368421,51.851852,44.262295,45.16129,29.62963,13.333333,6.896552,14.084507,14.814815,9.375,38.461538,40.425532,35.185185,32.5,45.679012,41.37931,50.943396,38.461538,20,15.789474,15.517241,28.571429
"CpG_ptg000021l_8434278",30.769231,35.555556,28,32.142857,25,28.125,38.095238,36.363636,26.315789,41.666667,40.909091,46.153846,42.857143,26.315789,27.272727,40,15.789474,32.258065,18.518519,40.625,11.764706,25,26.666667,21.428571,5.128205,13.157895,36.842105,26.666667,73.684211,31.578947,21.428571,35.714286,37.5,36.111111,42.307692,45.945946,29.032258,21.875,22.727273,36.363636
"CpG_ptg000021l_8434347",38.095238,28,21.95122,41.860465,26.829268,32.075472,40,40,44.117647,40,60.714286,33.333333,30,24,20.833333,34.615385,25.454545,51.282051,27.027027,45.652174,3.846154,20.833333,24.242424,34.615385,15.555556,14,23.913043,21.212121,68,50,31.818182,35,33.333333,34.615385,48.717949,48.076923,38,25.581395,29.411765,28.571429
"CpG_ptg000021l_8434381",26.666667,25.925926,14.285714,29.411765,29.166667,30.357143,32.258065,28.333333,33.333333,38.461538,58.823529,36.842105,16,27.586207,7.692308,33.333333,25,38.095238,21.052632,33.962264,12.5,19.230769,22.857143,28.571429,7.843137,6.666667,13.043478,10.25641,59.090909,45.16129,28.571429,29.166667,26.229508,25.454545,52.5,41.176471,32.653061,27.5,16.666667,14.705882
"CpG_ptg000021l_8434388",34.782609,19.642857,10,26.923077,25,33.333333,34.482759,33.333333,18.181818,41.666667,58.823529,36.842105,29.62963,24.137931,16,38.095238,26.415094,39.02439,20,35.849057,3.030303,20,29.032258,36,12.244898,6.818182,13.953488,7.692308,40,37.931034,27.272727,12,28.333333,31.481481,57.142857,47.826087,26.530612,28.205128,19.444444,16.666667
"CpG_ptg000021l_8434453",38.297872,26.865672,16.129032,28.571429,33.962264,45.098039,26.086957,39.285714,26.086957,45.454545,40,50,9.090909,17.391304,18.181818,15.789474,23.076923,39.393939,17.241379,30.612245,10.810811,13.636364,20.689655,25,13.114754,12.244898,12.765957,17.073171,58.823529,27.272727,25,17.391304,22.580645,27.45098,31.818182,37.931034,30.612245,38.636364,19.444444,16.666667
"CpG_ptg000021l_8434475",48,23.333333,20.689655,28.947368,41.509434,41.666667,25,36,21.73913,42.857143,50,42.105263,13.333333,14.285714,20,5.882353,20,26.666667,20.689655,30.769231,16.666667,9.090909,21.73913,20.833333,12.903226,8.163265,17.073171,13.333333,52.941176,30,39.130435,18.181818,24.074074,29.787234,32.352941,43.396226,26.829268,38.461538,16.666667,10
"CpG_ptg000021l_8434502",54,25.396825,23.333333,41.666667,37.777778,42.857143,34.615385,40.816327,40,40,36.842105,33.333333,14.285714,14.285714,19.047619,13.333333,33.333333,38.709677,13.636364,28.571429,25,14.285714,25,14.285714,18.333333,13.043478,21.052632,13.636364,52.380952,31.818182,51.851852,40,26.666667,25.581395,28.571429,45,46.153846,45,18.75,10
"CpG_ptg000021l_8434524",58,28.571429,29.032258,53.658537,41.304348,46,31.034483,45.652174,46.875,45,52.380952,42.857143,21.875,15,30,17.647059,31.25,36.363636,36.363636,30.30303,20.833333,20,9.090909,21.73913,24.193548,17.948718,22.222222,12.5,54.545455,47.619048,60,42.857143,39.583333,27.777778,40,46.551724,53.846154,47.619048,31.428571,20.833333
"CpG_ptg000021l_16094087",44.444444,35.714286,13.461538,36.363636,18.181818,15.789474,10.714286,13.333333,15,41.176471,46.153846,45.454545,22.727273,23.076923,21.212121,20.454545,16.666667,40.740741,12.5,44,6.666667,47.619048,48.387097,41.666667,43.137255,74.468085,54.545455,53.333333,47.368421,50,17.241379,44.444444,32.55814,57.142857,50,41.176471,20,15.384615,11.538462,17.647059
"CpG_ptg000021l_20780154",33.333333,37.5,25,39.393939,45.454545,47.058824,45.454545,70.37037,27.272727,26.666667,37.5,42.105263,34.285714,44.444444,28.571429,25,28.571429,61.111111,54.545455,64.285714,10,50,44.444444,44.444444,76.190476,78.26087,57.692308,47.826087,25,42.857143,29.166667,28,60,70.833333,57.894737,66.666667,48,44.827586,61.764706,33.333333
"CpG_ptg000022l_2983280",30,42.857143,28.813559,35.714286,26.923077,36.363636,38.888889,19.047619,46.428571,80,62.5,61.904762,47.058824,57.142857,37.837838,51.219512,30.645161,22.857143,50,48.571429,40,41.666667,75,53.846154,42.857143,60,27.777778,48.148148,72.727273,78.571429,57.142857,73.333333,50,45.833333,66.666667,51.020408,11.764706,33.333333,20,33.333333
"CpG_ptg000022l_2984986",44.186047,21.621622,36.923077,44.444444,26.315789,43.75,14.285714,37.5,72.727273,75,80,41.666667,69.767442,60,65,75.675676,27.027027,31.707317,35,51.111111,16.666667,53.125,23.529412,43.333333,42.857143,48.717949,46.666667,31.034483,62.5,72.727273,79.166667,40,44.444444,48.275862,37.037037,36.734694,26.315789,30.769231,15.384615,31.578947
"CpG_ptg000022l_2985007",53.191489,30,27.777778,50,33.333333,26.315789,16.666667,47.368421,68.421053,80.952381,85.714286,62.5,75.675676,66.666667,57.575758,74.193548,31.25,36.170213,36.111111,45.454545,12.5,51.851852,37.5,38.461538,59.459459,60.526316,53.333333,39.285714,69.565217,75,76.190476,45.454545,53.968254,37.037037,46.428571,48.076923,28.571429,30.769231,20,30
"CpG_ptg000022l_5439788",35.483871,39.393939,15,25,34.545455,27.419355,22.916667,29.824561,28.26087,62.068966,46.808511,28.571429,44.444444,60,40,15.384615,26.666667,41.666667,38.095238,52.380952,34.090909,45.454545,30.434783,46.666667,51.515152,60.869565,45.454545,54.545455,30,57.142857,50.909091,42.307692,43.589744,38.235294,36.956522,35.616438,22.222222,39.583333,35.087719,15.151515
"CpG_ptg000022l_5439792",71.875,62.857143,28.571429,45.238095,18.644068,18.75,12.244898,26.315789,35.555556,71.428571,51.020408,39.393939,72.222222,66.666667,45.454545,23.076923,6.666667,20,38.095238,42.857143,21.73913,51.612903,44,53.571429,55.882353,60,50,61.764706,45,66.666667,53.846154,53.703704,51.351351,55.223881,51.111111,56.164384,18.987342,18.75,29.62963,8.333333
"CpG_ptg000022l_5439822",28.125,14.705882,13.636364,27.027027,32.727273,31.666667,12.765957,28.070175,43.137255,55.555556,56.818182,31.25,70.588235,69.565217,40,46.153846,36.842105,31.034483,41.176471,46.153846,28,44,41.37931,50,64.516129,52.380952,42.857143,55.555556,42.222222,57.777778,45.098039,45.454545,33.333333,36.231884,43.478261,33.783784,23.943662,38.461538,29.090909,22.222222
"CpG_ptg000022l_5439859",50,53.125,47.368421,39.473684,46.153846,33.928571,19.512195,35.714286,40.816327,53.125,61.538462,43.75,80,58.823529,37.5,53.846154,33.333333,41.666667,68.421053,43.478261,38.297872,69.565217,50,48.148148,70,68.421053,58.823529,68,56.097561,63.829787,60,58,33.870968,34.482759,44.117647,42.622951,33.898305,41.860465,40.909091,20.689655
"CpG_ptg000022l_5439870",36.363636,62.962963,47.058824,32.432432,48.979592,34.545455,16.666667,33.333333,43.902439,58.064516,62.5,40,85.714286,58.823529,30.769231,72.727273,21.428571,50,73.333333,50,31.111111,63.636364,56.25,58.333333,65.517241,61.904762,59.459459,53.333333,62.5,62.222222,61.22449,55.319149,40.384615,46.428571,58.333333,45.762712,30.909091,34,30.952381,14.814815
"CpG_ptg000022l_5439946",50,60.869565,42.105263,27.777778,29.72973,35.714286,25.641026,38.636364,44.117647,54.285714,71.428571,54.545455,50,72.727273,35.714286,58.333333,40,72.222222,50,61.111111,45.454545,47.368421,42.857143,29.166667,54.545455,52.941176,63.333333,55,45.833333,52.777778,46.511628,52.777778,37.5,36.111111,36.842105,50,35,34.285714,26.923077,21.73913
"CpG_ptg000022l_5440505",78.26087,69.230769,51.724138,62.962963,43.243243,63.157895,33.333333,53.571429,61.702128,76.923077,67.741935,56.666667,76,60.869565,59.259259,60,50,85.714286,57.142857,90,61.111111,73.913043,52.173913,80.952381,73.076923,79.166667,39.130435,59.259259,55,74.285714,63.043478,52.380952,69.491525,81.578947,77.272727,50,63.829787,51.351351,52.380952,50
"CpG_ptg000022l_5440527",53.571429,59.259259,43.333333,54.83871,30,32.8125,21.73913,34.920635,44,75.862069,57.142857,67.647059,59.259259,50,42.307692,55.555556,41.176471,50,36.842105,53.333333,36.842105,54.545455,40,50,56.666667,64.516129,36.363636,55.555556,51.162791,69.230769,57.142857,55.813953,58.730159,67.44186,54.166667,42.028986,38.77551,33.333333,36.956522,32.142857
"CpG_ptg000022l_5985634",94.736842,75,68.571429,80.769231,87.878788,89.473684,77.142857,74.285714,59.574468,77.142857,71.875,75,50,47.368421,60.638298,48.076923,79.545455,64.705882,85,80,30,80.952381,57.352941,72.307692,84.615385,93.548387,88,100,74.358974,71.794872,91.666667,72.916667,83.333333,93.75,83.333333,89.361702,85,81.25,79.166667,87.096774
"CpG_ptg000022l_5985646",94.117647,72.222222,64.285714,80,84.848485,83.333333,75,83.870968,61.627907,75.675676,78.571429,71.73913,48.648649,42.105263,59.782609,48.039216,72.727273,80,80,78.571429,40,80,61.538462,75.409836,64,75,77.777778,60.869565,72.222222,73.684211,88.235294,68.181818,85,93.75,86.206897,88.888889,77.777778,90,78.947368,93.333333
"CpG_ptg000022l_5985676",80,75,59.259259,84.375,84.375,93.333333,75,82.352941,47.368421,75.757576,74.193548,65.853659,54.545455,50,57.142857,39.784946,37.837838,83.333333,73.684211,87.5,10,69.230769,65.079365,57.142857,86.956522,89.655172,95.833333,91.304348,70,72.5,88.888889,62.745098,72.727273,90.625,83.333333,87.5,70,67.857143,72.222222,85.185185
"CpG_ptg000022l_5985682",56.25,73.333333,39.130435,63.636364,58.333333,66.666667,62.5,61.538462,31.147541,41.666667,58.333333,42.307692,48.275862,46.666667,49.295775,27.058824,52.777778,88.888889,68.421053,76.923077,45.454545,74.358974,57.142857,66.071429,91.304348,100,91.666667,86.956522,57.142857,56.756757,77.272727,45,64.285714,77.419355,76.190476,85.294118,68.75,70.833333,70.588235,75
"CpG_ptg000022l_5986300",66.666667,85.714286,78.571429,65.217391,68.421053,94.444444,80,76.923077,75,75,78.125,68.75,34.615385,52.380952,33.333333,52,50,87.5,63.636364,78.571429,36.363636,92.592593,57.575758,60.714286,86.956522,94.117647,87.5,94.117647,77.419355,77.419355,76,55.555556,83.333333,96.666667,66.666667,83.333333,85,78.947368,80,70
"CpG_ptg000023l_1199579",23.076923,3.225806,12.5,4,21.428571,18.518519,25,11.428571,50,20,41.176471,34.615385,11.363636,7.142857,10.344828,10.526316,15.384615,20,15,25,14.772727,11.764706,15.789474,23.076923,11.904762,11.111111,9.52381,6.896552,20,31.818182,12.5,28.571429,22.222222,18.181818,8,13.043478,22.580645,26.666667,25.925926,16.666667
"CpG_ptg000023l_1199603",33.333333,21.212121,32,26.666667,39.285714,35.483871,42.857143,40.540541,42.857143,18.181818,38.888889,28,4.545455,7.142857,16.129032,8.333333,21.428571,35.483871,26.315789,18.181818,9.90099,11.764706,23.809524,23.076923,11.111111,10.714286,9.302326,8.333333,20,19.047619,10,26.666667,21.052632,17.857143,6.25,18.518519,34.375,33.333333,35.483871,29.411765
"CpG_ptg000023l_1199650",34.482759,21.95122,36.111111,35.714286,25,41.176471,40,38.77551,48.148148,31.25,33.333333,36.111111,8.333333,22.580645,13.461538,8.510638,15.384615,23.076923,25.806452,16.666667,10.084034,38.095238,28,28.571429,10,8.108108,14.285714,11.627907,33.333333,32.142857,31.034483,38.461538,30.434783,26.086957,27.5,21.666667,48.387097,29.032258,26.470588,25.531915
"CpG_ptg000023l_1199700",36.842105,32.432432,25,28.571429,25,28.571429,24,30.434783,35.714286,25,33.333333,40,3.703704,12,7.272727,4.166667,11.764706,27.272727,20,14.285714,10.10101,31.25,33.333333,27.272727,2.272727,5.882353,14.583333,7.317073,31.818182,26.315789,43.478261,28,20.512821,28.125,24.242424,20.408163,23.333333,14.814815,16.129032,17.5
"CpG_ptg000023l_1273145",11.392405,9.183673,9.210526,17.910448,11.764706,13.953488,8.571429,9.52381,7.407407,10,38.461538,12.5,13.157895,31.818182,10.714286,17.857143,4.545455,7.407407,5.454545,8.510638,11.538462,20,6.666667,9.090909,4.444444,15.789474,5.405405,12.903226,20.833333,9.090909,8.695652,14.285714,20.238095,20.895522,20,6.666667,10.526316,10.714286,17.142857,7.5
"CpG_ptg000023l_1273199",12.5,16.129032,15.584416,23.287671,19.444444,7.692308,14.634146,10.526316,25,16.666667,38.461538,10,25.714286,40,25.925926,23.333333,14.285714,16,6,22.916667,26.666667,19.354839,10.638298,5.357143,10.869565,13.157895,11.111111,25,21.428571,9.090909,38.095238,12.5,34.177215,33.898305,31.034483,26.865672,29.72973,9.677419,33.333333,20.512821
"CpG_ptg000023l_12065754",29.62963,19.047619,23.333333,34.615385,15.789474,35.294118,9.52381,13.636364,14.634146,17.391304,40.625,20,4,8.333333,14,22.857143,16.666667,13.333333,20,28.571429,41.666667,32.258065,14.705882,14.634146,25.714286,25.806452,19.230769,25,19.444444,26.086957,31.25,6.451613,3.571429,21.052632,7.142857,11.111111,31.25,17.857143,33.333333,26.315789
"CpG_ptg000023l_12065773",30.30303,25,18.75,34.615385,4.761905,43.75,9.52381,17.391304,19.512195,15,38.709677,17.857143,4,8.333333,16.666667,20.588235,12.5,12.5,20,30.769231,58.333333,37.037037,22.857143,28.947368,16.666667,34.482759,18.181818,23.076923,15.625,34.782609,36.363636,10,30,36.363636,12.5,22.222222,35.714286,10.714286,33.333333,25
"CpG_ptg000023l_12065776",27.272727,20,18.75,32,19.047619,46.666667,9.52381,21.73913,20,15,35.483871,17.857143,4,8.333333,18.75,17.647059,12.5,12.5,20,30.769231,58.333333,40.740741,20.588235,28.205128,17.142857,34.482759,18.181818,19.230769,15.151515,36.363636,35.294118,10.344828,31.034483,27.272727,11.764706,20.689655,35.714286,17.857143,33.333333,25
"CpG_ptg000023l_12065791",33.333333,20,18.75,28,9.52381,42.857143,9.52381,20.833333,13.888889,19.047619,28.125,17.857143,4.166667,7.142857,17.391304,15.151515,8.333333,12.5,13.333333,30.769231,66.666667,40.740741,6.25,23.684211,22.857143,32.142857,19.047619,22.727273,14.705882,36.363636,36.111111,11.538462,14.285714,26.315789,12.5,22.222222,33.333333,15.384615,33.333333,31.25
"CpG_ptg000023l_12065829",24.324324,10.714286,18.918919,28.571429,13.636364,40,25.925926,19.354839,17.777778,26.666667,28.947368,25,3.125,12.5,11.111111,17.142857,3.846154,16.666667,12.5,20,64.285714,30,10,20.454545,20,32.352941,17.857143,6.896552,13.636364,35.483871,32.653061,9.677419,26.470588,23.809524,20,15.625,35.294118,18.518519,44.444444,21.052632
"CpG_ptg000023l_12065860",19.354839,17.391304,9.677419,14.285714,5.263158,34.615385,18.181818,16,18.918919,28.125,27.777778,21.875,7.692308,6.666667,12,9.52381,9.090909,16.666667,15.384615,26.666667,54.545455,18.181818,8.333333,8.108108,21.052632,32.142857,16.666667,7.407407,18.75,24.137931,32.608696,12.5,18.181818,17.391304,15.789474,16.129032,23.076923,16.666667,26.666667,20
"CpG_ptg000023l_15450197",62.857143,80,64.285714,73.333333,35.294118,70.833333,54.545455,63.636364,60,91.428571,82.352941,73.529412,67.741935,61.290323,66.666667,61.538462,69.230769,64.864865,59.090909,50,61.111111,85,64.705882,85,46.153846,50,87.5,54.545455,78.947368,76.086957,78.04878,67.44186,86.27451,75.675676,78.125,85,70.37037,47.619048,50,44.444444
"CpG_ptg000023l_15450222",74.358974,78.787879,63.333333,79.411765,53.333333,79.166667,61.904762,73.076923,75.757576,100,91.666667,69.69697,48.484848,82.857143,51.724138,57.142857,84.615385,84.375,68,72,58.823529,61.904762,62.5,65,48,67.741935,64.705882,25,97.560976,91.304348,97.435897,80.952381,88.888889,95.121951,91.891892,91.304348,66.666667,72.727273,72.222222,50
"CpG_ptg000023l_15450240",37.142857,39.393939,40,50,47.058824,66.666667,45,57.692308,56.25,82.857143,71.428571,64.864865,50,61.764706,51.851852,53.333333,61.538462,48.571429,52,35.483871,62.5,70,43.75,59.090909,40.740741,40.625,37.5,38.461538,74.418605,71.73913,72.093023,70.731707,77.777778,80.555556,83.333333,76.744186,52,59.090909,61.904762,35.294118
"CpG_ptg000023l_15451793",88.571429,88.461538,71.052632,85.294118,71.875,76.666667,78.125,70,87.272727,93.333333,95,82.352941,57.142857,85,34.375,56.25,77.419355,78.125,69.565217,86.206897,57.142857,80,56.521739,83.333333,90.322581,82.352941,76.923077,78.26087,86.956522,89.189189,86.363636,100,90.566038,100,100,95.744681,84.615385,77.419355,75.862069,77.272727
"CpG_ptg000023l_15451801",84.375,88,73.684211,83.870968,54.83871,76.666667,50,58.536585,85.454545,93.333333,89.473684,81.25,65.384615,85,50,62.5,75.862069,77.419355,80,85.185185,39.285714,73.913043,57.142857,90,87.096774,75,76.923077,72.727273,84.444444,86.486486,90,94.736842,91.666667,100,90,95.744681,84,68.965517,58.62069,73.684211
"CpG_ptg000023l_15451804",96.875,91.666667,72.972973,90.322581,74.193548,86.666667,82.857143,67.5,79.245283,75,78.947368,77.419355,56,75,50,56.25,72,82.758621,78.947368,76.923077,62.962963,69.565217,52.380952,76.666667,80,75,68,72.727273,73.333333,78.378378,84.615385,92.105263,87.5,90.697674,89.473684,86.666667,80,76.666667,60.714286,84.210526
